SAT_F,TotalPower_BTU_h,CoolingPower_BTU_h,FanPower_BTU_h,Reheat_BTU_h,Zone1ActualFlow_CFM,Zone2ActualFlow_CFM,TotalCost,CoolingCost,FanCost,ReheatCost
59.35,13965,11827,2138.3,0,1463.9,474.31,0.23175,0.18036,0.051388,0
59.4,13922,11769,2152.6,0,1469.7,476.19,0.23121,0.17948,0.051732,0
59.45,13877,11710,2167.1,0,1475.6,478.09,0.23066,0.17858,0.052081,0
59.5,13833,11651,2181.9,0,1481.5,480,0.23011,0.17768,0.052434,0
59.55,13788,11592,2196.8,0,1487.4,481.93,0.22956,0.17677,0.052792,0
59.6,13743,11532,2211.9,0,1493.4,483.87,0.22901,0.17586,0.053156,0
59.65,13698,11471,2227.2,0,1499.5,485.83,0.22846,0.17493,0.053524,0
59.7,13653,11410,2242.8,0,1505.6,487.8,0.2279,0.174,0.053898,0
59.75,13607,11349,2258.6,0,1511.7,489.8,0.22734,0.17307,0.054277,0
59.8,13561,11287,2274.6,0,1517.9,491.8,0.22678,0.17212,0.054662,0
59.85,13515,11224,2290.8,0,1524.2,493.83,0.22622,0.17117,0.055052,0
59.9,13468,11161,2307.3,0,1530.5,495.87,0.22565,0.17021,0.055448,0
59.95,13421,11097,2324,0,1536.8,497.93,0.22509,0.16924,0.05585,0
60,13374,11033,2341,0,1543.2,500,0.22452,0.16826,0.056257,0
60.05,13327,10969,2358.2,0,1549.7,502.09,0.22394,0.16727,0.056671,0
60.1,13279,10904,2375.6,0,1556.2,504.2,0.22337,0.16628,0.05709,0
60.15,13231,10838,2393.3,0,1562.7,506.33,0.22279,0.16528,0.057516,0
60.2,13183,10772,2411.3,0,1569.4,508.47,0.22221,0.16427,0.057949,0
60.25,13134,10705,2429.6,0,1576,510.64,0.22163,0.16325,0.058387,0
60.3,13085,10637,2448.1,0,1582.8,512.82,0.22105,0.16222,0.058832,0
60.35,13036,10569,2466.9,0,1589.6,515.02,0.22047,0.16118,0.059284,0
60.4,12987,10501,2486,0,1596.4,517.24,0.21988,0.16014,0.059743,0
60.45,12937,10432,2505.4,0,1603.3,519.48,0.21929,0.15908,0.060209,0
60.5,12887,10362,2525.1,0,1610.3,521.74,0.2187,0.15802,0.060682,0
60.55,12836,10291,2545,0,1617.3,524.02,0.2181,0.15694,0.061162,0
60.6,12786,10220,2565.3,0,1624.4,526.32,0.21751,0.15586,0.061649,0
60.65,12735,10149,2585.9,0,1631.6,528.63,0.21691,0.15477,0.062144,0
60.7,12683,10076,2606.8,0,1638.8,530.97,0.21631,0.15367,0.062647,0
60.75,12632,10004,2628.1,0,1646.1,533.33,0.21571,0.15255,0.063158,0
60.8,12580,9930,2649.7,0,1653.4,535.71,0.21511,0.15143,0.063676,0
60.85,12527,9855.8,2671.6,0,1660.9,538.12,0.2145,0.1503,0.064203,0
60.9,12475,9780.9,2693.8,0,1668.3,540.54,0.2139,0.14916,0.064738,0
60.95,12422,9705.3,2716.5,0,1675.9,542.99,0.21329,0.14801,0.065281,0
61,12369,9629.1,2739.4,0,1683.5,545.45,0.21268,0.14684,0.065834,0
61.05,12315,9552.1,2762.8,0,1691.2,547.95,0.21207,0.14567,0.066395,0
61.1,12261,9474.5,2786.5,0,1698.9,550.46,0.21145,0.14449,0.066965,0
61.15,12207,9396.1,2810.6,0,1706.8,553,0.21084,0.14329,0.067544,0
61.2,12152,9317,2835.1,0,1714.7,555.56,0.21022,0.14208,0.068133,0
61.25,12097,9237.2,2860,0,1722.7,558.14,0.2096,0.14087,0.068732,0
61.3,12042,9156.6,2885.3,0,1730.7,560.75,0.20898,0.13964,0.06934,0
61.35,11986,9075.3,2911.1,0,1738.8,563.38,0.20836,0.1384,0.069958,0
61.4,11930,8993.2,2937.2,0,1747,566.04,0.20773,0.13715,0.070587,0
61.45,11874,8910.3,2963.8,0,1755.3,568.72,0.20711,0.13588,0.071226,0
61.5,11818,8826.7,2990.8,0,1763.7,571.43,0.20648,0.13461,0.071875,0
61.55,11761,8742.2,3018.3,0,1772.1,574.16,0.20585,0.13332,0.072536,0
61.6,11703,8656.9,3046.3,0,1780.6,576.92,0.20523,0.13202,0.073208,0
61.65,11646,8570.8,3074.7,0,1789.2,579.71,0.2046,0.13071,0.073891,0
61.7,11587,8483.9,3103.6,0,1797.9,582.52,0.20396,0.12938,0.074585,0
61.75,11529,8396.1,3133,0,1806.7,585.37,0.20333,0.12804,0.075292,0
61.8,11470,8307.5,3162.9,0,1815.5,588.24,0.2027,0.12669,0.076011,0
61.85,11411,8217.9,3193.4,0,1824.5,591.13,0.20207,0.12532,0.076742,0
61.9,11352,8127.5,3224.3,0,1833.5,594.06,0.20143,0.12394,0.077486,0
61.95,11292,8036.2,3255.8,0,1842.6,597.01,0.2008,0.12255,0.078243,0
62,11232,7944,3287.9,0,1851.9,600,0.20016,0.12115,0.079014,0
62.05,11171,7850.9,3320.5,0,1861.2,603.02,0.19952,0.11973,0.079798,0
62.1,11110,7756.8,3353.7,0,1870.6,606.06,0.19889,0.11829,0.080595,0
62.15,11049,7661.7,3387.5,0,1880.1,609.14,0.19825,0.11684,0.081407,0
62.2,10988,7565.7,3421.9,0,1889.6,612.24,0.19761,0.11538,0.082234,0
62.25,10926,7468.7,3456.9,0,1899.3,615.38,0.19697,0.1139,0.083076,0
62.3,10863,7370.7,3492.5,0,1909.1,618.56,0.19634,0.1124,0.083932,0
62.35,10801,7271.7,3528.8,0,1919,621.76,0.1957,0.11089,0.084805,0
62.4,10737,7171.7,3565.8,0,1929,625,0.19506,0.10937,0.085693,0
62.45,10674,7070.6,3603.5,0,1939.1,628.27,0.19442,0.10783,0.086598,0
62.5,10610,6968.4,3641.8,0,1949.3,631.58,0.19379,0.10627,0.087519,0
62.55,10546,6865.2,3680.8,0,1959.6,634.92,0.19315,0.10469,0.088457,0
62.6,10481,6760.9,3720.6,0,1970.1,638.3,0.19252,0.1031,0.089414,0
62.65,10417,6655.4,3761.2,0,1980.6,641.71,0.19188,0.10149,0.090388,0
62.7,10351,6548.8,3802.5,0,1991.2,645.16,0.19125,0.099869,0.09138,0
62.75,10286,6441.1,3844.5,0,2002,648.65,0.19062,0.098226,0.092391,0
62.8,10220,6332.2,3887.4,0,2012.9,652.17,0.18999,0.096566,0.093422,0
62.85,10153,6222.1,3931.1,0,2023.9,655.74,0.18936,0.094887,0.094472,0
62.9,10086,6110.8,3975.7,0,2035,659.34,0.18873,0.093189,0.095543,0
62.95,10019,5998.2,4021.1,0,2046.2,662.98,0.18811,0.091473,0.096634,0
63,9951.8,5884.4,4067.4,0,2057.6,666.67,0.18748,0.089738,0.097747,0
63.05,9884,5769.4,4114.6,0,2069.1,670.39,0.18686,0.087983,0.098882,0
63.1,9815.8,5653,4162.8,0,2080.7,674.16,0.18625,0.086209,0.10004,0
63.15,9747.2,5535.4,4211.9,0,2092.5,677.97,0.18563,0.084414,0.10122,0
63.2,9678.3,5416.4,4261.9,0,2104.4,681.82,0.18502,0.0826,0.10242,0
63.25,9609,5296,4313,0,2116.4,685.71,0.18441,0.080764,0.10365,0
63.3,9539.4,5174.3,4365.1,0,2128.6,689.66,0.18381,0.078907,0.1049,0
63.35,9469.4,5051.1,4418.3,0,2140.9,693.64,0.18321,0.077029,0.10618,0
63.4,9399.1,4926.5,4472.6,0,2153.3,697.67,0.18261,0.075129,0.10748,0
63.45,9328.4,4800.5,4528,0,2165.9,701.75,0.18202,0.073207,0.10882,0
63.5,9257.4,4672.9,4584.5,0,2178.6,705.88,0.18144,0.071262,0.11017,0
63.55,9186.1,4543.9,4642.2,0,2191.5,710.06,0.18086,0.069295,0.11156,0
63.6,9114.4,4413.3,4701.1,0,2204.6,714.29,0.18028,0.067303,0.11298,0
63.65,9042.5,4281.2,4761.3,0,2217.8,718.56,0.17971,0.065288,0.11442,0
63.7,8970.2,4147.5,4822.7,0,2231.1,722.89,0.17915,0.063249,0.1159,0
63.75,8897.5,4012.1,4885.4,0,2244.7,727.27,0.17859,0.061185,0.11741,0
63.8,8824.6,3875.1,4949.5,0,2258.4,731.71,0.17804,0.059096,0.11895,0
63.85,8751.4,3736.4,5015,0,2272.2,736.2,0.1775,0.056981,0.12052,0
63.9,8677.9,3596,5081.8,0,2286.2,740.74,0.17697,0.05484,0.12213,0
63.95,8604.1,3453.9,5150.2,0,2300.4,745.34,0.17644,0.052672,0.12377,0
64,8530,3310,5220,0,2314.8,750,0.17592,0.050478,0.12545,0
64.05,8455.7,3164.3,5291.4,0,2329.4,754.72,0.17542,0.048255,0.12716,0
64.1,8381.1,3016.7,5364.4,0,2344.1,759.49,0.17492,0.046005,0.12892,0
64.15,8306.3,2867.3,5439,0,2359,764.33,0.17443,0.043726,0.13071,0
64.2,8231.2,2715.9,5515.3,0,2374.2,769.23,0.17396,0.041417,0.13254,0
64.25,8155.9,2562.6,5593.3,0,2389.5,774.19,0.1735,0.039079,0.13442,0
64.3,8080.4,2407.3,5673.1,0,2405,779.22,0.17305,0.036711,0.13634,0
64.35,8004.7,2249.9,5754.8,0,2420.7,784.31,0.17261,0.034312,0.1383,0
64.4,7928.8,2090.5,5838.3,0,2436.6,789.47,0.17219,0.031881,0.1403,0
64.45,7852.8,1929,5923.8,0,2452.8,794.7,0.17178,0.029417,0.14236,0
64.5,7776.6,1765.3,6011.2,0,2469.1,800,0.17138,0.026921,0.14446,0
64.55,7700.3,1599.5,6100.8,0,2485.7,805.37,0.17101,0.024392,0.14661,0
64.6,7623.8,1431.4,6192.5,0,2502.5,810.81,0.17064,0.021828,0.14882,0
64.65,7547.3,1261,6286.3,0,2519.5,816.33,0.1703,0.01923,0.15107,0
64.7,7470.7,1088.2,6382.5,0,2536.8,821.92,0.16998,0.016595,0.15338,0
64.75,7394,913.1,6480.9,0,2554.3,827.59,0.16967,0.013925,0.15575,0
64.8,7317.3,735.56,6581.8,0,2572,833.33,0.16939,0.011217,0.15817,0
64.85,7240.7,555.52,6685.1,0,2590,839.16,0.16913,0.0084717,0.16066,0
64.9,7164,372.96,6791,0,2608.2,845.07,0.16889,0.0056876,0.1632,0
64.95,7087.4,187.8,6899.6,0,2626.7,851.06,0.16867,0.002864,0.16581,0
65,7010.9,0,7010.9,0,2645.5,857.14,0.16848,0,0.16848,0
