Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV218_BTU_hr,ZoneLoadPredictionforFPVAV218_BTU_hr
1/2/2016 12:00:00 AM,44.06,nan,-1620
1/2/2016 1:00:00 AM,44.06,-6642,-1458
1/2/2016 2:00:00 AM,44.165,-7290,810
1/2/2016 3:00:00 AM,44.855,-6480,-1053
1/2/2016 4:00:00 AM,44.165,-5022,1134
1/2/2016 5:00:00 AM,44.96,1944,2268
1/2/2016 6:00:00 AM,44.96,-6642,1782
1/2/2016 7:00:00 AM,44.855,-1296,1620
1/2/2016 8:00:00 AM,44.291,-5832,1296
1/2/2016 9:00:00 AM,46.04,-6642,2916
1/2/2016 10:00:00 AM,46.271,-4860,2916
1/2/2016 11:00:00 AM,48.02,-5670,2997
1/2/2016 12:00:00 PM,48.125,810,2997
1/2/2016 1:00:00 PM,48.92,-5022,2997
1/2/2016 2:00:00 PM,48.92,2106,3078
1/2/2016 3:00:00 PM,48.815,-3564,2268
1/2/2016 4:00:00 PM,48.02,-4698,2268
1/2/2016 5:00:00 PM,47.894,2268,243
1/2/2016 6:00:00 PM,46.835,-4212,-1782
1/2/2016 7:00:00 PM,46.04,2106,-2511
1/2/2016 8:00:00 PM,45.914,-5022,-2754
1/2/2016 9:00:00 PM,44.855,162,-2430
1/2/2016 10:00:00 PM,44.06,-4698,-729
1/2/2016 11:00:00 PM,44.06,-4374,2106
1/3/2016 12:00:00 AM,44.06,nan,1620
1/3/2016 1:00:00 AM,44.06,-4212,-810
1/3/2016 2:00:00 AM,44.06,-4536,-810
1/3/2016 3:00:00 AM,44.06,1620,-810
1/3/2016 4:00:00 AM,43.934,-4212,2430
1/3/2016 5:00:00 AM,42.98,-5184,-729
1/3/2016 6:00:00 AM,43.106,-3078,2430
1/3/2016 7:00:00 AM,44.06,-4212,1944
1/3/2016 8:00:00 AM,44.291,2106,1458
1/3/2016 9:00:00 AM,46.502,2592,2268
1/3/2016 10:00:00 AM,50.231,2592,2268
1/3/2016 11:00:00 AM,52.442,2916,2268
1/3/2016 12:00:00 PM,56.171,2754,1944
1/3/2016 1:00:00 PM,58.046,2592,1458
1/3/2016 2:00:00 PM,59.126,2106,2106
1/3/2016 3:00:00 PM,60.08,1782,1782
1/3/2016 4:00:00 PM,59.828,1944,1782
1/3/2016 5:00:00 PM,57.353,1782,1782
1/3/2016 6:00:00 PM,52.703,-1620,0
1/3/2016 7:00:00 PM,49.874,-1944,-486
1/3/2016 8:00:00 PM,48.584,-3240,1944
1/3/2016 9:00:00 PM,45.809,-3402,2430
1/3/2016 10:00:00 PM,44.291,-2754,1944
1/3/2016 11:00:00 PM,45.683,-1620,1944
1/4/2016 12:00:00 AM,42.518,nan,1458
1/4/2016 1:00:00 AM,38.894,1620,972
1/4/2016 2:00:00 AM,38.171,-4050,972
1/4/2016 3:00:00 AM,39.689,648,1053
1/4/2016 4:00:00 AM,37.94,1782,-1458
1/4/2016 5:00:00 AM,37.478,-5346,486
1/4/2016 6:00:00 AM,34.106,-3888,486
1/4/2016 7:00:00 AM,35.06,-4050,486
1/4/2016 8:00:00 AM,35.627,-2754,648
1/4/2016 9:00:00 AM,40.634,2592,-567
