Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV210_BTU_hr,ZoneLoadPredictionforFPVAV210_BTU_hr
1/2/2016 12:00:00 AM,44.06,0,-1020.6
1/2/2016 1:00:00 AM,44.06,-3499.2,-1093.5
1/2/2016 2:00:00 AM,44.165,-3499.2,-1020.6
1/2/2016 3:00:00 AM,44.855,-3061.8,-1020.6
1/2/2016 4:00:00 AM,44.165,-2624.4,-1093.5
1/2/2016 5:00:00 AM,44.96,-2624.4,-1166.4
1/2/2016 6:00:00 AM,44.96,-2770.2,-1166.4
1/2/2016 7:00:00 AM,44.855,-1749.6,-1093.5
1/2/2016 8:00:00 AM,44.291,-2187,-1093.5
1/2/2016 9:00:00 AM,46.04,-2041.2,-1239.3
1/2/2016 10:00:00 AM,46.271,-1895.4,-1239.3
1/2/2016 11:00:00 AM,48.02,-1749.6,-72.9
1/2/2016 12:00:00 PM,48.125,-1603.8,-72.9
1/2/2016 1:00:00 PM,48.92,-874.8,-72.9
1/2/2016 2:00:00 PM,48.92,583.2,1020.6
1/2/2016 3:00:00 PM,48.815,-874.8,-874.8
1/2/2016 4:00:00 PM,48.02,1020.6,-801.9
1/2/2016 5:00:00 PM,47.894,1166.4,-874.8
1/2/2016 6:00:00 PM,46.835,1020.6,-729
1/2/2016 7:00:00 PM,46.04,-1312.2,-801.9
1/2/2016 8:00:00 PM,45.914,-1312.2,364.5
1/2/2016 9:00:00 PM,44.855,-2187,291.6
1/2/2016 10:00:00 PM,44.06,-1603.8,-437.4
1/2/2016 11:00:00 PM,44.06,-729,-583.2
1/3/2016 12:00:00 AM,44.06,-1603.8,-729
1/3/2016 1:00:00 AM,44.06,-1312.2,-729
1/3/2016 2:00:00 AM,44.06,-437.4,-729
1/3/2016 3:00:00 AM,44.06,-1166.4,-656.1
1/3/2016 4:00:00 AM,43.934,-729,-583.2
1/3/2016 5:00:00 AM,42.98,-729,-583.2
1/3/2016 6:00:00 AM,43.106,-2041.2,-583.2
1/3/2016 7:00:00 AM,44.06,-1166.4,-874.8
1/3/2016 8:00:00 AM,44.291,-145.8,-729
1/3/2016 9:00:00 AM,46.502,-1312.2,1895.4
1/3/2016 10:00:00 AM,50.231,583.2,1749.6
1/3/2016 11:00:00 AM,52.442,437.4,1749.6
1/3/2016 12:00:00 PM,56.171,0,1603.8
1/3/2016 1:00:00 PM,58.046,-874.8,1530.9
1/3/2016 2:00:00 PM,59.126,729,1166.4
1/3/2016 3:00:00 PM,60.08,-1020.6,947.7
1/3/2016 4:00:00 PM,59.828,729,874.8
1/3/2016 5:00:00 PM,57.353,1312.2,1458
1/3/2016 6:00:00 PM,52.703,583.2,1312.2
1/3/2016 7:00:00 PM,49.874,-1166.4,1312.2
1/3/2016 8:00:00 PM,48.584,-1020.6,1166.4
1/3/2016 9:00:00 PM,45.809,-874.8,1166.4
1/3/2016 10:00:00 PM,44.291,-1020.6,1020.6
1/3/2016 11:00:00 PM,45.683,291.6,0
1/4/2016 12:00:00 AM,42.518,-1458,0
1/4/2016 1:00:00 AM,38.894,-1895.4,-437.4
1/4/2016 2:00:00 AM,38.171,145.8,-437.4
1/4/2016 3:00:00 AM,39.689,-1603.8,-437.4
1/4/2016 4:00:00 AM,37.94,-1312.2,-437.4
1/4/2016 5:00:00 AM,37.478,437.4,145.8
1/4/2016 6:00:00 AM,34.106,-1458,-729
1/4/2016 7:00:00 AM,35.06,-1895.4,145.8
1/4/2016 8:00:00 AM,35.627,-1895.4,-583.2
1/4/2016 9:00:00 AM,40.634,1020.6,1166.4
1/4/2016 10:00:00 AM,46.502,2041.2,1895.4
1/4/2016 11:00:00 AM,50.231,2041.2,874.8
1/4/2016 12:00:00 PM,52.337,2041.2,874.8
1/4/2016 1:00:00 PM,55.271,2187,1312.2
1/4/2016 2:00:00 PM,57.125,2624.4,1822.5
1/4/2016 3:00:00 PM,57.92,2187,2187
1/4/2016 4:00:00 PM,57.689,2041.2,2187
1/4/2016 5:00:00 PM,55.478,1749.6,2041.2
1/4/2016 6:00:00 PM,51.623,2187,1749.6
1/4/2016 7:00:00 PM,48.815,1603.8,1749.6
1/4/2016 8:00:00 PM,47.789,1312.2,1458
1/4/2016 9:00:00 PM,45.914,-1020.6,656.1
1/4/2016 10:00:00 PM,44.96,145.8,-218.7
1/4/2016 11:00:00 PM,44.729,-1166.4,-656.1
1/5/2016 12:00:00 AM,42.749,-729,-1603.8
1/5/2016 1:00:00 AM,40.874,291.6,-1895.4
1/5/2016 2:00:00 AM,39.815,-1458,-1895.4
1/5/2016 3:00:00 AM,38.894,-1312.2,-1895.4
1/5/2016 4:00:00 AM,37.835,0,-1895.4
1/5/2016 5:00:00 AM,36.914,-1312.2,-1749.6
1/5/2016 6:00:00 AM,35.96,-1312.2,-1822.5
1/5/2016 7:00:00 AM,35.96,-1895.4,-1895.4
1/5/2016 8:00:00 AM,35.96,-1458,-1895.4
1/5/2016 9:00:00 AM,36.191,1458,-1895.4
1/5/2016 10:00:00 AM,38.528,2187,-1312.2
1/5/2016 11:00:00 AM,43.211,2624.4,1603.8
1/5/2016 12:00:00 PM,45.317,2332.8,1458
1/5/2016 1:00:00 PM,48.377,2041.2,1676.7
1/5/2016 2:00:00 PM,51.416,2332.8,1458
1/5/2016 3:00:00 PM,54.086,2624.4,1458
1/5/2016 4:00:00 PM,54.809,3207.6,1530.9
1/5/2016 5:00:00 PM,52.703,3207.6,1458
1/5/2016 6:00:00 PM,49.874,2332.8,1312.2
1/5/2016 7:00:00 PM,48.689,1603.8,583.2
1/5/2016 8:00:00 PM,47.066,1749.6,145.8
1/5/2016 9:00:00 PM,47.894,1603.8,145.8
1/5/2016 10:00:00 PM,46.835,1458,-1166.4
1/5/2016 11:00:00 PM,46.04,1166.4,-1166.4
1/6/2016 12:00:00 AM,46.04,-1166.4,-1166.4
1/6/2016 1:00:00 AM,46.04,1166.4,-1166.4
1/6/2016 2:00:00 AM,46.04,1603.8,145.8
1/6/2016 3:00:00 AM,46.04,-1312.2,-510.3
1/6/2016 4:00:00 AM,45.914,291.6,145.8
1/6/2016 5:00:00 AM,44.96,1166.4,145.8
1/6/2016 6:00:00 AM,44.96,-1020.6,145.8
1/6/2016 7:00:00 AM,44.06,729,291.6
1/6/2016 8:00:00 AM,44.165,-1166.4,437.4
1/6/2016 9:00:00 AM,45.086,1312.2,656.1
1/6/2016 10:00:00 AM,46.376,1458,1093.5
1/6/2016 11:00:00 AM,49.277,1749.6,1312.2
1/6/2016 12:00:00 PM,51.98,1603.8,1603.8
1/6/2016 1:00:00 PM,54.191,2187,1676.7
1/6/2016 2:00:00 PM,56.066,2916,1749.6
1/6/2016 3:00:00 PM,57.125,2478.6,2187
1/6/2016 4:00:00 PM,57.92,3207.6,2187
1/6/2016 5:00:00 PM,57.92,2770.2,2041.2
1/6/2016 6:00:00 PM,57.92,3061.8,1895.4
1/6/2016 7:00:00 PM,57.92,2916,1968.3
1/6/2016 8:00:00 PM,57.02,2187,1895.4
1/6/2016 9:00:00 PM,55.94,1749.6,1895.4
1/6/2016 10:00:00 PM,55.94,1312.2,1603.8
1/6/2016 11:00:00 PM,55.94,1458,1749.6
1/7/2016 12:00:00 AM,56.1118181818182,-729,1749.6
1/7/2016 1:00:00 AM,57.02,1458,1822.5
1/7/2016 2:00:00 AM,57.02,1166.4,1895.4
1/7/2016 3:00:00 AM,57.02,-583.2,1895.4
1/7/2016 4:00:00 AM,57.02,874.8,1895.4
1/7/2016 5:00:00 AM,57.02,1603.8,1603.8
1/7/2016 6:00:00 AM,55.94,1166.4,1749.6
