Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV18_BTU_hr,ZoneLoadPredictionforFPVAV18_BTU_hr
1/4/2016 6:00:00 AM,34.106,4536,7182
1/4/2016 7:00:00 AM,35.06,756,7182
1/4/2016 8:00:00 AM,35.627,189,7371
1/4/2016 9:00:00 AM,40.634,567,6709.5
1/4/2016 10:00:00 AM,46.502,756,5670
1/4/2016 11:00:00 AM,50.231,2079,9355.5
1/4/2016 12:00:00 PM,52.337,2835,9355.5
1/4/2016 1:00:00 PM,55.271,2835,11529
1/4/2016 2:00:00 PM,57.125,3780,7938
1/4/2016 3:00:00 PM,57.92,2646,4158
1/4/2016 4:00:00 PM,57.689,3780,1323
1/4/2016 5:00:00 PM,55.478,3780,1323
1/4/2016 6:00:00 PM,51.623,2646,3780
1/5/2016 6:00:00 AM,35.96,3402,10300.5
1/5/2016 7:00:00 AM,35.96,5859,10395
1/5/2016 8:00:00 AM,35.96,7182,5859
1/5/2016 9:00:00 AM,36.191,6426,1323
1/5/2016 10:00:00 AM,38.528,6804,1134
1/5/2016 11:00:00 AM,43.211,5859,94.5
1/5/2016 12:00:00 PM,45.317,5670,756
1/5/2016 1:00:00 PM,48.377,5481,1134
1/5/2016 2:00:00 PM,51.416,5481,1134
1/5/2016 3:00:00 PM,54.086,5670,1134
1/5/2016 4:00:00 PM,54.809,4914,1134
1/5/2016 5:00:00 PM,52.703,4536,1134
1/5/2016 6:00:00 PM,49.874,5292,1134
1/6/2016 6:00:00 AM,44.96,3591,8883
1/6/2016 7:00:00 AM,44.06,5670,5481
1/6/2016 8:00:00 AM,44.165,6048,2079
1/6/2016 9:00:00 AM,45.086,6993,1795.5
1/6/2016 10:00:00 AM,46.376,9450,1701
1/6/2016 11:00:00 AM,49.277,7182,1512
1/6/2016 12:00:00 PM,51.98,6426,1701
1/6/2016 1:00:00 PM,54.191,5292,1795.5
1/6/2016 2:00:00 PM,56.066,4158,2079
1/6/2016 3:00:00 PM,57.125,3591,3969
1/6/2016 4:00:00 PM,57.92,3402,2079
1/6/2016 5:00:00 PM,57.92,2268,2079
1/6/2016 6:00:00 PM,57.92,2457,3591
1/7/2016 7:00:00 AM,55.8725,4347,5670
1/7/2016 8:00:00 AM,55.6575862068966,6237,5670
1/7/2016 9:00:00 AM,53.96,6048,5670
1/7/2016 10:00:00 AM,55.04,6237,5481
1/7/2016 11:00:00 AM,57.02,6048,5292
1/7/2016 12:00:00 PM,57.02,5670,5292
1/7/2016 1:00:00 PM,57.02,7371,5292
1/7/2016 2:00:00 PM,57.125,5292,4536
1/7/2016 3:00:00 PM,58.088,7938,4536
1/7/2016 4:00:00 PM,59.231,5292,5292
1/7/2016 5:00:00 PM,60.518,5670,4347
1/7/2016 6:00:00 PM,56.789,6993,2835
1/8/2016 6:00:00 AM,48.125,2646,8505
1/8/2016 7:00:00 AM,48.8331034482759,6615,8505
1/8/2016 8:00:00 AM,48.5333333333333,8316,3874.5
1/8/2016 9:00:00 AM,50.231,6237,3874.5
1/8/2016 10:00:00 AM,52.75,7749,7465.5
1/8/2016 11:00:00 AM,55.04,7182,5953.5
1/8/2016 12:00:00 PM,56.066,6426,6048
1/8/2016 1:00:00 PM,57.3905882352941,6426,6048
1/8/2016 2:00:00 PM,59.168,11529,6615
1/8/2016 3:00:00 PM,60.3663636363636,4536,5670
1/8/2016 4:00:00 PM,59.21,5292,6615
1/8/2016 5:00:00 PM,60.08,5292,6615
1/8/2016 6:00:00 PM,59,5103,6615
1/11/2016 6:00:00 AM,33.08,1134,5575.5
1/11/2016 7:00:00 AM,33.185,1701,5575.5
1/11/2016 8:00:00 AM,34.211,189,5575.5
1/11/2016 9:00:00 AM,36.674,1701,5292
1/11/2016 10:00:00 AM,42.542,1890,5197.5
1/11/2016 11:00:00 AM,46.502,1890,3591
1/11/2016 12:00:00 PM,50.231,2457,2079
1/11/2016 1:00:00 PM,51.98,2835,2835
1/11/2016 2:00:00 PM,52.106,4347,2835
1/11/2016 3:00:00 PM,53.165,4347,2835
1/11/2016 4:00:00 PM,53.855,4347,2835
1/11/2016 5:00:00 PM,52.703,5481,2646
1/11/2016 6:00:00 PM,49.538,5481,2457
1/12/2016 6:00:00 AM,34.934,3402,5859
1/12/2016 7:00:00 AM,34.106,6426,6142.5
1/12/2016 8:00:00 AM,35.753,6615,5859
