Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPB12_BTU_hr,ZoneLoadPredictionforFPB12_BTU_hr
12/8/2015 3:00:00 AM,47.663,-1299.888,-1299.888
12/8/2015 4:00:00 AM,45.422,-1299.888,-1299.888
12/8/2015 6:00:00 AM,48.02,-1299.888,-1299.888
12/8/2015 7:00:00 AM,48.125,-1299.888,-1299.888
12/8/2015 8:00:00 AM,49.403,-1299.888,-1299.888
12/9/2015 6:00:00 AM,46.709,-1299.888,-1299.888
12/9/2015 7:00:00 AM,45.317,-1299.888,-1299.888
12/9/2015 8:00:00 AM,48.4762068965517,-1299.888,-1299.888
12/9/2015 9:00:00 AM,52.211,-1299.888,-1299.888
12/9/2015 10:00:00 AM,54.674,-1299.888,-1299.888
12/9/2015 11:00:00 AM,60.311,-1299.888,-1299.888
12/9/2015 6:00:00 PM,59.828,-1299.888,-1299.888
12/9/2015 7:00:00 PM,57.92,-1299.888,-1299.888
12/9/2015 8:00:00 PM,57.584,-1299.888,-1299.888
12/9/2015 9:00:00 PM,54.914,-1299.888,-1299.888
12/9/2015 10:00:00 PM,53.729,-1299.888,-1299.888
12/10/2015 7:00:00 AM,52.211,-1299.888,-1299.888
12/10/2015 8:00:00 AM,54.422,-1299.888,-1299.888
12/10/2015 9:00:00 AM,58.739,-1299.888,-1299.888
12/10/2015 8:00:00 PM,60.749,-1299.888,-1299.888
12/10/2015 9:00:00 PM,58.538,-1299.888,-1299.888
12/10/2015 10:00:00 PM,55.04,-1299.888,-1299.888
12/11/2015 5:00:00 AM,48.815,-1299.888,-1299.888
12/11/2015 6:00:00 AM,47.894,-1299.888,-1299.888
12/11/2015 7:00:00 AM,47.423,-1299.888,-1299.888
12/11/2015 8:00:00 AM,51.416,-1299.888,-1299.888
12/11/2015 9:00:00 AM,54.422,-1299.888,-1299.888
12/11/2015 10:00:00 AM,58.508,-1299.888,-1299.888
12/13/2015 4:00:00 AM,53.855,-1299.888,-1299.888
12/13/2015 6:00:00 AM,53.06,-1299.888,-1299.888
12/13/2015 7:00:00 AM,53.1251724137931,-1299.888,-1299.888
12/13/2015 8:00:00 AM,53.06,-1299.888,-1299.888
12/13/2015 9:00:00 AM,53.06,-1299.888,-1299.888
12/13/2015 10:00:00 AM,53.165,-1299.888,-1299.888
12/13/2015 11:00:00 AM,53.96,-1299.888,-1299.888
12/13/2015 12:00:00 PM,54.086,-1299.888,-1299.888
12/13/2015 1:00:00 PM,55.145,-1299.888,-1299.888
12/13/2015 2:00:00 PM,55.94,-1299.888,-1299.888
12/13/2015 3:00:00 PM,55.94,-1299.888,-1299.888
12/13/2015 4:00:00 PM,55.835,-1299.888,-1299.888
12/13/2015 5:00:00 PM,55.145,-1299.888,-1299.888
12/13/2015 6:00:00 PM,55.835,-1299.888,-1299.888
12/13/2015 7:00:00 PM,55.04,-1299.888,-1299.888
12/13/2015 8:00:00 PM,55.145,-1299.888,-1299.888
12/13/2015 9:00:00 PM,55.835,-1299.888,-1299.888
12/13/2015 10:00:00 PM,55.04,-1299.888,-1299.888
12/13/2015 11:00:00 PM,54.914,-1299.888,-1299.888
12/14/2015 5:00:00 AM,48.92,-1299.888,-1299.888
12/14/2015 6:00:00 AM,48.815,-1299.888,-1299.888
12/14/2015 7:00:00 AM,48.02,-1299.888,-1299.888
12/14/2015 8:00:00 AM,48.251,-1299.888,-1299.888
12/14/2015 9:00:00 AM,50.693,-1299.888,-1299.888
12/14/2015 10:00:00 AM,56.297,-1299.888,-1299.888
12/14/2015 11:00:00 AM,59.462,-1299.888,-1299.888
12/14/2015 12:00:00 PM,63.191,-1299.888,-1299.888
12/14/2015 1:00:00 PM,65.171,-1299.888,-1299.888
12/14/2015 2:00:00 PM,67.277,-1299.888,-1299.888
12/14/2015 4:00:00 PM,68.597,-1299.888,-1299.888
12/14/2015 5:00:00 PM,64.478,-1299.888,-1299.888
12/14/2015 6:00:00 PM,60.875,-1299.888,-1299.888
12/14/2015 7:00:00 PM,60.311,-1299.888,-1299.888
12/14/2015 8:00:00 PM,61.934,-1299.888,-1299.888
12/14/2015 9:00:00 PM,60.875,-1299.888,-1299.888
12/14/2015 10:00:00 PM,59.828,-1299.888,-1299.888
12/14/2015 11:00:00 PM,57.689,-1299.888,-1299.888
12/15/2015 12:00:00 AM,55.835,-1299.888,-1299.888
12/15/2015 1:00:00 AM,54.914,-1299.888,-1299.888
12/15/2015 2:00:00 AM,53.855,-1299.888,-1299.888
12/15/2015 3:00:00 AM,52.829,-1299.888,-1299.888
12/15/2015 4:00:00 AM,51.08,-1299.888,-1299.888
12/15/2015 5:00:00 AM,51.311,-1299.888,-1299.888
12/15/2015 6:00:00 AM,52.934,-1299.888,-1299.888
12/15/2015 7:00:00 AM,52.106,-1299.888,-1299.888
12/15/2015 8:00:00 AM,53.3473684210526,-1299.888,-1299.888
12/15/2015 9:00:00 AM,56.2172,-1299.888,-1299.888
12/15/2015 10:00:00 AM,57.92,-1299.888,-1299.888
12/15/2015 11:00:00 AM,59,-1299.888,-1299.888
12/15/2015 12:00:00 PM,64.271,-1299.888,-1299.888
12/15/2015 1:00:00 PM,67.56,-1299.888,-1299.888
12/15/2015 2:00:00 PM,68.126,-1299.888,-1299.888
12/15/2015 3:00:00 PM,68.828,-1299.888,-1299.888
12/15/2015 4:00:00 PM,66.584,-1299.888,-1299.888
12/15/2015 5:00:00 PM,63.914,-1299.888,-1299.888
12/15/2015 6:00:00 PM,62.855,-1299.888,-1299.888
12/15/2015 7:00:00 PM,61.829,-1299.888,-1299.888
12/15/2015 8:00:00 PM,60.08,-1299.888,-1299.888
12/15/2015 9:00:00 PM,59.723,-1299.888,-1299.888
12/15/2015 10:00:00 PM,57.02,-1299.888,-1299.888
12/15/2015 11:00:00 PM,56.789,-1299.888,-1299.888
12/16/2015 12:00:00 AM,55.502,-1299.888,-1299.888
12/16/2015 1:00:00 AM,58.874,-1299.888,-1299.888
12/16/2015 2:00:00 AM,57.689,-1299.888,-1299.888
12/16/2015 3:00:00 AM,55.835,-1299.888,-1299.888
12/16/2015 4:00:00 AM,54.809,-1299.888,-1299.888
12/16/2015 5:00:00 AM,52.829,-1299.888,-1299.888
12/16/2015 6:00:00 AM,50.723,-1299.888,-1299.888
12/16/2015 7:00:00 AM,47.894,-1299.888,-1299.888
12/16/2015 8:00:00 AM,46.835,-1299.888,-1299.888
12/16/2015 9:00:00 AM,46.145,-1299.888,-1299.888
12/16/2015 10:00:00 AM,47.297,-1299.888,-1299.888
12/16/2015 11:00:00 AM,50.126,-1299.888,-1299.888
12/16/2015 12:00:00 PM,51.185,-1299.888,-1299.888
12/16/2015 1:00:00 PM,52.211,-1299.888,-1299.888
12/16/2015 2:00:00 PM,54.086,-1299.888,-1299.888
12/16/2015 3:00:00 PM,55.04,-1299.888,-1299.888
12/16/2015 4:00:00 PM,54.914,-1299.888,-1299.888
12/16/2015 5:00:00 PM,53.624,-1299.888,-1299.888
