Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV29_BTU_hr,ZoneLoadPredictionforFPVAV29_BTU_hr
1/2/2016 12:00:00 AM,44.06,nan,7128
1/2/2016 1:00:00 AM,44.06,7776,7128
1/2/2016 2:00:00 AM,44.165,5184,6804
1/2/2016 3:00:00 AM,44.855,3888,6480
1/2/2016 4:00:00 AM,44.165,5184,6480
1/2/2016 5:00:00 AM,44.96,7128,6480
1/2/2016 6:00:00 AM,44.96,4536,6804
1/2/2016 7:00:00 AM,44.855,7128,6480
1/2/2016 8:00:00 AM,44.291,7776,6480
1/2/2016 9:00:00 AM,46.04,5184,6480
1/2/2016 10:00:00 AM,46.271,7128,6480
1/2/2016 11:00:00 AM,48.02,4536,6480
1/2/2016 12:00:00 PM,48.125,7776,6480
1/2/2016 1:00:00 PM,48.92,4536,6480
1/2/2016 2:00:00 PM,48.92,6480,5832
1/2/2016 3:00:00 PM,48.815,5832,7128
1/2/2016 4:00:00 PM,48.02,4536,7128
1/2/2016 5:00:00 PM,47.894,5184,7128
1/2/2016 6:00:00 PM,46.835,4536,7128
1/2/2016 7:00:00 PM,46.04,7128,7128
1/2/2016 8:00:00 PM,45.914,5184,7128
1/2/2016 9:00:00 PM,44.855,5832,7128
1/2/2016 10:00:00 PM,44.06,4536,5832
1/2/2016 11:00:00 PM,44.06,6480,7128
1/3/2016 12:00:00 AM,44.06,nan,7128
1/3/2016 1:00:00 AM,44.06,7128,7452
1/3/2016 2:00:00 AM,44.06,5832,7452
1/3/2016 3:00:00 AM,44.06,4536,7452
1/3/2016 4:00:00 AM,43.934,7128,7776
1/3/2016 5:00:00 AM,42.98,4536,7776
1/3/2016 6:00:00 AM,43.106,6480,7776
1/3/2016 7:00:00 AM,44.06,3888,7128
1/3/2016 8:00:00 AM,44.291,7128,6480
1/3/2016 9:00:00 AM,46.502,4536,6480
1/3/2016 10:00:00 AM,50.231,6480,6480
1/3/2016 11:00:00 AM,52.442,7776,6480
1/3/2016 12:00:00 PM,56.171,6480,6480
1/3/2016 1:00:00 PM,58.046,6480,7128
1/3/2016 2:00:00 PM,59.126,5832,5832
1/3/2016 3:00:00 PM,60.08,5832,6156
1/3/2016 4:00:00 PM,59.828,6480,6480
1/3/2016 5:00:00 PM,57.353,5184,7128
1/3/2016 6:00:00 PM,52.703,5832,7128
1/3/2016 7:00:00 PM,49.874,5832,7128
1/3/2016 8:00:00 PM,48.584,3888,7128
1/3/2016 9:00:00 PM,45.809,7128,7128
1/3/2016 10:00:00 PM,44.291,4536,7128
1/3/2016 11:00:00 PM,45.683,7128,7128
1/4/2016 12:00:00 AM,42.518,nan,7128
1/4/2016 1:00:00 AM,38.894,5184,7128
1/4/2016 2:00:00 AM,38.171,5832,7128
1/4/2016 3:00:00 AM,39.689,5832,7128
1/4/2016 4:00:00 AM,37.94,5832,6480
1/4/2016 5:00:00 AM,37.478,6480,6480
1/4/2016 6:00:00 AM,34.106,4536,6480
1/4/2016 7:00:00 AM,35.06,7128,6480
1/4/2016 8:00:00 AM,35.627,6480,7128
1/4/2016 9:00:00 AM,40.634,7776,7128
1/4/2016 10:00:00 AM,46.502,3888,7128
1/4/2016 11:00:00 AM,50.231,4536,7452
1/4/2016 12:00:00 PM,52.337,7128,7452
1/4/2016 1:00:00 PM,55.271,4536,5832
1/4/2016 2:00:00 PM,57.125,5184,4860
1/4/2016 3:00:00 PM,57.92,4536,5832
1/4/2016 4:00:00 PM,57.689,6480,5184
1/4/2016 5:00:00 PM,55.478,5832,5832
1/4/2016 6:00:00 PM,51.623,4536,6480
1/4/2016 7:00:00 PM,48.815,7128,7128
1/4/2016 8:00:00 PM,47.789,7776,6804
1/4/2016 9:00:00 PM,45.914,7128,6480
1/4/2016 10:00:00 PM,44.96,4536,6480
1/4/2016 11:00:00 PM,44.729,7776,5508
1/5/2016 12:00:00 AM,42.749,nan,6480
1/5/2016 1:00:00 AM,40.874,nan,6480
1/5/2016 2:00:00 AM,39.815,7776,6480
