Date	ZoneLoadforContainerFPVAV27	ZoneLoadResidualforContainerFPVAV27	
42443.375	918	-54	
42443.3854166667	864	-27	
42443.3958333333	1080	-243	
42443.40625	918	-54	
42443.4166666667	1134	-270	
42443.4270833333	972	54	
42443.4375	1026	27	
42443.4479166667	1080	27	
42443.4583333333	1134	0	
42443.46875	1134	-54	
42443.4791666667	1080	54	
42444.375	810	54	
42444.3854166667	864	-54	
42444.3958333333	864	0	
42444.40625	918	-27	
42444.4166666667	972	-54	
42444.4270833333	972	-54	
42444.4375	1026	0	
42444.4479166667	972	54	
42444.4583333333	1026	27	
42444.46875	972	54	
42444.4791666667	918	216	
42444.4895833333	1026	108	
42444.5	1296	-243	
42444.5104166667	810	216	
42444.5208333333	864	162	
42444.53125	1188	-162	
42444.5416666667	1296	-270	
42444.5520833333	1458	-432	
42444.5625	1458	-459	
42444.5729166667	1620	-486	
42444.5833333333	1782	-324	
42444.59375	1458	-54	
42444.6041666667	1404	0	
42444.6145833333	1620	-216	
42444.625	1836	-54	
42444.6354166667	1458	486	
42444.6458333333	1242	810	
42444.65625	1512	729	
42444.6666666667	1836	216	
42444.6770833333	2268	-270	
42444.6875	2754	-810	
42444.6979166667	2430	-513	
42445.375	756	0	
42445.3854166667	918	-108	
42445.3958333333	864	-54	
42445.40625	864	-54	
42445.4166666667	972	-162	
42445.4270833333	864	-108	
42445.4375	972	-162	
42445.4479166667	918	81	
42445.4583333333	1080	-108	
42445.46875	972	54	
42445.4791666667	972	54	
42445.4895833333	1026	0	
42445.5	1026	0	
42445.5104166667	918	108	
42445.5208333333	918	108	
42445.53125	1026	-27	
42445.5416666667	1026	-27	
42445.5520833333	1026	-27	
42445.5625	918	54	
42445.5729166667	810	189	
42445.5833333333	1134	-135	
42445.59375	1080	54	
42445.6041666667	1026	162	
42445.6145833333	1134	135	
42445.625	810	486	
42445.6354166667	810	486	
42445.6458333333	864	432	
42445.65625	864	378	
42445.6666666667	1080	162	
42445.6770833333	1188	-189	
42445.6875	1350	-405	
42445.6979166667	1296	-324	
42446.375	918	-108	
42446.3854166667	972	-162	
42446.3958333333	1134	-270	
42446.40625	1134	-270	
42446.4166666667	1080	-216	
42446.4270833333	1242	-378	
42446.4375	1350	-432	
42446.4479166667	1242	-324	
42446.4583333333	1404	-486	
42446.46875	1026	0	
42446.4791666667	1026	108	
42446.4895833333	1026	54	
42446.5	1134	-108	
42446.5104166667	810	108	
42446.5208333333	1026	-108	
42446.53125	918	27	
42446.5416666667	918	108	
42446.5520833333	918	108	
42446.5625	1080	-54	
42446.5729166667	1080	-81	
42446.5833333333	1296	-324	
42446.59375	1296	-297	
42446.6041666667	1458	-432	
42446.6145833333	1566	-594	
42446.625	1782	-891	
42446.6354166667	1836	-972	
42446.6458333333	1944	-1053	
42446.65625	2376	-1512	
42446.6666666667	2592	-1836	
42446.6770833333	2970	-2214	
42446.6875	2808	-2052	
42446.6979166667	2268	-1512	
42447.375	972	-216	
42447.3854166667	1026	-270	
42447.3958333333	1134	-243	
42447.40625	918	135	
42447.4166666667	864	162	
42447.4270833333	810	108	
42447.4375	918	0	
42447.4479166667	864	108	
42447.4583333333	810	216	
42447.46875	864	270	
42447.4791666667	864	81	
42447.4895833333	648	324	
42447.5	594	324	
42447.5104166667	540	405	
42447.5208333333	594	756	
42447.53125	486	486	
42447.5416666667	540	1134	
42447.5520833333	810	918	
42447.5625	756	972	
42447.5729166667	810	918	
42447.5833333333	972	648	
42447.59375	1404	-378	
42447.6041666667	1512	-621	
42447.6145833333	1566	-594	
42447.625	1782	-756	
42447.6354166667	1944	-756	
42447.6458333333	1728	-486	
42447.65625	1458	-189	
42447.6666666667	1458	-162	
42447.6770833333	1350	0	
42447.6875	1404	-54	
42447.6979166667	1350	0	
42450.375	918	-297	
42450.3854166667	864	-162	
42450.3958333333	918	-189	
42450.40625	972	-216	
42450.4166666667	1026	-216	
42450.4270833333	1026	-162	
42450.4375	972	-108	
42450.4479166667	972	-54	
42450.4583333333	918	54	
42450.46875	972	0	
42450.4791666667	972	27	
42450.4895833333	972	27	
42450.5	972	54	
42450.5104166667	864	108	
42450.5208333333	756	216	
42450.53125	756	216	
42450.5416666667	864	108	
42450.5520833333	864	108	
42450.5625	918	54	
42450.5729166667	864	27	
42450.5833333333	918	0	
42450.59375	972	-54	
42450.6041666667	972	-108	
42450.6145833333	864	27	
42450.625	918	0	
42450.6354166667	918	0	
42450.6458333333	972	0	
42450.65625	972	-54	
42450.6666666667	918	216	
42450.6770833333	1026	108	
42450.6875	810	432	
42450.6979166667	756	486	
42451.375	918	-162	
42451.3854166667	918	-162	
42451.3958333333	1080	-216	
42451.40625	864	0	
42451.4166666667	1026	-162	
42451.4270833333	864	54	
42451.4375	1080	-135	
42451.4479166667	1134	-162	
42451.4583333333	918	54	
42451.46875	972	0	
42451.4791666667	1026	-54	
42451.4895833333	1026	-54	
42451.5	1080	-108	
42451.5104166667	1026	0	
42451.5208333333	1080	-54	
42451.53125	1080	-108	
42451.5416666667	1080	-108	
42451.5520833333	1026	0	
42451.5625	1026	0	
42451.5729166667	1026	0	
42451.5833333333	972	0	
42451.59375	1134	-216	
42451.6041666667	1026	-108	
42451.6145833333	1026	-108	
42451.625	810	162	
42451.6354166667	1080	-81	
42451.6458333333	1080	-135	
42451.65625	1134	-216	
42451.6666666667	1134	-243	
42451.6770833333	1242	-351	
42451.6875	1296	-405	
42451.6979166667	1296	-432	
42452.375	864	-54	
42452.3854166667	918	-108	
42452.3958333333	1026	-216	
42452.40625	1026	-189	
42452.4166666667	1134	-270	
42452.4270833333	1134	-270	
42452.4375	1080	-216	
42452.4479166667	1188	-243	
42452.4583333333	1296	-324	
42452.46875	1242	-270	
42452.4791666667	1134	-162	
42452.4895833333	1026	0	
42452.5	810	216	
42452.5104166667	1080	-54	
42452.5208333333	1080	-54	
42452.53125	1080	-54	
42452.5416666667	1134	-108	
42452.5520833333	1350	-324	
42452.5625	1566	-540	
42452.5729166667	1566	-594	
42452.5833333333	1836	-810	
42452.59375	2052	-972	
42452.6041666667	2052	-972	
42452.6145833333	2160	-1134	
42452.625	2106	-891	
42452.6354166667	2214	-1026	
42452.6458333333	2268	-1242	
42452.65625	2268	-1215	
42452.6666666667	2376	-1350	
42452.6770833333	2376	-1431	
42452.6875	2646	-1674	
42452.6979166667	2214	-1296	
42453.375	918	-162	
42453.3854166667	1080	-270	
42453.3958333333	1026	-216	
42453.40625	972	-135	
42453.4166666667	1080	-216	
42453.4270833333	1026	-162	
42453.4375	972	-108	
42453.4479166667	1080	-216	
42453.4583333333	1134	-216	
42453.46875	1134	-216	
42453.4791666667	1134	-216	
42453.4895833333	1026	-108	
42453.5	1080	-108	
42453.5104166667	1026	-54	
42453.5208333333	1026	-54	
42453.53125	1026	-54	
42453.5416666667	972	0	
42453.5520833333	1134	-162	
42453.5625	1134	-162	
42453.5729166667	1188	-216	
42453.5833333333	1080	-108	
42453.59375	1080	-189	
42453.6041666667	1242	-324	
42453.6145833333	1134	-216	
42453.625	1188	-351	
42453.6354166667	1134	-270	
42453.6458333333	1188	-324	
42453.65625	1026	-162	
42453.6666666667	972	-54	
42453.6770833333	1188	-270	
42453.6875	1188	-243	
42453.6979166667	1026	-108	
42454.375	810	-54	
42454.3854166667	918	-108	
42454.3958333333	1026	-162	
42454.40625	1080	-216	
42454.4166666667	972	-108	
42454.4270833333	1080	-216	
42454.4375	1080	-216	
42454.4479166667	1080	-216	
42454.4583333333	1134	-243	
42454.46875	1026	-108	
42454.4791666667	972	-27	
42454.4895833333	1026	-108	
42454.5	1080	-108	
42454.5104166667	972	-54	
42454.5208333333	1026	-81	
42454.53125	972	-27	
42454.5416666667	864	108	
42454.5520833333	1026	-54	
42454.5625	1026	-81	
42454.5729166667	972	-54	
42454.5833333333	1026	-108	
42454.59375	1026	-108	
42454.6041666667	1080	-135	
42454.6145833333	972	-27	
42454.625	1026	-108	
42454.6354166667	864	81	
42454.6458333333	918	54	
42454.65625	918	54	
42454.6666666667	864	27	
42454.6770833333	810	54	
42454.6875	810	54	
42454.6979166667	810	81	
42457.375	864	-216	
42457.3854166667	972	-297	
42457.3958333333	1026	-297	
42457.40625	972	-189	
42457.4166666667	972	-216	
42457.4270833333	1080	-216	
42457.4375	1026	-108	
42457.4583333333	1080	-108	
42457.46875	864	108	
42457.4791666667	1188	-216	
42457.4895833333	972	0	
42457.5	864	-27	
42457.5104166667	1080	-216	
42457.53125	1080	-189	
42457.5416666667	1134	-216	
42457.5520833333	1134	-216	
42457.5625	1080	-135	
42457.5729166667	972	-54	
42457.59375	918	108	
42457.6145833333	810	216	
42457.6354166667	864	162	
42457.6458333333	810	324	
42457.65625	648	513	
42457.6666666667	810	486	
42457.6770833333	702	648	
42457.6875	756	513	
42457.6979166667	756	486	
42458.375	756	54	
42458.3854166667	702	54	
42458.3958333333	702	135	
42458.40625	756	108	
42458.4166666667	864	0	
42458.4270833333	756	162	
42458.4375	810	108	
42458.4479166667	864	108	
42458.4583333333	810	216	
42458.46875	864	162	
42458.4791666667	918	135	
42458.4895833333	918	108	
42458.5	864	162	
42458.5104166667	918	108	
42458.5208333333	918	108	
42458.53125	810	189	
42458.5416666667	864	108	
42458.5520833333	864	108	
42458.5625	864	54	
42458.5729166667	810	108	
42458.5833333333	810	108	
42458.59375	810	162	
42458.6041666667	864	108	
42458.6145833333	810	162	
42458.625	756	216	
42458.6354166667	756	243	
42458.6458333333	810	162	
42458.65625	864	108	
42458.6666666667	810	108	
42458.6770833333	864	162	
42458.6875	864	162	
42458.6979166667	972	-27	
42459.375	972	-54	
42459.3854166667	972	-54	
42459.3958333333	1026	-81	
42459.40625	1242	-270	
42459.4166666667	1296	-405	
42459.4270833333	1404	-459	
42459.4375	1404	-459	
42459.4479166667	1404	-378	
42459.4583333333	1566	-540	
42459.46875	1728	-702	
42459.4791666667	1890	-864	
42459.4895833333	1836	-810	
42459.5	1890	-864	
42459.5104166667	1944	-918	
42459.5208333333	1944	-918	
42459.53125	2052	-1026	
42459.5416666667	2052	-972	
42459.5520833333	1782	-648	
42459.5625	1620	-486	
42459.5729166667	1620	-540	
42459.5833333333	1512	-432	
42459.59375	1782	-756	
42459.6041666667	1944	-972	
42459.6145833333	1890	-864	
42459.625	2052	-1026	
42459.6354166667	2052	-1026	
42459.6458333333	2160	-1134	
42459.65625	1998	-972	
42459.6666666667	2214	-1188	
42459.6770833333	2322	-1350	
42459.6875	2160	-1188	
42459.6979166667	2268	-1350	
42460.375	1134	-243	
42460.3854166667	1134	-216	
42460.3958333333	1188	-243	
42460.40625	1404	-432	
42460.4166666667	1404	-270	
42460.4270833333	1512	-378	
42460.4375	1782	-621	
42460.4479166667	1782	-594	
42460.4583333333	1728	-432	
42460.46875	1566	-216	
42460.4791666667	1566	-54	
42460.4895833333	1350	162	
42460.5	1404	108	
42460.5104166667	1404	108	
42460.5208333333	1350	378	
42460.53125	1728	0	
42460.5416666667	1674	-270	
42460.5520833333	1620	-351	
42460.5625	1458	-162	
42460.5729166667	1512	-270	
42460.5833333333	1458	-189	
42460.59375	1620	-270	
42460.6041666667	1620	-243	
42460.6145833333	2160	-594	
42460.625	2592	-648	
42460.6354166667	2916	-1161	
42460.6458333333	2376	-810	
42460.65625	1944	-621	
42460.6666666667	2268	-864	
42460.6770833333	2754	-1134	
42460.6875	3348	-1701	
42460.6979166667	3348	-1674	
42461.375	972	-216	
42461.3854166667	918	-162	
42461.3958333333	1080	-324	
42461.40625	918	-135	
42461.4166666667	1080	-270	
42461.4270833333	1134	-270	
42461.4375	1188	-324	
42461.4479166667	1242	-270	
42461.4583333333	1242	-270	
42461.46875	1296	-378	
42461.4791666667	1188	-270	
42461.4895833333	1458	-540	
42461.5	1080	-108	
42461.5104166667	1080	-108	
42461.5208333333	1026	-54	
42461.53125	1026	-81	
42461.5416666667	1134	-162	
42461.5520833333	1134	-162	
42461.5625	1080	-108	
42461.5729166667	1080	-135	
42461.5833333333	1188	-324	
42461.59375	1026	-432	
42461.6041666667	1026	-270	
42461.6145833333	1026	-216	
42461.625	1080	-270	
42461.6354166667	1026	-162	
42461.6458333333	972	-135	
42461.65625	1134	-324	
42461.6666666667	972	-162	
42461.6770833333	1080	-297	
42461.6875	1080	-270	
42461.6979166667	1134	-324	
42464.3854166667	972	-216	
42464.3958333333	972	-135	
42464.40625	1134	-270	
42464.4166666667	972	-108	
42464.4270833333	1026	-108	
42464.4375	1080	-135	
42464.4479166667	1026	-54	
42464.4583333333	1080	-162	
42464.46875	1134	-216	
42464.4791666667	1188	-324	
42464.4895833333	1134	-162	
42464.5	1026	0	
42464.5104166667	1296	-270	
42464.5208333333	1188	-162	
42464.53125	1134	-108	
42464.5416666667	1026	27	
42464.5520833333	918	162	
42464.5625	1026	81	
42464.5729166667	1080	162	
42464.5833333333	1026	216	
42464.59375	864	432	
42464.6041666667	1242	108	
42464.6145833333	1296	108	
42464.625	1458	-54	
42464.6354166667	1458	108	
42464.6458333333	1566	108	
42464.65625	1890	-162	
42464.6666666667	1890	-378	
42464.6770833333	1890	-270	
42464.6875	2052	-162	
42464.6979166667	1944	135	
42465.375	1026	-270	
42465.3854166667	1026	-270	
42465.3958333333	1080	-270	
42465.40625	1080	-270	
42465.4166666667	1026	-108	
42465.4270833333	1080	-162	
42465.4375	1134	-162	
42465.4479166667	1080	-54	
42465.4583333333	1134	-108	
42465.46875	1134	-108	
42465.4791666667	1134	-54	
42465.4895833333	1026	54	
42465.5	1026	0	
42465.5104166667	918	108	
42465.5208333333	918	108	
42465.53125	918	108	
42465.5416666667	972	54	
42465.5520833333	1080	-54	
42465.5625	1026	432	
42465.5729166667	972	567	
42465.5833333333	1188	270	
42465.59375	1296	108	
42465.6041666667	1404	0	
42465.6145833333	1566	-162	
42465.625	1512	-81	
42465.6354166667	1566	-108	
42465.6458333333	1566	-54	
42465.65625	1782	-162	
42465.6666666667	1728	0	
42465.6770833333	1836	0	
42465.6875	1890	-81	
42465.6979166667	2052	-270	
42466.375	972	-135	
42466.3854166667	1026	-270	
42466.3958333333	1080	-270	
42466.40625	1134	-216	
42466.4166666667	1296	-378	
42466.4270833333	1134	-216	
42466.4375	1242	-324	
42466.4479166667	1026	-216	
42466.4583333333	1188	-378	
42466.46875	1242	-270	
42466.4791666667	1188	-162	
42466.4895833333	1134	-108	
42466.5	810	216	
42466.5104166667	1134	-108	
42466.5208333333	1296	-243	
42466.53125	1296	-243	
42466.5416666667	1350	-243	
42466.5520833333	1512	-378	
42466.5625	1620	-594	
42466.5729166667	1944	-918	
42466.5833333333	2052	-972	
42466.59375	2052	-918	
42466.6041666667	2322	-1134	
42466.6145833333	2484	-1242	
42466.625	2700	-1404	
42466.6354166667	3024	-1728	
42466.6458333333	2862	-1620	
42466.65625	2646	-1404	
42466.6666666667	2322	-1107	
42466.6770833333	2322	-1107	
42466.6875	2052	-756	
42466.6979166667	2268	-918	
42467.375	1080	-243	
42467.3854166667	1080	-270	
42467.3958333333	1242	-486	
42467.40625	1080	-243	
42467.4166666667	1134	-270	
42467.4270833333	1242	-270	
42467.4375	1080	-108	
42467.4479166667	1080	-108	
42467.4583333333	1134	0	
42467.46875	1026	135	
42467.4791666667	1134	108	
42467.4895833333	1026	432	
42467.5	1026	378	
42467.5104166667	1080	324	
42467.5208333333	1026	432	
42467.53125	918	432	
42467.5416666667	1080	540	
42467.5520833333	1188	216	
42467.5625	1242	162	
42467.5729166667	1404	0	
42467.5833333333	1566	-54	
42467.59375	1836	-216	
42467.6041666667	1836	-216	
42467.6145833333	1944	-135	
42467.625	2160	-216	
42467.6354166667	2106	-270	
42467.6458333333	2106	-432	
42467.65625	2268	-594	
42467.6666666667	2430	-756	
42467.6770833333	2376	-756	
42467.6875	2106	-486	
42467.6979166667	2430	-810	
42468.375	864	-27	
42468.3854166667	918	-54	
42468.3958333333	1026	-189	
42468.40625	1026	-162	
42468.4166666667	972	-54	
42468.4270833333	1026	-54	
42468.4375	972	-54	
42468.4479166667	1026	-54	
42468.4583333333	1080	-108	
42468.46875	918	54	
42468.4791666667	1026	-81	
42468.4895833333	918	81	
42468.5	918	54	
42468.5104166667	972	-27	
42468.5208333333	918	27	
42468.53125	918	54	
42468.5416666667	918	54	
42468.5520833333	972	0	
42468.5625	810	162	
42468.5729166667	1026	-27	
42468.5833333333	972	27	
42468.59375	702	297	
42468.6041666667	864	81	
42468.6145833333	918	54	
42468.625	756	216	
42468.6354166667	702	432	
42468.6458333333	756	621	
42468.65625	918	432	
42468.6666666667	1026	324	
42468.6770833333	1188	162	
42468.6875	1188	189	
42468.6979166667	1296	-108	
42471.375	1026	189	
42471.3854166667	1080	216	
42471.40625	1404	-270	
42471.4166666667	1296	-243	
42471.4270833333	1512	-486	
42471.4375	1512	-486	
42471.4479166667	1512	-432	
42471.4583333333	1620	-513	
42471.46875	1728	-594	
42471.4791666667	1728	-594	
42471.4895833333	1782	-756	
42471.5	1836	-810	
42471.5104166667	1836	-810	
42471.5208333333	1944	-918	
42471.53125	1890	-864	
42471.5416666667	1890	-864	
42471.5520833333	1998	-972	
42471.5625	1944	-783	
42471.5729166667	1836	-621	
42471.5833333333	1836	-594	
42471.59375	1890	-756	
42471.6041666667	1890	-810	
42471.6145833333	1836	-810	
42471.625	1944	-810	
42471.6354166667	1944	-756	
42471.6458333333	1944	-648	
42471.65625	2052	-621	
42471.6666666667	2106	-648	
42471.6770833333	2376	-972	
42471.6875	2376	-972	
42471.6979166667	2322	-918	
42472.375	1026	-162	
42472.3854166667	1242	-378	
42472.3958333333	1188	-324	
42472.40625	1404	-540	
42472.4166666667	1512	-621	
42472.4270833333	1458	-540	
42472.4375	1566	-648	
42472.4479166667	1728	-783	
42472.4583333333	1674	-702	
42472.46875	1836	-864	
42472.4791666667	1836	-864	
42472.4895833333	1836	-864	
42472.5	1836	-864	
42472.5104166667	1890	-918	
42472.5208333333	1890	-918	
42472.53125	1890	-918	
42472.5416666667	1998	-1026	
42472.5520833333	1998	-1026	
42472.5625	2052	-1107	
42472.5729166667	1944	-1026	
42472.5833333333	1890	-972	
42472.59375	2106	-1188	
42472.6041666667	1944	-999	
42472.6145833333	1998	-1026	
42472.625	2214	-1269	
42472.6354166667	2268	-1350	
42472.6458333333	2214	-1296	
42472.65625	2322	-1404	
42472.6666666667	2376	-1458	
42472.6770833333	2376	-1458	
42472.6875	2484	-1512	
42472.6979166667	2268	-1350	
42473.375	864	-27	
42473.3854166667	918	-108	
42473.3958333333	972	-81	
42473.40625	1026	-108	
42473.4166666667	1080	-162	
42473.4270833333	918	0	
42473.4375	1026	-108	
42473.4479166667	972	-54	
42473.4583333333	1026	-54	
42473.46875	972	162	
42473.4791666667	918	108	
42473.4895833333	1026	-54	
42473.5	1026	-81	
42473.5104166667	1026	-54	
42473.5208333333	1026	0	
42473.53125	972	81	
42473.5416666667	972	108	
42473.5520833333	972	54	
42473.5625	1026	0	
42473.5729166667	1026	-54	
42473.5833333333	1080	-108	
42473.59375	810	162	
42473.6041666667	1080	-108	
42473.6145833333	1080	-81	
42473.625	1080	-54	
42473.6354166667	1080	-54	
42473.6458333333	1242	-216	
42473.65625	1134	-108	
42473.6666666667	1080	-54	
42473.6770833333	1134	-108	
42473.6875	1134	-108	
42473.6979166667	1080	-54	
42474.375	756	81	
42474.3854166667	972	-108	
42474.3958333333	1026	-216	
42474.40625	918	-81	
42474.4166666667	1026	-162	
42474.4270833333	1026	-162	
42474.4375	1026	-162	
42474.4479166667	972	-108	
42474.4583333333	1026	-108	
42474.46875	1026	-108	
42474.4791666667	1080	-108	
42474.4895833333	1080	-108	
42474.5	1026	-54	
42474.5104166667	1026	-54	
42474.5208333333	1026	-108	
42474.53125	1026	0	
42474.5416666667	1080	-81	
42474.5520833333	1026	-108	
42474.5625	972	-27	
42474.5729166667	1026	-81	
42474.5833333333	972	-54	
42474.59375	918	108	
42474.6041666667	810	270	
42474.6145833333	864	216	
42474.625	1134	-108	
42474.6354166667	1080	-54	
42474.6458333333	1080	-54	
42474.65625	1134	-135	
