Date	ZoneLoadforContainerFPVAV14	ZoneLoadResidualforContainerFPVAV14	
42522.3020833333	nan	nan	
42522.3125	nan	nan	
42522.3229166667	nan	nan	
42522.3333333333	nan	nan	
42522.34375	nan	nan	
42522.3541666667	nan	nan	
42522.3645833333	nan	nan	
42522.375	1134	29106	
42522.3854166667	3402	19656	
42522.3958333333	3780	16632	
42522.40625	4158	19278	
42522.4166666667	6426	22302	
42522.4270833333	3780	25704	
42522.4375	4158	26460	
42522.4479166667	4914	20412	
42522.4583333333	4914	6237	
42522.46875	6048	8694	
42522.4791666667	8694	7938	
42522.4895833333	7182	14742	
42522.5	5292	7560	
42522.5104166667	1512	8505	
42522.5208333333	1134	9261	
42522.53125	4158	6237	
42522.5416666667	4536	13230	
42522.5520833333	5292	18144	
42522.5625	5670	18522	
42522.5729166667	3780	16065	
42522.5833333333	1134	10962	
42522.59375	2268	9072	
42522.6041666667	5292	0	
42522.6145833333	4914	0	
42522.625	4536	1512	
42522.6354166667	3024	5292	
42522.6458333333	0	10206	
42522.65625	2268	3780	
42522.6666666667	3402	6426	
42522.6770833333	3780	5670	
42522.6875	1134	7938	
42522.6979166667	378	9072	
42522.7083333333	nan	nan	
42522.71875	nan	nan	
42522.7291666667	nan	nan	
42522.7395833333	nan	nan	
42522.75	nan	nan	
42522.7604166667	nan	nan	
42522.7708333333	nan	nan	
42522.78125	nan	nan	
42522.7916666667	nan	nan	
42522.8020833333	nan	nan	
42522.8125	nan	nan	
42522.8229166667	nan	nan	
42522.8333333333	nan	nan	
42522.84375	nan	nan	
42522.8541666667	nan	nan	
42522.8645833333	nan	nan	
42522.875	nan	nan	
42522.8854166667	nan	nan	
42522.8958333333	nan	nan	
42522.90625	nan	nan	
42522.9166666667	nan	nan	
42522.9270833333	nan	nan	
42522.9375	nan	nan	
42522.9479166667	nan	nan	
42522.9583333333	nan	nan	
42522.96875	nan	nan	
42522.9791666667	nan	nan	
42522.9895833333	nan	nan	
42523	nan	nan	
42523.0104166667	nan	nan	
42523.0208333333	nan	nan	
42523.03125	nan	nan	
42523.0416666667	nan	nan	
42523.0520833333	nan	nan	
42523.0625	nan	nan	
42523.0729166667	nan	nan	
42523.0833333333	nan	nan	
42523.09375	nan	nan	
42523.1041666667	nan	nan	
42523.1145833333	nan	nan	
42523.125	nan	nan	
42523.1354166667	nan	nan	
42523.1458333333	nan	nan	
42523.15625	nan	nan	
42523.1666666667	nan	nan	
42523.1770833333	nan	nan	
42523.1875	nan	nan	
42523.1979166667	nan	nan	
42523.2083333333	nan	nan	
42523.21875	nan	nan	
42523.2291666667	nan	nan	
42523.2395833333	nan	nan	
42523.25	nan	nan	
42523.2604166667	nan	nan	
42523.2708333333	nan	nan	
42523.28125	nan	nan	
42523.2916666667	nan	nan	
42523.3020833333	nan	nan	
42523.3125	nan	nan	
42523.3229166667	nan	nan	
42523.3333333333	nan	nan	
42523.34375	nan	nan	
42523.3541666667	nan	nan	
42523.3645833333	nan	nan	
42523.375	756	2646	
42523.3854166667	3780	-756	
42523.3958333333	3024	-378	
42523.40625	3024	-378	
42523.4166666667	3780	-1134	
42523.4270833333	3024	-378	
42523.4375	3024	-378	
42523.4479166667	3402	-378	
42523.4583333333	3402	-1134	
42523.46875	3402	-378	
42523.4791666667	3402	-378	
42523.4895833333	3402	0	
42523.5	3402	4914	
42523.5104166667	3402	9072	
42523.5208333333	3780	4725	
42523.53125	4158	0	
42523.5416666667	4914	7560	
42523.5520833333	4914	1890	
42523.5625	4914	-378	
42523.5729166667	4914	2646	
42523.5833333333	3780	5670	
42523.59375	4914	4536	
42523.6041666667	6426	3024	
