Date	ZoneLoadforFPB02	ZoneLoadforFPB03	ZoneLoadforFPB04	ZoneLoadforFPB05	ZoneLoadforFPB06	ZoneLoadforFPB07	ZoneLoadforFPB08	ZoneLoadforFPB09	ZoneLoadforFPB11	ZoneLoadforFPB12	ZoneLoadforFPB13	ZoneLoadforFPB14	ZoneLoadforFPB15	
42662.2673611111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.2708333333	3185.035776	5383.87668	5749.665768	0	313.507584	-1118.87676000001	-4484.37383999999	-4551.428232	5271.542856	-1670.972976	465.067979999997	1700.188056	3774.31812
42662.2743055556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.2777777778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.28125	2252.03004	5065.110576	5062.08150000001	0	325.071684	-1875.645072	-5475.456576	-5521.08538799999	5058.38034	-2036.12184	465.067979999997	1290.843	3776.108544
42662.2847222222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.2881944444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.2916666667	2620.330128	5739.11136	6182.65008	0	424.20672	-1544.28541199999	-5228.814708	-6299.762688	5448.644496	-1917.363312	465.067979999997	1702.66752	4117.226436
42662.2951388889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.2986111111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3020833333	2071.884096	5061.348072	5172.75018	0	536.361696	-2574.27072	-6324.535296	2641.07844	5103.59346	-2422.21719600001	465.067979999997	1217.7216	3140.366112
42662.3055555556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3090277778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3125	2331.0558	5353.388712	5626.102212	0	602.797572	-2707.910568	-6605.95176	-773.300735999994	5079.6801	-2384.63870400001	465.067979999997	1285.200972	-1476.176616
42662.3159722222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3194444444	2813.507136	5424.384024	5712.18048	0	218.163456000001	-2475.96436800001	-6438.530592	4929.84144	5186.460024	-2295.89985599999	465.067979999997	1576.424484	-1386.664704
42662.3229166667	2813.507136	5424.384024	5712.18048	0	218.163456000001	-2475.96436800001	-6438.530592	4929.84144	5186.460024	-2295.89985599999	465.067979999997	1576.424484	-1386.664704
42662.3263888889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3298611111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3333333333	2912.982048	5107.451976	5313.582288	0	116.554356	-1235.24352	-4878.77742	4398.43834799999	4998.84048	-1685.693376	465.067979999997	1845.462528	-996.838920000002
42662.3368055556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3402777778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.34375	2039.534748	5338.55664	5568.928848	0	316.52208	-939.114	-4382.91518400001	5755.530384	5365.708272	-1582.358544	465.067979999997	1804.704192	3975.9174
42662.3472222222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3506944444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3541666667	1433.61684	5472.207936	5656.980276	0	457.403112	-1192.400352	-4891.63536000001	4087.306656	5549.954112	-1785.0807	465.067979999997	1842.102	4138.84728
42662.3576388889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3611111111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3645833333	1301.85792	5327.84304	5642.288388	0	331.488720000001	-1747.22076	-5497.610184	3610.945332	5247.837072	-2019.6945	465.067979999997	1589.92178399999	3995.3466
42662.3680555556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3715277778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.375	1044.44964	5079.708504	5230.039104	0	415.699776	-2365.93872	-6208.51392	4216.611816	5316.9858	-2252.146788	465.067979999997	1389.138336	3187.199232
42662.3784722222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3819444444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3854166667	2036.7045	5340.189384	5276.1996	0	304.22304	52.5646799999949	-3370.13135999999	4918.914	5442.958728	-1174.400208	465.067979999997	2228.632056	2966.83236
42662.3888888889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3923611111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.3958333333	3690.676332	5382.975744	5180.998464	0	480.30408	-599.850791999994	-4211.619192	4425.104196	5409.23616	-1561.38192	465.067979999997	2032.890804	-1081.211976
42662.3993055556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4027777778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.40625	3333.65976	5303.203488	5319.42714000001	0	362.552112000001	-1350.908928	-5049.70524	4324.914	5295.438936	-1845.498816	465.067979999997	1764.186048	-1325.2734
42662.4097222222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4131944444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4166666667	4702.185864	5331.97782	5390.5824	0	357.950879999999	-1816.467876	-5681.83690800001	3508.830684	5425.701408	-2082.39552	465.067979999997	1657.61294400001	-562.010723999999
42662.4201388889	5570.085852	4955.605056	4926.946392	0	403.329023999999	10199.0232	9717.717744	8247.766464	5379.662736	2319.128064	465.067979999997	4176.6192	3809.409588
42662.4236111111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4270833333	5570.085852	4955.605056	4926.946392	0	403.329023999999	10199.0232	9717.717744	8247.766464	5379.662736	2319.128064	465.067979999997	4176.6192	3809.409588
42662.4305555556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4340277778	3888.89748	3222.696672	3030.28603199999	0	547.701587999999	7705.083204	7335.492192	7421.81346	4089.121056	1554.393348	465.067979999997	3153.167028	604.428479999998
42662.4375	3888.89748	3222.696672	3030.28603199999	0	547.701587999999	7705.083204	7335.492192	7421.81346	4089.121056	1554.393348	465.067979999997	3153.167028	604.428479999998
42662.4409722222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4444444444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4479166667	4629.538368	3980.748564	3889.04490000001	0	514.496988	8146.255968	7870.2624	8201.670876	4330.562832	1719.892764	465.067979999997	3339.520488	808.550639999999
42662.4513888889	4230.198	3393.765216	3568.525632	0	504.159336	7680.971448	7130.47104	7095.696228	3833.764992	1455.389208	465.067979999997	3425.897592	671.099903999997
42662.4548611111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4583333333	4230.198	3393.765216	3568.525632	0	504.159336	7680.971448	7130.47104	7095.696228	3833.764992	1455.389208	465.067979999997	3425.897592	671.099903999997
42662.4618055556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4652777778	4175.806824	3282.264504	3372.348168	0	744.552432	7272.09198	6661.473372	6659.649576	4022.374248	1466.621856	465.067979999997	3332.17972800001	678.106835999998
42662.46875	4175.806824	3282.264504	3372.348168	0	744.552432	7272.09198	6661.473372	6659.649576	4022.374248	1466.621856	465.067979999997	3332.17972800001	678.106835999998
42662.4722222222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4756944444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4791666667	4097.453364	3499.241472	3613.11030000001	0	597.116016	7132.356504	6780.4452	7077.966192	3932.78976	1487.880576	465.067979999997	3133.8144	3068.054496
42662.4826388889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4861111111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4895833333	5402.345544	4342.02606	5235.144696	0	387.264348	8818.029792	7847.308728	7711.04124	4516.56324	1827.64512	465.067979999997	3941.955072	3574.605708
42662.4930555556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.4965277778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5	4650.08688	3605.9715	4271.825304	0	226.63314	7603.26912	6747.084432	6828.940224	4188.099168	1434.725136	465.067979999997	3173.637672	3038.256
42662.5034722222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5069444444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5104166667	3531.53304	2744.974008	2683.08352800001	0	205.603272	6057.83491199999	5116.29307200001	5691.74039999999	3540.19356	1094.2776	465.067979999997	2533.81564800001	2631.808908
42662.5138888889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5173611111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5208333333	4949.215992	3836.68272	4439.23416	0	237.811464	7781.517072	6606.855072	6718.327488	4020.119748	1449.470376	465.067979999997	3162.12012	2990.417184
42662.5243055556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5277777778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.53125	4982.2965	3942.73656	4805.019792	0	247.964544	7808.43564	6714.522648	6787.668024	4277.534184	1452.72258	465.067979999997	3449.08368	3173.815008
42662.5347222222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5381944444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5416666667	4974.89688	3846.6792	4560.37322399999	0	249.694056	7485.31368	6469.269876	6839.798868	4144.26726	1333.009548	465.067979999997	3265.347384	3203.93556
42662.5451388889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5486111111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5520833333	4563.28836	3696.127848	4228.092	0	242.102304	7234.76707200001	6288.52194	6436.00566	4097.9088	1322.21376	465.067979999997	3215.616192	2979.52074
42662.5555555556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5590277778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5625	5155.942896	4362.849216	5106.919104	0	257.210532	8104.463424	7045.542972	7267.714632	4231.30932	1558.157364	465.067979999997	3517.70256	3265.78446
42662.5659722222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5694444444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5729166667	4867.8084	3851.073288	4440.419136	0	241.893	7694.5032	6766.20540000001	6567.39738	3931.000632	1421.864928	465.067979999997	3223.568016	3011.11344
42662.5763888889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5798611111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5833333333	4372.0128	3642.243192	3933.673308	0	253.5975	6986.738592	6136.528896	6760.152	3809.857032	1332.836856	465.067979999997	2997.269892	2800.409112
42662.5868055556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.5902777778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.59375	4577.240448	3990.014316	4371.342768	0	220.044600000001	7281.717696	6569.494416	7272.445356	3785.280552	1483.108704	465.067979999997	3101.000544	3242.849904
42662.5972222222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.6006944444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.6041666667	6203.825208	5265.02808	6509.12932800001	0	220.2309	9540.44784	8720.75376	8544.504024	4751.8164	2148.933024	465.067979999997	4136.41566	3821.040864
42662.6076388889	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.6111111111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.6145833333	5245.668216	4505.469696	5274.222336	0	220.010256	8478.55889999999	7652.279952	7987.326084	4439.705904	1811.902176	465.067979999997	3860.72028000001	3509.07228
42662.6180555556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.6215277778	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.625	4439.72016	3700.51416	4304.041488	0	171.835776	7376.310252	6602.114304	7484.71924800001	3706.444872	1478.68264800001	465.067979999997	3082.674672	2960.983944
42662.6284722222	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.6319444444	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
42662.6354166667	4376.7135	3840.253632	4039.44408000001	0	182.843892	7314.08832	6461.738712	7227.000144	3724.62624	1433.557116	465.067979999997	3277.265292	2944.564704
42662.6388888889	4969.479492	4521.97944	5077.05408	0	210.4704	7916.655744	7506.27302400001	7852.40298	4270.017384	1635.45782400001	465.067979999997	3566.022408	3302.25714
42662.6423611111	4969.479492	4521.97944	5077.05408	0	210.4704	7916.655744	7506.27302400001	7852.40298	4270.017384	1635.45782400001	465.067979999997	3566.022408	3302.25714
42662.6458333333	4969.479492	4521.97944	5077.05408	0	210.4704	7916.655744	7506.27302400001	7852.40298	4270.017384	1635.45782400001	465.067979999997	3566.022408	3302.25714
42662.6493055556	5879.356704	5279.94288	6117.962184	0	249.337440000001	9465.470784	8688.19068	9361.63332	4758.62904	2033.54064	465.067979999997	4056.404076	3735.716544
42662.6527777778	5879.356704	5279.94288	6117.962184	0	249.337440000001	9465.470784	8688.19068	9361.63332	4758.62904	2033.54064	465.067979999997	4056.404076	3735.716544
42662.65625	5879.356704	5279.94288	6117.962184	0	249.337440000001	9465.470784	8688.19068	9361.63332	4758.62904	2033.54064	465.067979999997	4056.404076	3735.716544
42662.6597222222	5171.69124	4705.0254	5269.53275999999	0	159.96312	8436.31524000001	7945.736472	8422.69428	3998.237328	1726.335504	465.067979999997	3717.260424	3400.786944
42662.6631944444	5171.69124	4705.0254	5269.53275999999	0	159.96312	8436.31524000001	7945.736472	8422.69428	3998.237328	1726.335504	465.067979999997	3717.260424	3400.786944
42662.6666666667	5171.69124	4705.0254	5269.53275999999	0	159.96312	8436.31524000001	7945.736472	8422.69428	3998.237328	1726.335504	465.067979999997	3717.260424	3400.786944
42662.6701388889	4799.94228	4199.223168	4645.12968	0	138.624696	7798.402656	7162.407504	7621.149276	4078.9413	1528.81182	465.067979999997	3298.798872	3137.857164
42662.6736111111	4799.94228	4199.223168	4645.12968	0	138.624696	7798.402656	7162.407504	7621.149276	4078.9413	1528.81182	465.067979999997	3298.798872	3137.857164
42662.6770833333	4799.94228	4199.223168	4645.12968	0	138.624696	7798.402656	7162.407504	7621.149276	4078.9413	1528.81182	465.067979999997	3298.798872	3137.857164
42662.6805555556	4716.484416	4204.30176	4334.30740799999	0	188.028216	7488.77788800001	7073.108352	7863.075864	3957.362136	1491.50484	465.067979999997	3500.06615999999	3250.630656
42662.6840277778	4716.484416	4204.30176	4334.30740799999	0	188.028216	7488.77788800001	7073.108352	7863.075864	3957.362136	1491.50484	465.067979999997	3500.06615999999	3250.630656
42662.6875	4716.484416	4204.30176	4334.30740799999	0	188.028216	7488.77788800001	7073.108352	7863.075864	3957.362136	1491.50484	465.067979999997	3500.06615999999	3250.630656
42662.6909722222	4925.390976	4429.10052	4931.797104	0	261.252864	7794.817272	7461.239616	8282.090592	3916.688256	1731.024756	465.067979999997	3463.864236	3349.672704
42662.6944444444	4925.390976	4429.10052	4931.797104	0	261.252864	7794.817272	7461.239616	8282.090592	3916.688256	1731.024756	465.067979999997	3463.864236	3349.672704
42662.6979166667	4925.390976	4429.10052	4931.797104	0	261.252864	7794.817272	7461.239616	8282.090592	3916.688256	1731.024756	465.067979999997	3463.864236	3349.672704
42662.7013888889	4935.56382	4595.609628	4834.385424	0	280.27944	7809.84504	7579.86508800001	8600.919552	3905.916768	1697.044284	465.067979999997	3500.753904	3432.829248
42662.7048611111	4935.56382	4595.609628	4834.385424	0	280.27944	7809.84504	7579.86508800001	8600.919552	3905.916768	1697.044284	465.067979999997	3500.753904	3432.829248
