Date	OADryBulbTemperatureNOAA	AHU13MixedAirTemp	AHU13MixedAirTempPred
2016-03-10 00:15	60.98	nan	69.02
2016-03-10 00:30	60.93	nan	69.05
2016-03-10 00:45	60.83	nan	69.05
2016-03-10 01:00	60.98	nan	69.35
2016-03-10 01:15	60.98	nan	69.39
2016-03-10 01:30	60.98	68.17	69.42
2016-03-10 01:45	60.98	68.17	69.44
2016-03-10 02:00	60.98	68.18	69.47
2016-03-10 02:15	60.98	68.17	69.50
2016-03-10 02:30	60.98	68.18	69.52
2016-03-10 02:45	60.86	68.16	69.54
2016-03-10 03:00	60.98	68.22	69.55
2016-03-10 03:15	60.98	68.17	69.55
2016-03-10 03:30	60.98	68.24	69.55
2016-03-10 03:45	60.98	68.13	69.55
2016-03-10 04:00	60.98	68.18	67.49
2016-03-10 04:15	60.98	68.18	67.49
2016-03-10 04:30	60.98	68.19	67.48
2016-03-10 04:45	60.98	68.19	67.47
2016-03-10 05:00	60.98	68.19	66.24
2016-03-10 05:15	60.98	68.19	66.23
2016-03-10 05:30	60.98	68.18	66.23
2016-03-10 05:45	60.98	68.17	66.23
2016-03-10 06:00	60.98	68.18	65.40
2016-03-10 06:15	60.98	64.98	64.84
2016-03-10 06:30	60.98	63.78	64.84
2016-03-10 06:45	60.98	63.28	64.89
2016-03-10 07:00	61.11	63.03	64.94
2016-03-10 07:15	61.38	68.58	64.95
2016-03-10 07:30	61.65	69.02	64.95
2016-03-10 07:45	61.92	69.22	64.95
2016-03-10 08:00	62.17	69.42	65.05
2016-03-10 08:15	62.39	69.50	64.94
2016-03-10 08:30	62.62	69.89	64.70
2016-03-10 08:45	62.84	70.16	64.63
2016-03-10 09:00	63.14	70.52	64.51
2016-03-10 09:15	63.52	70.94	64.39
2016-03-10 09:30	63.89	70.98	64.39
2016-03-10 09:45	64.27	65.27	64.39
2016-03-10 10:00	64.04	65.09	63.77
2016-03-10 10:15	64.23	65.07	63.77
2016-03-10 10:30	64.51	64.56	63.57
2016-03-10 10:45	64.79	64.40	63.93
2016-03-10 11:00	64.94	64.52	64.36
2016-03-10 11:15	64.94	64.76	64.69
2016-03-10 11:30	64.94	64.97	64.81
2016-03-10 11:45	65.64	65.24	65.11
2016-03-10 12:00	66.02	65.31	65.11
2016-03-10 12:15	66.29	64.62	64.65
2016-03-10 12:30	66.97	64.85	65.44
2016-03-10 12:45	67.64	65.18	65.94
2016-03-10 13:00	68.13	65.47	65.60
2016-03-10 13:15	68.40	66.41	65.60
2016-03-10 13:30	68.67	66.97	65.42
2016-03-10 13:45	68.94	66.14	65.42
2016-03-10 14:00	69.38	66.56	65.52
2016-03-10 14:15	70.04	67.12	65.24
2016-03-10 14:30	70.69	67.65	65.18
2016-03-10 14:45	71.34	66.52	65.36
2016-03-10 15:00	70.83	67.22	65.14
2016-03-10 15:15	70.33	68.01	64.92
2016-03-10 15:30	69.84	68.13	65.20
2016-03-10 15:45	69.34	64.96	65.20
2016-03-10 16:00	68.95	62.56	65.06
2016-03-10 16:15	68.68	66.06	64.92
2016-03-10 16:30	68.41	67.62	65.01
2016-03-10 16:45	68.14	68.37	64.75
2016-03-10 17:00	67.87	68.24	64.85
2016-03-10 17:15	67.60	68.02	64.92
2016-03-10 17:30	67.33	67.84	64.98
2016-03-10 17:45	67.06	65.68	65.01
2016-03-10 18:00	66.00	65.69	67.21
2016-03-10 18:15	65.70	66.71	67.30
2016-03-10 18:30	65.40	67.05	67.33
2016-03-10 18:45	65.10	67.23	67.33
2016-03-10 19:00	64.94	67.33	67.40
2016-03-10 19:15	64.94	67.41	67.55
2016-03-10 19:30	64.94	67.46	67.65
2016-03-10 19:45	64.94	67.50	67.65
2016-03-10 20:00	64.94	67.56	67.65
2016-03-10 20:15	64.94	67.60	67.71
2016-03-10 20:30	64.94	67.66	67.82
2016-03-10 20:45	64.94	67.70	67.92
2016-03-10 21:00	64.87	67.72	67.98
2016-03-10 21:15	64.74	67.79	67.99
2016-03-10 21:30	64.60	67.86	68.04
2016-03-10 21:45	64.46	67.89	68.05
2016-03-10 22:00	64.94	67.92	68.05
2016-03-10 22:15	64.94	67.96	68.09
2016-03-10 22:30	64.94	68.01	68.13
2016-03-10 22:45	64.94	68.04	68.16
2016-03-10 23:00	64.94	68.07	68.18
2016-03-10 23:15	64.94	68.11	68.18
2016-03-10 23:30	64.94	68.14	68.19
2016-03-10 23:45	64.94	68.17	68.21
2016-03-11 00:00	64.94	nan	68.23
2016-03-11 00:15	64.90	nan	68.28
2016-03-11 00:30	64.56	nan	68.80
2016-03-11 00:45	64.22	nan	69.30
2016-03-11 01:00	64.08	nan	69.38
2016-03-11 01:15	64.18	nan	69.38
2016-03-11 01:30	64.27	68.31	69.38
2016-03-11 01:45	64.36	68.32	69.38
2016-03-11 02:00	64.04	68.33	69.41
2016-03-11 02:15	64.04	68.33	68.91
2016-03-11 02:30	64.04	68.34	68.35
2016-03-11 02:45	64.04	68.33	68.35
2016-03-11 03:00	64.08	68.33	68.35
2016-03-11 03:15	64.18	68.36	68.35
2016-03-11 03:30	64.27	68.36	68.35
2016-03-11 03:45	64.37	68.36	68.35
2016-03-11 04:00	64.94	68.34	68.72
2016-03-11 04:15	64.94	68.36	68.72
2016-03-11 04:30	64.94	68.37	68.53
2016-03-11 04:45	64.94	68.36	68.70
2016-03-11 05:00	64.87	68.36	68.69
2016-03-11 05:15	64.74	68.37	68.69
2016-03-11 05:30	64.60	68.36	68.51
2016-03-11 05:45	64.46	68.35	68.51
2016-03-11 06:00	64.69	68.39	68.32
2016-03-11 06:15	64.15	67.20	68.31
2016-03-11 06:30	64.04	66.11	66.59
2016-03-11 06:45	64.04	65.25	66.01
2016-03-11 07:00	64.04	65.35	65.94
2016-03-11 07:15	64.04	69.02	65.89
2016-03-11 07:30	64.34	68.62	66.07
2016-03-11 07:45	64.94	67.91	66.52
2016-03-11 08:00	64.87	67.55	66.44
2016-03-11 08:15	64.74	67.56	66.24
2016-03-11 08:30	64.60	67.52	65.92
2016-03-11 08:45	64.46	67.74	64.84
2016-03-11 09:00	64.71	66.94	64.58
2016-03-11 09:15	64.21	66.22	63.89
2016-03-11 09:30	63.72	66.97	63.78
2016-03-11 09:45	63.22	67.03	63.59
2016-03-11 10:00	63.19	67.07	63.67
2016-03-11 10:15	63.69	66.94	63.95
2016-03-11 10:30	64.18	66.86	64.40
2016-03-11 10:45	64.68	67.29	64.58
2016-03-11 11:00	64.94	67.68	64.85
2016-03-11 11:15	64.94	67.68	64.53
2016-03-11 11:30	64.94	67.71	63.92
2016-03-11 11:45	64.94	67.77	63.62
2016-03-11 12:00	65.30	67.72	63.07
2016-03-11 12:15	66.06	67.25	63.07
2016-03-11 12:30	66.83	67.64	63.26
2016-03-11 12:45	67.59	66.06	63.46
2016-03-11 13:00	68.36	68.13	66.38
2016-03-11 13:15	69.12	67.07	67.32
2016-03-11 13:30	69.89	66.94	67.02
2016-03-11 13:45	70.65	67.11	67.06
2016-03-11 14:00	71.40	67.12	66.23
2016-03-11 14:15	72.12	67.67	66.17
2016-03-11 14:30	72.84	67.59	66.07
2016-03-11 14:45	73.56	65.89	66.01
2016-03-11 15:00	73.94	65.97	65.86
2016-03-11 15:15	73.94	65.17	65.79
2016-03-11 15:30	73.94	66.39	65.58
2016-03-11 15:45	73.94	65.39	65.39
2016-03-11 16:00	73.84	65.42	65.26
2016-03-11 16:15	73.61	65.42	65.38
2016-03-11 16:30	73.39	65.34	65.33
2016-03-11 16:45	73.16	65.82	65.33
2016-03-11 17:00	73.04	65.65	65.29
2016-03-11 17:15	73.04	65.59	65.33
2016-03-11 17:30	73.04	65.76	65.37
2016-03-11 17:45	73.04	65.97	65.37
2016-03-11 18:00	72.68	65.60	67.42
2016-03-11 18:15	71.92	66.72	67.57
2016-03-11 18:30	71.15	67.20	67.49
2016-03-11 18:45	70.39	67.49	67.57
2016-03-11 19:00	69.62	67.68	67.78
2016-03-11 19:15	68.86	67.84	67.92
2016-03-11 19:30	68.09	67.95	68.17
2016-03-11 19:45	67.33	68.06	68.24
2016-03-11 20:00	66.92	68.17	68.28
2016-03-11 20:15	66.92	68.23	68.44
2016-03-11 20:30	66.92	68.29	68.55
2016-03-11 20:45	66.92	68.36	68.59
2016-03-11 21:00	66.82	68.41	68.68
2016-03-11 21:15	66.59	68.46	68.73
2016-03-11 21:30	66.37	68.49	68.79
2016-03-11 21:45	66.14	68.54	68.81
2016-03-11 22:00	65.82	68.57	68.85
2016-03-11 22:15	65.41	68.59	68.87
2016-03-11 22:30	64.99	68.61	68.86
2016-03-11 22:45	64.57	68.64	68.86
2016-03-11 23:00	64.79	68.67	68.86
2016-03-11 23:15	64.48	68.68	68.86
2016-03-11 23:30	64.17	68.71	68.86
2016-03-11 23:45	61.84	68.71	68.72
2016-03-12 00:00	60.98	nan	68.41
2016-03-12 00:15	60.08	nan	68.33
2016-03-12 00:30	60.08	nan	68.42
2016-03-12 00:45	60.43	nan	68.58
2016-03-12 01:00	60.98	nan	68.60
2016-03-12 01:15	60.98	nan	68.61
2016-03-12 01:30	60.98	nan	68.62
2016-03-12 01:45	60.98	nan	68.63
2016-03-12 02:00	61.19	nan	68.67
2016-03-12 02:15	61.64	nan	69.17
2016-03-12 02:30	62.09	nan	69.17
2016-03-12 02:45	62.54	nan	69.19
2016-03-12 03:00	61.68	nan	69.22
2016-03-12 03:15	60.94	nan	68.74
2016-03-12 03:30	60.60	nan	69.25
2016-03-12 03:45	60.26	nan	69.25
2016-03-12 04:00	60.19	nan	69.28
2016-03-12 04:15	60.41	nan	69.81
2016-03-12 04:30	60.64	nan	69.83
2016-03-12 04:45	60.86	nan	69.85
2016-03-12 05:00	60.84	nan	69.86
2016-03-12 05:15	60.53	nan	69.86
2016-03-12 05:30	60.22	nan	69.86
2016-03-12 05:45	60.60	nan	69.86
2016-03-12 06:00	60.35	nan	69.88
2016-03-12 06:15	60.08	nan	69.85
2016-03-12 06:30	60.08	nan	69.82
2016-03-12 06:45	60.08	nan	69.79
2016-03-12 07:00	60.31	nan	69.78
2016-03-12 07:15	60.81	nan	69.77
2016-03-12 07:30	61.30	nan	69.75
2016-03-12 07:45	61.80	nan	69.74
2016-03-12 08:00	62.40	nan	68.74
2016-03-12 08:15	63.12	nan	68.98
2016-03-12 08:30	63.84	nan	68.97
2016-03-12 08:45	64.56	nan	68.97
2016-03-12 09:00	64.63	nan	68.96
2016-03-12 09:15	64.04	nan	68.67
2016-03-12 09:30	64.04	nan	68.51
2016-03-12 09:45	64.23	nan	68.51
2016-03-12 10:00	64.61	nan	68.46
2016-03-12 10:15	65.22	nan	68.51
2016-03-12 10:30	65.61	nan	68.51
2016-03-12 10:45	65.99	nan	68.52
2016-03-12 11:00	65.26	nan	68.02
2016-03-12 11:15	65.93	nan	68.01
2016-03-12 11:30	66.61	nan	68.00
2016-03-12 11:45	67.46	nan	68.00
2016-03-12 12:00	68.13	nan	67.98
2016-03-12 12:15	68.40	nan	67.98
2016-03-12 12:30	68.67	nan	67.98
2016-03-12 12:45	68.94	nan	67.97
2016-03-12 13:00	69.53	nan	67.97
2016-03-12 13:15	69.98	nan	67.97
2016-03-12 13:30	70.41	nan	67.97
2016-03-12 13:45	70.83	nan	67.97
2016-03-12 14:00	70.70	nan	67.97
2016-03-12 14:15	69.94	nan	68.74
2016-03-12 14:30	69.17	nan	68.67
2016-03-12 14:45	68.41	nan	68.65
2016-03-12 15:00	68.36	nan	68.67
2016-03-12 15:15	69.12	nan	68.67
2016-03-12 15:30	69.89	nan	68.90
2016-03-12 15:45	70.65	nan	68.99
2016-03-12 16:00	71.06	nan	68.99
2016-03-12 16:15	71.06	nan	68.99
2016-03-12 16:30	71.06	nan	69.00
2016-03-12 16:45	71.06	nan	69.00
2016-03-12 17:00	70.93	nan	69.01
2016-03-12 17:15	70.66	nan	69.01
2016-03-12 17:30	70.39	nan	69.01
2016-03-12 17:45	70.12	nan	69.01
2016-03-12 18:00	69.75	nan	69.02
2016-03-12 18:15	69.25	nan	69.03
2016-03-12 18:30	68.76	nan	69.52
2016-03-12 18:45	68.26	nan	69.52
2016-03-12 19:00	67.64	nan	69.02
2016-03-12 19:15	66.88	nan	70.04
2016-03-12 19:30	66.11	nan	68.53
2016-03-12 19:45	65.35	nan	68.27
2016-03-12 20:00	64.71	nan	68.27
2016-03-12 20:15	64.21	nan	68.27
2016-03-12 20:30	63.72	nan	68.27
2016-03-12 20:45	63.22	nan	68.28
2016-03-12 21:00	62.73	nan	68.27
2016-03-12 21:15	62.23	nan	68.27
2016-03-12 21:30	61.74	nan	68.27
2016-03-12 21:45	61.24	nan	68.28
2016-03-12 22:00	60.88	nan	68.28
2016-03-12 22:15	60.65	nan	68.29
2016-03-12 22:30	60.43	nan	68.29
2016-03-12 22:45	60.20	nan	68.29
2016-03-12 23:00	59.95	nan	68.30
2016-03-12 23:15	59.68	nan	68.29
2016-03-12 23:30	59.41	nan	68.30
2016-03-12 23:45	59.14	nan	68.30
2016-03-13 00:00	58.77	nan	68.29
2016-03-13 00:15	58.27	nan	68.29
2016-03-13 00:30	57.78	68.70	68.30
2016-03-13 00:45	57.28	68.69	68.93
2016-03-13 01:00	57.02	68.62	68.95
2016-03-13 01:15	57.02	68.67	68.96
2016-03-13 01:30	57.02	68.65	68.96
2016-03-13 01:45	57.02	68.64	69.08
2016-03-13 03:00	57.13	nan	69.19
2016-03-13 03:15	57.35	68.60	69.20
2016-03-13 03:30	57.58	68.58	69.19
2016-03-13 03:45	57.80	68.57	69.20
2016-03-13 04:00	57.82	68.56	69.19
2016-03-13 04:15	57.59	68.53	69.19
2016-03-13 04:30	57.37	68.54	69.17
2016-03-13 04:45	57.14	68.52	69.15
2016-03-13 05:00	57.13	68.51	69.13
2016-03-13 05:15	57.35	68.48	69.12
2016-03-13 05:30	57.58	68.47	69.11
2016-03-13 05:45	57.80	68.47	69.09
2016-03-13 06:00	57.82	68.44	69.06
2016-03-13 06:15	57.59	68.43	69.00
2016-03-13 06:30	57.37	68.42	68.97
2016-03-13 06:45	57.14	68.41	68.97
2016-03-13 07:00	57.34	68.39	68.96
2016-03-13 07:15	58.03	68.39	68.95
2016-03-13 07:30	58.72	68.36	68.95
2016-03-13 07:45	60.08	68.35	68.71
2016-03-13 08:00	60.21	68.33	68.69
2016-03-13 08:15	60.48	68.32	68.68
2016-03-13 08:30	60.75	68.30	68.66
2016-03-13 08:45	60.98	68.29	68.65
2016-03-13 09:00	61.26	68.27	68.65
2016-03-13 09:15	61.86	68.26	68.64
2016-03-13 09:30	62.66	68.25	68.63
2016-03-13 09:45	63.56	68.24	68.61
2016-03-13 10:00	64.62	68.24	68.61
2016-03-13 10:15	65.86	68.22	68.58
2016-03-13 10:30	66.53	68.21	68.58
2016-03-13 10:45	67.34	68.21	68.57
2016-03-13 11:00	68.54	68.21	68.57
2016-03-13 11:15	69.71	68.21	68.57
2016-03-13 11:30	70.87	68.21	68.56
2016-03-13 11:45	72.08	68.19	68.56
2016-03-13 12:00	73.30	68.19	67.78
2016-03-13 12:15	73.86	68.19	67.78
2016-03-13 12:30	74.42	68.19	67.78
2016-03-13 12:45	74.98	68.19	67.78
2016-03-13 13:00	75.25	68.19	67.77
2016-03-13 13:15	75.75	68.19	67.78
2016-03-13 13:30	76.24	68.21	67.77
2016-03-13 13:45	76.74	68.19	67.77
2016-03-13 14:00	77.23	68.21	67.79
2016-03-13 14:15	77.73	68.21	67.80
2016-03-13 14:30	78.22	68.22	67.81
2016-03-13 14:45	78.72	68.22	67.82
2016-03-13 15:00	79.21	68.23	68.13
2016-03-13 15:15	79.71	68.23	70.05
2016-03-13 15:30	80.20	68.24	70.05
2016-03-13 15:45	80.70	68.26	70.05
2016-03-13 16:00	81.19	68.26	70.05
2016-03-13 16:15	81.69	68.27	70.05
2016-03-13 16:30	82.18	68.27	70.07
2016-03-13 16:45	82.68	68.28	70.07
2016-03-13 17:00	82.94	68.29	70.07
2016-03-13 17:15	82.94	68.30	70.07
2016-03-13 17:30	82.94	68.32	70.07
2016-03-13 17:45	82.94	68.34	70.07
2016-03-13 18:00	82.48	68.34	70.07
2016-03-13 18:15	81.49	68.36	70.07
2016-03-13 18:30	80.50	68.36	70.07
2016-03-13 18:45	79.51	68.37	70.07
2016-03-13 19:00	78.29	68.40	nan
2016-03-13 19:15	76.80	68.41	70.11
2016-03-13 19:30	75.32	68.44	70.11
2016-03-13 19:45	73.83	68.45	70.11
2016-03-13 20:00	72.68	68.46	70.11
2016-03-13 20:15	71.92	68.48	70.12
2016-03-13 20:30	71.15	68.49	69.73
2016-03-13 20:45	70.39	68.50	69.34
2016-03-13 21:00	69.62	68.50	66.60
2016-03-13 21:15	68.86	68.51	66.47
2016-03-13 21:30	68.09	68.51	66.62
2016-03-13 21:45	67.33	68.53	68.11
2016-03-13 22:00	66.58	68.53	68.13
2016-03-13 22:15	65.86	68.52	68.14
2016-03-13 22:30	65.14	68.53	68.15
2016-03-13 22:45	64.42	68.54	68.17
2016-03-13 23:00	63.91	68.56	68.17
2016-03-13 23:15	63.64	68.54	68.18
2016-03-13 23:30	63.37	68.55	68.19
2016-03-13 23:45	63.10	68.55	68.19
2016-03-14 00:00	62.86	nan	66.67
2016-03-14 00:15	62.63	nan	66.67
2016-03-14 00:30	62.41	nan	66.68
2016-03-14 00:45	62.18	nan	67.45
2016-03-14 01:00	61.70	nan	68.24
2016-03-14 01:15	60.94	nan	68.54
2016-03-14 01:30	60.17	68.53	68.56
2016-03-14 01:45	59.41	68.53	68.56
2016-03-14 02:00	58.87	68.52	68.56
2016-03-14 02:15	58.60	68.51	68.56
2016-03-14 02:30	58.33	68.51	68.56
2016-03-14 02:45	58.06	68.49	68.56
2016-03-14 03:00	57.58	68.49	68.56
2016-03-14 03:15	56.86	68.48	66.66
2016-03-14 03:30	56.14	68.48	66.65
2016-03-14 03:45	55.42	68.46	69.15
2016-03-14 04:00	55.04	68.44	69.16
2016-03-14 04:15	55.04	68.44	69.15
2016-03-14 04:30	55.04	68.43	69.14
2016-03-14 04:45	55.04	68.42	69.13
2016-03-14 05:00	54.91	68.41	69.12
2016-03-14 05:15	54.64	68.39	69.06
2016-03-14 05:30	54.37	68.37	69.06
2016-03-14 05:45	54.10	68.37	69.06
2016-03-14 06:00	54.09	68.35	69.05
2016-03-14 06:15	54.36	62.87	65.52
2016-03-14 06:30	54.63	61.59	65.03
2016-03-14 06:45	54.90	61.52	64.33
2016-03-14 07:00	54.91	61.09	64.32
2016-03-14 07:15	54.64	62.27	64.15
2016-03-14 07:30	54.37	61.22	62.68
2016-03-14 07:45	54.10	60.30	62.41
2016-03-14 08:00	54.55	60.27	62.23
2016-03-14 08:15	55.81	60.46	62.09
2016-03-14 08:30	57.07	60.90	62.36
2016-03-14 08:45	58.33	61.57	62.87
2016-03-14 09:00	60.05	61.62	64.14
2016-03-14 09:15	62.30	63.43	64.97
2016-03-14 09:30	64.55	65.29	65.56
2016-03-14 09:45	66.80	66.73	66.20
2016-03-14 10:00	68.82	67.97	66.50
2016-03-14 10:15	70.57	66.82	67.59
2016-03-14 10:30	72.33	67.14	68.27
2016-03-14 10:45	74.08	66.85	67.79
2016-03-14 11:00	75.61	67.16	67.72
2016-03-14 11:15	76.87	67.25	67.72
2016-03-14 11:30	78.13	67.02	67.72
2016-03-14 11:45	79.39	67.17	68.70
2016-03-14 12:00	80.52	67.68	68.84
2016-03-14 12:15	81.51	66.97	68.25
2016-03-14 12:30	82.50	67.27	67.71
2016-03-14 12:45	83.49	67.69	66.71
2016-03-14 13:00	84.38	68.01	66.71
2016-03-14 13:15	85.14	67.19	66.31
2016-03-14 13:30	85.91	67.32	66.59
2016-03-14 13:45	86.67	67.90	67.89
2016-03-14 14:00	87.19	68.42	68.42
2016-03-14 14:15	87.41	68.63	66.87
2016-03-14 14:30	87.64	67.87	66.88
2016-03-14 14:45	87.86	67.99	nan
2016-03-14 15:00	87.98	68.87	nan
2016-03-14 15:15	87.98	69.20	nan
2016-03-14 15:30	87.98	68.87	nan
2016-03-14 15:45	87.98	69.19	nan
2016-03-14 16:00	87.98	69.36	nan
2016-03-14 16:15	87.98	68.96	nan
2016-03-14 16:30	87.98	69.86	nan
2016-03-14 16:45	87.98	70.33	nan
2016-03-14 17:00	87.98	69.61	nan
2016-03-14 17:15	87.98	70.06	nan
2016-03-14 17:30	87.98	68.32	63.01
2016-03-14 17:45	87.98	65.70	63.31
2016-03-14 18:00	87.52	65.99	63.61
2016-03-14 18:15	86.53	66.61	nan
2016-03-14 18:30	85.54	66.73	nan
2016-03-14 18:45	84.55	66.75	nan
2016-03-14 19:00	83.33	66.74	65.49
2016-03-14 19:15	81.84	66.75	nan
2016-03-14 19:30	80.36	66.77	nan
2016-03-14 19:45	78.87	66.81	nan
2016-03-14 20:00	77.83	66.89	64.62
2016-03-14 20:15	77.29	66.97	64.62
2016-03-14 20:30	76.75	67.06	64.79
2016-03-14 20:45	76.21	67.16	65.02
2016-03-14 21:00	75.58	67.25	65.24
2016-03-14 21:15	74.86	67.35	65.46
2016-03-14 21:30	74.14	67.46	65.68
2016-03-14 21:45	73.42	67.56	65.89
2016-03-14 22:00	72.81	67.66	66.63
2016-03-14 22:15	72.31	67.76	66.93
2016-03-14 22:30	71.82	67.86	68.47
2016-03-14 22:45	71.32	67.92	68.49
2016-03-14 23:00	70.70	68.02	68.34
2016-03-14 23:15	69.94	68.11	68.27
2016-03-14 23:30	69.17	68.18	68.27
2016-03-14 23:45	68.41	68.26	68.27
2016-03-15 00:00	67.62	nan	68.24
2016-03-15 00:15	66.92	nan	68.21
2016-03-15 00:30	66.92	nan	68.24
2016-03-15 00:45	66.92	nan	68.28
2016-03-15 01:00	66.92	nan	68.32
2016-03-15 01:15	66.92	nan	68.35
2016-03-15 01:30	66.92	68.63	68.42
2016-03-15 01:45	66.92	68.68	68.48
2016-03-15 02:00	67.05	68.72	68.49
2016-03-15 02:15	67.32	68.76	68.52
2016-03-15 02:30	67.59	68.79	68.52
2016-03-15 02:45	67.86	68.82	68.54
2016-03-15 03:00	67.87	68.83	68.55
2016-03-15 03:15	67.60	68.86	68.55
2016-03-15 03:30	67.33	68.89	68.56
2016-03-15 03:45	67.06	68.90	68.56
2016-03-15 04:00	66.72	68.92	68.56
2016-03-15 04:15	66.30	68.94	68.56
2016-03-15 04:30	66.02	68.96	69.28
2016-03-15 04:45	66.02	68.97	69.33
2016-03-15 05:00	66.02	68.97	69.33
2016-03-15 05:15	66.02	68.99	68.71
2016-03-15 05:30	66.02	69.01	68.14
2016-03-15 05:45	66.02	69.01	68.14
2016-03-15 06:00	65.88	69.03	68.14
2016-03-15 06:15	65.57	66.57	68.14
2016-03-15 06:30	65.27	66.16	68.14
2016-03-15 06:45	64.96	65.69	68.06
2016-03-15 07:00	64.94	65.42	65.91
2016-03-15 07:15	64.94	65.78	65.79
2016-03-15 07:30	64.94	65.36	66.13
2016-03-15 07:45	64.94	67.52	66.59
2016-03-15 08:00	65.07	68.02	66.95
2016-03-15 08:15	65.34	68.03	66.95
2016-03-15 08:30	65.61	67.89	66.81
2016-03-15 08:45	65.88	68.04	67.76
2016-03-15 09:00	66.25	67.27	68.17
2016-03-15 09:15	66.75	67.71	68.47
2016-03-15 09:30	67.24	67.74	68.35
2016-03-15 09:45	67.74	67.84	68.35
2016-03-15 10:00	68.23	67.74	68.35
2016-03-15 10:15	68.73	67.91	68.28
2016-03-15 10:30	69.22	68.01	68.13
2016-03-15 10:45	69.72	67.77	68.04
2016-03-15 11:00	70.21	67.82	67.83
2016-03-15 11:15	70.70	67.82	67.38
2016-03-15 11:30	71.35	68.08	66.97
2016-03-15 11:45	72.45	67.95	67.18
2016-03-15 12:00	73.56	68.04	67.42
2016-03-15 12:15	74.66	67.98	67.20
2016-03-15 12:30	75.77	68.08	65.32
2016-03-15 12:45	76.59	68.51	65.42
2016-03-15 13:00	77.36	68.21	65.27
2016-03-15 13:15	78.12	68.09	65.20
2016-03-15 13:30	78.89	68.18	65.18
2016-03-15 13:45	79.65	68.48	65.61
2016-03-15 14:00	80.17	68.54	64.69
2016-03-15 14:15	80.39	68.47	64.66
2016-03-15 14:30	80.62	68.51	64.29
2016-03-15 14:45	80.84	68.56	64.53
2016-03-15 15:00	81.19	68.51	64.78
2016-03-15 15:15	81.69	68.97	64.70
2016-03-15 15:30	82.18	69.01	64.58
2016-03-15 15:45	82.68	68.82	64.58
2016-03-15 16:00	82.94	67.17	64.78
2016-03-15 16:15	82.94	66.74	64.83
2016-03-15 16:30	82.94	69.19	64.87
2016-03-15 16:45	82.94	69.27	65.19
2016-03-15 17:00	82.94	68.49	64.80
2016-03-15 17:15	82.94	66.82	64.09
2016-03-15 17:30	82.94	66.49	63.83
2016-03-15 17:45	82.94	65.65	64.08
2016-03-15 18:00	82.84	65.88	64.08
2016-03-15 18:15	82.61	66.49	64.83
2016-03-15 18:30	82.39	66.80	64.83
2016-03-15 18:45	82.16	66.99	64.83
2016-03-15 19:00	81.33	67.14	65.86
2016-03-15 19:15	79.80	67.26	66.28
2016-03-15 19:30	78.27	67.36	67.03
2016-03-15 19:45	76.74	67.46	67.73
2016-03-15 20:00	75.92	67.57	67.82
2016-03-15 20:15	75.92	67.67	67.84
2016-03-15 20:30	75.92	67.79	67.84
2016-03-15 20:45	75.92	67.88	67.84
2016-03-15 21:00	75.92	67.99	67.84
2016-03-15 21:15	75.92	68.09	67.84
2016-03-15 21:30	75.92	68.18	67.88
2016-03-15 21:45	75.92	68.28	67.90
2016-03-15 22:00	75.58	68.36	67.98
2016-03-15 22:15	74.86	68.44	67.95
2016-03-15 22:30	74.14	68.53	68.08
2016-03-15 22:45	73.42	68.61	68.31
2016-03-15 23:00	72.81	68.67	68.37
2016-03-15 23:15	72.31	68.74	68.43
2016-03-15 23:30	71.82	68.81	68.50
2016-03-15 23:45	71.32	68.87	68.56
2016-03-16 00:00	70.83	nan	68.65
2016-03-16 00:15	70.33	nan	68.67
2016-03-16 00:30	69.84	nan	68.67
2016-03-16 00:45	69.34	nan	68.65
2016-03-16 01:00	68.83	nan	68.59
2016-03-16 01:15	68.29	nan	68.69
2016-03-16 01:30	67.75	69.17	68.95
2016-03-16 01:45	67.21	69.20	69.39
2016-03-16 02:00	66.58	69.23	69.37
2016-03-16 02:15	65.86	69.26	69.38
2016-03-16 02:30	65.14	69.27	69.38
2016-03-16 02:45	64.42	69.29	68.79
2016-03-16 03:00	63.91	69.30	68.74
2016-03-16 03:15	63.64	69.31	68.39
2016-03-16 03:30	63.37	69.32	68.04
2016-03-16 03:45	63.10	69.33	68.04
2016-03-16 04:00	62.62	69.33	68.04
2016-03-16 04:15	61.90	69.33	68.04
2016-03-16 04:30	61.18	69.33	68.04
2016-03-16 04:45	60.46	69.33	68.04
2016-03-16 05:00	60.08	69.34	68.04
2016-03-16 05:15	60.08	69.33	68.02
2016-03-16 05:30	60.08	69.31	68.00
2016-03-16 05:45	60.08	69.30	67.95
2016-03-16 06:00	60.08	69.29	67.93
2016-03-16 06:15	60.08	63.47	67.73
2016-03-16 06:30	60.08	62.47	67.56
2016-03-16 06:45	60.08	62.45	67.56
2016-03-16 07:00	60.08	62.37	67.26
2016-03-16 07:15	60.08	66.70	66.00
2016-03-16 07:30	60.08	66.01	65.57
2016-03-16 07:45	60.08	66.13	65.42
2016-03-16 08:00	60.31	65.92	65.21
2016-03-16 08:15	60.81	65.73	65.27
2016-03-16 08:30	61.30	65.72	65.66
2016-03-16 08:45	61.80	66.04	65.93
2016-03-16 09:00	62.63	65.11	66.84
2016-03-16 09:15	63.84	66.57	67.14
2016-03-16 09:30	65.06	66.98	67.05
2016-03-16 09:45	66.27	67.22	66.26
2016-03-16 10:00	67.63	65.14	65.52
2016-03-16 10:15	69.16	68.13	65.31
