Date	OADryBulbTemperatureNOAA	VariableSupplyAirTemp	AHU23SupplyAirTemp
42634.5625	91.04	58.5	55.33
42634.5729166667	91.04	55	53.37
42634.5833333333	91.145	58.75	52.04
42634.59375	91.37	59	51.7
42634.6041666667	91.595	58.75	51.95
42634.6145833333	91.82	58.75	52.14
42634.625	92.066	58.75	52.01
42634.6354166667	92.336	59	52.03
42634.6458333333	92.606	59	51.81
42634.65625	92.876	59	51.81
42634.6666666667	92.789	58.5	51.82
42634.6770833333	92.294	58.25	51.54
42634.6875	91.799	55.5	51.79
42634.6979166667	91.304	55.5	52.05
42636.375	80.396	58	59.02
42636.3854166667	81.116	57.25	53.32
42636.3958333333	81.836	56	51.45
42636.40625	82.556	54	51.04
42636.4166666667	83.066	57.5	51.86
42636.4270833333	83.336	57.5	52.29
42636.4375	83.606	56.75	52.07
42636.4479166667	83.876	54.75	52.07
42636.4583333333	85.56	54.25	52.21
42636.46875	86.5047058823529	54	51.78
42636.4791666667	87.0870588235294	54	51.54
42636.4895833333	87.6694117647059	54	51.6
42636.5	88.106	54.5	52.01
42636.5104166667	88.376	54	51.97
42636.5208333333	88.646	54.25	52.14
42636.53125	88.916	54.25	52.2
42636.5416666667	89.291	54.5	52.37
42636.5520833333	89.786	54.75	52.64
42636.5625	90.281	55	51.98
42636.5729166667	90.776	54.75	51.82
42636.5833333333	90.914	54.5	51.81
42636.59375	90.644	54.75	51.82
42636.6041666667	90.374	58	51.79
42636.6145833333	90.104	59	51.56
42636.625	89.96	56.5	51.95
42636.6354166667	89.96	55.75	52.08
42636.6458333333	89.96	55	52.09
42636.65625	90.664347826087	59.25	52.09
42636.6666666667	90.914	58.5	52.12
42636.6770833333	90.644	58.5	52.19
42636.6875	90.374	59	51.99
42636.6979166667	90.104	54	52.09
42639.375	74.066	66.25	59.89
42639.3854166667	74.336	65.25	58.2
42639.3958333333	74.606	65.5	59.03
42639.40625	74.876	65	59.54
42639.4166666667	75.02	64.75	59.93
42639.4270833333	75.02	64.5	58.48
42639.4375	75.02	64.5	58.42
42639.4479166667	75.02	64	57.06
42639.4583333333	73.9792727272727	64.5	53.76
42639.46875	74.2738181818182	64.5	51.73
42639.4791666667	74.5683636363636	64.25	50.95
42639.4895833333	74.8629090909091	64.25	52.99
42639.5	75.02	64.25	55.38
42639.5104166667	75.02	64.5	58.02
42639.5208333333	75.02	64.5	59.71
42639.53125	75.02	64.5	60.17
42639.5416666667	75.3423255813953	64.5	58.05
42639.5520833333	76.033023255814	64.25	55.74
42639.5625	76.7237209302326	64	53.06
42639.5729166667	76.4282352941176	64.5	51.54
42639.5833333333	75.7768181818182	64.75	51.21
42639.59375	75.47	64.75	51.74
42639.6041666667	75.1631818181818	65	52.54
42639.6145833333	75.02	64.75	52.71
42639.625	75.3515789473684	64.75	51.77
42639.6354166667	75.8541463414634	65.25	51.17
42639.6458333333	75.5248780487805	65	52.01
42639.65625	75.1956097560976	65	52.06
42639.6666666667	74.894	65	53.37
42639.6770833333	74.624	64.75	56.35
42639.6875	74.354	65	58.91
42639.6979166667	74.084	65	56.44
42640.375	71.396	64.75	59.04
42640.3854166667	72.116	65	58.79
42640.3958333333	72.836	66.25	59.01
42640.40625	73.556	65.5	59.4
42640.4166666667	74.171	65.5	58
42640.4375	75.161	66.5	53.14
42640.4583333333	76.172	63.75	52.63
42640.4791666667	77.252	64.25	55.93
42640.5	78.08	64.5	53.42
42640.5104166667	78.08	65.25	51.52
42640.5208333333	78.08	65.75	50.69
42640.53125	78.08	65.5	53.64
42640.5416666667	78.311	65.5	54.54
42640.5520833333	78.806	64.5	54.17
42640.5729166667	79.796	63.5	51.62
42640.5833333333	80.165	62.75	51.32
42640.59375	80.39	63.5	51.82
42640.6041666667	80.615	63.75	52.24
42640.6145833333	80.84	64	51.93
42640.625	80.729	64.25	51.43
42640.6458333333	79.739	64.5	52.38
42640.6666666667	79.106	64.5	53.48
42640.6770833333	79.376	64.5	54.19
42640.6875	79.646	64	54.21
42641.375	71.522	65.25	58.81
42641.3854166667	72.512	66.5	59.16
42641.3958333333	73.502	65	59.57
42641.40625	74.492	64.75	58.47
42641.4166666667	75.377	64.25	54.81
42641.4270833333	76.142	60.75	62.31
42641.4375	76.907	61.5	57.89
42641.4479166667	77.672	60.5	57.69
42641.4583333333	78.311	59.25	54.82
42641.46875	78.806	61.25	52
42641.4791666667	79.301	60	51.41
42641.4895833333	79.796	58.25	51.61
42641.5	80.291	57.75	52.62
42641.5104166667	80.786	59	52.98
42641.5208333333	81.281	61.25	54.79
42641.53125	81.776	61.5	56.24
42641.5416666667	82.145	58	55.17
42641.5520833333	82.37	58	52.41
42641.5625	82.595	60.25	51.52
42641.5729166667	82.82	60.75	51.32
42641.5833333333	83.171	64.5	52.39
42641.59375	83.666	62.25	53.96
42641.6041666667	84.161	59.75	54.45
42641.6145833333	84.656	58.25	53.51
42641.625	85.046	56.75	52.29
42641.6354166667	85.316	57.25	51.98
42641.6458333333	85.586	58	51.73
42641.65625	85.856	55.75	51.61
42641.6666666667	86	55.75	53.04
42641.6770833333	86	56	53.5
42641.6875	86	56.25	53.26
42641.6979166667	86	56.5	52.59
42642.375	68.462	65	59.52
42642.3854166667	69.452	64.25	58.84
42642.3958333333	70.442	63.75	59.01
42642.40625	71.432	63.5	59.3
42642.4166666667	72.317	65	58.79
42642.4270833333	73.082	64	58.93
42642.4375	73.847	64.25	59.07
42642.4479166667	74.612	64.75	58.08
42642.4583333333	75.377	64.25	56.99
42642.46875	76.142	63.25	57.23
42642.4791666667	76.907	62.75	53.47
42642.4895833333	77.672	63.5	51.64
42642.5	78.311	64.5	54.94
42642.5104166667	78.806	64.5	62.02
42642.5208333333	79.301	64.75	58.29
42642.53125	79.796	64.75	58.36
42642.5416666667	80.165	65.25	59.28
42642.5520833333	80.39	64.75	55.96
42642.5625	80.615	64.75	54.05
42642.5729166667	80.84	65	52.78
42642.5833333333	81.086	64.25	53.71
42642.59375	81.356	64.5	55.58
42642.6041666667	81.626	64.5	55.22
42642.6145833333	81.896	64.5	56.14
42642.625	82.145	63.25	55.21
42642.6354166667	82.37	63.75	53.16
42642.6458333333	82.595	64	51.71
42642.65625	82.82	64.75	51.34
42642.6666666667	82.709	64	53.31
42642.6770833333	82.214	64	55.99
42642.6875	81.719	64.25	57.29
42642.6979166667	81.224	64.25	56.46
42643.46875	74.666	64.5	59.3
42643.4791666667	75.161	64.25	58.44
42643.4895833333	75.656	65	58.47
42643.5	76.172	65	59.52
42643.5104166667	76.712	65.5	59.56
42643.5208333333	77.252	66	58.79
42643.53125	77.792	65.75	58.62
42643.5416666667	78.08	65.25	58.51
42643.5520833333	78.08	65.25	59.52
42643.5625	78.08	64.75	59.56
42643.5729166667	78.08	65	58.32
42643.5833333333	78.311	65	58.37
42643.59375	78.806	64.75	60.34
42643.6041666667	79.301	64.75	57.31
42643.6145833333	79.796	64.75	56.41
42643.625	80.06	64.75	54.28
42643.6354166667	80.06	64.5	52.16
42643.6458333333	80.06	64.5	54.21
42643.65625	80.06	64.5	57.91
42643.6666666667	80.165	64.5	56.14
42643.6770833333	80.39	64.5	54.66
42643.6875	80.615	64.5	53.64
42643.6979166667	80.84	64.5	54.03
42646.375	71.522	66.25	60.1
42646.3854166667	72.512	65.5	58.52
42646.3958333333	73.502	65.25	58.64
42646.40625	74.492	65.25	58.92
42646.4166666667	75.482	64.75	59.29
42646.4270833333	76.472	64.5	59.59
42646.4375	77.462	64.5	58.92
42646.4479166667	78.452	64.5	58.41
42646.4583333333	79.337	63	58.54
42646.46875	80.102	62.75	59.44
42646.4791666667	80.867	63	56.41
42646.4895833333	81.632	60.5	53.62
42646.5	82.271	59.75	51.87
42646.5104166667	82.766	60.25	51.36
42646.5208333333	83.261	61.75	57.97
42646.53125	83.756	63.75	60.53
42646.5416666667	83.894	65.25	54.37
42646.5520833333	83.624	65.5	52.11
42646.5625	83.354	64	51.43
42646.5729166667	83.084	63.25	51.18
42646.5833333333	83.171	62	52.52
42646.59375	83.666	61.75	54.27
42646.6041666667	84.161	62	55.96
42646.6145833333	84.656	61.25	56.64
42646.625	85.046	61.75	53.82
42646.6354166667	85.316	61.5	53.12
42646.6458333333	85.586	61	55.62
42646.65625	85.856	60.75	56.69
42646.6666666667	86	61	54.26
42646.6770833333	86	63.25	51.73
42646.6875	86	61.75	51.41
42646.6979166667	86	61.75	55.89
42647.375	73.733	67.25	58.52
42647.3854166667	75.218	65.75	58.53
42647.3958333333	76.703	64.5	58.82
42647.40625	78.188	63.5	59.13
42647.4166666667	79.337	61.75	59.89
42647.4270833333	80.102	61	59.29
42647.4375	80.867	60.25	57.9
42647.4479166667	81.632	57.5	59.23
42647.4583333333	82.376	59.25	59.03
42647.46875	83.096	58.25	60.1
42647.4791666667	83.816	58	53.72
42647.4895833333	84.536	54.25	51.67
42647.5	85.277	58.25	57.27
42647.5104166667	86.042	59.5	61.29
42647.5208333333	86.807	60.5	57.45
42647.53125	87.572	58.5	54.94
42647.5416666667	87.98	58.25	58.83
42647.5520833333	87.98	57.75	60.41
42647.5625	87.98	56.5	55.49
42647.5729166667	87.98	58.25	55.51
42647.5833333333	88.211	58.5	59.47
42647.59375	88.706	55.5	52.68
42647.6041666667	89.201	59.5	51.64
42647.6145833333	89.696	59.5	49.49
42647.625	89.96	57.5	51.59
42647.6354166667	89.96	57.5	52.2
42647.6458333333	89.96	58.5	52.39
42647.65625	89.96	59.75	52.48
42647.6666666667	89.96	59.25	52.08
42647.6770833333	89.96	59	52.01
42647.6875	89.96	58.75	51.76
42647.6979166667	89.96	59.5	51.95
42648.375	76.1189473684211	61.5	60.01
42648.3854166667	76.5452631578947	62	58.35
42648.3958333333	76.9715789473684	61.25	55.57
42648.40625	77.6872727272727	59.75	52.7
42648.4166666667	78.41	58.75	51.5
42648.4270833333	79.1171428571429	58.75	49.99
42648.4375	79.8242857142857	60	51.33
42648.4479166667	80.56	60	52.11
42648.4583333333	81.5	59.25	52.53
42648.46875	82.04	59	52.64
42648.4791666667	82.6805882352941	59.5	52.24
42648.4895833333	83.5541176470588	58.75	51.94
42648.5	84.216875	57.5	52.21
42648.5104166667	84.63875	58.5	51.97
42648.5208333333	84.92	59	52.66
42648.53125	85.5452631578947	61.5	55.68
42648.5416666667	86.231	61	57.76
42648.5520833333	86.726	59.25	58.71
42648.5625	87.221	59.5	56.96
42648.5729166667	87.716	58.75	55.84
42648.5833333333	88.106	59	54.64
42648.59375	88.376	59.25	53.64
42648.6041666667	88.646	58.5	52.66
42648.6145833333	88.916	58	52.15
42648.625	89.396	58	52.9
42648.6354166667	90.116	59	53.22
42648.6458333333	90.836	54.25	51.89
42648.65625	91.556	58.75	51.7
42648.6666666667	91.94	54.25	51.38
42648.6770833333	91.94	54.75	51.67
42648.6875	91.94	55	52.04
42648.6979166667	91.94	55.5	52.17
42649.375	75.02	65.5	59.06
42649.3854166667	76.028	63.75	58.94
42649.3958333333	76.433	63.75	58.53
42649.40625	76.838	64	55.54
42649.4166666667	78.5933333333333	62.75	52.81
42649.4270833333	79.6933333333333	57.75	52.04
42649.4375	80.8148387096774	57	51.82
42649.4479166667	81.9470967741936	58.5	58.26
42649.4583333333	82.32875	58	60.64
42649.46875	82.9475	55.5	52.04
42649.4791666667	83.56625	55	50.48
42649.4895833333	84.02	59.25	53.22
42649.5	84.92	59.5	55.59
42649.5104166667	85.2256603773585	58.5	56.91
42649.5208333333	85.531320754717	56.25	54.24
42649.53125	85.8369811320755	58.5	52.58
42649.5416666667	86.231	61.5	56.14
42649.5520833333	86.726	60.5	60.56
42649.5625	87.221	61	54.86
42649.5729166667	87.716	58.25	51.49
42649.5833333333	87.875	57.75	50.92
42649.59375	87.65	59.5	55.97
42649.6041666667	87.425	58.75	58.01
42649.6145833333	87.2	59.75	53.15
42649.625	87.185	62.5	50.81
42649.6354166667	87.41	64.75	54.06
42649.6458333333	87.635	65	57.82
42649.65625	87.86	65.25	55.17
42649.6666666667	87.6936363636364	62.5	51.09
42649.6770833333	87.08	60	50.96
42649.6875	84.02	63.75	53.83
42649.6979166667	80.7330434782609	64	57.58
42650.375	72.1538461538461	66.5	57.96
42650.3854166667	72.5692307692308	66.5	59.23
42650.3958333333	72.9846153846154	64.75	60.02
42650.40625	73.3861538461538	64.75	58.88
42650.4166666667	74.4179310344828	64.25	58.81
42650.4270833333	75.4420689655172	62.5	58.93
42650.4375	76.7096774193548	59.5	59.01
42650.4479166667	78.1903225806452	58.75	57.34
42650.4583333333	78.98	59.5	55.49
42650.46875	79.42	59.5	55.92
42650.4791666667	80.02	60.5	57.05
42650.4895833333	81.32	60	54.09
42650.5	82.8275	60.25	52.67
42650.5104166667	82.1525	61.5	53.01
42650.5208333333	83.08	60.75	59.72
42650.53125	84.28	59.5	59.32
42650.5416666667	85.172	55.25	58.33
42650.5520833333	85.712	55.5	58.22
42650.5625	86.252	56	59.32
42650.5729166667	86.792	55.75	59.64
42650.5833333333	87.08	55	58.22
42650.59375	87.08	55	56.52
42650.6041666667	87.08	54.75	54.81
42650.6145833333	87.08	55	54.12
42650.625	87.185	55	56.49
42650.6354166667	87.41	55.5	60.71
42650.6458333333	87.635	55.25	56.92
42650.65625	87.86	55	55.33
42650.6666666667	87.875	55	58.54
42650.6770833333	87.65	54.25	60.57
42650.6875	87.425	54	58.44
42650.6979166667	87.2	54	58.31
42654.40625	71.168	64.25	58.55
42654.4270833333	74.3247058823529	65.75	60
42654.4375	75.8070588235294	64.5	58.87
42654.4479166667	77.2894117647059	63.75	58.61
42654.4583333333	78.395	62.25	58.66
42654.46875	79.07	61.75	60.04
42654.4791666667	79.745	61.75	58.5
42654.4895833333	81.5	60.25	56.67
42654.5	80.5894117647059	60.5	54.91
42654.5104166667	80.5314285714286	61	53.4
42654.5208333333	81.9457142857143	63	53.1
42654.53125	82.04	63	52.67
42654.5416666667	82.04	60.75	55.09
42654.5520833333	82.04	61.5	58.22
42654.5625	82.04	62.75	58.13
42654.5729166667	82.04	62.75	56.42
42654.5833333333	82.271	63.5	55.14
42654.59375	82.766	63.5	55.51
42654.6041666667	83.261	59.75	56.28
42654.6145833333	83.756	59	53.96
42654.625	84.251	61.25	51.99
42654.6354166667	84.746	61.25	51.38
42654.6458333333	85.241	62	51.29
42654.65625	85.736	61.5	52.31
42654.6666666667	86.126	59.5	53.32
42654.6770833333	86.396	59.5	53.76
42654.6875	86.666	59	51.86
42654.6979166667	86.936	59.5	51.56
42655.375	75.482	64.5	59.39
42655.3854166667	76.472	64.25	59.2
42655.3958333333	77.462	62.75	58.99
42655.40625	78.452	58.75	59.13
42655.4166666667	79.568	58.25	54.1
42655.4270833333	80.828	56.75	58.62
42655.4375	82.088	57.25	53.84
42655.4479166667	83.348	56.75	51.89
42655.4583333333	83.4656	58	53.74
42655.46875	82.2776	59	60.71
42655.4791666667	82.9904	60	56.52
42655.4895833333	84.02	59.5	53.79
42655.5	84.416	57.75	51.63
42655.5104166667	85.2645714285714	58.5	51.24
42655.5208333333	86.44	59.5	52.39
42655.53125	87.53	59	55.59
42655.5416666667	87.311	59.5	58.22
42655.5520833333	87.806	59.25	59.5
42655.5625	88.301	59.25	58.16
42655.5729166667	88.796	58	56.51
42655.5833333333	89.165	58.25	54.91
42655.59375	89.39	58	54.56
42655.6041666667	89.615	56	53.28
42655.6145833333	89.84	56	53.27
42655.625	89.96	58	52.74
42655.6354166667	89.96	58.25	52.82
42655.6458333333	89.96	58	53.48
42655.65625	89.96	58	53.22
42655.6666666667	89.96	55.25	52.03
42655.6770833333	89.96	55.25	51.84
42655.6875	89.96	55.75	51.64
42655.6979166667	89.96	56.5	51.47
42656.375	74.63	64.5	58.37
42656.3854166667	76.1085714285714	64.5	58.26
42656.3958333333	77.5871428571429	63	59.11
42656.40625	77.2492307692308	64.25	59.29
42656.4166666667	78.08	63.75	59.57
42656.4270833333	78.08	63.75	57.87
42656.4375	78.08	64	56.11
42656.4479166667	78.9285714285714	64	54.59
42656.4583333333	80.396	63.5	53.24
42656.46875	81.116	62.75	51.56
42656.4791666667	81.836	61.75	51.17
42656.4895833333	82.556	63	52.71
42656.5	83.1443243243243	63.5	54.86
42656.5104166667	83.5821621621622	63	57.58
42656.5208333333	84.02	62	59.56
42656.53125	84.4057142857143	62.25	57.26
42656.5416666667	84.92	63.5	56.16
42656.5520833333	84.92	63.75	53.59
42656.5625	84.92	62	51.8
42656.5729166667	84.92	62.5	51.11
42656.5833333333	85.172	63	52.06
42656.59375	85.712	63.25	53.4
42656.6041666667	86.252	63.5	57.13
42656.6145833333	86.792	61.25	60.32
42656.625	87.185	61	58.92
42656.6354166667	87.41	63.5	58.29
42656.6458333333	87.635	63.75	55.73
42656.65625	87.86	63.25	53.63
42656.6666666667	87.875	62.25	52.04
42656.6770833333	87.65	60.25	51.73
42656.6875	87.425	61.25	51.35
42656.6979166667	87.2	61	55.51
42657.375	72.317	63	58.19
42657.3854166667	73.082	64.75	58.51
42657.3958333333	73.847	65	59.84
42657.40625	74.612	65	58.82
42657.4166666667	75.2675	64	58.37
42657.4270833333	75.7978571428571	64	58.49
42657.4375	76.3282142857143	64	59.71
42657.4479166667	76.8585714285714	63.5	59.16
42657.4583333333	74.996	64.5	58.36
42657.46875	73.016	64	58.26
42657.4791666667	71.96	63.5	58.12
42657.4895833333	73.06	65	55.95
42657.5	74.885	65	55.21
42657.5104166667	76.91	65.75	56.34
42657.5208333333	78.935	65.75	59.22
42657.53125	80.96	65.25	59.84
42657.5416666667	82.04	64.25	58.85
42657.5520833333	82.04	61.75	58.83
42657.5625	82.04	61	58.83
42657.5729166667	82.04	62.5	58.86
42657.5833333333	82.376	62.25	58.92
42657.59375	83.096	60.5	55.64
42657.6041666667	83.816	60.5	53.01
42657.6145833333	84.536	59.25	52.22
42657.625	85.046	60	55.03
42657.6354166667	85.316	58.5	60.37
42657.6458333333	85.586	60	56.36
42657.65625	85.856	60.5	52.79
42657.6666666667	86	61.25	51.5
42657.6770833333	86	61	54.59
42657.6875	86	61.5	59.84
42657.6979166667	86	61.5	57.53
42660.375	75.328	64.5	59.09
42660.3854166667	75.988	64.5	60.11
42660.3958333333	76.648	64	58.19
42660.40625	77	64	58.09
42660.4166666667	77.3978947368421	64.5	59.76
42660.4270833333	78.4123076923077	64.75	59
42660.4375	80.0738461538462	64.5	58.27
42660.4479166667	81.7353846153846	61.25	55.89
42660.4583333333	82.1525	59.75	54.05
42660.46875	82.2823076923077	58	52.11
42660.4791666667	82.5419230769231	58	51.78
42660.4895833333	82.8015384615385	57.25	51.55
42660.5	83.423	58	51.39
42660.5104166667	84.458	56.25	52.24
42660.5208333333	85.493	58	52.39
42660.53125	86.528	58.5	52.51
42660.5416666667	87.311	59.75	52.17
42660.5520833333	87.806	59.25	51.92
42660.5625	88.301	58.5	51.96
42660.5729166667	88.796	59	51.93
42660.5833333333	89.165	58.5	51.92
42660.59375	89.39	58.75	51.94
42660.6041666667	89.615	58	51.99
42660.6145833333	89.84	58.5	51.74
42660.625	89.96	58.5	51.6
42660.6354166667	89.96	58.75	51.67
42660.6458333333	89.96	60.25	52.34
42660.65625	89.96	59.75	52.51
42660.6666666667	90.086	58	52.56
42660.6770833333	90.356	58.5	51.86
42660.6875	90.626	58.75	51.81
42660.6979166667	90.896	58	51.74
42661.375	77.2210526315789	62.5	58.69
42661.3854166667	77.6947368421053	63	58.62
42661.3958333333	78.1684210526316	63	58.71
42661.40625	78.6421052631579	61.75	58.66
42661.4166666667	79.442	61.75	59.24
42661.4270833333	80.432	60.25	59.32
42661.4375	81.422	57.5	56.62
42661.4479166667	82.412	58	54.42
42661.4583333333	83.171	58	51.45
42661.46875	83.666	58.5	51.09
42661.4791666667	84.161	57	51.9
42661.4895833333	84.656	57.75	52.07
42661.5	85.277	58.75	52.28
42661.5104166667	86.042	60.75	54.52
42661.5208333333	86.807	59	56.9
42661.53125	87.572	58	58.64
42661.5416666667	88.106	57.25	59.13
42661.5520833333	88.376	56.25	54.55
42661.5625	88.646	57.25	51.82
42661.5729166667	88.916	57.5	51.95
42661.5833333333	89.291	56.5	51.38
42661.59375	89.786	55.25	51.9
42661.6041666667	90.281	54.75	54.16
42661.6145833333	90.776	54.25	54.94
42661.625	91.04	54	52.86
42661.6354166667	91.04	54.25	51.84
42661.6458333333	91.04	55	51.62
42661.65625	91.04	55	51.55
42661.6666666667	91.145	58.5	51.76
42661.6770833333	91.37	54.75	52.07
42661.6875	91.595	54.75	52.21
42661.6979166667	91.82	54.25	52.14
42662.375	76.055	63.25	58.77
42662.3854166667	76.3442857142857	64.25	58.94
42662.3958333333	76.6335714285714	63	59.12
42662.40625	76.9228571428571	61.25	57.89
42662.4166666667	77.3745945945946	61.5	52.28
42662.4270833333	78.1772972972973	60.5	51.65
42662.4375	78.98	62.25	51.87
42662.4479166667	79.2114285714286	61.25	52.21
42662.4583333333	80.96	58.75	53.56
42662.46875	80.3	59.75	54.67
42662.4791666667	81.1884615384615	59.25	55.42
42662.4895833333	82.3307692307692	57.25	55.86
42662.5	82.94	57.5	52.91
42662.5104166667	82.94	58.5	51.7
42662.5208333333	82.94	61	51.21
42662.53125	82.94	63.25	53.01
42662.5416666667	83.297	63.25	56.43
42662.5520833333	84.062	60.25	59.23
42662.5625	84.827	58.75	60.92
42662.5729166667	85.592	57.25	56.33
42662.5833333333	86.231	60.5	53.91
42662.59375	86.726	59	51.77
42662.6041666667	87.221	58.75	51.03
42662.6145833333	87.716	57.25	51.56
42662.625	87.98	58.25	52.37
42662.6354166667	87.98	58.5	52.49
42662.6458333333	87.98	58.5	52.43
42662.65625	87.98	57.25	51.9
42662.6666666667	88.106	57.75	51.83
42662.6770833333	88.376	58.5	52.01
42662.6875	88.646	58.75	51.84
42662.6979166667	88.916	58	51.73
42663.375	75.92	62.75	58.82
42663.3854166667	75.92	63.25	59.08
42663.3958333333	76.24	64.25	58.62
42663.40625	77.44	63.25	58.69
42663.4166666667	78.92	62	55.68
42663.4270833333	80.72	58	52.76
42663.4375	80.96	61.25	51.59
42663.4479166667	80.96	62	51.17
42663.4583333333	81.2886956521739	62.75	54.06
42663.46875	81.9930434782609	61.5	55.02
42663.4791666667	80.96	61.5	53.91
42663.4895833333	80.96	62.25	52.01
42663.5	80.96	64.25	51.82
42663.5104166667	80.8185714285714	64.25	58.36
42663.5208333333	78.8216	65	61.44
42663.53125	77.6336	65	54.01
42663.5416666667	76.033023255814	67	51.65
42663.5520833333	73.9609302325581	64	51.01
42663.5625	71.8888372093023	63.75	51.76
42663.5729166667	71.06	64.5	52.49
42663.5833333333	71.4676470588235	63.25	58.35
42663.59375	72.3411764705882	63.5	61.03
42663.6041666667	73.04	63.75	56.19
42663.6145833333	73.22	67.5	53.36
42663.625	74.066	65.25	51.56
42663.6354166667	74.336	65.75	51
42663.6458333333	74.606	65.75	52.39
42663.65625	74.876	66.5	54.59
42663.6666666667	75.482	66.25	56.99
42663.6770833333	76.472	65.25	58.24
42663.6875	77.462	66.5	53.34
42663.6979166667	78.452	63.5	52.57
42664.375	60.542	65.75	58.66
42664.3854166667	61.532	65.25	60.64
42664.3958333333	62.522	65.25	58.06
42664.40625	63.512	64.75	59.31
42664.4166666667	64.271	66	60.24
42664.4270833333	64.766	66	58.52
42664.4375	65.261	65	58.36
42664.4479166667	65.756	65	59.45
42664.4583333333	66.377	66	60.21
42664.46875	67.142	65.75	58.24
42664.4791666667	67.907	63.5	59.1
42664.4895833333	68.672	63.5	60.09
42664.5	69.185	63.5	58.67
42664.5104166667	69.41	63.5	58.61
42664.5208333333	69.635	64.5	58.66
42664.53125	69.86	65.25	58.66
42664.5416666667	70.337	64.25	59.49
42664.5520833333	71.102	64.5	59.89
42664.5625	71.867	64.5	58.81
42664.5729166667	72.632	64.5	58.74
42664.5833333333	73.04	65	58.51
42664.59375	73.04	66.25	58.94
42664.6041666667	73.04	67	59.37
42664.6145833333	73.04	67	59.27
42664.625	73.271	67.25	59.31
42664.6354166667	73.766	67.25	59.14
42664.6458333333	74.261	67	58.51
42664.65625	74.756	66.75	58.47
42664.6666666667	74.894	66.75	59.14
42664.6770833333	74.624	66.5	59.17
42664.6875	74.354	65.25	59.11
42664.6979166667	74.084	66.5	59.14
42667.4270833333	72.554	64.5	59.16
42667.4375	74.309	63.75	59.28
42667.4479166667	76.064	63	58.33
42667.4583333333	77.126	63.75	58.48
42667.46875	77.396	62.5	59.54
42667.4791666667	77.666	62.25	58.92
42667.4895833333	77.936	63.75	58.52
42667.5	78.311	64.5	58.35
42667.5208333333	79.301	65	59.28
42667.5416666667	80.165	65	56.77
42667.5520833333	80.39	64.5	55.18
42667.5625	80.615	64	53.78
42667.5729166667	80.84	64	53.19
42667.5833333333	81.086	63.5	53.69
42667.59375	81.356	62.25	54.11
42667.6041666667	81.626	62	55.62
42667.6145833333	81.896	63	54.16
42667.625	82.04	62.5	52.28
42667.6458333333	82.04	62	52.03
42667.65625	82.04	61.5	54.46
42667.6666666667	82.04	61.75	55.99
42667.6770833333	82.04	62.75	57.74
42667.6875	82.04	62.75	57.96
42667.6979166667	82.04	62.75	55.16
42668.375	64.2102702702703	66.75	58.88
42668.3854166667	64.5751351351351	65.5	59.21
42668.3958333333	64.94	65	59.24
42668.40625	66.2654545454545	65	58.39
42668.4166666667	67.8094117647059	65	58.32
42668.4270833333	69.5404651162791	64	59.18
42668.4375	70.9218604651163	64.5	59.36
42668.4479166667	72.3032558139535	63.75	59.57
42668.4583333333	73.502	64.5	58.76
42668.46875	74.492	64.25	58.69
42668.4791666667	75.482	64.25	58.73
42668.4895833333	76.472	64.5	58.83
42668.5	77.126	64.25	58.9
42668.5104166667	77.396	64.25	59.12
42668.5208333333	77.666	64.75	59.86
42668.53125	77.936	65.5	59.72
42668.5416666667	78.311	65	58.34
42668.5520833333	78.806	63.75	57.89
42668.5625	79.301	63	59.21
42668.5729166667	79.796	62.75	59.45
42668.5833333333	80.165	63	57.77
42668.59375	80.39	63.25	54.51
42668.6041666667	80.615	63.5	52.37
42668.6145833333	80.84	63.25	51.41
42668.625	80.855	63.75	51.87
42668.6354166667	80.63	63.75	54.66
42668.6458333333	80.405	64	56.08
42668.65625	80.18	63.75	57.19
42668.6666666667	80.165	64	58.32
42668.6770833333	80.39	63.75	56.68
42668.6875	80.615	62.5	55.14
42668.6979166667	80.84	62.25	54.65
42669.375	68.588	65.75	58.96
42669.3854166667	69.848	65.25	59.06
42669.3958333333	71.108	64.5	58.42
42669.40625	72.368	64.25	58.41
42669.4166666667	73.502	64.5	55.69
42669.4270833333	74.492	63.25	60.84
42669.4375	75.482	64.5	58.05
42669.4479166667	76.472	61.5	58.54
42669.4583333333	77.231	61.25	60.02
42669.46875	77.726	60	59
42669.4791666667	78.221	58.75	59
42669.4895833333	78.716	58.75	58.24
42669.5	79.052	59.75	58.08
42669.5104166667	79.592	59.25	59.03
42669.5208333333	80.132	59.75	59.03
42669.53125	80.672	61.25	58.99
42669.5416666667	81.086	61.25	59.27
42669.5520833333	81.356	61.25	58.11
42669.5625	81.626	61.75	57.61
42669.5729166667	81.896	60.75	57.46
42669.5833333333	82.271	60.75	57.27
42669.59375	82.766	61.5	57.24
42669.6041666667	83.261	59.75	55.1
42669.6145833333	83.756	59.5	54.09
42669.625	84.02	58.5	53.84
42669.6354166667	84.02	59.5	53.36
42669.6458333333	84.02	62	53.01
42669.65625	84.02	62.75	52.07
42669.6666666667	84.125	62.25	51.6
42669.6770833333	84.35	61.5	51.47
42669.6875	84.575	61.75	52.37
42669.6979166667	84.8	61.25	53.64
42670.375	69.416	64.25	58.77
42670.3854166667	70.136	63.75	58.61
42670.3958333333	70.856	63.75	58.81
42670.40625	71.576	63.75	59.23
42670.4166666667	72.422	63.75	59.51
42670.4270833333	73.412	63.25	58.66
