Date	OADryBulbTemperatureNOAA	VariableSupplyAirTemp	AHU23SupplyAirTemp
42600.5208333333	84.1348275862069	59.5	50.92
42600.53125	84.1813793103448	60.5	56.78
42600.5416666667	82.94	64.5	60.6
42600.5520833333	78.62	64.75	53.19
42600.5625	75.02	64.25	51.19
42600.5729166667	75.02	63.75	51.04
42600.5833333333	75.02	64.75	54.66
42600.59375	75.8	64.25	59.25
42600.6041666667	76.7	64.25	60.34
42600.6145833333	77.6	64.25	52.34
42600.625	78.311	64.75	50.01
42600.6354166667	78.806	64.75	51.92
42600.6458333333	79.301	64.5	52.09
42600.65625	79.796	65.75	51.97
42600.6666666667	80.235	66	51.71
42600.6770833333	80.61	65.75	51.87
42600.6875	80.9225	65.25	52.46
42600.6979166667	80.36	65.25	52.57
42601.375	79.2748936170213	61.5	59.86
42601.3854166667	79.9068085106383	58.5	58.79
42601.3958333333	80.5387234042553	57.5	58.91
42601.40625	80.96	58.5	59.17
42601.4166666667	82.0261538461538	56.25	58.57
42601.4270833333	83.3818181818182	56.25	55.35
42601.4375	84.035652173913	57	52.26
42601.4479166667	84.1530434782609	57	51.55
42601.4583333333	84.92	57.5	52.04
42601.46875	85.4384	58.75	51.2
42601.4791666667	86.0864	58.5	51.98
42601.4895833333	86.7344	58.5	52.12
42601.5	87.185	58.5	51.92
42601.5104166667	87.41	59	51.89
42601.5208333333	87.635	59.25	52.11
42601.53125	87.86	60.25	52.29
42601.5416666667	88.106	59	52.5
42601.5520833333	88.376	60	52.5
42601.5625	88.646	59	52.04
42601.5729166667	88.916	59.25	51.87
42601.5833333333	87.8434482758621	58.25	51.82
42601.59375	85.2365517241379	61.25	51.76
42601.6041666667	84.8096774193548	61.75	51.79
42601.6145833333	86.2903225806452	61.5	51.7
42601.625	86.723	59.5	51.47
42601.6354166667	85.958	59.5	51.99
42601.6458333333	85.193	61	52.12
42601.65625	84.428	63	52.16
42601.6666666667	84.608	62.5	52.13
42601.6770833333	85.868	63.75	52.23
42601.6875	87.128	56.5	52.26
42601.6979166667	88.388	59.75	52.22
42604.375	77	65	60.2
42604.3854166667	78.08	61.25	58.37
42604.3958333333	73.8114285714286	64.5	58.39
42604.40625	73.94	64.25	59.22
42604.4166666667	74.36	64.75	56.3
42604.4270833333	75.22	64.75	54.59
42604.4375	75.965	64.75	52.84
42604.4479166667	76.64	64.75	51.76
42604.4583333333	77.9313043478261	64.5	51.37
42604.46875	79.9269565217391	64	51.66
42604.4791666667	80.8091891891892	63.75	52.01
42604.4895833333	81.6118918918919	63.5	52.09
42604.5	82.3006896551724	63.75	52.04
42604.5104166667	82.8593103448276	63.25	51.98
42604.5208333333	83.4179310344828	65.25	51.81
42604.53125	83.9765517241379	66.5	52.42
42604.5416666667	84.5046153846154	65.5	53.74
42604.5520833333	84.9491891891892	65.5	53.97
42604.5625	85.387027027027	65.25	52.37
42604.5833333333	86	65	51.49
42604.59375	86	64	53.69
42604.6145833333	86	63.75	51.87
42604.625	85.5275	63.25	50.91
42604.6354166667	84.7972727272727	60	51.68
42604.6458333333	84.4904545454545	60	52.2
42604.65625	84.1836363636364	60.5	52.46
42604.6666666667	84.02	60.75	52.37
42604.6770833333	84.02	60	52.01
42604.6875	84.02	59.25	52.08
42604.6979166667	84.02	59.25	52.03
42605.375	80.2632258064516	57.75	59.56
42605.3854166667	80.6987096774193	57	58.46
42605.3958333333	81.5	57	55.81
42605.40625	82.5164705882353	57.25	52.51
42605.4166666667	83.423	58.25	51.58
42605.4270833333	84.458	57	51.32
42605.4375	85.493	54.25	51.86
42605.4479166667	86.528	57	52.03
42605.4583333333	87.311	57.25	51.95
42605.46875	87.806	57.25	51.97
42605.4791666667	88.301	56.75	52.02
42605.4895833333	88.796	57	52.27
42605.5	89.165	57	52.66
42605.5104166667	89.39	57.75	52
42605.5208333333	89.615	58.25	51.74
42605.53125	89.84	58	51.54
42605.5416666667	90.086	59	51.57
42605.5520833333	90.356	57.75	52.28
42605.5625	90.626	58.5	52.42
42605.5729166667	90.896	57.75	52.72
42605.5833333333	91.271	57	52.13
42605.59375	91.766	54.75	51.92
42605.6041666667	92.261	55.25	51.97
42605.6145833333	92.756	57.75	52.05
42605.625	92.894	58.5	51.29
42605.6354166667	92.624	58	51.31
42605.6458333333	92.354	58	52.01
42605.65625	92.084	58	52.51
42605.6666666667	91.94	58	52.71
42605.6770833333	91.94	56.75	51.92
42605.6875	91.94	56.75	52.08
42605.6979166667	91.94	56.75	51.72
42606.375	78.3133333333333	63.25	59.27
42606.3854166667	78.8133333333333	62	57.51
42606.3958333333	79.5025806451613	60.75	53.97
42606.40625	80.2864516129032	59.5	51.55
42606.4166666667	81.422	57.25	49.79
42606.4270833333	82.412	55.25	50.91
42606.4375	83.402	55	52.02
42606.4479166667	84.392	57.25	52.02
42606.4583333333	85.172	57.25	51.99
42606.46875	85.712	58.25	51.8
42606.4791666667	86.252	58.25	52.09
42606.4895833333	86.792	58	52.79
42606.5	87.416	58.25	54.42
42606.5104166667	88.136	58.75	55.02
42606.5208333333	88.856	59	53.12
42606.53125	89.576	59	52.54
42606.5416666667	89.96	58.5	52.42
42606.5520833333	89.96	58.25	52.37
42606.5625	89.96	58.5	52.32
42606.5729166667	89.96	58.25	52.24
42606.5833333333	90.191	58	53.69
42606.59375	90.686	58	54.55
42606.6041666667	91.181	58.5	51.82
42606.6145833333	91.676	58.5	51.16
42606.625	91.94	58.75	51.44
42606.6354166667	91.94	59	52.11
42606.6458333333	91.94	58.75	52.29
42606.65625	91.94	59.5	52.39
42606.6666666667	92.066	59	52.3
42606.6770833333	92.336	58.25	51.97
42606.6875	92.606	58.5	52.04
42606.6979166667	92.876	58.25	51.97
42607.375	78.5579310344828	61.25	58.71
42607.3854166667	79.5820689655172	57	52.96
42607.3958333333	80.66	56.25	51.3
42607.40625	81.8917647058824	56.5	51.06
42607.4166666667	82.3139130434783	57	51.9
42607.4270833333	82.9008695652174	56.75	52.16
42607.4375	83.6891891891892	57.5	51.91
42607.4479166667	84.4918918918919	57.25	52.02
42607.4583333333	85.172	57	52.13
42607.46875	85.712	56.75	52.19
42607.4791666667	86.252	57.25	51.99
42607.4895833333	86.792	57.25	52
42607.5	87.311	57.25	52.02
42607.5104166667	87.806	57.25	51.9
42607.5208333333	88.301	58	51.86
42607.53125	88.796	58.5	51.66
42607.5416666667	89.291	59	51.84
42607.5520833333	89.786	59.25	52.13
42607.5625	90.281	59.5	52.16
42607.5729166667	90.776	59.5	52.26
42607.5833333333	91.04	59.5	52.29
42607.59375	91.04	59	52.42
42607.6041666667	91.04	59	52.12
42607.6145833333	91.04	59.25	51.59
42607.625	91.145	60	50.79
42607.6354166667	91.37	59.25	52.2
42607.6458333333	91.595	59.5	52.59
42607.65625	91.82	59.5	52.64
42607.6666666667	91.835	59.75	51.95
42607.6770833333	91.61	59	51.86
42607.6875	91.385	58.75	52.05
42607.6979166667	91.16	58	52.15
42608.375	77.164347826087	66.25	57.54
42608.3854166667	77.5165217391304	65.75	52.57
42608.3958333333	77.8686956521739	65	51.52
42608.40625	78.44	65.75	51.03
42608.4166666667	79.106	63.25	52.01
42608.4270833333	79.376	62.25	52.12
42608.4375	79.646	59.75	51.94
42608.4479166667	79.916	59.75	51.85
42608.4583333333	80.4403773584906	60.75	51.89
42608.46875	81.2554716981132	61.25	52.03
42608.4791666667	82.0705660377358	62	52.04
42608.4895833333	82.8856603773585	61.75	51.99
42608.5	83.5265517241379	63	52.06
42608.5104166667	84.7834482758621	59.5	52.01
42608.5208333333	86.0403448275862	58.5	52.06
42608.53125	87.2972413793103	59.5	52.03
42608.5416666667	87.63	58.75	52.01
42608.5520833333	87.152	59.25	52.04
42608.5625	87.422	58.5	52.04
42608.5729166667	87.692	58	52.07
42608.5833333333	87.623	57.25	52.15
42608.59375	86.858	58.75	52.27
42608.6041666667	86.093	58.5	52.21
42608.6145833333	85.328	61	52.12
42608.625	84.4030769230769	60	51.54
42608.6354166667	83.2953846153846	60	51.46
42608.6458333333	82.1876923076923	64.5	51.71
42608.65625	82.04	64.5	52.33
42608.6666666667	82.04	64.5	52.39
42608.6770833333	82.04	64.5	52.48
42608.6875	82.04	65	51.96
42608.6979166667	82.04	65.5	52.01
42611.375	78.416	60.5	59.14
42611.3854166667	79.136	59.5	59.56
42611.3958333333	79.856	57.75	54.22
42611.40625	80.576	59	51.77
42611.4166666667	81.422	59.75	51.21
42611.4270833333	82.412	58.25	51.64
42611.4375	83.402	57.5	52.03
42611.4479166667	84.392	57.5	52.12
42611.4583333333	84.92	57.75	52.25
42611.46875	84.92	58.5	52.26
42611.4791666667	84.92	59	52.17
42611.4895833333	84.92	59	52.09
42611.5	85.172	59	52.03
42611.5104166667	85.712	60	52.01
42611.5208333333	86.252	60.75	51.96
42611.53125	86.792	62.5	52.06
42611.5416666667	87.311	62.25	52.16
42611.5520833333	87.806	60.75	52.02
42611.5625	88.301	59.25	51.98
42611.5729166667	88.796	59.75	55.44
42611.5833333333	88.829	60	57.46
42611.59375	88.334	61.5	51.67
42611.6041666667	87.839	63.25	51.04
42611.6145833333	87.344	63.75	51.91
42611.625	87.08	63.25	51.89
42611.6354166667	87.08	62.25	52.31
42611.6458333333	87.08	61.25	52.44
42611.65625	87.08	60.75	52.51
42611.6666666667	84.7127272727273	60.25	52.07
42611.6770833333	79.64	62.75	52.02
42611.6875	76.208	65	56.71
42611.6979166667	77	65	61.67
42612.375	77.462	65.25	59.09
42612.3854166667	78.452	64	58.72
42612.3958333333	79.442	62.5	55.17
42612.40625	80.432	60.75	52.71
42612.4166666667	81.422	59.25	51.28
42612.4270833333	82.412	59	51.26
42612.4375	83.402	58.75	52.05
42612.4479166667	84.392	57.75	52.36
42612.4583333333	85.172	59	52.42
42612.46875	85.712	59	52.44
42612.4791666667	86.252	58.75	51.92
42612.4895833333	86.792	57.75	51.98
42612.5	87.311	58.5	52.05
42612.5104166667	87.806	59	53.92
42612.5208333333	88.301	59.5	55.69
42612.53125	88.796	59	57.4
42612.5416666667	89.291	59.75	54.09
42612.5520833333	89.786	60	52.04
42612.5625	90.281	60	51.64
42612.5729166667	90.776	59.25	51.32
42612.5833333333	91.04	58.25	52.07
42612.59375	91.04	59.5	52.51
42612.6041666667	91.04	59.75	52.57
42612.6145833333	91.04	59	51.69
42612.625	91.145	58.75	50.99
42612.6354166667	91.37	59	52.07
42612.6458333333	91.595	58.75	52.36
42612.65625	91.82	59.25	52.47
42612.6666666667	91.709	59	52.27
42612.6770833333	91.214	57.75	52
42612.6875	90.719	58	51.98
42612.6979166667	90.224	58.5	51.67
42613.375	80.522	59.75	58.86
42613.3854166667	81.512	56.5	56.61
42613.40625	83.492	56.25	52.52
42613.4166666667	84.377	56.25	49.77
42613.4270833333	85.142	57	51.27
42613.4479166667	86.672	56.5	52.4
42613.46875	88.136	54.5	52.34
42613.4791666667	88.856	55	51.99
42613.4895833333	89.576	58.25	51.81
42613.5	90.086	57.5	51.69
42613.5104166667	90.356	58.5	51.81
42613.5208333333	90.626	58.5	51.63
42613.53125	90.896	58.5	51.84
42613.5416666667	91.271	59.25	52.16
42613.5520833333	91.766	58.5	52.23
42613.5625	92.261	58.75	52.38
42613.5729166667	92.756	58.75	52.39
42613.5833333333	92.789	58.5	51.99
42613.6041666667	91.799	58.5	52.14
42613.6145833333	91.304	58.75	52.02
42613.625	91.271	58.25	51.89
42613.6354166667	91.766	59.25	51.38
42613.6458333333	92.261	59.5	58.49
42613.65625	92.756	58	50.81
42613.6666666667	92.894	58	51.18
42613.6770833333	92.624	58.5	52.11
42613.6875	92.354	58	52.29
42613.6979166667	92.084	58.25	52.47
42614.375	83.297	57.25	59.25
42614.3854166667	84.062	55	54.82
42614.3958333333	84.827	54.25	51.77
42614.40625	85.592	54	51.06
42614.4166666667	86.462	54.25	51.64
42614.4270833333	87.452	54.25	52.04
42614.4375	88.442	54.5	52.06
42614.4479166667	89.432	54.75	52.01
42614.4583333333	89.96	54.5	51.84
42614.46875	89.96	54.5	52.42
42614.4791666667	89.96	54.5	52.51
42614.4895833333	89.96	54.25	52.57
42614.5	90.086	54.75	51.24
42614.5104166667	90.356	55	56.89
42614.5208333333	90.626	54.75	59.98
42614.53125	90.896	55	52.39
42614.5416666667	91.271	55	50.77
42614.5520833333	91.766	54.75	52.61
42614.5625	92.261	54.75	55.04
42614.5729166667	92.756	55	53.67
42614.5833333333	93.02	55.25	51.54
42614.59375	93.02	55.5	52.8
42614.6041666667	93.02	55.5	59.57
42614.6145833333	93.02	59	54.89
42614.625	93.125	58	50.76
42614.6354166667	93.35	58.75	50.91
42614.6458333333	93.575	60	52.58
42614.65625	93.8	59.25	54.82
42614.6666666667	93.92	59.25	53.78
42614.6770833333	93.92	59.5	51.24
42614.6875	93.92	59.25	51.19
42614.6979166667	93.92	58.5	52.11
42615.375	78.056	63	58.35
42615.3854166667	77	65.75	58.31
42615.3958333333	77	64.25	58.52
42615.40625	77	63.75	54.49
42615.4166666667	77	63.5	51.82
42615.4270833333	77.2239024390244	63	51.51
42615.4375	78.3434146341463	60.75	51.22
42615.4479166667	79.4629268292683	59.5	52.03
42615.4583333333	80.396	60.25	52.18
42615.46875	81.116	60.75	52.36
42615.4791666667	81.836	61	53.76
42615.4895833333	82.556	60.75	53.42
42615.5	83.336	60.75	51.76
42615.5104166667	84.1845714285714	59.5	51.44
42615.5208333333	84.92	59.5	51.34
42615.53125	85.52	60	52.02
42615.5416666667	86.231	60.75	52.79
42615.5520833333	86.726	59.5	53.18
42615.5625	87.221	58.5	52.26
42615.5729166667	87.716	58.5	51.71
42615.5833333333	88.211	57.5	51.47
42615.59375	88.706	58.5	51.73
42615.6041666667	89.201	59	52.57
42615.6145833333	89.696	59.75	54.26
42615.625	89.372	59.5	52.62
42615.6354166667	88.112	59.5	51.44
42615.6458333333	86.852	59.75	51.24
42615.65625	85.592	61.75	52.59
42615.6666666667	84.815	60	53.28
42615.6770833333	84.59	59.75	52.17
42615.6875	84.365	60.25	51.69
42615.6979166667	84.14	61	51.51
42619.375	80.522	57.25	58.09
42619.3854166667	81.512	56.75	58.34
42619.3958333333	82.502	56.25	54.82
42619.40625	83.492	56.25	51.66
42619.4166666667	84.02	57	50.92
42619.4270833333	84.02	54	51.82
42619.4375	84.02	57	52.24
42619.4479166667	84.47	54.5	52.4
42619.4583333333	85.34	54.5	52.53
42619.46875	86.24	54.25	51.99
42619.4791666667	87.1175	54.25	51.81
42619.4895833333	87.68	54.25	51.77
42619.5	88.211	54.5	51.67
42619.5104166667	88.706	56	51.66
42619.5208333333	89.201	58.75	51.92
42619.53125	89.696	57.5	51.98
42619.5416666667	90.086	55.5	52.08
42619.5520833333	90.356	55	52.22
42619.5625	90.626	55.25	52.32
42619.5729166667	90.896	54.5	52.27
42619.5833333333	91.145	55	52.39
42619.59375	91.37	54.75	51.98
42619.6041666667	91.595	54.75	51.52
42619.6145833333	91.82	54.75	51.05
42619.625	92.066	54.25	52.33
42619.6354166667	92.336	54.75	52.32
42619.6458333333	92.606	54.75	52.44
42619.65625	92.876	55	52.2
42619.6666666667	93.02	55.25	52.13
42619.6770833333	93.02	55	51.62
42619.6875	93.02	55	51.7
42619.6979166667	93.02	54.5	51.89
42620.375	81.464	58	58.74
42620.3854166667	82.04	56.25	54.95
42620.3958333333	82.94	56.25	52.04
42620.40625	84.065	56.25	51.21
42620.4166666667	84.02	56.25	49.66
42620.4270833333	84.119	57	51.74
42620.4375	85.604	54.25	52.33
42620.4479166667	86.6252631578948	54.25	52.17
42620.4583333333	87.26	54	52.24
42620.46875	87.6457142857143	56.25	52.48
42620.4791666667	87.908	57.25	52.28
42620.4895833333	87.368	57.25	52.31
42620.5	87.416	57.75	52.29
42620.5104166667	88.136	58.75	51.02
42620.5208333333	88.856	59.5	51.29
42620.53125	89.576	59.25	52.14
42620.5416666667	89.96	59	52.18
42620.5520833333	89.96	59.5	52.37
42620.5625	89.96	59.5	52.47
42620.5729166667	89.96	59.5	52
42620.5833333333	90.317	59.25	52.01
42620.59375	91.082	58.75	51.89
42620.6041666667	91.847	58.75	51.84
42620.6145833333	92.612	58.75	51.74
42620.625	93.02	59.25	51.79
42620.6354166667	93.02	59	51.94
42620.6458333333	93.02	59.5	52.03
42620.65625	93.02	58.25	51.9
42620.6666666667	93.02	58.5	51.76
42620.6770833333	93.02	59	51.84
42620.6875	93.02	59.25	52.14
42620.6979166667	93.02	58.75	52.19
42621.375	78.1228571428571	62.75	58.36
42621.3854166667	78.4442857142857	60.25	57.23
42621.3958333333	78.7657142857143	62.25	54.72
42621.40625	79.3953846153846	58.75	52.09
42621.4166666667	80.8475	56.25	51.67
42621.4270833333	81.9263157894737	57	51.31
42621.4375	84.0371428571429	55	51.75
42621.4479166667	84.1657142857143	55	52.29
42621.4583333333	86	54.25	52.36
42621.46875	86	55	52.31
42621.4791666667	86.4096551724138	55	52.14
42621.4895833333	87.4337931034483	54.5	51.75
42621.5	88.106	54.75	51.63
42621.5104166667	88.376	54.5	51.51
42621.5208333333	88.646	59.25	53.4
42621.53125	88.916	58.75	54.84
42621.5416666667	89.165	58.75	52.56
42621.5520833333	89.39	58.75	51.8
42621.5625	89.615	59.25	51.62
42621.5729166667	89.84	59	51.42
42621.5833333333	90.191	59	51.96
42621.59375	90.686	58.5	52.11
42621.6041666667	91.181	58.5	52.38
42621.6145833333	91.676	59	52.44
42621.625	92.066	59.5	52.37
42621.6354166667	92.336	59.25	51.85
42621.6458333333	92.606	60	51.82
42621.65625	92.876	59.75	51.01
42621.6666666667	93.02	59.25	51.86
42621.6770833333	93.02	59	52.36
42621.6875	93.02	58.5	52.65
42621.6979166667	93.02	58.5	52.17
42622.375	80.396	58.75	52.12
42622.3854166667	81.116	57.25	51.74
42622.3958333333	81.836	56.75	51.29
42622.40625	82.556	57.25	51.46
42622.4166666667	83.318	58	52.18
42622.4270833333	84.08	57	52.24
42622.4375	84.53	57.25	53.11
42622.4479166667	85.136	55.5	51.92
42622.4583333333	86.3024	54.5	51.75
42622.46875	86.9504	54.5	51.31
42622.4791666667	87.08	57	51.67
42622.4895833333	87.18	57.25	52.25
42622.5	88.106	56.75	52.23
42622.5104166667	88.376	54.25	52.16
42622.5208333333	88.646	57.25	51.99
42622.53125	88.916	54.75	51.96
42622.5416666667	89.165	55.75	51.94
42622.5520833333	89.39	56	52.25
42622.5625	89.615	57.5	52.31
42622.5729166667	89.84	57	52.09
42622.5833333333	90.086	57.25	51.75
42622.59375	90.356	58	51.55
42622.6041666667	90.626	57.75	51.91
42622.6145833333	90.896	57.75	51.52
42622.625	90.914	58.25	51.9
42622.6354166667	90.644	57.5	52.24
42622.6458333333	90.374	57.5	52.46
42622.65625	90.104	58.75	52.39
42622.6666666667	89.96	59.5	51.89
42622.6770833333	89.96	58.75	51.78
42622.6875	89.96	58	51.72
42622.6979166667	89.96	58	51.58
42625.375	78.542	62	59.27
42625.3854166667	79.532	60.5	58.42
42625.3958333333	80.522	58	54.24
42625.40625	81.512	56.25	52.4
42625.4166666667	82.271	57.25	51.79
42625.4270833333	82.766	57.5	51.26
42625.4375	83.261	57.75	51.7
42625.4479166667	83.756	58	52.04
42625.4583333333	84.125	57.5	52.2
42625.46875	84.35	58.25	52.19
42625.4791666667	84.575	58	51.94
42625.4895833333	84.8	57.25	52.66
42625.5	85.172	57	52.16
42625.5104166667	85.712	58	51.95
42625.5208333333	86.252	59.75	51.89
42625.53125	86.792	59.75	51.82
42625.5416666667	87.08	60.75	54
42625.5520833333	87.08	59.75	55.74
42625.5625	87.08	61.25	51.94
42625.5729166667	87.08	60.5	51.55
42625.5833333333	87.311	60.75	51.68
42625.59375	87.806	61.5	51.83
42625.6041666667	88.301	62	52.04
42625.6145833333	88.796	62.5	51.88
42625.625	89.291	61.5	52.31
42625.6354166667	89.786	63	52.52
42625.6458333333	90.281	63.75	52.35
42625.65625	90.776	64.5	52.01
42625.6666666667	91.04	58.5	52.09
42625.6770833333	91.04	59	51.66
42625.6875	91.04	58.75	51.54
42625.6979166667	91.04	59.5	51.59
42626.375	79.442	60.25	59.31
42626.3854166667	80.432	57.25	56.52
42626.3958333333	81.422	58.25	52.63
42626.40625	82.412	56.25	51.26
42626.4166666667	83.066	54.75	51.01
42626.4270833333	83.336	54	52.03
42626.4375	83.606	54	52.47
42626.4479166667	83.876	54.25	52.62
42626.4583333333	84.251	54.5	52.04
42626.46875	84.746	59	51.72
42626.4791666667	85.241	58.5	51.74
42626.4895833333	85.736	57.75	51.9
42626.5	86.126	57.75	51.67
42626.5104166667	86.396	59	51.78
42626.5208333333	86.666	60.75	52.03
42626.53125	86.936	59.75	52.17
42626.5416666667	87.185	60.5	52.26
42626.5520833333	87.41	59.5	52.44
42626.5625	87.635	57.75	52.31
42626.5729166667	87.86	57.25	52.03
42626.5833333333	88.106	58.5	52.04
42626.59375	88.376	59.5	52.08
42626.6041666667	88.646	59.75	51.86
42626.6145833333	88.916	58	51.61
42626.625	88.934	57.25	51.29
42626.6354166667	88.664	59.75	51.83
42626.6458333333	88.394	60.25	52.29
42626.65625	88.124	57.5	52.44
42626.6666666667	87.504	58.25	52.51
42626.6770833333	86.484	59.75	51.95
42626.6875	85.464	60	51.89
42626.6979166667	84.5	61	51.91
42627.375	81.191	61	52.27
42627.3854166667	81.686	57.5	51.46
42627.3958333333	82.181	57	50.93
42627.40625	82.676	55	52.01
42627.4166666667	83.297	54.75	51.5
42627.4270833333	84.062	54	51.14
42627.4375	84.827	54	51.81
42627.4479166667	85.592	54	52.24
42627.4583333333	86.126	54.25	52.39
42627.46875	86.396	56.25	52.66
42627.4791666667	86.666	56.75	51.76
42627.4895833333	86.936	57	51.7
42627.5	87.311	58.25	51.78
42627.5104166667	87.806	58.25	51.84
42627.5208333333	88.301	59	51.57
42627.53125	88.796	58.75	51.96
42627.5416666667	89.291	59	51.97
42627.5520833333	89.786	58.5	52.48
42627.5625	90.281	58.5	52.57
42627.5729166667	90.776	57.75	52.29
42627.5833333333	91.04	58	52.04
42627.59375	91.04	58	51.97
42627.6041666667	91.04	58	52.11
42627.6145833333	91.04	57.5	51.76
42627.625	91.04	58.5	51.67
42627.6354166667	91.04	58.25	51.61
42627.6458333333	91.04	58	51.72
42627.65625	91.04	58.75	52.13
42627.6666666667	91.145	58.75	52.16
42627.6770833333	91.37	59	52.23
42627.6875	91.595	59	52.22
42627.6979166667	91.82	59.5	52.27
42628.375	81.422	57.5	56.46
42628.3854166667	82.412	55.25	52.68
42628.3958333333	83.402	54.25	51.47
42628.40625	84.392	54	50.86
42628.4166666667	85.172	54.25	51.9
42628.4270833333	85.712	54.25	52.64
42628.4375	86.252	54.5	52.24
42628.4479166667	86.792	54.5	51.2
42628.4583333333	87.416	54.25	51.18
42628.46875	88.136	54.25	52.07
42628.4791666667	88.856	54.25	51.92
42628.4895833333	89.576	54.5	52.01
42628.5	90.191	54.75	52.37
42628.5104166667	90.686	54.75	52.09
42628.5208333333	91.181	54.75	51.87
42628.53125	91.676	54.25	51.76
42628.5416666667	91.709	54.5	51.62
42628.5520833333	91.214	54.25	52.21
42628.5625	90.719	56.5	52.22
42628.5729166667	90.224	58.75	52.17
42628.5833333333	90.317	58.75	52.13
42628.59375	91.082	59.25	52.19
42628.6041666667	91.847	58.5	52.31
42628.6145833333	92.612	58.5	51.66
42628.625	93.02	58.75	51.48
42628.6354166667	93.02	59.25	51.57
42628.6458333333	93.02	59.75	52.02
42628.65625	93.02	59.25	52.06
42628.6666666667	92.894	58.75	52.09
42628.6770833333	92.624	57.25	52.26
42628.6875	92.354	58	52.4
42628.6979166667	92.084	58	52.09
42629.375	80.522	57.5	56.66
42629.3854166667	81.512	56.25	52.78
42629.3958333333	82.502	56.25	51.51
42629.40625	83.492	56.5	50.86
42629.4166666667	84.02	57	51.88
42629.4270833333	84.02	56.5	52.16
42629.4375	84.02	56.25	52.33
42629.4479166667	84.02	56.25	52.37
42629.4583333333	84.482	57	52.26
42629.46875	85.472	57	51.96
42629.4791666667	86.462	57.25	52.05
42629.4895833333	87.452	55	52.01
42629.5	88.106	54.75	51.93
42629.5104166667	88.376	55	51.76
42629.5208333333	88.646	55	51.52
42629.53125	88.916	54.5	51.59
42629.5416666667	89.291	54.5	52.07
42629.5520833333	89.786	55.25	52.32
42629.5625	90.281	55	52.58
42629.5729166667	90.776	54.75	52.09
42629.5833333333	91.145	54.5	51.82
42629.59375	91.37	55	51.86
42629.6041666667	91.595	58.5	51.87
42629.6145833333	91.82	58.5	51.79
42629.625	91.94	58	51.85
42629.6354166667	91.94	58	51.89
42629.6458333333	91.94	58	51.97
42629.65625	91.94	58	52.17
42629.6666666667	92.066	58	52.17
42629.6770833333	92.336	58	52.14
42629.6875	92.606	57.5	52.12
42629.6979166667	92.876	58	51.89
42632.375	80.48	59.25	59.11
42632.3854166667	81.4379310344828	57	58.26
42632.3958333333	82.4620689655172	54.75	55.24
42632.40625	83.48	54.5	52.07
42632.4166666667	84.377	54	51.45
42632.4270833333	85.142	54	51.06
42632.4375	85.907	54	51.87
42632.4479166667	86.672	54	52.21
42632.4583333333	87.416	55	52.29
42632.46875	88.136	55	52.37
42632.4791666667	88.856	55	52.22
42632.4895833333	89.576	54	51.59
42632.5	89.96	54	51.07
42632.5104166667	90.1902325581395	54.25	51.6
42632.5208333333	90.8809302325581	54.25	52.17
42632.53125	91.5716279069767	54.25	52.49
42632.5416666667	91.94	54.75	52.62
42632.5520833333	91.94	55	51.97
42632.5625	91.94	55	51.76
42632.5729166667	91.94	59	51.83
42632.5833333333	92.297	59	52.36
42632.59375	93.062	58.25	52.16
42632.6041666667	93.827	54.5	51.77
42632.6145833333	94.592	54.5	52.14
42632.625	95	54.25	52.4
42632.6354166667	95	54	51.87
42632.6458333333	95	54	51.28
42632.65625	95	58	51.45
42632.6666666667	95	58.75	52.01
42632.6770833333	95	58.5	52.15
42632.6875	95	58.25	52.26
42632.6979166667	95	54.25	52.33
42633.375	81.422	58.25	57.67
42633.3854166667	82.412	58	52.56
42633.3958333333	83.402	56.75	51.23
42633.40625	84.392	54.5	51.14
42633.4166666667	85.277	53.5	51.89
42633.4270833333	86.042	53.75	51.97
42633.4375	86.807	54	51.63
42633.4479166667	87.572	54	52.38
42633.4583333333	88.337	54.25	52.91
42633.46875	89.102	54	52.43
42633.4791666667	89.867	54.25	51.35
42633.4895833333	90.632	54.5	51.22
42633.5	91.376	54.25	51.94
42633.5104166667	92.096	54.25	52.32
42633.5208333333	92.816	54.5	51.57
42633.53125	93.536	54.75	51.95
42633.5416666667	94.172	55	52.26
42633.5520833333	94.712	55	52.27
42633.5625	95.252	54.75	52.55
42633.5729166667	95.792	54	52.09
42633.5833333333	96.08	54	51.97
42633.59375	96.08	54	52.06
42633.6041666667	96.08	54	51.74
42633.6145833333	96.08	53.75	51.9
42633.625	95.954	54	52.07
42633.6354166667	95.684	54.25	52.42
42633.6458333333	95.414	54.5	51.82
42633.65625	95.144	54.5	51.92
42633.6666666667	95.126	54.75	51.91
42633.6770833333	95.396	54.75	52.02
42633.6875	95.666	54.5	52.05
42633.6979166667	95.936	54	52.06
42634.375	79.442	61	56.69
42634.3854166667	80.432	57.5	51.94
42634.3958333333	81.422	56.25	51.03
42634.40625	82.412	55	51.37
42634.4166666667	83.297	54.5	51.51
42634.4270833333	84.062	54	51.19
42634.4375	84.827	54	51.61
42634.4479166667	85.592	54	52.6
42634.4583333333	86.126	54.25	52.2
42634.46875	86.396	55.25	51.8
42634.4791666667	86.666	57.5	52.07
42634.4895833333	86.936	58	51.94
42634.5	87.542	58.25	52.38
42634.5104166667	88.532	58.75	52.99
42634.5208333333	89.522	58.75	54.44
42634.53125	90.512	54.5	57.17
42634.5416666667	91.04	55	59.95
42634.5520833333	91.04	55	57.95
