Date	OADryBulbTemperature(NOAA)	AHU13MixedAirTemp	
42505.6041666667	75.666875	71.37	
42499.9166666667	75.689	70.12	
42501.9583333333	75.689	69.83	
42503.9583333333	75.689	70.46	
42489.1145833333	75.7018181818182	69.82	
42495.8125	75.731	65.66	
42495.4270833333	75.746	68.26	
42505.53125	75.7525581395349	71.34	
42476.8125	75.779	69.96	
42490.8958333333	75.779	76.01	
42491.8125	75.779	71.38	
42502.8958333333	75.779	68.21	
42478.71875	75.78	68.91	
42486.9583333333	75.78875	68.88	
42505.6666666667	75.7988461538462	71.37	
42505.7083333333	75.7988461538462	71.4	
42477.6979166667	75.8	69.97	
42480.6979166667	75.8	69.22	
42486.4479166667	75.8	65.01	
42491.4895833333	75.8	70.99	
42502.9895833333	75.8	69.33	
42505.65625	75.8	71.37	
42477.7083333333	75.815	69.97	
42485.9583333333	75.815	69.01	
42490.4375	75.827	70.71	
42494.5208333333	75.827	68.59	
42485.9375	75.851724137931	68.66	
42486.8958333333	75.851724137931	67.78	
42486.9375	75.851724137931	68.57	
42481.8020833333	75.878	65.87	
42497.84375	75.878	78.16	
42504.3958333333	75.8920689655172	71.28	
42478.625	75.92	69.95	
42478.6354166667	75.92	69.36	
42478.6458333333	75.92	66.63	
42478.65625	75.92	64.93	
42478.6666666667	75.92	67.12	
42478.6770833333	75.92	69.36	
42478.6875	75.92	69.92	
42478.6979166667	75.92	67.44	
42484.5	75.92	70.56	
42484.5104166667	75.92	70.57	
42484.5208333333	75.92	70.58	
42484.53125	75.92	70.59	
42485.4583333333	75.92	67.66	
42490.0520833333	75.92	70.57	
42490.0625	75.92	70.58	
42505.5416666667	75.92	71.34	
42505.5520833333	75.92	71.36	
42505.59375	75.92	71.37	
42480.7083333333	76.046	68.67	
42489.125	76.046	69.85	
42479.5	76.0503448275862	64.68	
42480.78125	76.064	67.73	
42488.9895833333	76.064	68.84	
42499.90625	76.064	70.04	
42501.9479166667	76.064	69.76	
42505.5625	76.1434482758621	71.36	
42497.4375	76.148	70.71	
42482.4583333333	76.172	69.31	
42483.4583333333	76.172	70.01	
42486.4583333333	76.172	67.86	
42487.5	76.172	62.41	
42487.8541666667	76.193	70.17	
42498.6458333333	76.193	71.54	
42503.9479166667	76.208	70.4	
42482.8020833333	76.232	74.91	
42495.4375	76.241	67.37	
42476.8020833333	76.274	69.95	
42490.8854166667	76.274	76.04	
42491.8020833333	76.274	71.37	
42502.8854166667	76.274	68.04	
42499.4166666667	76.277	64.78	
42494.8333333333	76.307	66.68	
42480.71875	76.316	66.86	
42489.1354166667	76.316	69.91	
42485.9270833333	76.3172413793103	68.48	
42486.8854166667	76.3172413793103	67.57	
42486.9270833333	76.3172413793103	68.39	
42479.5104166667	76.3296551724138	62.54	
42476.46875	76.3336170212766	69.61	
42480.7708333333	76.334	67.54	
42488.9791666667	76.334	68.72	
42499.8958333333	76.334	69.97	
42501.9375	76.334	69.68	
42505.5833333333	76.37	71.36	
42502.3854166667	76.3888372093023	69.21	
42491.5	76.403	71.01	
42488.4375	76.4042857142857	68.92	
42500.3854166667	76.4537931034483	68.39	
42504.65625	76.464	71.47	
42481.65625	76.472	62.85	
42498.5729166667	76.472	71.44	
42496.4375	76.493	68.72	
42501.4375	76.493	69.11	
42503.3958333333	76.493	69.87	
42483.8125	76.538	77.31	
42479.84375	76.562	68.31	
42496.84375	76.562	75.75	
42480.7291666667	76.586	68.75	
42489.1458333333	76.586	69.95	
42490.4479166667	76.592	70.71	
42494.53125	76.592	68.92	
42480.7604166667	76.604	67.17	
42488.96875	76.604	68.59	
42499.8854166667	76.604	69.89	
42501.9270833333	76.604	69.62	
42479.5208333333	76.6089655172414	61.57	
42481.7916666667	76.643	65.84	
42497.8333333333	76.643	78.23	
42504.40625	76.6834482758621	71.28	
42505.5729166667	76.7020689655172	71.36	
42482.46875	76.712	69.42	
42483.46875	76.712	70.01	
42486.46875	76.712	69.96	
42487.5104166667	76.712	62.86	
42495.4479166667	76.736	67.04	
42503.9375	76.748	70.34	
42476.7916666667	76.769	69.94	
42490.875	76.769	76.08	
42491.7916666667	76.769	71.35	
42502.875	76.769	67.87	
42485.9166666667	76.7827586206897	68.28	
42486.875	76.7827586206897	67.34	
42486.9166666667	76.7827586206897	68.19	
42480.7395833333	76.856	66.23	
42489.15625	76.856	69.99	
42480.75	76.874	66.19	
42488.9583333333	76.874	68.48	
42499.875	76.874	69.81	
42501.9166666667	76.874	69.52	
42479.53125	76.888275862069	61.82	
42487.84375	76.958	71.65	
42498.6354166667	76.958	71.53	
42479.5416666667	77	60.51	
42489.28125	77	66.97	
42489.2916666667	77	66.21	
42489.3020833333	77	69.11	
42489.3125	77	66.91	
42489.3229166667	77	65.96	
42489.3333333333	77	65.42	
42489.34375	77	69.71	
42489.3541666667	77	66.82	
42489.3645833333	77	64.77	
42489.9791666667	77	70.4	
42489.9895833333	77	70.42	
42490	77	70.57	
42476.4791666667	77.0229787234043	69.62	
42499.4270833333	77.042	64.06	
42489.96875	77.0469565217391	70.37	
42481.6666666667	77.126	60.56	
42498.5833333333	77.126	71.46	
42489.1666666667	77.142641509434	70.02	
42476.78125	77.144	69.92	
42481.78125	77.144	65.88	
42485.46875	77.144	66.97	
42488.9479166667	77.144	68.32	
42491.78125	77.144	71.33	
42502.53125	77.144	69.29	
42489.2708333333	77.1506976744186	66.51	
42489.375	77.231	63.15	
42482.4791666667	77.252	69.44	
42483.4791666667	77.252	70.02	
42486.4791666667	77.252	69.9	
42487.5208333333	77.252	62.16	
42485.90625	77.264	68.08	
42486.8645833333	77.264	67.12	
42499.8645833333	77.264	69.72	
42501.90625	77.264	69.44	
42503.9270833333	77.288	70.27	
42500.9583333333	77.2979310344828	70.56	
42490.4583333333	77.357	70.69	
42494.5416666667	77.357	69.33	
42495.4583333333	77.357	67.46	
42502.3958333333	77.393488372093	69.29	
42481.6770833333	77.396	60.62	
42498.59375	77.396	71.47	
42497.4479166667	77.408	70.74	
42497.8229166667	77.408	78.29	
42476.7708333333	77.414	69.91	
42481.7708333333	77.414	66.05	
42488.9375	77.414	68.17	
42491.7708333333	77.414	71.33	
42502.5208333333	77.414	68.87	
42500.3958333333	77.4313793103448	66.12	
42491.5104166667	77.438	71.02	
42489.1770833333	77.4483018867925	70.06	
42504.6458333333	77.484	71.46	
42495.8020833333	77.486	65.46	
42482.7916666667	77.492	74.78	
42488.4479166667	77.4971428571429	69.22	
42489.2604166667	77.5274418604651	67.62	
42496.4479166667	77.528	68.49	
42501.4479166667	77.528	69.17	
42503.40625	77.528	69.36	
42483.8020833333	77.528	77.3	
42490.8645833333	77.528	76.11	
42494.8229166667	77.528	66.54	
42502.8645833333	77.528	67.71	
42479.5520833333	77.5321739130435	63.93	
42502.5416666667	77.588	69.38	
42479.8333333333	77.597	68.24	
42496.8333333333	77.597	75.64	
42481.6875	77.666	68.31	
42498.6041666667	77.666	71.47	
42476.7604166667	77.684	69.89	
42481.7604166667	77.684	66.48	
42488.9270833333	77.684	68.01	
42491.7604166667	77.684	71.32	
42502.5104166667	77.684	69.26	
42476.4895833333	77.7123404255319	69.62	
42487.8333333333	77.723	73.86	
42498.625	77.723	71.52	
42489.3854166667	77.726	63.82	
42489.9583333333	77.7513043478261	70.32	
42489.1875	77.7539622641509	70.08	
42485.8958333333	77.759	67.87	
42486.8541666667	77.759	66.89	
42499.8541666667	77.759	69.59	
42501.8958333333	77.759	69.34	
42482.4895833333	77.792	68.93	
42483.4895833333	77.792	70.02	
42486.4895833333	77.792	65.47	
42487.53125	77.792	61.92	
42499.4375	77.807	68.67	
42503.9166666667	77.828	70.19	
42489.25	77.9041860465116	70.22	
42481.6979166667	77.936	69.92	
42498.6145833333	77.936	71.51	
42476.75	77.954	69.87	
42481.75	77.954	68.9	
42488.9166666667	77.954	67.84	
42491.75	77.954	71.3	
42502.5	77.954	69.54	
42489.1979166667	78.0596226415094	70.11	
42476.7083333333	78.08	69.81	
42476.71875	78.08	69.82	
42476.7291666667	78.08	69.83	
42476.7395833333	78.08	69.85	
42481.7083333333	78.08	69.68	
42481.71875	78.08	67.46	
42481.7291666667	78.08	65.38	
42481.7395833333	78.08	66.87	
42482.5	78.08	69.04	
42482.5104166667	78.08	69.15	
42482.5208333333	78.08	69.19	
42482.53125	78.08	69.22	
42483.5	78.08	70.03	
42483.5104166667	78.08	70.04	
42483.5208333333	78.08	70.03	
42483.53125	78.08	70.04	
42485.4791666667	78.08	66.61	
42485.4895833333	78.08	66.33	
42489.2083333333	78.08	70.14	
42489.21875	78.08	70.17	
42489.2291666667	78.08	70.19	
42489.2395833333	78.08	70.21	
42489.875	78.08	69.94	
42489.8854166667	78.08	70.02	
42489.8958333333	78.08	70.08	
42489.90625	78.08	70.14	
42489.9166666667	78.08	70.19	
42489.9270833333	78.08	70.25	
42489.9375	78.08	70.27	
42489.9479166667	78.08	70.3	
42500.4166666667	78.08	68.96	
42500.9166666667	78.08	70.37	
42500.9270833333	78.08	70.4	
42500.9375	78.08	70.46	
42500.9479166667	78.08	70.5	
42504.4166666667	78.08	71.28	
42504.4270833333	78.08	71.28	
42490.46875	78.122	70.68	
42494.5520833333	78.122	68.87	
42495.46875	78.122	67.64	
42497.8125	78.173	78.33	
42476.625	78.185	69.71	
42482.5416666667	78.185	69.18	
42483.5416666667	78.185	70.05	
42497.4583333333	78.185	70.76	
42476.6979166667	78.2	69.79	
42479.8229166667	78.2	68.17	
42482.78125	78.2	74.49	
42488.90625	78.2	67.66	
42489.8645833333	78.2	69.85	
42491.7395833333	78.2	71.29	
42489.3958333333	78.221	68.88	
42485.8854166667	78.254	67.64	
42486.84375	78.254	66.66	
42499.84375	78.254	69.51	
42501.8854166667	78.254	69.26	
42476.5	78.311	69.63	
42487.5416666667	78.311	59.92	
42503.4166666667	78.311	67.6	
42500.90625	78.344	70.29	
42502.40625	78.3981395348837	69.44	
42500.40625	78.4089655172414	64.94	
42476.6354166667	78.41	69.72	
42482.5520833333	78.41	69.06	
42483.5520833333	78.41	70.05	
42497.46875	78.41	70.77	
42496.4583333333	78.416	68.53	
42476.6875	78.425	69.77	
42479.8125	78.425	68.12	
42482.7708333333	78.425	74.08	
42488.8958333333	78.425	67.49	
42489.8541666667	78.425	69.74	
42491.7291666667	78.425	71.28	
42476.6145833333	78.464	69.68	
42496.8229166667	78.464	75.46	
42503.90625	78.464	70.11	
42491.5208333333	78.473	71.02	
42486.5	78.4832	64.37	
42504.6354166667	78.504	71.46	
42483.7916666667	78.518	77.23	
42490.8541666667	78.518	76.15	
42494.8125	78.518	66.39	
42502.8541666667	78.518	67.54	
42479.5625	78.53	67.88	
42488.4583333333	78.542	69.29	
42501.4583333333	78.542	68.96	
42485.5	78.56	66.41	
42499.4479166667	78.572	70.04	
42487.8229166667	78.608	73.58	
42476.6458333333	78.635	69.72	
42482.5625	78.635	68.75	
42483.5625	78.635	70.06	
42497.4791666667	78.635	70.77	
42476.6770833333	78.65	69.75	
42479.8020833333	78.65	68.05	
42482.7604166667	78.65	73.15	
42488.8854166667	78.65	67.31	
42489.84375	78.65	69.63	
42491.71875	78.65	71.27	
42489.40625	78.716	67.71	
42485.875	78.749	67.42	
42486.8333333333	78.749	66.43	
42499.8333333333	78.749	69.37	
42501.875	78.749	69.14	
42500.4270833333	78.7686956521739	70.53	
42476.5104166667	78.806	69.62	
42487.5520833333	78.806	60.85	
42503.4270833333	78.806	68.63	
42502.4895833333	78.8128571428571	69.34	
42489.8229166667	78.8284210526316	69.35	
42504.4375	78.8291891891892	71.28	
42500.8958333333	78.839	70.21	
42502.5520833333	78.848	69.56	
42476.65625	78.86	69.73	
42482.5729166667	78.86	68.59	
42483.5729166667	78.86	70.07	
42497.4895833333	78.86	70.8	
42502.4791666667	78.8610714285714	69.15	
42476.6666666667	78.875	69.74	
42479.7916666667	78.875	67.98	
42482.75	78.875	66.04	
42488.875	78.875	67.11	
42489.8333333333	78.875	69.49	
42491.7083333333	78.875	71.23	
42490.4791666667	78.887	70.67	
42494.5625	78.887	68.81	
42495.4791666667	78.887	66.3	
42489.8125	78.8994736842105	69.17	
42502.46875	78.9092857142857	67.91	
42497.8020833333	78.938	78.31	
42502.4583333333	78.9575	68.92	
42489.8020833333	78.9705263157895	68.98	
42489.4166666667	78.98	65.81	
42491.6666666667	78.98	71.19	
42491.6770833333	78.98	71.21	
42491.6875	78.98	71.22	
42491.6979166667	78.98	71.23	
42502.4166666667	78.98	69.46	
42502.4270833333	78.98	69.55	
42502.4375	78.98	69.49	
42502.4479166667	78.98	69.68	
42489.7708333333	79.0781818181818	68.05	
42482.5833333333	79.106	68.96	
42483.5833333333	79.106	70.07	
42479.6979166667	79.124	68.57	
42482.7395833333	79.124	65.99	
42483.78125	79.124	77.09	
42485.8645833333	79.124	67.17	
42491.5729166667	79.124	71.07	
42496.46875	79.136	68.42	
42476.6041666667	79.184	69.68	
42496.8125	79.184	75.02	
42503.8958333333	79.184	70.01	
42479.7083333333	79.211	69.56	
42497.5	79.211	70.8	
42499.4583333333	79.211	67.11	
42499.5416666667	79.211	64.31	
42495.7916666667	79.241	65.29	
42479.78125	79.244	67.88	
42486.8229166667	79.244	66.24	
42488.8645833333	79.244	66.92	
42499.53125	79.244	65.11	
42501.8645833333	79.244	69.02	
42476.5208333333	79.301	69.62	
42487.5625	79.301	66.74	
42503.4375	79.301	69.82	
42500.8854166667	79.334	70.14	
42491.5833333333	79.337	71.1	
42486.5104166667	79.3472	63.84	
42482.59375	79.376	69.01	
42483.59375	79.376	70.08	
42491.65625	79.388	71.19	
42479.6875	79.394	63.08	
42482.7291666667	79.394	65.92	
42483.7708333333	79.394	76.92	
42485.8541666667	79.394	66.96	
42491.5625	79.394	71.06	
42490.84375	79.508	76.15	
42491.53125	79.508	71.04	
42494.8020833333	79.508	66.26	
42502.84375	79.508	67.37	
42499.8229166667	79.508	69.24	
42479.5729166667	79.5278260869565	66.37	
42488.46875	79.532	69.38	
42501.46875	79.532	69.46	
42504.625	79.556	71.43	
42485.5104166667	79.5885714285714	66.31	
42487.8125	79.598	73.09	
42504.4479166667	79.6318918918919	71.29	
42482.6041666667	79.646	69.11	
42483.6041666667	79.646	70.11	
42489.78125	79.6485714285714	68.44	
42490.4895833333	79.652	70.66	
42494.5729166667	79.652	68.87	
42495.4895833333	79.652	62.67	
42479.6770833333	79.664	61.53	
42482.71875	79.664	65.66	
42483.7604166667	79.664	76.78	
42485.84375	79.664	66.72	
42491.5520833333	79.664	71.06	
42489.7916666667	79.682	68.74	
42497.7916666667	79.703	78.24	
42479.71875	79.706	69.97	
42497.5104166667	79.706	70.81	
42499.46875	79.706	65.39	
42499.5520833333	79.706	69.04	
42479.7708333333	79.739	67.73	
42486.8125	79.739	66.04	
42488.8541666667	79.739	66.71	
42499.5208333333	79.739	66.34	
42501.8541666667	79.739	68.91	
42476.53125	79.796	69.63	
42487.5729166667	79.796	68.14	
42503.4479166667	79.796	69.66	
42489.7604166667	79.8145454545455	67.47	
42500.875	79.829	70.07	
42496.4791666667	79.856	68.79	
42476.59375	79.904	69.67	
42496.8020833333	79.904	73.52	
42503.8854166667	79.904	69.92	
42482.6145833333	79.916	66.94	
42483.6145833333	79.916	70.12	
42479.6666666667	79.934	63.64	
42482.7083333333	79.934	65.64	
42483.75	79.934	76.62	
42485.8333333333	79.934	66.49	
42491.5416666667	79.934	71.05	
42482.625	80.06	66.3	
42482.6354166667	80.06	65.68	
42482.6458333333	80.06	66.16	
42482.65625	80.06	66.3	
42482.6666666667	80.06	65.76	
42482.6770833333	80.06	65.64	
42482.6875	80.06	65.64	
42482.6979166667	80.06	65.69	
42483.625	80.06	70.13	
42483.6354166667	80.06	70.14	
42483.6458333333	80.06	70.16	
42483.65625	80.06	70.17	
42489.4270833333	80.06	65.26	
42489.75	80.06	66.24	
42500.4375	80.06	68.07	
42504.6041666667	80.06	71.42	
42504.6145833333	80.06	71.42	
42491.59375	80.102	71.11	
42502.5625	80.108	69.41	
42491.6458333333	80.153	71.17	
42476.5416666667	80.165	69.63	
42479.5833333333	80.165	63.81	
42483.6666666667	80.165	70.18	
42490.5	80.165	70.66	
42494.5833333333	80.165	69.21	
42495.5	80.165	61.67	
42479.65625	80.18	63.82	
42483.7395833333	80.18	76.42	
42495.78125	80.18	65.11	
42496.53125	80.18	69.76	
42479.7291666667	80.201	69.61	
42497.5208333333	80.201	70.81	
42499.4791666667	80.201	64.6	
42499.5625	80.201	69.98	
42486.5208333333	80.2112	64.17	
42479.7604166667	80.234	67.43	
42486.8020833333	80.234	65.87	
42488.84375	80.234	66.51	
42499.5104166667	80.234	68.27	
42501.84375	80.234	68.77	
42487.5833333333	80.291	66.79	
42496.5416666667	80.291	68.65	
42503.4583333333	80.291	67.7	
42504.4583333333	80.291	71.29	
42500.8645833333	80.324	69.99	
42489.4375	80.3511764705882	64.61	
42476.5520833333	80.39	69.63	
42479.59375	80.39	62.55	
42483.6770833333	80.39	70.19	
42490.5104166667	80.39	70.66	
42494.59375	80.39	69.41	
42495.5104166667	80.39	68.54	
42479.6458333333	80.405	64.69	
42483.7291666667	80.405	76.11	
42495.7708333333	80.405	64.94	
42496.5208333333	80.405	69.29	
42485.8229166667	80.444	66.27	
42497.78125	80.444	78.12	
42490.8333333333	80.498	76.15	
42494.7916666667	80.498	66.11	
42502.8333333333	80.498	67.2	
42499.8125	80.498	69.1	
42488.4791666667	80.522	69.85	
42501.4791666667	80.522	69.36	
42496.4895833333	80.576	69.09	
42487.8020833333	80.588	70.44	
42476.5625	80.615	69.64	
42479.6041666667	80.615	61.4	
42483.6875	80.615	70.22	
42490.5208333333	80.615	70.65	
42494.6041666667	80.615	69.19	
42495.5208333333	80.615	69.34	
42485.5208333333	80.6171428571429	66.26	
42476.5833333333	80.624	69.67	
42496.7916666667	80.624	66	
42503.875	80.624	69.82	
42479.6354166667	80.63	67.19	
42483.71875	80.63	75.34	
42495.7604166667	80.63	64.72	
42496.5104166667	80.63	69.13	
42479.7395833333	80.696	66.27	
42497.53125	80.696	70.81	
42499.4895833333	80.696	64.62	
42499.5729166667	80.696	67.12	
42504.59375	80.72	71.39	
42479.75	80.729	66.58	
42486.7916666667	80.729	65.71	
42488.8333333333	80.729	66.33	
42499.5	80.729	69.6	
42501.8333333333	80.729	68.64	
42489.4479166667	80.7482352941176	69.32	
42489.7395833333	80.78	65.81	
42487.59375	80.786	65.56	
42496.5520833333	80.786	63.14	
42503.46875	80.786	66.57	
42504.46875	80.786	71.29	
42500.8541666667	80.819	69.89	
42476.5729166667	80.84	69.66	
42479.6145833333	80.84	59.54	
42483.6979166667	80.84	70.24	
42490.53125	80.84	70.65	
42494.6145833333	80.84	68.92	
42495.53125	80.84	69.41	
42479.625	80.855	66.46	
42483.7083333333	80.855	70.25	
42495.75	80.855	64.32	
42496.5	80.855	69.28	
42491.6041666667	80.867	71.12	
42491.6354166667	80.918	71.16	
42485.53125	80.96	66.47	
42489.7291666667	80.9884210526316	65.62	
42494.625	81.086	69.19	
42495.5416666667	81.086	69.04	
42497.5416666667	81.086	70.82	
42485.8125	81.164	66.07	
42497.7708333333	81.164	77.97	
42485.5416666667	81.191	66.75	
42490.5416666667	81.191	70.64	
42494.78125	81.224	65.99	
42495.7395833333	81.224	65.49	
42496.78125	81.224	65.94	
42502.8229166667	81.224	67.04	
42503.8645833333	81.224	69.68	
42486.5520833333	81.268	70.54	
42487.6041666667	81.281	66.37	
42496.5625	81.281	61.13	
42503.4791666667	81.281	69.43	
42504.4791666667	81.281	71.29	
42500.84375	81.314	69.81	
42500.4479166667	81.3513043478261	66.85	
42494.6354166667	81.356	69.39	
42495.5520833333	81.356	69.12	
42497.5520833333	81.356	70.82	
42488.8229166667	81.368	66.16	
42490.8229166667	81.368	76.15	
42501.8229166667	81.368	68.48	
42502.5729166667	81.368	68.95	
42486.53125	81.3714285714286	65.81	
42489.71875	81.4147368421053	65.56	
42499.5833333333	81.422	65.34	
42486.78125	81.488	65.57	
42499.8020833333	81.488	68.92	
42488.4895833333	81.512	69.1	
42501.4895833333	81.512	69.17	
42487.7916666667	81.578	66.46	
42504.5833333333	81.62	71.38	
42494.6458333333	81.626	69.79	
42495.5625	81.626	69.47	
42497.5625	81.626	70.83	
42491.6145833333	81.632	71.13	
42489.4583333333	81.6472727272727	70.14	
42491.625	81.683	71.14	
42485.5520833333	81.686	65.73	
42490.5520833333	81.686	70.62	
42494.7708333333	81.719	65.81	
42495.7291666667	81.719	64.58	
42496.7708333333	81.719	65.88	
42502.8125	81.719	66.89	
42503.8541666667	81.719	69.56	
42487.6145833333	81.776	69.76	
42496.5729166667	81.776	60.76	
42503.4895833333	81.776	69.68	
42504.4895833333	81.776	71.31	
42500.8333333333	81.809	69.71	
42489.7083333333	81.8410526315789	66.01	
42485.8020833333	81.884	65.91	
42497.7604166667	81.884	77.77	
42494.65625	81.896	69.64	
42495.5729166667	81.896	69.74	
42497.5729166667	81.896	70.86	
42486.5625	81.928	68.04	
42486.5416666667	82.04	68.97	
42504.5	82.04	71.31	
42504.5104166667	82.04	71.31	
42504.5208333333	82.04	71.33	
42504.53125	82.04	71.34	
42488.8125	82.133	65.97	
42490.8125	82.133	76.17	
42501.8125	82.133	68.32	
42487.625	82.145	70.19	
42494.6666666667	82.145	69.25	
42495.5833333333	82.145	69.54	
42496.5833333333	82.145	60.56	
42497.5833333333	82.145	70.86	
42499.75	82.145	66.45	
42487.78125	82.16	66.34	
42485.5625	82.181	66.58	
42490.5625	82.181	70.62	
42504.5416666667	82.186511627907	71.34	
42494.7604166667	82.214	65.49	
42495.71875	82.214	66.54	
42496.7604166667	82.214	65.73	
42502.8020833333	82.214	66.76	
42503.84375	82.214	69.41	
42500.4583333333	82.236875	65.64	
42488.5	82.271	64.59	
42501.5	82.271	69.41	
42502.5833333333	82.271	67.62	
42487.6354166667	82.37	68.26	
42494.6770833333	82.37	69.57	
42495.59375	82.37	69.33	
42496.59375	82.37	60.46	
42497.59375	82.37	70.86	
42499.7604166667	82.37	67.61	
42503.5	82.376	67.9	
42487.7708333333	82.385	66.23	
42499.59375	82.412	64.69	
42499.7395833333	82.424	66.64	
42500.8229166667	82.424	69.59	
42486.7708333333	82.478	65.41	
42499.7916666667	82.478	68.72	
42489.4895833333	82.4875675675676	64.62	
42504.5520833333	82.5004651162791	71.36	
42486.5729166667	82.588	65.97	
42487.6458333333	82.595	66.02	
42494.6875	82.595	69.85	
42495.6041666667	82.595	69.51	
42496.6041666667	82.595	60.5	
42497.6041666667	82.595	70.86	
42499.7708333333	82.595	68.14	
42485.7916666667	82.604	65.74	
42497.75	82.604	77.49	
42487.7604166667	82.61	66.06	
42504.5729166667	82.616	71.37	
42489.6979166667	82.64	66.4	
42500.46875	82.65875	66.7	
42485.5729166667	82.676	66.4	
42490.5729166667	82.676	70.61	
42489.4791666667	82.7064864864865	65.96	
42494.75	82.709	64.67	
42495.7083333333	82.709	69.32	
42496.75	82.709	65.49	
42502.7916666667	82.709	66.66	
42503.8333333333	82.709	69.26	
42488.5104166667	82.766	63.51	
42501.5104166667	82.766	69.49	
42502.59375	82.766	66.94	
42504.5625	82.8144186046512	71.36	
42487.65625	82.82	65.19	
42494.6979166667	82.82	70.11	
42495.6145833333	82.82	69.33	
42496.6145833333	82.82	63.49	
42497.6145833333	82.82	70.87	
42499.78125	82.82	68.47	
42487.75	82.835	65.74	
42488.8020833333	82.898	65.81	
42490.8020833333	82.898	76.16	
42501.8020833333	82.898	68.16	
42489.46875	82.9254054054054	68.48	
42487.6666666667	82.94	64.75	
42487.6770833333	82.94	69.29	
42487.6875	82.94	68.99	
42487.6979166667	82.94	66.09	
42487.7083333333	82.94	65.15	
42487.71875	82.94	66.06	
42487.7291666667	82.94	67.54	
42487.7395833333	82.94	65.49	
42489.5	82.94	68.92	
42489.5104166667	82.94	70.17	
42489.5208333333	82.94	68.62	
42489.53125	82.94	66.53	
42494.7083333333	82.94	68.84	
42494.71875	82.94	65.69	
42494.7291666667	82.94	65.49	
42494.7395833333	82.94	66.57	
42495.625	82.94	68.92	
42495.6354166667	82.94	67.78	
42495.6458333333	82.94	68.36	
42495.65625	82.94	69.64	
42495.6666666667	82.94	68.98	
42495.6770833333	82.94	67.06	
42495.6875	82.94	67.58	
42495.6979166667	82.94	69.9	
42497.625	82.94	70.88	
42497.6354166667	82.94	70.87	
42497.6458333333	82.94	70.9	
42497.65625	82.94	70.9	
42497.6666666667	82.94	70.91	
42497.6770833333	82.94	70.9	
42497.6875	82.94	70.92	
42497.6979166667	82.94	70.93	
42497.7083333333	82.94	70.94	
42497.71875	82.94	75.81	
42497.7291666667	82.94	72.39	
42497.7395833333	82.94	76.95	
42490.5833333333	83.066	70.61	
42496.625	83.066	63.32	
42496.7395833333	83.084	64.16	
42503.5104166667	83.096	65.94	
42500.4791666667	83.1328571428571	69.83	
42499.7291666667	83.144	69.33	
42500.8125	83.144	69.46	
42486.5833333333	83.171	65.69	
42489.6875	83.1875	66.17	
42503.8229166667	83.204	69.09	
42488.5208333333	83.261	62.75	
42501.5208333333	83.261	69.51	
42502.6041666667	83.261	68.84	
42489.5416666667	83.2686956521739	65.49	
42485.5833333333	83.297	66.22	
42490.59375	83.336	70.61	
42496.6354166667	83.336	65.22	
42485.78125	83.348	65.6	
42502.78125	83.348	66.55	
42496.7291666667	83.354	65.57	
42499.6041666667	83.402	68.81	
42486.7604166667	83.468	65.24	
42489.6770833333	83.525	66.22	
42490.6041666667	83.606	70.61	
42496.6458333333	83.606	64.76	
42496.71875	83.624	65.61	
42488.7916666667	83.663	65.66	
42490.7916666667	83.663	76.14	
42501.7916666667	83.663	67.96	
42486.59375	83.666	65.27	
42503.8125	83.699	68.88	
42500.4895833333	83.7114285714286	69.42	
42488.53125	83.756	62.04	
42501.53125	83.756	69.54	
42502.6145833333	83.756	69.56	
42503.5208333333	83.816	66.61	
42489.6666666667	83.8625	65.88	
42499.71875	83.864	65.76	
42500.8020833333	83.864	69.32	
42490.6145833333	83.876	70.61	
42496.65625	83.876	64.8	
42496.7083333333	83.894	65.36	
42489.5520833333	83.9730434782609	69.06	
42489.5625	84.02	70.09	
42489.5729166667	84.02	68.67	
42490.625	84.02	70.61	
42490.6354166667	84.02	70.59	
42490.6458333333	84.02	70.59	
42490.65625	84.02	70.59	
42496.6666666667	84.02	64.82	
42496.6770833333	84.02	65.01	
42496.6875	84.02	65.27	
42496.6979166667	84.02	65.37	
42502.625	84.02	68.33	
42502.6354166667	84.02	67.02	
42502.6458333333	84.02	66	
42502.65625	84.02	66.31	
42485.59375	84.062	66.79	
42485.7708333333	84.113	65.46	
42502.7708333333	84.113	66.42	
42501.5416666667	84.125	69.82	
42502.6666666667	84.125	69.71	
42490.78125	84.14	76.09	
42501.78125	84.14	67.72	
42486.6041666667	84.161	64.63	
42503.8020833333	84.194	68.67	
42488.5416666667	84.251	60.8	
42489.5833333333	84.251	67.1	
42490.6666666667	84.251	70.59	
42488.78125	84.284	65.52	
42489.65625	84.284	65.73	
42501.5520833333	84.35	70.27	
42502.6770833333	84.35	69.07	
42490.7708333333	84.365	76.08	
42501.7708333333	84.365	67.42	
42500.5	84.377	67.27	
42499.6145833333	84.392	70.17	
42486.75	84.458	65.52	
42503.53125	84.536	69.71	
42501.5625	84.575	68.19	
42502.6875	84.575	66.97	
42499.7083333333	84.584	65.76	
42500.7916666667	84.584	69.15	
42490.7604166667	84.59	76.03	
42501.7604166667	84.59	66.98	
42486.6145833333	84.656	65	
42503.7916666667	84.689	68.41	
42488.5520833333	84.746	63.41	
42489.59375	84.746	66.51	
42490.6770833333	84.746	70.61	
42488.7708333333	84.779	65.34	
42489.6458333333	84.779	65.96	
42501.5729166667	84.8	67.04	
42502.6979166667	84.8	65.87	
42490.75	84.815	76.01	
