Date	OADryBulbTemperature(NOAA)	AHU13MixedAirTemp	
42495.9166666667	69.185	67.73	
42478.90625	69.2	69.16	
42491.15625	69.2	69.02	
42497.9895833333	69.2	77.25	
42504.84375	69.22	71.47	
42488.3541666667	69.221	69.78	
42499.3125	69.221	69.8	
42491.9791666667	69.2285	71.5	
42485.3333333333	69.2375	72.15	
42480.2708333333	69.24	66.67	
42480.9270833333	69.254	68.92	
42484.84375	69.254	71.01	
42499.1770833333	69.254	71.69	
42478.53125	69.26	68.03	
42504.9166666667	69.2709090909091	71.43	
42491.3333333333	69.311	70.56	
42504.8958333333	69.3270588235294	71.46	
42481.90625	69.344	67.44	
42482.90625	69.344	67.83	
42477.2604166667	69.3531034482759	70.09	
42485.3020833333	69.3531034482759	72.24	
42480.21875	69.36125	70.01	
42490.3333333333	69.3841379310345	70.76	
42477.3020833333	69.41	70.06	
42495.9270833333	69.41	67.89	
42498.375	69.416	70.91	
42504.7395833333	69.4228571428571	71.49	
42478.8958333333	69.425	69.07	
42491.1458333333	69.425	68.89	
42497.9791666667	69.425	77.33	
42480.5729166667	69.452	66.42	
42483.90625	69.464	76.73	
42495.90625	69.464	67.55	
42494.4375	69.473	68.53	
42477.0625	69.4864516129032	70.18	
42487.9791666667	69.518	68.06	
42496.9583333333	69.518	67.99	
42476.375	69.5182608695652	69.63	
42504.8541666667	69.52	71.46	
42480.2916666667	69.53	66.26	
42477.2708333333	69.5393103448276	70.07	
42485.3125	69.5393103448276	72.08	
42483.375	69.542	70	
42494.9270833333	69.542	68.01	
42497.375	69.542	70.62	
42501.0520833333	69.542	70.79	
42491.9895833333	69.56	71.5	
42484.40625	69.572	70.4	
42487.40625	69.572	65.91	
42501.3229166667	69.572	68.37	
42485.34375	69.575	72.22	
42478.5520833333	69.5886956521739	59.22	
42504.8854166667	69.5917647058824	71.46	
42505.40625	69.5936585365854	71.35	
42490.3229166667	69.5942857142857	70.74	
42495.9583333333	69.623	68.35	
42477.3125	69.635	70.05	
42495.9375	69.635	68.05	
42480.28125	69.64	66.37	
42496.375	69.647	68.13	
42478.8854166667	69.65	69.02	
42491.1354166667	69.65	68.79	
42497.96875	69.65	77.39	
42504.9375	69.6527272727273	71.42	
42504.9270833333	69.68	71.42	
42490.2708333333	69.6936363636364	70.76	
42487.1354166667	69.716	70.43	
42488.3645833333	69.716	69.68	
42499.3229166667	69.716	67.44	
42477.28125	69.7255172413793	70.07	
42485.3229166667	69.7255172413793	72.02	
42480.9166666667	69.749	68.87	
42484.8333333333	69.749	71	
42499.1666666667	69.749	71.71	
42480.2083333333	69.783125	70	
42491.34375	69.806	70.61	
42480.15625	69.8098181818182	69.95	
42504.8645833333	69.82	71.46	
42477.40625	69.8220408163265	69.99	
42481.8958333333	69.839	67.27	
42482.8958333333	69.839	67.97	
42504.875	69.8564705882353	71.46	
42480.1458333333	69.8589090909091	69.92	
42477.3229166667	69.86	70.04	
42495.9479166667	69.86	68.21	
42478.875	69.875	68.97	
42491.125	69.875	68.7	
42497.9583333333	69.875	77.43	
42477.3958333333	69.8771428571429	70.01	
42480.1354166667	69.908	69.92	
42485.3541666667	69.9125	72.34	
42502.28125	69.92	66.7	
42477.0520833333	69.921935483871	70.17	
42480.0729166667	69.9303448275862	69.79	
42477.3854166667	69.9322448979592	70.03	
42480.125	69.9570909090909	69.91	
42491.96875	69.971	71.5	
42477.3333333333	69.98	70.04	
42477.34375	69.98	70.04	
42477.3541666667	69.98	70.04	
42477.3645833333	69.98	70.04	
42477.375	69.98	70.02	
42480.0833333333	69.98	69.81	
42480.09375	69.98	69.84	
42480.1041666667	69.98	69.87	
42480.1145833333	69.98	69.88	
42480.1666666667	69.98	69.95	
42480.1770833333	69.98	69.96	
42480.1875	69.98	69.99	
42480.1979166667	69.98	69.99	
42480.3020833333	69.98	67.41	
42490.2395833333	69.98	70.77	
42490.25	69.98	70.79	
42490.2604166667	69.98	70.79	
42503.25	69.98	70.31	
42503.2604166667	69.98	66.94	
42503.2708333333	69.98	66.61	
42503.28125	69.98	66.64	
42504.7083333333	69.98	71.5	
42504.71875	69.98	71.5	
42504.7291666667	69.98	71.51	
42481.5729166667	69.995652173913	65.62	
42482.3958333333	70.028	61.04	
42490.34375	70.0358620689655	70.76	
42480.5833333333	70.106	66.49	
42504.25	70.106	71.3	
42491.1145833333	70.124	68.62	
42496.9479166667	70.124	68.12	
42499.15625	70.124	71.73	
42503.2395833333	70.124	70.29	
42504.2395833333	70.124	71.3	
42498.3854166667	70.136	70.96	
42483.8958333333	70.184	76.78	
42495.8958333333	70.184	67.36	
42487.4166666667	70.211	66.19	
42501.3333333333	70.211	69.28	
42503.2916666667	70.211	66.54	
42505.4166666667	70.21625	71.34	
42504.6979166667	70.218064516129	71.5	
42490.2291666667	70.2341176470588	70.79	
42478.8645833333	70.244	68.93	
42480.90625	70.244	68.8	
42502.2708333333	70.2444897959184	66.94	
42480.0625	70.2562068965517	69.76	
42479.4270833333	70.2581818181818	67.77	
42502.2916666667	70.288	66.44	
42484.8229166667	70.2885714285714	70.99	
42491.3541666667	70.301	70.66	
42481.8854166667	70.334	67.11	
42482.8854166667	70.334	68.19	
42484.4166666667	70.337	70.41	
42488.375	70.337	69.37	
42499.3333333333	70.337	66.41	
42480.59375	70.376	68.89	
42504.2604166667	70.376	71.3	
42495.3645833333	70.388	68.57	
42497.9479166667	70.388	77.51	
42491.1041666667	70.394	68.57	
42496.9375	70.394	68.32	
42499.1458333333	70.394	71.72	
42503.2291666667	70.394	70.27	
42504.2291666667	70.394	71.29	
42490.1145833333	70.4347368421053	70.66	
42476.3854166667	70.4573913043478	69.63	
42477.4166666667	70.484	69.99	
42505.78125	70.496	71.41	
42487.96875	70.508	67.95	
42494.4479166667	70.508	68.21	
42483.3854166667	70.532	70	
42497.3854166667	70.532	70.66	
42502.2604166667	70.5751020408163	67.19	
42494.9166666667	70.577	67.87	
42480.0520833333	70.5820689655172	69.72	
42485.3645833333	70.628	72.74	
42478.5625	70.6376923076923	64.56	
42480.6041666667	70.646	68.66	
42504.2708333333	70.646	71.3	
42491.09375	70.664	68.56	
42496.9270833333	70.664	68.64	
42499.1354166667	70.664	71.73	
42503.21875	70.664	70.26	
42504.21875	70.664	71.28	
42490.3541666667	70.6875862068966	70.76	
42487.4270833333	70.706	63.03	
42501.34375	70.706	68.97	
42503.3020833333	70.706	67.34	
42490.21875	70.7105882352941	70.76	
42491.9583333333	70.7135	71.5	
42505.4270833333	70.7225	71.36	
42478.8541666667	70.739	68.86	
42480.8958333333	70.739	68.71	
42491.3645833333	70.796	70.7	
42490.125	70.82	70.67	
42481.875	70.829	66.93	
42482.875	70.829	68.52	
42498.3958333333	70.856	70.98	
42496.3854166667	70.862	67.86	
42484.8125	70.8671428571429	70.97	
42483.8854166667	70.904	76.87	
42495.8854166667	70.904	67.16	
42502.25	70.9057142857143	70.56	
42480.6145833333	70.916	69.04	
42504.28125	70.916	71.3	
42491.0833333333	70.934	68.58	
42496.9166666667	70.934	69.14	
42499.125	70.934	71.72	
42503.2083333333	70.934	70.26	
42504.2083333333	70.934	71.27	
42502.3020833333	70.948	67.33	
42477.4270833333	71.06	70.01	
42477.8333333333	71.06	70.04	
42477.875	71.06	70.06	
42477.8854166667	71.06	70.06	
42477.8958333333	71.06	70.04	
42477.90625	71.06	70.04	
42477.9166666667	71.06	70.07	
42477.9270833333	71.06	70.06	
42477.9375	71.06	70.05	
42477.9583333333	71.06	70.04	
42477.96875	71.06	70.05	
42477.9791666667	71.06	70.04	
42484.7916666667	71.06	70.94	
42484.8020833333	71.06	70.97	
42490.0833333333	71.06	70.62	
42490.09375	71.06	70.62	
42490.1041666667	71.06	70.66	
42490.1979166667	71.06	70.77	
42490.2083333333	71.06	70.77	
42494.875	71.06	67.31	
42494.8854166667	71.06	67.46	
42494.8958333333	71.06	67.6	
42494.90625	71.06	67.73	
42498.9583333333	71.06	71.74	
42498.96875	71.06	71.74	
42498.9791666667	71.06	71.74	
42498.9895833333	71.06	71.76	
42499.0520833333	71.06	71.76	
42499.0625	71.06	71.73	
42499.0729166667	71.06	71.74	
42499.0833333333	71.06	71.74	
42499.09375	71.06	71.75	
42499.1041666667	71.06	71.72	
42499.1145833333	71.06	71.72	
42504.2916666667	71.06	71.31	
42504.3020833333	71.06	71.29	
42504.3125	71.06	71.29	
42484.4270833333	71.102	70.44	
42488.3854166667	71.102	66.95	
42499.34375	71.102	65.89	
42477.9895833333	71.1371428571429	70.05	
42497.9375	71.153	77.57	
42484.6666666667	71.165	70.76	
42476.9895833333	71.18	70.16	
42491.0729166667	71.18	68.66	
42498.9479166667	71.18	71.76	
42502.2395833333	71.18	70.57	
42504.1979166667	71.18	71.27	
42487.4375	71.201	62.24	
42501.3541666667	71.201	68.88	
42503.3125	71.201	64.54	
42484.78125	71.2069387755102	70.93	
42505.4375	71.2207142857143	71.34	
42478.84375	71.234	68.79	
42480.8854166667	71.234	68.63	
42477.4375	71.2563636363636	69.98	
42504.6875	71.2632258064516	71.49	
42477.8645833333	71.2781818181818	70.05	
42482.40625	71.288	60.54	
42481.5833333333	71.291	63.07	
42485.375	71.291	72.95	
42491.375	71.291	70.74	
42482.8645833333	71.324	69.04	
42491.9479166667	71.324	71.49	
42490.3645833333	71.3393103448276	70.74	
42484.6770833333	71.39	70.77	
42490.375	71.396	70.74	
42494.4583333333	71.396	68.49	
42476.3958333333	71.3965217391304	69.61	
42476.9791666667	71.405	70.14	
42491.0625	71.405	68.81	
42498.9375	71.405	71.74	
42502.2291666667	71.405	70.56	
42503.1875	71.405	70.23	
42504.1875	71.405	71.24	
42481.8645833333	71.444	66.74	
42484.65625	71.444	70.75	
42496.90625	71.444	69.84	
42477.84375	71.46	70.04	
42477.9479166667	71.465	70.06	
42480.625	71.48	69.76	
42484.7708333333	71.4824489795918	70.92	
42487.9583333333	71.498	67.84	
42477.4479166667	71.5018181818182	69.99	
42483.3958333333	71.522	70	
42495.375	71.522	68.19	
42497.3958333333	71.522	70.66	
42477.4583333333	71.5733333333333	69.97	
42498.40625	71.576	71.02	
42502.3125	71.608	65.17	
42484.6875	71.615	70.8	
42483.875	71.624	76.94	
42495.875	71.624	66.96	
42476.96875	71.63	70.13	
42491.0520833333	71.63	69.05	
42498.9270833333	71.63	71.74	
42502.21875	71.63	70.54	
42503.1770833333	71.63	70.22	
42504.1770833333	71.63	71.23	
42504.3229166667	71.6469565217391	71.3	
42477.8541666667	71.6872727272727	70.05	
42487.4479166667	71.696	61.09	
42501.3645833333	71.696	68.93	
42503.3229166667	71.696	68.71	
42505.4479166667	71.7028571428571	71.33	
42477.8229166667	71.7145454545454	70.04	
42478.8333333333	71.729	68.73	
42480.875	71.729	68.57	
42484.7604166667	71.7579591836735	70.91	
42481.59375	71.786	61.18	
42485.3854166667	71.786	73.01	
42491.3854166667	71.786	70.77	
42505.7708333333	71.801	71.41	
42482.8541666667	71.819	69.74	
42491.9375	71.819	71.47	
42484.6979166667	71.84	70.81	
42490.1354166667	71.84	70.7	
42494.8645833333	71.852	67.16	
42476.9583333333	71.855	70.13	
42498.9166666667	71.855	71.74	
42502.2083333333	71.855	70.54	
42503.1666666667	71.855	70.18	
42504.1666666667	71.855	71.22	
42484.4375	71.867	70.45	
42488.3958333333	71.867	65.04	
42499.3541666667	71.867	65.41	
42497.9270833333	71.918	77.64	
42476.40625	71.96	69.61	
42484.7395833333	71.96	70.87	
42484.75	71.96	70.89	
42487.9166666667	71.96	67.71	
42487.9270833333	71.96	67.67	
42487.9375	71.96	67.71	
42487.9479166667	71.96	67.76	
42490.1458333333	71.96	70.71	
42490.15625	71.96	70.74	
42490.1666666667	71.96	70.76	
42490.1770833333	71.96	70.75	
42490.1875	71.96	70.75	
42498.7916666667	71.96	71.68	
42498.8020833333	71.96	71.68	
42498.8125	71.96	71.69	
42498.8229166667	71.96	71.71	
42498.8333333333	71.96	71.71	
42498.84375	71.96	71.72	
42498.8541666667	71.96	71.69	
42498.8645833333	71.96	71.72	
42498.875	71.96	71.72	
42498.8854166667	71.96	71.74	
42498.8958333333	71.96	71.74	
42498.90625	71.96	71.76	
42504.125	71.96	71.12	
42504.1354166667	71.96	71.16	
42504.1458333333	71.96	71.18	
42504.15625	71.96	71.21	
42496.3958333333	72.077	68.51	
42498.7083333333	72.086	71.59	
42476.9479166667	72.104	70.12	
42478.8229166667	72.104	68.66	
42480.8645833333	72.104	68.49	
42491.03125	72.104	69.56	
42495.8645833333	72.104	66.73	
42498.78125	72.104	71.69	
42502.1979166667	72.104	70.53	
42503.15625	72.104	70.17	
42504.1145833333	72.104	71.11	
42490.3854166667	72.116	70.74	
42494.46875	72.116	68.25	
42476.4166666667	72.1337931034483	69.62	
42498.4166666667	72.149	71.07	
42481.8541666667	72.164	66.57	
42484.6458333333	72.164	70.74	
42496.8958333333	72.164	70.86	
42480.6354166667	72.17	69.96	
42501.375	72.191	68.76	
42503.3333333333	72.191	69.81	
42505.4583333333	72.2507692307692	71.33	
42500.9895833333	72.2703448275862	70.64	
42481.6041666667	72.281	58.78	
42485.3958333333	72.281	73.31	
42491.3958333333	72.281	70.81	
42482.84375	72.314	70.76	
42491.9270833333	72.314	71.47	
42479.4375	72.3445454545455	67.17	
42487.125	72.3527272727273	70.42	
42498.71875	72.356	71.66	
42483.8645833333	72.368	77.01	
42487.90625	72.368	67.79	
42498.6979166667	72.368	71.6	
42476.9375	72.374	70.12	
42478.8125	72.374	68.58	
42480.8541666667	72.374	68.41	
42491.0208333333	72.374	70.56	
42495.8541666667	72.374	66.52	
42498.7708333333	72.374	71.69	
42502.1875	72.374	70.52	
42504.1041666667	72.374	71.07	
42478.5833333333	72.422	68.75	
42482.4166666667	72.422	67.96	
42487.4583333333	72.422	61.59	
42479.4479166667	72.44	63.06	
42476.4270833333	72.5062068965517	69.63	
42483.40625	72.512	70	
42495.3854166667	72.512	68.51	
42497.40625	72.512	70.67	
42498.4270833333	72.554	71.11	
42478.5729166667	72.6107692307692	66.71	
42480.6458333333	72.62	68.09	
42498.7291666667	72.626	71.63	
42484.4479166667	72.632	70.47	
42488.40625	72.632	64.11	
42499.3645833333	72.632	64.84	
42476.9270833333	72.644	70.11	
42478.8020833333	72.644	68.49	
42480.84375	72.644	68.32	
42491.0104166667	72.644	71.57	
42495.84375	72.644	66.31	
42498.7604166667	72.644	71.66	
42502.1770833333	72.644	70.52	
42503.1354166667	72.644	70.11	
42504.09375	72.644	71.05	
42477.46875	72.6733333333333	69.97	
42497.9166666667	72.683	77.69	
42501.3854166667	72.686	68.63	
42503.34375	72.686	69.94	
42504.6770833333	72.6933333333333	71.51	
42479.4583333333	72.716	60.72	
42481.6145833333	72.776	65.57	
42485.40625	72.776	73.1	
42491.40625	72.776	70.84	
42482.8333333333	72.809	72.22	
42491.9166666667	72.809	71.47	
42490.3958333333	72.836	70.73	
42494.4791666667	72.836	68.61	
42505.46875	72.8738461538462	71.33	
42502.3229166667	72.8763636363636	69.06	
42476.4375	72.8786206896552	69.61	
42481.84375	72.884	66.4	
42484.6354166667	72.884	70.72	
42496.8854166667	72.884	72.34	
42498.7395833333	72.896	71.63	
42476.9166666667	72.914	70.09	
42478.7916666667	72.914	68.39	
42480.8333333333	72.914	68.24	
42491	72.914	72.57	
42495.8333333333	72.914	66.07	
42498.75	72.914	71.66	
42502.1666666667	72.914	70.52	
42503.125	72.914	70.08	
42504.0833333333	72.914	71.01	
42477.8125	72.95	70.04	
42498.4375	72.959	71.15	
42484.7291666667	72.9628571428571	70.85	
42490.0729166667	73.04	70.59	
42476.8958333333	73.04	70.07	
42476.90625	73.04	70.08	
42477.5	73.04	69.96	
42477.5104166667	73.04	69.96	
42477.5208333333	73.04	69.96	
42477.53125	73.04	69.96	
42477.5416666667	73.04	69.96	
42477.5520833333	73.04	69.95	
42477.5625	73.04	69.96	
42479.9166666667	73.04	68.93	
42479.9270833333	73.04	69.01	
42479.9375	73.04	69.1	
42479.9479166667	73.04	69.17	
42479.9583333333	73.04	69.24	
42479.96875	73.04	69.31	
42479.9791666667	73.04	69.37	
42479.9895833333	73.04	69.43	
42485.4166666667	73.04	73.06	
42486.1666666667	73.04	70.65	
42486.1770833333	73.04	70.68	
42486.1875	73.04	70.71	
42486.1979166667	73.04	70.73	
42486.2083333333	73.04	70.75	
42486.21875	73.04	70.79	
42486.2291666667	73.04	70.79	
42486.2395833333	73.04	70.82	
42486.25	73.04	70.83	
42486.2604166667	73.04	67.52	
42486.2708333333	73.04	67.26	
42486.28125	73.04	67.17	
42502.0520833333	73.04	70.29	
42502.0625	73.04	70.31	
42502.0729166667	73.04	70.34	
42502.125	73.04	70.46	
42502.1354166667	73.04	70.47	
42502.1458333333	73.04	70.49	
42504.0520833333	73.04	70.89	
42504.0625	73.04	70.94	
42504.0729166667	73.04	70.97	
42504.3333333333	73.04	71.3	
42502.0833333333	73.085	70.37	
42505.7604166667	73.106	71.42	
42484.7083333333	73.115	70.82	
42483.8541666667	73.133	77.09	
42487.8958333333	73.133	67.95	
42498.6875	73.133	71.57	
42477.5833333333	73.145	69.97	
42484.5833333333	73.145	70.66	
42486.2916666667	73.145	66.56	
42479.90625	73.16	68.84	
42486.15625	73.16	70.62	
42490.9895833333	73.16	75.67	
42491.90625	73.16	71.45	
42497.90625	73.16	77.74	
42498.53125	73.16	71.39	
42499.9895833333	73.16	70.51	
42501.3958333333	73.181	68.58	
42503.3541666667	73.181	69.87	
42502.09375	73.1814285714286	70.41	
42476.4479166667	73.2510344827586	69.62	
42480.65625	73.26	65.95	
42491.4166666667	73.271	70.87	
42502.3333333333	73.271	69.18	
42502.1041666667	73.2778571428571	70.42	
42496.40625	73.292	68.94	
42477.5729166667	73.2941176470588	69.96	
42478.78125	73.304	68.24	
42503.1145833333	73.304	70.06	
42494.8541666667	73.337	66.99	
42484.4583333333	73.355	70.48	
42477.59375	73.37	69.96	
42484.59375	73.37	70.67	
42486.3020833333	73.37	69.29	
42502.1145833333	73.3742857142857	70.45	
42483.4166666667	73.376	70	
42499.375	73.376	63.87	
42479.8958333333	73.385	68.75	
42486.1458333333	73.385	70.58	
42490.9791666667	73.385	75.7	
42491.8958333333	73.385	71.46	
42497.8958333333	73.385	77.81	
42498.5208333333	73.385	71.37	
42499.9791666667	73.385	70.45	
42477.4895833333	73.4	69.96	
42478.59375	73.412	69.17	
42482.4270833333	73.412	69.51	
42487.46875	73.412	68.14	
42480.8229166667	73.424	68.16	
42484.5729166667	73.424	70.65	
42498.4895833333	73.4558620689655	71.31	
42504.34375	73.461875	71.31	
42495.3958333333	73.502	68.83	
42481.625	73.502	68.12	
42498.5416666667	73.502	71.4	
42490.40625	73.556	70.73	
42494.4895833333	73.556	68.61	
42484.71875	73.565	70.84	
42487.1145833333	73.5675862068966	70.4	
42498.4479166667	73.58	71.2	
42477.6041666667	73.595	69.96	
42484.6041666667	73.595	70.69	
42486.3125	73.595	67.27	
42498.4791666667	73.5955172413793	71.27	
42481.8333333333	73.604	66.22	
42484.625	73.604	70.71	
42496.875	73.604	74.85	
42500.0520833333	73.6057142857143	70.7	
42479.8854166667	73.61	68.67	
42486.1354166667	73.61	70.54	
42490.96875	73.61	75.74	
42491.8854166667	73.61	71.44	
42497.8854166667	73.61	77.87	
42498.5104166667	73.61	71.36	
42499.96875	73.61	70.41	
42497.4166666667	73.628	70.69	
42501.40625	73.676	68.98	
42503.3645833333	73.676	68.76	
42505.4791666667	73.6805882352941	71.32	
42476.8854166667	73.69	70.06	
42482.8229166667	73.712	74.86	
42477.4791666667	73.7323076923077	69.96	
42498.46875	73.7351724137931	71.24	
42502.15625	73.76	70.51	
42491.4270833333	73.766	70.91	
42502.34375	73.766	69.06	
42478.7708333333	73.799	68.02	
42503.1041666667	73.799	70.02	
42485.4270833333	73.8064516129032	71.1	
42488.4166666667	73.81	63.75	
42477.6145833333	73.82	69.96	
42484.6145833333	73.82	70.7	
42486.3229166667	73.82	66.17	
42479.875	73.835	68.58	
42486.125	73.835	70.51	
42490.9583333333	73.835	75.77	
42491.875	73.835	71.44	
42497.875	73.835	77.93	
42498.5	73.835	71.33	
42499.9583333333	73.835	70.36	
42498.4583333333	73.8748275862069	71.22	
42504.3541666667	73.88375	71.29	
42483.84375	73.898	77.16	
42487.8854166667	73.898	68.23	
42498.6770833333	73.898	71.57	
42476.875	73.94	70.04	
42484.46875	73.94	70.51	
42486.0520833333	73.94	70.07	
42486.0625	73.94	70.14	
42486.0729166667	73.94	70.22	
42486.0833333333	73.94	70.29	
42486.09375	73.94	70.34	
42486.1041666667	73.94	70.41	
42486.1145833333	73.94	70.46	
42486.3333333333	73.94	65.78	
42486.34375	73.94	67.26	
42486.3541666667	73.94	70.44	
42486.3645833333	73.94	69.16	
42500.0625	73.94	70.73	
42500.0729166667	73.94	70.74	
42500.0833333333	73.94	70.77	
42500.09375	73.94	70.8	
42500.1041666667	73.94	70.81	
42500.1145833333	73.94	70.82	
42500.125	73.94	70.84	
42500.1354166667	73.94	70.86	
42500.1458333333	73.94	70.87	
42500.15625	73.94	70.87	
42500.1666666667	73.94	70.88	
42500.1770833333	73.94	70.88	
42500.1875	73.94	70.89	
42500.1979166667	73.94	70.89	
42500.2083333333	73.94	70.91	
42500.21875	73.94	70.89	
42500.2291666667	73.94	70.91	
42500.2395833333	73.94	70.91	
42500.25	73.94	70.91	
42500.2604166667	73.94	68.39	
42500.2708333333	73.94	66.97	
42500.28125	73.94	66.47	
42500.2916666667	73.94	66.63	
42500.3020833333	73.94	71.97	
42500.3125	73.94	71.76	
42500.3229166667	73.94	71.45	
42504.3645833333	73.94	71.28	
42500.9791666667	73.9462068965517	70.64	
42495.8229166667	73.976	65.87	
42487.1041666667	73.9865517241379	70.27	
42477.625	74.066	69.96	
42486.375	74.066	67.01	
42500.3333333333	74.066	67.86	
42477.8020833333	74.0696	70.01	
42479.46875	74.0730434782609	63.78	
42490.9479166667	74.084	75.82	
42491.8645833333	74.084	71.42	
42483.4270833333	74.096	70	
42499.3854166667	74.096	68.52	
42476.8645833333	74.1363636363636	70.04	
42480.8125	74.144	68.08	
42484.5625	74.144	70.65	
42484.4791666667	74.1684615384615	70.52	
42499.9479166667	74.204	70.31	
42501.9895833333	74.204	70.02	
42503.9895833333	74.204	70.62	
42491.4375	74.261	70.92	
42502.3541666667	74.261	69.23	
42478.7604166667	74.294	67.59	
42503.09375	74.294	69.98	
42490.4166666667	74.297	70.72	
42494.5	74.297	68.75	
42504.375	74.3093103448276	71.28	
42477.6354166667	74.336	69.96	
42486.3854166667	74.336	65.91	
42500.34375	74.336	65.76	
42481.8229166667	74.348	66.07	
42497.8645833333	74.348	77.97	
42490.9375	74.354	75.86	
42491.8541666667	74.354	71.42	
42478.6041666667	74.402	68.94	
42482.4375	74.402	69.12	
42487.4791666667	74.402	65.82	
42487.09375	74.4055172413793	70.22	
42505.75	74.411	71.42	
42496.4166666667	74.423	68.24	
42501.4166666667	74.423	68.07	
42503.375	74.423	67.37	
42495.40625	74.492	68.98	
42479.8645833333	74.492	68.48	
42481.6354166667	74.492	68.19	
42496.8645833333	74.492	75.76	
42498.5520833333	74.492	71.41	
42476.8541666667	74.5045454545455	70.03	
42505.4895833333	74.5541176470588	71.33	
42477.6458333333	74.606	69.96	
42486.3958333333	74.606	65.33	
42500.3541666667	74.606	65.13	
42490.9270833333	74.624	75.91	
42491.84375	74.624	71.41	
42483.8333333333	74.663	77.22	
42487.875	74.663	68.64	
42498.6666666667	74.663	71.56	
42499.9375	74.699	70.25	
42501.9791666667	74.699	69.96	
42503.9791666667	74.699	70.57	
42477.7916666667	74.7176	70.02	
42491.4479166667	74.756	70.94	
42502.3645833333	74.756	69.06	
42485.4375	74.7645161290323	69.11	
42478.75	74.789	66.39	
42503.0833333333	74.789	69.94	
42483.4375	74.816	70.01	
42499.3958333333	74.816	69.79	
42494.84375	74.822	66.84	
42487.0833333333	74.8244827586207	70.17	
42480.8020833333	74.864	67.99	
42484.5520833333	74.864	70.62	
42476.84375	74.8727272727273	70.02	
42477.65625	74.876	69.96	
42486.40625	74.876	65.31	
42500.3645833333	74.876	69.22	
42497.4270833333	74.888	70.71	
42504.6666666667	74.8933333333333	71.49	
42490.9166666667	74.894	75.93	
42491.8333333333	74.894	71.39	
42482.8125	74.972	74.94	
42476.4583333333	75.0061538461539	69.61	
42476.8333333333	75.02	70	
42477.75	75.02	69.99	
42477.7604166667	75.02	70	
42477.7708333333	75.02	70.02	
42477.78125	75.02	70	
42479.4791666667	75.02	67.66	
42487.0520833333	75.02	69.92	
42487.0625	75.02	70	
42487.0729166667	75.02	70.07	
42489.0833333333	75.02	69.66	
42489.09375	75.02	69.71	
42502.9166666667	75.02	68.49	
42502.9270833333	75.02	68.63	
42502.9375	75.02	68.77	
42502.9479166667	75.02	68.91	
42503.0520833333	75.02	69.81	
42503.0625	75.02	69.84	
42503.0729166667	75.02	69.89	
42505.5	75.02	71.32	
42505.6979166667	75.02	71.38	
42505.7395833333	75.02	71.4	
42490.4270833333	75.062	70.72	
42494.5104166667	75.062	68.75	
42489.0520833333	75.088275862069	69.44	
42486.9895833333	75.092	69.31	
42504.3854166667	75.1006896551724	71.29	
42481.8125	75.113	65.94	
42497.8541666667	75.113	78.09	
42479.4895833333	75.12	67.81	
42505.5104166667	75.1246511627907	71.34	
42477.6666666667	75.125	69.97	
42480.6666666667	75.125	68.21	
42486.4166666667	75.125	69.99	
42491.4583333333	75.125	70.96	
42502.9583333333	75.125	69.01	
42505.625	75.125	71.37	
42478.7083333333	75.1325	66.24	
42489.0625	75.1348275862069	69.5	
42477.7395833333	75.14	69.99	
42485.9895833333	75.14	69.43	
42478.7395833333	75.18	66.31	
42489.0729166667	75.1813793103448	69.58	
42499.9270833333	75.194	70.19	
42501.96875	75.194	69.9	
42503.96875	75.194	70.51	
42486.9791666667	75.22625	69.17	
42505.6145833333	75.245	71.38	
42495.4166666667	75.251	68.67	
42505.6875	75.2796153846154	71.39	
42505.7291666667	75.2796153846154	71.4	
42476.8229166667	75.284	69.98	
42490.90625	75.284	75.98	
42491.8229166667	75.284	71.38	
42502.90625	75.284	68.35	
42489.1041666667	75.2927272727273	69.76	
42484.4895833333	75.3107692307692	70.53	
42488.4270833333	75.3114285714286	66.47	
42477.6770833333	75.35	69.96	
42480.6770833333	75.35	69.34	
42486.4270833333	75.35	67.07	
42491.46875	75.35	70.97	
42502.96875	75.35	69.12	
42505.6354166667	75.35	71.38	
42477.7291666667	75.365	69.99	
42485.9791666667	75.365	69.31	
42485.9479166667	75.3862068965517	68.84	
42486.90625	75.3862068965517	68	
42486.9479166667	75.3862068965517	68.72	
42478.6145833333	75.392	69.54	
42482.4479166667	75.392	69.19	
42487.4895833333	75.392	64.23	
42487.8645833333	75.428	69.27	
42498.65625	75.428	71.57	
42505.5208333333	75.4386046511628	71.33	
42502.375	75.44	69.1	
42496.4270833333	75.458	68.58	
42501.4270833333	75.458	69.11	
42503.3854166667	75.458	68.91	
42500.375	75.4762068965517	70.69	
42478.7291666667	75.48	69.92	
42481.6458333333	75.482	66.05	
42498.5625	75.482	71.43	
42486.96875	75.5075	69.04	
42479.8541666667	75.527	68.4	
42496.8541666667	75.527	75.79	
42483.4479166667	75.536	70.02	
42499.40625	75.536	66.24	
42505.6770833333	75.5392307692308	71.37	
42505.71875	75.5392307692308	71.4	
42485.4479166667	75.541052631579	68.51	
42483.8229166667	75.548	77.29	
42477.6875	75.575	69.99	
42480.6875	75.575	69.41	
42486.4375	75.575	65.2	
42491.4791666667	75.575	70.98	
42502.9791666667	75.575	69.22	
42505.6458333333	75.575	71.36	
42480.7916666667	75.584	67.88	
42484.5416666667	75.584	70.61	
42477.71875	75.59	69.98	
42485.96875	75.59	69.15	
42500.96875	75.6220689655172	70.59	
