Date	OADryBulbTemperatureNOAA	VariableTotalPower	FanplusCoolingEnergyAHUActualExponent2forAHU23
42524.6458333333	80.867	26443.6275878018	56861.10075
42524.65625	81.632	28491.2070296299	65599.8708833334
42524.6666666667	82.04	30127.6368731598	64594.46595
42524.6770833333	82.04	29163.9273972199	57041.7365333333
42524.6875	82.04	28141.7155244409	52228.1568833333
42524.6979166667	82.04	26888.5310353181	68415.4782
42527.375	77.462	27135.0119670514	42982.0365333333
42527.3854166667	78.452	23218.3998902298	37707.68595
42527.3958333333	79.442	25952.2887117317	42735.4380833333
42527.40625	80.432	30146.1218747466	44675.1096833334
42527.4166666667	81.317	28843.8602634967	50489.0334
42527.4270833333	82.082	28102.8162002601	54682.8341333334
42527.4375	82.847	30288.7705398119	60137.571
42527.4479166667	83.612	31844.9430047267	63289.9125333334
42527.4583333333	84.251	40943.2370090924	64346.3779333333
42527.46875	84.746	46462.2423096526	59942.7253333333
42527.4791666667	85.241	47833.214101888	56840.8860833333
42527.4895833333	85.736	44840.4817066366	64013.59515
42527.5	85.874	41264.310964618	60973.0280833333
42527.5104166667	85.604	32967.1571007555	54772.7891333333
42527.5208333333	85.334	23726.5615254266	46718.235
42527.53125	85.064	22281.4060775964	46548.32115
42527.5416666667	85.046	23946.9185995205	51117.8160833334
42527.5520833333	85.316	24642.1467703104	69022.1444833334
42527.5625	85.586	21677.5140578757	66877.1443333333
42527.5729166667	85.856	23051.8302434073	63449.9312833333
42527.5833333333	85.874	24358.9105237969	59651.1923333333
42527.59375	85.604	26913.0594218284	52705.8389333333
42527.6041666667	85.334	31140.8186607839	52257.5886
42527.6145833333	85.064	28005.8908756858	66410.3934
42527.625	85.172	28111.8199282828	69470.1795333333
42527.6354166667	85.712	30027.361587543	63946.03995
42527.6458333333	86.252	34194.5186631474	64684.88715
42527.65625	86.792	35994.6534080027	64688.7260833333
42527.6666666667	87.08	35972.3585112292	65356.37955
42527.6770833333	87.08	30719.6986329845	60742.1453333333
42527.6875	87.08	31329.1362056895	56950.6768833333
42527.6979166667	87.08	32823.5416979717	70268.7740833334
42528.4166666667	84.125	43294.3820062997	55915.248
42528.4270833333	84.35	42224.9700811535	65927.1683333333
42528.4375	84.575	33772.24889119	65665.6896
42528.4479166667	84.8	27731.5024830324	61686.7267333333
42528.4583333333	85.172	27347.3609230256	62076.7684833333
42528.46875	85.712	30437.2956390787	62159.2723333333
42528.4791666667	86.252	31257.5716091912	62703.0312833333
42528.4895833333	86.792	32771.4538585096	65104.59915
42528.5	86.954	33545.9802958086	64955.7620833333
42528.5104166667	86.684	34130.88642101	62389.5757333333
42528.5208333333	86.414	30043.6037724986	46020.9036833334
42528.53125	86.144	30544.3576067204	38046.3203333333
42528.5416666667	86.126	35763.251238425	58296.675
42528.5520833333	86.396	41135.1775606991	64942.6773333333
42528.5625	86.666	46284.5947058746	67214.4451333333
42528.5729166667	86.936	43229.8222862008	66808.7300833333
42528.5833333333	87.185	40957.0779461346	63965.4300833334
42528.59375	87.41	41324.1284014109	66731.9875333333
42528.6041666667	87.635	41360.8657933166	66328.7412833333
42528.6145833333	87.86	47533.8380629176	68851.85355
42528.625	88.211	49369.1822506499	67666.0264833333
42528.6354166667	88.706	41083.9879254719	72352.2144
42528.6458333333	89.201	37410.8250416281	70034.2093333333
42528.65625	89.696	37656.5874905992	73075.0019333333
42528.6666666667	89.855	48671.3847956979	74497.70955
42528.6770833333	89.63	50737.1607446907	74125.0488833334
42528.6875	89.405	47810.7533700055	72337.4563333333
42528.6979166667	89.18	37729.3796417684	69742.59435
42529.375	81.317	25664.155596901	53881.59555
42529.3854166667	82.082	28406.7453825637	62466.51315
42529.3958333333	82.847	31338.2668867069	66682.53795
42529.40625	83.612	32669.5482048518	63106.3011333334
42529.4166666667	84.251	37366.1452345275	64936.659
42529.4270833333	84.746	39296.5125872163	64210.4909333333
42529.4375	85.241	37372.384102968	63649.1252833333
42529.4479166667	85.736	37722.1785968751	61772.5219333333
42529.4583333333	86.126	30720.6426840439	60498.2784
42529.46875	86.396	29093.3228955953	62171.1317333333
