Date	OADryBulbTemperatureNOAA	VariableTotalPower	FanplusCoolingEnergyAHUActualExponent2forAHU23
42570.5520833333	91.766	45502.7435122236	66335.1699333333
42570.5625	92.261	48618.1702370332	66071.6380833334
42570.5729166667	92.756	50667.3510467312	67410.1880833333
42570.5833333333	93.377	48119.7125624262	68156.0872833333
42570.59375	94.142	46891.4875285743	65895.25635
42570.6041666667	94.907	49267.0346901679	66438.768
42570.6145833333	95.672	54684.2300151268	68708.6645333333
42570.625	95.954	52364.2030761686	69607.8083333333
42570.6354166667	95.684	52613.8983354534	68176.5651333333
42570.6458333333	95.414	49134.2076215965	68338.7189333333
42570.65625	95.144	49582.071622305	69057.1728833333
42570.6666666667	94.769	53514.9522733182	72726.4213333334
42570.6770833333	94.274	53882.698862433	72481.5693333333
42570.6875	93.779	53880.458175919	72582.8676833333
42570.6979166667	93.284	54981.8451157656	74524.1091333333
42571.375	82.4145945945946	42447.8506895045	57998.5536
42571.3854166667	83.2172972972973	48151.0597087505	57846.7853333333
42571.3958333333	84.02	48709.862222619	58887.675
42571.40625	84.1485714285714	49271.5843372588	58949.57115
42571.4166666667	85.277	49930.8352299765	65555.9971333333
42571.4270833333	86.042	50264.9056875938	66865.2894
42571.4375	86.807	49978.4743051956	66568.7635333333
42571.4479166667	87.572	49128.5656709664	64480.6312833333
42571.4583333333	88.211	51057.4257057611	59436.0000833333
42571.46875	88.706	50383.4209225221	65037.91755
42571.4791666667	89.201	50978.127744219	65268.81075
42571.4895833333	89.696	50907.4698182008	62197.1406
42571.5	90.317	50686.6533537915	62338.4308833333
42571.5104166667	91.082	47793.9663017368	62584.3320833333
42571.5208333333	91.847	47357.0856175124	62098.1100833333
42571.53125	92.612	46756.6796209574	61368.0309333333
42571.5416666667	93.02	47902.9999147615	61609.7340833334
42571.5520833333	93.02	49641.0540771791	62429.0957333334
42571.5625	93.02	49104.8187143328	63058.9773333334
42571.5729166667	93.02	50952.9687495197	63433.3365333333
42571.5833333333	93.377	50326.0257991492	64659.3932833333
42571.59375	94.142	51168.9606987504	64721.3112
42571.6041666667	94.907	50867.3129077848	66302.49195
42571.6145833333	95.672	55683.5499385863	66945.7920833333
42571.625	96.08	54454.1685025878	68595.6323333333
42571.6354166667	96.08	52680.4896827869	69232.5800833333
42571.6458333333	96.08	52250.4190469136	72249.40395
42571.65625	96.08	53622.8386751213	71458.5933333334
42571.6666666667	96.185	58074.8738643697	71306.3406
42571.6770833333	96.41	61237.2787914379	70830.8995333333
42571.6875	96.635	64706.1625288342	72524.1096833333
42571.6979166667	96.86	66495.4230009839	76143.35235
42572.375	83.297	46544.6977814841	59006.50275
42572.3854166667	84.062	48970.6253398864	58948.8309333333
42572.3958333333	84.827	52060.6576338854	59438.3523333334
42572.40625	85.592	52108.5111474133	59395.9568833333
42572.4166666667	86.231	52025.0090054505	60375.0848833333
42572.4270833333	86.726	50999.5794220289	60205.8272833333
42572.4375	87.221	50792.1573445593	60816.9464833333
42572.4479166667	87.716	51490.7377538314	61253.0688
42572.4583333333	88.211	51847.7679845474	61633.1811333333
42572.46875	88.706	51817.5719031255	62293.2184833333
42572.4791666667	89.201	51359.5115233718	63094.3444833333
42572.4895833333	89.696	49619.7822984733	64672.2613333333
42572.5	90.317	48821.7460665625	62772.204
42572.5104166667	91.082	48434.5384652599	61330.9400833333
42572.5208333333	91.847	49355.2785050386	61494.8220833333
42572.53125	92.612	49782.6594167263	61543.7347333334
42572.5416666667	93.251	55262.3969063397	61177.9667333334
42572.5520833333	93.746	57050.441565704	60780.0083333333
42572.5625	94.241	56831.2801754351	62045.1904833333
42572.5729166667	94.736	56241.7909391455	61472.79075
42572.5833333333	95.231	55296.4039383133	62114.0268833334
42572.59375	95.726	55620.1200751681	62648.5566
42572.6041666667	96.221	57645.8049139994	62627.6723333334
42572.6145833333	96.716	59326.2572863756	64649.6256
42572.625	96.98	58404.1182866849	64983.8872833333
42572.6354166667	96.98	59266.0122620929	64718.0588833334
42572.6458333333	96.98	59679.9224498679	66638.9461333333
42572.65625	96.98	60562.6711589697	66757.8325333333
42572.6666666667	96.98	61622.0775428931	67307.1812833333
42572.6770833333	96.98	62287.1383708795	70410.9012833333
42572.6875	96.98	63772.7203414084	72646.5444833333
42572.6979166667	96.98	66637.7038000017	73649.2371333333
42573.375	82.376	45527.2049375705	57935.4184833333
42573.3854166667	83.096	49893.6092543806	58299.699
42573.3958333333	83.816	48407.7326268529	57475.1928
42573.40625	84.536	45109.9474899596	58681.584
42573.4166666667	85.403	48041.7297555631	58377.8787333334
42573.4270833333	86.438	51535.2088881055	60643.4304
42573.4375	87.473	52802.2880547576	63938.9972833333
42573.4479166667	88.508	58050.083700952	65319.3395333334
42573.4583333333	89.396	59219.0736775837	62877.3651333333
42573.46875	90.116	59262.8145700808	63200.87235
42573.4791666667	90.836	59441.9239705091	64952.3059333333
42573.4895833333	91.556	59415.7893737282	63372.8525333333
42573.5	92.066	58795.5104681651	62209.6632
42573.5104166667	92.336	56830.8143307569	63693.3280833334
42573.5208333333	92.606	56546.1800257481	62733.6192
42573.53125	92.876	56457.2204056093	61349.2949333333
42573.5416666667	93.377	57384.1925493379	62171.2053333333
42573.5520833333	94.142	60682.0297522309	62680.93875
42573.5625	94.907	60931.2929718375	64658.1140833333
42573.5729166667	95.672	61634.8797077539	64049.0979333333
42573.5833333333	96.185	62272.3739762688	64819.1413333333
42573.59375	96.41	61532.1285564354	65706.9100833334
42573.6041666667	96.635	61651.8280342076	66660.2611333333
42573.6145833333	96.86	62689.8376633204	66629.7619333334
42573.625	96.98	63847.7861163464	66965.2531333334
42573.6354166667	96.98	63949.891815213	69244.20435
42573.6458333333	96.98	65685.9885900493	68562.2029333333
42573.65625	96.98	65845.1355874744	69400.37235
42573.6666666667	97.106	65822.667000869	71625.46755
42573.6770833333	97.376	67169.0491656372	71039.84475
42573.6875	97.646	67587.4078523075	70088.92995
42573.6979166667	97.916	68198.8168711114	69977.6140833333
42576.375	81.317	43487.9177308753	62235.243
42576.3854166667	82.082	47980.2994533291	65013.73875
42576.3958333333	82.847	50026.6015308527	65606.4803333333
42576.40625	83.612	50988.7365404653	65817.4892833334
42576.4166666667	84.377	53215.4639048651	67448.6797333333
42576.4270833333	85.142	51496.0108405851	71415.56235
42576.4375	85.907	50568.3433502749	71093.3069333333
42576.4479166667	86.672	51671.183661841	73521.0829333334
42576.4583333333	87.416	52650.5542250976	73321.1454
42576.46875	88.136	52108.5490817182	73912.30275
42576.4791666667	88.856	50316.6732379198	75261.9576
42576.4895833333	89.576	47366.8658075199	73752.7740833333
42576.5	90.422	48585.8780518599	71954.2355333333
42576.5104166667	91.412	50795.530944102	73261.4851333334
42576.5208333333	92.402	51651.7489591606	71688.57075
42576.53125	93.392	51538.4494588203	72345.2056833333
42576.5416666667	94.046	50973.2408088176	74336.85795
42576.5520833333	94.316	51401.4835396461	76763.58195
42576.5625	94.586	50692.0721698301	73282.7917333333
42576.5729166667	94.856	49178.8142012498	72453.7344
42576.5833333333	95.378	52388.2341405259	70851.2013333333
42576.59375	95.82125	53212.4061991469	68945.2896
42576.6041666667	93.880625	50177.7973101988	74059.6440833333
42576.6145833333	91.94	47771.2495862996	74216.6712
42576.625	82.94	34334.8773061898	76194.1347333333
42576.6354166667	83.84	35312.6360165406	73116.2581333333
42576.6458333333	84.74	37900.6822703388	72947.7624833334
42576.65625	85.136	36425.8490230999	71741.5392
42576.6666666667	86.5815384615385	38274.261870412	72609.3408
42576.6770833333	87.8382978723404	37131.8785492338	69408.6733333334
42576.6875	89.1021276595745	35634.8753916597	67625.7528
42576.6979166667	90.3659574468085	37162.405711148	69922.2835333333
42577.375	78.43	25672.0177851594	58995.9552
42577.3854166667	78.98	27101.6634755557	57526.875
42577.3958333333	79.536875	28812.8248159223	59766.0200833334
42577.40625	80.29625	29587.4826570491	62530.2584833333
42577.4166666667	80.5596551724138	28315.4005598925	62498.53755
42577.4270833333	81.6303448275862	33061.4294410663	61457.0883333333
42577.4375	82.7010344827586	34491.7538613458	63908.4052833333
42577.4479166667	83.771724137931	40923.2426790092	66189.2227333333
42577.4583333333	84.251	38748.4614540661	69330.9792
42577.46875	84.746	39173.3827310651	67370.18835
42577.4791666667	85.241	40692.7093879224	65668.2744
42577.4895833333	85.736	44952.0192498776	66526.80915
42577.5	86.357	43576.0523567643	67514.2116833334
42577.5104166667	87.122	38828.3375325435	66064.1109333333
42577.5208333333	87.887	36265.884354964	65167.011
42577.53125	88.652	39551.0618681762	65136.6846
42577.5416666667	89.291	46732.5065342167	64538.7341333333
42577.5520833333	89.786	49138.4703763471	67269.4325333333
42577.5625	90.281	51631.1811529724	68922.7374
42577.5729166667	90.776	54048.2484051937	79320.8400833333
42577.5833333333	91.271	53304.9632953219	70514.5048833334
42577.59375	91.766	51230.5238443051	67178.7292833333
42577.6041666667	92.261	52121.1118997849	67610.5516833333
42577.6145833333	92.756	53937.2460767184	68099.4288833333
42577.625	93.125	53918.8085912259	71183.4979333333
42577.6354166667	93.35	53478.1515494229	72552.3340833333
42577.6458333333	93.575	52115.6695235628	71787.0563333334
42577.65625	93.8	54737.4886160612	68892.8120833334
42577.6666666667	93.92	55784.6007135557	68364.1856833333
42577.6770833333	93.92	56221.3354254077	66732.50475
42577.6875	93.92	56879.4705316749	70926.70635
42577.6979166667	93.92	57773.8188353642	70442.0484833333
42578.375	80.522	39928.2929478093	44668.7620833334
42578.3854166667	81.512	46978.9738651862	62512.8724833333
42578.3958333333	82.502	48427.6990604033	65981.8931333333
42578.40625	83.492	49188.9291217551	61800.9726
42578.4166666667	84.482	49850.3804599426	61689.3653333333
42578.4270833333	85.472	49233.5765774888	62800.716
42578.4375	86.462	49972.655465942	61372.1443333334
42578.4479166667	87.452	49741.2436238894	61940.2933333333
42578.4583333333	87.98	50986.2927343282	62760.675
42578.46875	87.6753846153846	51209.4047091221	65073.88395
42578.4791666667	82.04	40145.6343134645	65096.8067333333
42578.4895833333	75.8	19889.8888134127	65223.6408
42578.5	76.8513043478261	21759.3316616564	64259.4960833333
42578.5104166667	78.8469565217391	21772.137139346	61965.78555
42578.5208333333	79.82	19600.0096012233	62614.5144833333
42578.53125	80.06	20377.3667317577	64003.1971333333
42578.5416666667	80.06	23088.667925627	61033.0464
42578.5520833333	80.06	24378.0321687075	60077.5518
42578.5625	80.06	23621.0334594943	58656.9507333333
42578.5729166667	80.06	23255.1307647753	59086.0524833333
42578.5833333333	80.165	22622.5495290473	58938.09195
42578.59375	80.39	25121.2293706743	61300.9596833333
42578.6041666667	80.615	26525.7551914241	60594.75075
42578.6145833333	80.84	25096.8877825723	60526.7331333333
42578.625	80.96	26527.4161773182	60622.61475
42578.6354166667	80.96	27115.6787108042	58964.3093333333
42578.6458333333	80.96	27815.0234090532	59173.7360833334
42578.65625	80.96	27444.6004407503	59020.8397333333
42578.6666666667	81.317	28306.867670671	59104.3021333333
42578.6770833333	82.082	28473.8664463994	61435.6723333333
42578.6875	82.847	32907.9953944634	64479.5252833333
42578.6979166667	83.612	36215.702189018	64251.02235
42579.375	82.1740425531915	48090.5940249984	54972.97995
42579.3854166667	82.4612765957447	49742.4545116524	57194.78475
42579.3958333333	82.7485106382979	51183.4570826507	58884.30675
42579.40625	82.94	51406.459915742	58269.6931333333
42579.4166666667	83.80625	51243.2117018403	58051.9253333333
42579.4270833333	84.92	50305.5204047617	58278.0828833333
42579.4375	85.08	49464.5173426031	59910.0304833333
42579.4479166667	85.68	50320.0393137087	60604.2540833333
42579.4583333333	86.462	51061.0324902431	60708.2805333333
42579.46875	87.452	51645.1624691404	60413.3262
42579.4791666667	88.442	51193.3588896061	60394.4376833334
42579.4895833333	89.432	50329.6211866342	62361.8803333333
42579.5	90.191	48842.7561645715	62812.24275
42579.5104166667	90.686	48223.5161411974	60360.0798
42579.5208333333	91.181	49172.3699267916	60284.71035
42579.53125	91.676	48515.0608525336	60234.636
42579.5416666667	92.0920689655172	48859.014512253	60238.88715
42579.5520833333	92.4179310344828	48578.1752164213	60131.6216833333
42579.5625	92.7437931034483	48199.4421489917	60980.8853333333
42579.5729166667	93.0696551724138	51307.1096832025	61902.0440833333
42579.5833333333	93.7584615384615	51009.2546217403	62808.4964833333
42579.59375	93.4123076923077	50503.7011539876	62547.6116833334
42579.6041666667	93.0661538461538	50646.0877104582	62100.59115
42579.6145833333	84.9971428571429	30934.1310232742	62901.2904833333
42579.625	79.9025	23546.0340636507	62164.2445333334
42579.6354166667	79.565	21729.3132515786	62034.8288833333
42579.6458333333	79.2275	22542.3138394089	60052.3107333333
42579.65625	78.98	21874.8032488893	59059.99035
42579.6666666667	78.98	21304.064220812	60023.5981333333
42579.6770833333	78.98	20914.0128814155	64915.0933333333
42579.6875	78.98	20652.1056905042	65497.51515
42579.6979166667	78.98	22140.7497029986	64838.77875
42580.375	81.8461538461539	47141.9523855196	50639.2180833333
42580.3854166667	81.4307692307692	49274.1524339495	58739.052
42580.3958333333	81.0153846153846	44534.8679642628	58807.2576
42580.40625	81.6285714285714	43113.7064040089	59547.2275333334
42580.4166666667	82.04	44925.0768386814	57432.4608
42580.4270833333	82.94	49372.1209103888	56441.4517333333
42580.4375	83.228	50223.0037957753	56345.004
42580.4479166667	84.32	49140.1886111398	56485.4579333333
42580.4583333333	85.277	48591.9716597554	56174.75955
42580.46875	86.042	51323.8776404469	57818.6320833334
42580.4791666667	86.807	51754.6135186998	57214.6524833333
42580.4895833333	87.572	50652.3787718312	56346.8813333333
42580.5	88.106	50406.693842026	57637.8020833334
42580.5104166667	88.376	48391.4800610821	57614.5288833333
42580.5208333333	88.646	46831.2056392425	58473.8675333333
42580.53125	88.916	46456.1737450428	57640.8851333333
42580.5416666667	89.291	46012.5878239913	58424.0368833333
42580.5520833333	89.786	46425.4844357632	59410.4451333333
42580.5625	90.281	50291.8258992584	60313.09275
42580.5729166667	90.776	52475.8739209418	60275.3214
42580.5833333333	91.271	50870.5206603536	61057.5619333333
42580.59375	91.766	50128.5040641448	62246.1043333333
42580.6041666667	92.261	48353.4064586457	63990.1731333334
42580.6145833333	92.756	47132.0987678764	64407.4560833333
42580.625	93.02	48602.3258437923	66494.00835
42580.6354166667	93.02	49866.0448313537	67367.25435
42580.6458333333	93.02	49805.6151848289	65776.63395
42580.65625	93.02	51343.2196772579	65943.5448
42580.6666666667	93.377	53437.7027386987	66605.76
42580.6770833333	94.142	57008.3591111073	68689.728
42580.6875	94.907	57847.9489271058	69470.9045333333
42580.6979166667	95.672	68847.400487468	69376.5557333333
42583.375	80.627	43100.9836809205	57000.42075
42583.3854166667	81.842	47920.8527210792	58535.55315
42583.3958333333	83.057	49929.4166627941	60168.64395
42583.40625	84.272	53319.0235041027	59844.1235333333
42583.4166666667	85.277	53425.8982926359	58354.3992
42583.4270833333	86.042	52137.6788448223	57900.6440833333
42583.4375	86.807	52509.9513649516	58190.4275333333
42583.4479166667	87.572	52544.6989119032	57399.49875
42583.4583333333	88.106	53599.6771555785	59396.0988833333
42583.46875	88.376	50450.5912909111	59815.0092833333
42583.4791666667	88.646	49256.1802553298	60288.1540833333
42583.4895833333	88.916	48580.0121357819	59908.035
42583.5	89.522	49782.3714455128	60308.5936833333
42583.5104166667	90.512	50331.2695114822	61069.49355
42583.5208333333	91.502	57911.444057744	61535.403
42583.53125	92.492	58972.5700141409	62011.9260833333
42583.5416666667	93.377	59982.4230553067	61802.796
42583.5520833333	94.142	60380.4991309882	63082.8712833333
42583.5625	94.907	56462.2077211804	63468.25875
42583.5729166667	95.672	62838.385594868	62872.4760833333
42583.5833333333	96.08	64470.6743446596	64461.5715333333
42583.59375	96.08	64313.1524586887	64667.8083333333
42583.6041666667	96.08	60165.0276251514	63720.6528
42583.6145833333	96.08	60377.6809320183	63317.0323333333
42583.625	96.311	54293.7236622245	64691.4232833333
42583.6354166667	96.806	52968.1450256285	64349.1253333333
42583.6458333333	97.301	53560.0166318896	64531.7261333333
42583.65625	97.796	61536.5635517156	66239.47515
42583.6666666667	97.829	64004.148485285	67212.51075
42583.6770833333	97.334	63497.5526474462	67432.6869333333
42583.6875	96.839	59617.9889818246	67092.7043333333
42583.6979166667	96.344	60551.7344132434	68199.4500833333
42584.375	82.2823076923077	46960.4844339379	55866.4734
42584.3854166667	82.8015384615385	50099.5167415587	56199.8132833333
42584.3958333333	83.4179310344828	51297.168513206	57008.955
42584.40625	84.0696551724138	50728.777956836	59952.47115
42584.4166666667	86.462	50763.8857557462	61431.57435
42584.4270833333	87.452	50047.6750540795	64590.8094
42584.4375	88.442	50300.197061448	63306.2733333333
42584.4479166667	89.432	49466.6359546336	66223.8796833333
42584.4583333333	90.191	49789.5573375609	65250.25275
42584.46875	90.686	51193.2811686632	65706.7651333333
42584.4791666667	91.181	51630.8802898209	67005.0176833333
42584.4895833333	91.676	53734.8499583472	65463.44475
42584.5	92.066	54017.1162734522	64788.0333333333
42584.5104166667	92.336	57626.6642016466	65305.6124833333
42584.5208333333	92.606	52090.4501585565	63204.6264833334
42584.53125	92.876	57586.8362485467	61741.1636833333
42584.5416666667	93.125	52916.8064425945	62707.74555
42584.5520833333	93.35	50793.3537927751	65530.9278
42584.5625	93.575	52143.5356683782	66116.1539333333
42584.5729166667	93.8	53466.650805548	66757.7500833333
42584.5833333333	94.172	55062.657251244	66289.97955
42584.59375	94.712	54453.7838833579	65562.2899333333
42584.6041666667	95.252	62691.0937155825	68588.2260833333
42584.6145833333	95.792	63752.0472282959	70347.7971333333
42584.625	96.185	64787.5679710107	68424.7059333333
42584.6354166667	96.41	64216.8935473407	69049.4680833334
42584.6458333333	96.635	64546.939486678	69491.6832
42584.65625	96.86	63420.4779010087	69219.1568833333
42584.6666666667	96.98	66121.1901894156	69814.2072
42584.6770833333	96.98	65892.9196323	69915.8000833333
42584.6875	96.98	67469.438006577	69604.00875
42584.6979166667	96.98	60975.1229475857	71366.9603333333
42585.375	82.376	44012.1903632496	57890.7264
42585.3854166667	83.096	47558.1604638744	59591.64675
42585.3958333333	83.816	49347.315210471	59607.3280833333
42585.40625	84.536	50436.1330077658	59665.6420833333
42585.4166666667	85.403	51207.426094495	61561.91835
42585.4270833333	86.438	51029.7459816924	61559.3816833333
42585.4375	87.473	51079.9275531954	63212.4112833333
42585.4479166667	88.508	50152.5807150944	61460.5704833333
42585.4583333333	89.396	49218.7401479023	61311.1296
42585.46875	90.116	51647.491351649	62091.468
42585.4791666667	90.836	53715.9861131201	62505.9149333333
42585.4895833333	91.556	55124.7540574409	63686.4739333334
42585.5	92.066	50047.5646641806	64884.0668833333
42585.5104166667	92.336	47953.3944972473	64496.2320833334
42585.5208333333	92.606	47158.7192905368	64518.12795
42585.53125	92.876	48811.0107794467	63572.3315333333
42585.5416666667	93.377	51054.148914574	63534.76275
42585.5520833333	94.142	53347.7800170151	65556.87195
42585.5625	94.907	56320.6174208462	64369.7128833333
42585.5729166667	95.672	60812.4238367141	64119.3000833333
42585.5833333333	96.08	56026.565546862	64685.1123333333
42585.59375	96.08	56349.5044421964	64389.2621333333
42585.6041666667	96.08	57794.4805740615	66600.4206
42585.6145833333	96.08	56831.3614682637	68063.2243333334
42585.625	96.185	56789.1080104478	68800.1480833333
42585.6354166667	96.41	56614.1093022196	68902.4461333334
42585.6458333333	96.635	56472.0417603643	71643.13275
42585.65625	96.86	57579.4992875552	71881.6643333333
42585.6666666667	97.106	65612.9440735305	72278.17275
42585.6770833333	97.376	68852.5340892823	74072.0723333333
42585.6875	97.646	70765.5827609373	74491.4637333334
42585.6979166667	97.916	72777.4208460758	74773.9171333333
42586.375	82.376	47387.8549186675	60833.7123333333
42586.3854166667	83.096	51352.8071304959	62530.2584833334
42586.3958333333	83.816	53364.0579192775	63392.8013333333
42586.40625	84.536	52956.1470070758	61253.2917333333
42586.4166666667	85.277	52564.0578573454	63663.4768833333
42586.4270833333	86.042	51523.8593946676	62726.75715
42586.4375	86.807	55575.5138130814	65158.88475
42586.4479166667	87.572	55887.4389736067	67246.0371333333
42586.4583333333	88.211	55345.8646389447	66885.2565333333
42586.46875	88.706	57577.5574635256	66172.2739333333
42586.4791666667	89.201	57458.941663047	64616.8147333333
42586.4895833333	89.696	52122.4972824488	65595.6920833333
42586.5	90.422	51291.4814806174	64490.29515
42586.5104166667	91.412	56465.4132914699	65859.9688833334
42586.5208333333	92.402	57064.8212765851	66563.6499333333
42586.53125	93.392	57074.0533789508	66594.0184833333
42586.5416666667	94.172	56144.6898321959	67109.2277333333
42586.5520833333	94.712	55662.1156240264	66451.9757333334
42586.5625	95.252	57210.1709106468	66176.8932833333
42586.5729166667	95.792	57186.1696653901	64310.37915
42586.5833333333	96.185	56921.8633030988	64544.5344
42586.59375	96.41	56101.4827052421	64500.6211333333
42586.6041666667	96.635	57350.5177236169	65906.2883333333
42586.6145833333	96.86	58713.4111468573	67157.7744833333
42586.625	96.98	59544.1574463393	69529.6056
42586.6354166667	96.98	59848.3339037558	68151.5000833333
42586.6458333333	96.98	61324.0032619454	69236.3694
42586.65625	96.98	62030.0330115896	70006.6035333333
42586.6666666667	96.98	63580.8673067517	71992.76115
42586.6770833333	96.98	64831.5908303254	70334.0814
42586.6875	96.98	66918.382370664	70238.3904833333
42586.6979166667	96.98	67980.1668571799	69777.1484833333
42587.375	83.3145945945946	46472.7545525733	58988.5005333333
42587.3854166667	84.1172972972973	49285.4326197581	61163.43555
42587.3958333333	84.92	49192.7821418941	60259.8580833334
42587.40625	86.3286956521739	46117.6362375977	60051.7645333333
42587.4166666667	87.08	48977.8433979211	60621.7504833333
42587.4270833333	87.08	51150.8777012715	60234.636
42587.4375	87.116	52719.1616259444	60211.4963333333
42587.4479166667	87.656	56806.1718108146	61840.8883333333
42587.4583333333	89.3424137931034	58007.6243998532	63025.5411333334
42587.46875	89.9475862068966	57819.5824087473	62909.5704833333
42587.4791666667	90.5527586206897	59345.6666515394	63135.7635333334
42587.4895833333	91.1579310344828	59047.2324569134	64248.68835
42587.5	91.502	59278.3320481236	64697.75235
42587.5104166667	92.492	58472.9409785066	65447.3552833333
42587.5208333333	93.482	57846.5297523169	64983.0787333333
42587.53125	94.472	56222.1430317979	63357.5406
42587.5416666667	94.769	58733.1213933206	64318.6800833333
42587.5520833333	94.274	61299.2049715672	65921.835
42587.5625	93.779	60765.3634578992	65276.9800833333
42587.5729166667	93.284	60604.5020174912	65104.59915
42587.5833333333	93.377	57721.9949472259	67478.3285333333
42587.59375	94.142	58633.1853498653	67188.0576833334
42587.6041666667	94.907	61008.7745727512	67256.27715
42587.6145833333	95.672	62057.8741350867	66906.4405333334
42587.625	95.954	63197.7625784591	66461.2608833333
42587.6354166667	95.684	61472.0237034121	66111.2755333333
42587.6458333333	95.414	61982.1777012054	67246.0371333333
42587.65625	95.144	62811.6486284637	69705.6803333333
42587.6666666667	95.357	64099.0818389717	70161.6915333334
42587.6770833333	96.122	63650.5949017251	70863.22515
42587.6875	96.887	66599.7094711855	70060.2508833334
42587.6979166667	97.652	68379.4276077018	70194.9876833333
42590.375	81.2823255813953	46395.2682963719	66618.7789333333
42590.3854166667	81.973023255814	48871.6420737361	72652.9024833334
42590.3958333333	82.6637209302326	51211.2111803108	73611.9940833334
42590.40625	83.9882352941176	56411.1761577357	72380.4941333333
42590.4166666667	85.4989189189189	57213.9509306998	71735.99355
42590.4270833333	86.7394594594595	57109.9161935557	72166.1571333333
42590.4375	87.98	57439.4432875902	72159.4189333333
42590.4479166667	87.8514285714286	57193.8860280236	70432.74675
42590.4583333333	88.337	57464.3835925114	68178.675
42590.46875	89.102	56929.8399621027	68665.2692833334
42590.4791666667	89.867	56798.326474705	68534.4112833333
42590.4895833333	90.632	57068.1642617576	68760.9088833334
42590.5	91.271	56666.950986109	66644.4685333333
42590.5104166667	91.766	55823.5410530721	66419.8500833333
42590.5208333333	92.261	54936.9094997611	67842.7668833334
42590.53125	92.756	56071.7513558827	64518.12675
42590.5416666667	93.377	58443.983757527	65040.03795
42590.5520833333	94.142	58222.5776861016	67284.4152
42590.5625	94.907	57227.7825041526	66986.24475
42590.5729166667	95.672	61655.8896134434	66682.1204833333
42590.5833333333	96.185	60411.9451770757	65610.5876833333
42590.59375	96.41	59101.8201585543	65837.424
42590.6041666667	96.635	58858.1465546564	66319.4142
42590.6145833333	96.86	59615.0879815654	65576.6060833333
42590.625	97.106	57516.7103619107	68427.1180833333
42590.6354166667	97.376	58801.5910577969	69204.6867333333
42590.6458333333	97.646	58932.0314008763	69572.3480833333
42590.65625	97.916	59438.8754189238	70992.7086
42590.6666666667	98.06	60213.8523902179	72837.8656833333
42590.6770833333	98.06	61662.2287024877	73816.2275333333
42590.6875	98.06	64467.2173910558	73317.31275
42590.6979166667	98.06	66008.4037495155	72300.85995
42591.375	83.423	47080.0704860353	62744.8675333334
42591.3958333333	85.493	51673.8120115659	63387.9011333334
42591.40625	86.528	50699.0957900107	63537.8051333334
42591.4270833333	87.98	51032.3014633035	66076.059
42591.4375	87.98	50777.5473155996	65878.8917333334
42591.4479166667	87.98	49946.5381083935	65981.19675
42591.4791666667	89.867	51712.1786497638	65128.8000833333
42591.4895833333	90.632	52400.6052129081	65737.54875
42591.5	91.502	58755.5270716469	66280.9933333333
42591.5208333333	93.482	57237.8668989969	66236.0771333333
42591.5416666667	95.231	58952.6898792859	63077.4428833334
42591.5625	96.221	61462.8381022684	66546.8816833334
42591.5833333333	97.211	61943.0118275431	68338.7189333333
42591.6041666667	98.201	64869.6083916695	67199.43675
42591.6145833333	98.696	65341.8672587106	68071.9756833334
42591.625	98.96	65436.0784750672	67679.9886
42591.6354166667	98.96	65422.3623468664	67649.1438
42591.65625	98.96	65146.7748400692	68029.4388833333
42591.6666666667	98.96	65507.9532385638	66965.2531333333
42591.6770833333	98.96	64859.231725203	67249.3568833333
42591.6875	98.96	65379.1468958625	70221.8701333333
42591.6979166667	98.96	65314.9099504176	69541.4600833334
42592.375	83.4125	45364.6099602345	62878.7712
42592.3854166667	84.4057142857143	48845.5958651384	62444.5928833333
42592.3958333333	85.64	52880.6392426619	59881.57875
42592.40625	87.1828571428571	56295.3510643313	56093.0616
42592.4166666667	88.211	57992.7194321961	66064.6080833334
42592.4270833333	88.706	57371.3223409607	64140.9940833333
42592.4375	89.201	57157.7830830733	62674.6933333333
42592.4479166667	89.696	56304.7612214209	62498.4373333333
42592.4583333333	90.191	56854.6522352239	63093.56475
42592.46875	90.686	57598.8973953085	63140.99715
42592.4791666667	91.181	59560.6532542755	63959.9416833333
42592.4895833333	91.676	59409.2708020737	63468.8780833333
42592.5	92.297	59439.1506376875	62614.9288833334
42592.5104166667	93.062	58339.635795518	62925.5501333334
42592.5208333333	93.827	58492.0443951355	63657.5544
42592.53125	94.592	58683.1275802378	64081.3936833333
42592.5416666667	95.357	60337.0180062374	64485.6333333333
42592.5520833333	96.122	62177.1626976103	64265.7580833334
42592.5625	96.887	61235.0119388193	66318.3592833333
42592.5729166667	97.652	60263.4520577711	65955.4974
42592.5833333333	98.06	60029.0899463328	65526.7660833334
42592.59375	98.06	60967.4285501432	66194.38875
42592.6041666667	98.06	62616.2533397762	65305.2928833333
42592.6145833333	98.06	62640.2318032575	66329.3660833333
42592.625	98.165	62754.7108970402	65337.0867333333
42592.6354166667	98.39	63077.1198250068	68329.2216
42592.6458333333	98.615	64040.8959706455	66854.8437333333
42592.65625	98.84	62323.2717955156	67407.26115
42592.6666666667	98.96	64662.9208808247	69975.5859333333
42592.6770833333	98.96	68847.3806301528	72329.4920833333
42592.6875	98.96	70074.4934514355	69915.8000833334
42592.6979166667	98.96	72878.3992022058	68191.9523333333
42593.375	84.2533333333333	49119.7832456563	58825.7229333333
42593.3854166667	84.7533333333333	53883.1783537	61524.7117333333
42593.3958333333	85.5745454545454	58081.2709226029	61231.4453333333
