Date	OADryBulbTemperatureNOAA	ZoneLoadforContainerFPVAV214	
42464.3125	51.221	4590	
42467.1354166667	51.254	4819.5	
42461.8645833333	51.344	3901.5	
42467.09375	51.41	4590	
42464.2291666667	51.425	4360.5	
42467.0729166667	51.464	4819.5	
42467.1041666667	51.635	4590	
42464.21875	51.65	4360.5	
42464.3229166667	51.716	4360.5	
42467.125	51.749	5278.5	
42461.8541666667	51.839	3901.5	
42462.3854166667	51.848	3901.5	
42467.1145833333	51.86	5278.5	
42464.2083333333	51.875	3901.5	
42464.1666666667	51.98	4131	
42464.1875	51.98	4131	
42464.1979166667	51.98	3672	
42465.25	51.98	5737.5	
42465.2604166667	51.98	5737.5	
42465.2708333333	51.98	5737.5	
42465.28125	51.98	5737.5	
42465.2916666667	51.98	5737.5	
42465.3020833333	51.98	5737.5	
42465.3125	51.98	5737.5	
42465.3229166667	51.98	5737.5	
42463.0104166667	52.112	4131	
42467.0625	52.184	4819.5	
42462.9583333333	52.211	3213	
42464.15625	52.244	4590	
42465.2395833333	52.244	5737.5	
42461.84375	52.334	3901.5	
42464.3333333333	52.568	5049	
42467.34375	52.616	5737.5	
42465.3333333333	52.673	5737.5	
42462.96875	52.706	3213	
42464.1458333333	52.739	4360.5	
42465.2291666667	52.739	4819.5	
42462.9479166667	52.772	3213	
42461.8333333333	52.829	5049	
42467.0520833333	52.904	4819.5	
42461.7916666667	53.06	5278.5	
42461.8020833333	53.06	5508	
42461.8125	53.06	4819.5	
42461.8229166667	53.06	4131	
42462.3958333333	53.108	2983.5	
42462.9791666667	53.201	3213	
42465.21875	53.234	4819.5	
42461.78125	53.324	4819.5	
42463	53.372	4131	
42467.0416666667	53.624	4819.5	
42462.9895833333	53.696	4131	
42463.3645833333	53.696	459	
42464.125	53.729	3901.5	
42465.2083333333	53.729	4819.5	
42461.7708333333	53.819	4819.5	
42464.34375	53.828	5278.5	
42464.0833333333	53.96	3901.5	
42464.09375	53.96	3901.5	
42464.1041666667	53.96	3901.5	
42464.1145833333	53.96	3672	
42461.7083333333	54.086	10098	
42465.34375	54.158	5049	
42461.6979166667	54.224	10098	
42465.1979166667	54.224	4590	
42462.9375	54.257	3213	
42461.7604166667	54.314	5737.5	
42461.71875	54.356	9868.5	
42462.40625	54.368	1836	
42467.03125	54.368	4360.5	
42464.0729166667	54.488	3901.5	
42461.7291666667	54.626	8491.5	
42461.6875	54.719	10098	
42465.1875	54.719	4590	
42461.75	54.809	6885	
42461.7395833333	54.896	7573.5	
42464.3541666667	55.088	5049	
42467.0208333333	55.133	4360.5	
42467.3541666667	55.136	5967	
42461.6770833333	55.214	10098	
42465.1770833333	55.214	5278.5	
42475.2395833333	55.4385714285714	4590	
42464.0625	55.478	3442.5	
42475.2291666667	55.5832142857143	5049	
42462.4166666667	55.628	459	
42465.3541666667	55.643	5278.5	
42461.6666666667	55.709	10098	
42465.1666666667	55.709	4819.5	
42475.21875	55.7278571428571	4819.5	
42463.375	55.733	2524.5	
42462.9270833333	55.742	3672	
42475.2083333333	55.8725	4360.5	
42467.0104166667	55.898	4819.5	
42465.125	55.94	4819.5	
42465.1458333333	55.94	4819.5	
42465.15625	55.94	4819.5	
42475.25	55.94	4590	
42475.3020833333	55.94	4819.5	
42475.3125	55.94	4819.5	
42475.3229166667	55.94	4819.5	
42468.0833333333	56.066	4819.5	
42461.65625	56.084	10098	
42466.1979166667	56.084	4590	
42475.1979166667	56.084	4131	
42475.3333333333	56.0920689655172	5737.5	
42465.1145833333	56.204	4360.5	
42475.2604166667	56.3194594594595	4819.5	
42468.09375	56.336	4590	
42461.6458333333	56.354	10098	
42466.1875	56.354	5049	
42475.1875	56.354	5049	
42466.2083333333	56.36	4590	
42475.34375	56.4179310344828	4819.5	
42464.0520833333	56.468	3901.5	
42468.0729166667	56.492	4360.5	
42466.25	56.57	4819.5	
42468.1041666667	56.606	4590	
42461.6354166667	56.624	10098	
42466.1770833333	56.624	4360.5	
42475.1770833333	56.624	5049	
42467	56.663	4360.5	
42465.1041666667	56.699	4590	
42475.3541666667	56.7437931034483	4819.5	
42475.2708333333	56.7572972972973	4819.5	
42468.1145833333	56.876	4590	
42462.4270833333	56.888	0	
42461.625	56.894	10327.5	
42466.1666666667	56.894	4590	
42475.1666666667	56.894	4131	
42461.3229166667	57.02	5278.5	
42466.2604166667	57.02	5049	
42466.2708333333	57.02	5049	
42466.28125	57.02	5508	
42466.2916666667	57.02	5508	
42468.125	57.02	4590	
42468.1458333333	57.02	4360.5	
42468.15625	57.02	4360.5	
42475.2916666667	57.02	5737.5	
42466.21875	57.0384615384615	4819.5	
42475.3645833333	57.0696551724138	5049	
42466.2291666667	57.1076923076923	4819.5	
42475.28125	57.11	5278.5	
42468.1666666667	57.125	4819.5	
42469.25	57.125	3672	
42465.3645833333	57.128	4819.5	
42466.9895833333	57.14	4590	
42469.2395833333	57.14	3442.5	
42474.28125	57.14	4819.5	
42466.2395833333	57.1769230769231	4819.5	
42465.09375	57.194	5049	
42461.3125	57.2114893617021	4819.5	
42463.3854166667	57.218	2754	
42462.9166666667	57.227	3442.5	
42475.15625	57.284	4131	
42483.28125	57.284	4819.5	
42468.1770833333	57.35	4819.5	
42469.2604166667	57.35	4131	
42466.9791666667	57.365	4819.5	
42469.2291666667	57.365	3672	
42474.2708333333	57.365	4819.5	
42466.15625	57.428	4590	
42464.0416666667	57.458	4131	
42461.3020833333	57.4987234042553	4819.5	
42474.2916666667	57.5046153846154	4819.5	
42468.0625	57.527	4131	
42468.1875	57.575	4360.5	
42469.2708333333	57.575	3442.5	
42466.96875	57.59	4819.5	
42469.21875	57.59	3672	
42474.2604166667	57.59	4819.5	
42461.3333333333	57.608	5278.5	
42466.3020833333	57.614	5049	
42467.3645833333	57.656	5967	
42483.2916666667	57.713	4819.5	
42475.1458333333	57.779	4131	
42483.2708333333	57.779	4819.5	
42461.2916666667	57.7859574468085	5278.5	
42468.1979166667	57.8	4360.5	
42469.28125	57.8	4131	
42466.9583333333	57.815	4819.5	
42469.2083333333	57.815	3672	
42474.25	57.815	4819.5	
42464	57.92	3672	
42464.0104166667	57.92	4131	
42464.0208333333	57.92	3672	
42464.03125	57.92	3672	
42469.125	57.92	4131	
42469.1354166667	57.92	3442.5	
42469.1458333333	57.92	3901.5	
42469.15625	57.92	3672	
42469.1666666667	57.92	3672	
42469.1770833333	57.92	3442.5	
42469.1875	57.92	3672	
42469.1979166667	57.92	3672	
42475.375	57.92	5049	
42475.3854166667	57.92	5278.5	
42461.6145833333	57.956	10327.5	
42475.3958333333	58.0064	5278.5	
42469.2916666667	58.046	4131	
42469.1145833333	58.064	4360.5	
42474.2395833333	58.064	4819.5	
42462.4375	58.148	459	
42466.1458333333	58.193	4590	
42461.28125	58.208	4819.5	
42465.0729166667	58.208	4590	
42466.9479166667	58.208	4819.5	
42483.2604166667	58.274	4360.5	
42469.3020833333	58.316	3901.5	
42462.90625	58.328	3213	
42463.9895833333	58.328	3442.5	
42469.1041666667	58.334	3672	
42474.2291666667	58.334	4590	
42466.3125	58.3565	5508	
42468.2083333333	58.508	4590	
42468.0520833333	58.562	4360.5	
42469.3125	58.586	3901.5	
42469.09375	58.604	3672	
42474.21875	58.604	4590	
42475.40625	58.6544	4819.5	
42463.3958333333	58.703	3213	
42465.375	58.739	5049	
42461.2708333333	58.748	4819.5	
42465.0625	58.748	4819.5	
42466.9375	58.748	4360.5	
42475.125	58.769	4131	
42483.25	58.769	4819.5	
42469.3229166667	58.856	3901.5	
42461.34375	58.868	5278.5	
42469.0833333333	58.874	3672	
42474.2083333333	58.874	4360.5	
42466.1354166667	58.958	4590	
42466.3229166667	59	5508	
42474.3020833333	59	4819.5	
42474.3125	59	4819.5	
42474.3229166667	59	5278.5	
42474.3333333333	59	5737.5	
42475.0833333333	59	4360.5	
42475.09375	59	4360.5	
42475.1041666667	59	4131	
42475.1145833333	59	4131	
42483.125	59	4590	
42483.1458333333	59	4819.5	
42483.15625	59	4819.5	
42483.1666666667	59	4360.5	
42483.1770833333	59	4819.5	
42483.1875	59	4819.5	
42483.1979166667	59	4819.5	
42483.2083333333	59	4590	
42483.21875	59	4590	
42483.2291666667	59	5049	
42483.2395833333	59	5049	
42462.8958333333	59.093	2983.5	
42463.9791666667	59.093	3672	
42474.34375	59.1157142857143	4819.5	
42468.3229166667	59.144	5278.5	
42474.9479166667	59.144	4360.5	
42475.0729166667	59.144	4360.5	
42464.3854166667	59.198	5278.5	
42483.3020833333	59.198	4819.5	
42475.4166666667	59.231	5049	
42474.1979166667	59.2541176470588	4360.5	
42483.1145833333	59.264	4590	
42484.28125	59.264	5278.5	
42461.2604166667	59.288	4819.5	
42465.0520833333	59.288	4819.5	
42466.9270833333	59.288	4360.5	
42474.9583333333	59.378	4819.5	
42462.4479166667	59.408	0	
42469.0729166667	59.408	3901.5	
42468.3125	59.414	5278.5	
42474.9375	59.414	4819.5	
42475.0625	59.414	4360.5	
42469.3333333333	59.462	3901.5	
42484.2916666667	59.462	5278.5	
42468.3333333333	59.588	5278.5	
42468.0416666667	59.597	4360.5	
42466.3333333333	59.63	5278.5	
42468.3020833333	59.684	5278.5	
42474.9270833333	59.684	4819.5	
42475.0520833333	59.684	4360.5	
42474.3541666667	59.6942857142857	5278.5	
42461.6041666667	59.711	10557	
42466.125	59.723	4819.5	
42475.4270833333	59.726	5049	
42474.1875	59.7305882352941	4360.5	
42483.1041666667	59.759	4590	
42484.2708333333	59.759	5278.5	
42468.21875	59.768	5049	
42461.25	59.828	4819.5	
42465.0416666667	59.828	4819.5	
42466.9166666667	59.828	4360.5	
42462.8854166667	59.858	2754	
42463.96875	59.858	3672	
42467.375	59.924	5278.5	
42468.2916666667	59.954	5278.5	
42474.9166666667	59.954	4590	
42475.0416666667	59.954	4590	
42465.0104166667	60.08	4360.5	
42465.0208333333	60.08	4360.5	
42465.03125	60.08	4819.5	
42466.0833333333	60.08	4819.5	
42466.09375	60.08	4819.5	
42466.1041666667	60.08	4360.5	
42466.1145833333	60.08	4819.5	
42466.34375	60.08	5508	
42466.3541666667	60.08	5737.5	
42466.3645833333	60.08	5967	
42474.96875	60.08	4819.5	
42474.9791666667	60.08	4819.5	
42474.9895833333	60.08	4590	
42482.25	60.08	5049	
42482.2604166667	60.08	5049	
42482.2708333333	60.08	5278.5	
42482.28125	60.08	5278.5	
42466.375	60.1166666666667	5967	
42461.3541666667	60.128	5508	
42469.0625	60.173	3672	
42463.40625	60.188	3213	
42464.9895833333	60.2	4360.5	
42466.0729166667	60.2	4819.5	
42468.03125	60.2	4360.5	
42474.90625	60.2	4590	
42474.1770833333	60.2184615384615	4360.5	
42475.4375	60.221	5049	
42483.09375	60.254	4819.5	
42484.2604166667	60.254	5278.5	
42475	60.2832258064516	4590	
42482.2916666667	60.311	5278.5	
42475.03125	60.328275862069	4360.5	
42461.2395833333	60.344	4819.5	
42476.0729166667	60.344	4360.5	
42482.2395833333	60.344	4819.5	
42464.9791666667	60.425	4360.5	
42466.0625	60.425	4360.5	
42468.0208333333	60.425	4360.5	
42474.8958333333	60.425	4590	
42474.3645833333	60.4261538461538	5278.5	
42469.34375	60.452	3901.5	
42484.3020833333	60.452	5278.5	
42468.28125	60.464	5278.5	
42465.3854166667	60.494	5278.5	
42466.90625	60.608	3901.5	
42476.0833333333	60.6130769230769	4360.5	
42462.875	60.623	3213	
42463.9583333333	60.623	3672	
42462.4583333333	60.647	229.5	
42464.96875	60.65	4360.5	
42466.0520833333	60.65	4360.5	
42468.0104166667	60.65	4360.5	
42474.8854166667	60.65	4590	
42466.3854166667	60.6666666666667	6196.5	
42464.3958333333	60.683	5049	
42483.3125	60.683	4819.5	
42475.4479166667	60.716	5278.5	
42475.0104166667	60.7187096774194	4590	
42474.1666666667	60.7376923076923	4131	
42483.0833333333	60.749	4819.5	
42484.25	60.749	5278.5	
42475.0208333333	60.7937931034483	5049	
42482.3020833333	60.806	5278.5	
42461.2291666667	60.839	4819.5	
42476.0625	60.839	4360.5	
42482.2291666667	60.839	4819.5	
42468.34375	60.848	5278.5	
42473.2395833333	60.872	4360.5	
42464.9583333333	60.875	4590	
42466.0416666667	60.875	4360.5	
42468	60.875	4360.5	
42474.875	60.875	4590	
42469.0520833333	60.938	3901.5	
42473.2083333333	60.98	4590	
42473.21875	60.98	4360.5	
42473.2291666667	60.98	4360.5	
42473.25	60.98	5049	
42473.2604166667	60.98	5049	
42473.2708333333	60.98	5049	
42473.28125	60.98	5049	
42473.2916666667	60.98	5049	
42473.3020833333	60.98	5278.5	
42473.3125	60.98	5278.5	
42473.3229166667	60.98	5278.5	
42474.1458333333	60.98	4131	
42474.15625	60.98	4360.5	
42480.3333333333	60.98	5737.5	
42480.34375	60.98	5967	
42480.3541666667	60.98	5967	
42483.0416666667	60.98	4819.5	
42483.0520833333	60.98	4360.5	
42483.0625	60.98	4360.5	
42483.0729166667	60.98	4819.5	
42484.2083333333	60.98	5278.5	
42484.21875	60.98	5278.5	
42484.2291666667	60.98	5278.5	
42484.2395833333	60.98	4819.5	
42468.2291666667	61.028	5278.5	
42474.375	61.106	5278.5	
42463.9479166667	61.124	3213	
42484.1979166667	61.124	5508	
42473.3333333333	61.1342857142857	5278.5	
42481.34375	61.148	5278.5	
42473.1979166667	61.1763636363636	4590	
42468.2708333333	61.184	5278.5	
42466.3958333333	61.2166666666667	6196.5	
42462.8645833333	61.244	3213	
42464.9479166667	61.244	4590	
42466.03125	61.244	4360.5	
42467.9895833333	61.244	4360.5	
42474.8645833333	61.244	4360.5	
42482.3125	61.301	5278.5	
42461.21875	61.334	4819.5	
42476.0520833333	61.334	4360.5	
42482.21875	61.334	4819.5	
42474.1354166667	61.34	4360.5	
42474.3854166667	61.376	5049	
42461.3645833333	61.388	6196.5	
42483.03125	61.388	5278.5	
42463.9375	61.394	3442.5	
42484.1875	61.394	5508	
42469.3541666667	61.442	3901.5	
42484.3125	61.442	5278.5	
42463.4166666667	61.442	2754	
42475.4583333333	61.442	5278.5	
42473.34375	61.4648979591837	5278.5	
42461.59375	61.466	10557	
42481.3541666667	61.508	5508	
42480.3645833333	61.52	6196.5	
42473.1875	61.5445454545455	4819.5	
42466.8958333333	61.598	3901.5	
42474.3958333333	61.646	5278.5	
42476.1458333333	61.66	4590	
42463.9270833333	61.664	3442.5	
42484.1770833333	61.664	5508	
42469.0416666667	61.703	3901.5	
42462.8541666667	61.739	3213	
42464.9375	61.739	4131	
42466.0208333333	61.739	4360.5	
42467.9791666667	61.739	4360.5	
42474.8541666667	61.739	4819.5	
42476.09375	61.7553846153846	4360.5	
42466.40625	61.7666666666667	7114.5	
42473.3541666667	61.7955102040816	5508	
42482.3229166667	61.796	5278.5	
42461.2083333333	61.829	4590	
42476.0416666667	61.829	4360.5	
42482.2083333333	61.829	4819.5	
42474.125	61.8309090909091	4360.5	
42480.3229166667	61.844	5967	
42462.46875	61.862	229.5	
42481.3645833333	61.868	5967	
42468.2604166667	61.904	5278.5	
42467.3854166667	61.904	5049	
42473.1770833333	61.9127272727273	4590	
42474.40625	61.916	5278.5	
42463.9166666667	61.934	3442.5	
42484.1666666667	61.934	5278.5	
42469	62.06	3901.5	
42469.0104166667	62.06	2983.5	
42469.0208333333	62.06	-4819.5	
42469.03125	62.06	3901.5	
42470.25	62.06	4131	
42470.2604166667	62.06	4360.5	
42470.2708333333	62.06	3672	
42470.28125	62.06	3901.5	
42470.2916666667	62.06	4131	
42473.0833333333	62.06	4819.5	
42473.09375	62.06	4819.5	
42473.125	62.06	4819.5	
42473.1354166667	62.06	4819.5	
42473.1458333333	62.06	4819.5	
42473.15625	62.06	4819.5	
42473.1666666667	62.06	4819.5	
42473.3645833333	62.06	5049	
42474.0520833333	62.06	4360.5	
42474.0625	62.06	4131	
42474.0729166667	62.06	4590	
42474.0833333333	62.06	4590	
42474.09375	62.06	4590	
42474.1041666667	62.06	4590	
42474.1145833333	62.06	4360.5	
42476.1875	62.06	4360.5	
42476.1979166667	62.06	4360.5	
42480.375	62.06	5967	
42480.3854166667	62.06	7114.5	
42480.3958333333	62.06	8262	
42480.40625	62.06	8262	
42481.375	62.06	5967	
42481.3854166667	62.06	6196.5	
42484.125	62.06	5508	
42484.1458333333	62.06	5278.5	
42484.15625	62.06	5508	
42476.1041666667	62.0975	4819.5	
42468.3541666667	62.108	5278.5	
42483.0208333333	62.153	-4360.5	
42461.375	62.165	5737.5	
42465.9583333333	62.165	4131	
42473.375	62.165	5278.5	
42474.4166666667	62.165	5508	
42464.40625	62.168	5278.5	
42483.3229166667	62.168	4819.5	
42470.3020833333	62.1725	4360.5	
42461.1979166667	62.18	4360.5	
42470.2395833333	62.18	4131	
42482.1979166667	62.18	4819.5	
42476.2083333333	62.2257894736842	4360.5	
42462.84375	62.234	3213	
42464.9270833333	62.234	4131	
42466.0104166667	62.234	4360.5	
42467.96875	62.234	3901.5	
42474.84375	62.234	4819.5	
42465.3958333333	62.249	5278.5	
42473.1041666667	62.2664705882353	4819.5	
42476.125	62.267	4590	
42468.2395833333	62.288	5278.5	
42480.4166666667	62.291	9639	
42463.90625	62.324	3442.5	
42476.03125	62.324	4590	
42484.1145833333	62.324	5508	
42481.3958333333	62.3511764705882	5508	
42466.4166666667	62.36	7803	
42461.3854166667	62.39	5278.5	
42465.96875	62.39	4131	
42473.3854166667	62.39	5278.5	
42474.4270833333	62.39	5508	
42461.1875	62.405	4360.5	
42470.2291666667	62.405	3901.5	
42482.1875	62.405	4819.5	
42476.15625	62.4061538461538	4590	
42476.1770833333	62.4061538461538	4360.5	
42469.3645833333	62.432	3901.5	
42484.3229166667	62.432	5278.5	
42463.4270833333	62.432	2754	
42475.46875	62.432	4819.5	
42468.9895833333	62.444	3901.5	
42481.3333333333	62.5	5049	
42473.1145833333	62.5047058823529	4819.5	
42474.0416666667	62.51	4819.5	
42476.21875	62.5810526315789	4360.5	
42465.9479166667	62.588	4131	
42466.8854166667	62.588	3901.5	
42470.3125	62.594375	3672	
42461.3958333333	62.615	5508	
42465.9791666667	62.615	4590	
42473.3958333333	62.615	5967	
42474.4375	62.615	5737.5	
42468.25	62.624	5278.5	
42482.3333333333	62.627	5278.5	
42461.1770833333	62.63	4360.5	
42470.21875	62.63	3901.5	
42482.1770833333	62.63	4819.5	
42470.1145833333	62.6372413793103	4131	
42487.1979166667	62.6439024390244	3901.5	
42476.1145833333	62.66	4819.5	
42476.2395833333	62.6635294117647	4360.5	
42473.0729166667	62.7136842105263	4819.5	
42462.8333333333	62.729	3213	
42466	62.729	4360.5	
42467.9583333333	62.729	4131	
42474.8333333333	62.729	4819.5	
42470.1041666667	62.7303448275862	4131	
42481.40625	62.7482352941176	6196.5	
42487.1875	62.7756097560976	4590	
42473.9895833333	62.78	4819.5	
42480.4270833333	62.786	8491.5	
42463.8958333333	62.819	2983.5	
42476.0208333333	62.819	-4360.5	
42484.1041666667	62.819	5278.5	
42470.09375	62.8234482758621	4131	
42461.40625	62.84	6196.5	
42465.9895833333	62.84	4360.5	
42473.40625	62.84	6196.5	
42474.4479166667	62.84	5737.5	
42461.1666666667	62.855	4360.5	
42470.2083333333	62.855	4590	
42482.1666666667	62.855	4819.5	
42487.1770833333	62.9073170731707	4590	
42470.0833333333	62.9165517241379	4131	
42483.0104166667	62.918	3442.5	
42476.1666666667	62.9253846153846	4590	
42476.2291666667	62.9363157894737	4360.5	
42461.0416666667	62.96	4360.5	
42461.0520833333	62.96	4360.5	
42461.0625	62.96	4360.5	
42461.0729166667	62.96	4131	
42461.0833333333	62.96	4360.5	
42461.09375	62.96	4131	
42461.1041666667	62.96	3901.5	
42461.1145833333	62.96	4590	
42461.125	62.96	4590	
42461.1458333333	62.96	4360.5	
42461.15625	62.96	4360.5	
42470.125	62.96	3901.5	
42470.1458333333	62.96	3901.5	
42470.15625	62.96	3901.5	
42470.1666666667	62.96	3901.5	
42470.1770833333	62.96	3901.5	
42470.1875	62.96	3901.5	
42470.1979166667	62.96	4360.5	
42470.3229166667	62.96	4131	
42473.0416666667	62.96	4819.5	
42473.0520833333	62.96	4360.5	
42473.0625	62.96	4360.5	
42473.9583333333	62.96	4360.5	
42473.96875	62.96	4360.5	
42473.9791666667	62.96	4819.5	
42474	62.96	4819.5	
42474.0104166667	62.96	4360.5	
42474.0208333333	62.96	4360.5	
42474.03125	62.96	4819.5	
42487.1666666667	62.96	4590	
42487.2083333333	62.96	3901.5	
42487.21875	62.96	4590	
42487.2291666667	62.96	5278.5	
42487.2395833333	62.96	5278.5	
42466.4270833333	63.0615384615385	7803	
42462.4791666667	63.077	459	
42461.4166666667	63.086	6196.5	
42461.5416666667	63.086	7803	
42487.25	63.086	5737.5	
42467.9479166667	63.104	3901.5	
42470.0729166667	63.104	4131	
42473.03125	63.104	4590	
42473.9479166667	63.104	4360.5	
42482.15625	63.104	4819.5	
42468.9791666667	63.164	3901.5	
42476.25	63.1903225806452	4360.5	
42461.5833333333	63.221	10557	
42461.53125	63.224	7803	
42474.4583333333	63.2613043478261	5737.5	
42480.4375	63.281	8032.5	
42463.8854166667	63.314	2983.5	
42476.0104166667	63.314	2524.5	
42484.09375	63.314	5278.5	
42470.3333333333	63.317	4360.5	
42461.4270833333	63.356	6655.5	
42461.5520833333	63.356	7803	
42487.2604166667	63.356	5737.5	
42464.90625	63.368	4131	
42468.3645833333	63.368	5278.5	
42467.9375	63.374	4131	
42470.0625	63.374	4131	
42473.0208333333	63.374	4360.5	
42473.9375	63.374	4590	
42482.1458333333	63.374	5049	
42463.4375	63.422	2754	
42469.375	63.422	3901.5	
42475.4791666667	63.422	5278.5	
42481.4166666667	63.422	6196.5	
42484.3333333333	63.422	5278.5	
42473.4166666667	63.455	6196.5	
42461.03125	63.488	4360.5	
42464.4166666667	63.548	5278.5	
42465.9375	63.578	4131	
42466.875	63.578	3901.5	
42461.4375	63.626	7803	
42461.5625	63.626	9639	
42487.2708333333	63.626	5737.5	
42462.8229166667	63.632	3442.5	
42467.9270833333	63.644	3901.5	
42470.0520833333	63.644	4131	
42473.0104166667	63.644	4590	
42473.9270833333	63.644	4590	
42482.1354166667	63.644	4590	
42474.8229166667	63.6486956521739	4819.5	
42483.3333333333	63.674	4360.5	
42483	63.683	4360.5	
42476.2604166667	63.6838709677419	4360.5	
42461.5208333333	63.719	8262	
42480.4479166667	63.776	9639	
42463.875	63.809	3213	
42476	63.809	4360.5	
42484.0833333333	63.809	5737.5	
42482.34375	63.842	5508	
42467.3958333333	63.884	5508	
42468.96875	63.884	3901.5	
42461.4479166667	63.896	7573.5	
42461.5729166667	63.896	9639	
42487.28125	63.896	6196.5	
42474.46875	63.9069565217391	6196.5	
42467.9166666667	63.914	3442.5	
42470.0416666667	63.914	4131	
42473	63.914	4590	
42473.9166666667	63.914	4360.5	
42482.125	63.914	4590	
42465.40625	64.004	4819.5	
42470	64.04	3672	
42470.0104166667	64.04	3672	
42470.0208333333	64.04	4131	
42470.03125	64.04	4360.5	
42473.8333333333	64.04	4360.5	
42473.875	64.04	4590	
42473.8854166667	64.04	4590	
42473.8958333333	64.04	4590	
42473.90625	64.04	4590	
42479.0729166667	64.04	4590	
42479.0833333333	64.04	4590	
42479.2916666667	64.04	5278.5	
42479.3020833333	64.04	5278.5	
42482.0416666667	64.04	4360.5	
42482.0520833333	64.04	4819.5	
42482.0625	64.04	4819.5	
42482.0729166667	64.04	4819.5	
42482.0833333333	64.04	4819.5	
42482.09375	64.04	4819.5	
42482.1041666667	64.04	4590	
42482.1145833333	64.04	4590	
42487.2916666667	64.04	6196.5	
42487.3020833333	64.04	6196.5	
42487.3125	64.04	6426	
42487.3229166667	64.04	6885	
42473.84375	64.0676923076923	4819.5	
42470.34375	64.082	3901.5	
42480.3125	64.13	5967	
42461.4583333333	64.145	8262	
42480.4583333333	64.145	10098	
42469.9895833333	64.16	4360.5	
42484.0729166667	64.16	5278.5	
42476.2708333333	64.1774193548387	4819.5	
42479.3125	64.2025806451613	4819.5	
42473.8541666667	64.2061538461539	4819.5	
42461.5104166667	64.214	8950.5	
42488.1666666667	64.271	4360.5	
42479.09375	64.2823076923077	4590	
42462.4895833333	64.292	459	
42482.03125	64.304	4360.5	
42482.9895833333	64.304	4360.5	
42472.9895833333	64.3066666666667	4590	
42473.8645833333	64.3446153846154	4819.5	
