Date	OADryBulbTemperature(NOAA)	ZoneLoadforContainerFPVAV214	
42467.1770833333	49.274	1317.6	
42462.3645833333	49.472	1283.04	
42463.03125	49.592	1244.16	
42461.8958333333	49.748	1263.6	
42467.1666666667	49.769	1473.12	
42467.3333333333	50.096	1620	
42464.28125	50.144	1425.6	
42464.2916666667	50.231	1520.64	
42467.15625	50.264	1591.92	
42461.8854166667	50.288	1004.4	
42464.2708333333	50.414	1447.2	
42462.375	50.588	1175.04	
42464.2604166667	50.684	1263.6	
42464.3020833333	50.726	1589.76	
42467.1458333333	50.759	1591.92	
42461.875	50.828	1140.48	
42463.0208333333	50.852	1156.68	
42464.25	50.954	1544.4	
42463.3541666667	51.176	-421.2	
42467.0833333333	51.185	1317.6	
42464.2395833333	51.2	1272.24	
42464.3125	51.221	1404	
42467.1354166667	51.254	1383.48	
42461.8645833333	51.344	1101.6	
42467.09375	51.41	1447.2	
42464.2291666667	51.425	1292.76	
42467.0729166667	51.464	1383.48	
42467.1041666667	51.635	1447.2	
42464.21875	51.65	1292.76	
42464.3229166667	51.716	1354.32	
42467.125	51.749	1639.44	
42461.8541666667	51.839	1175.04	
42462.3854166667	51.848	1193.4	
42467.1145833333	51.86	1515.24	
42464.2083333333	51.875	1230.12	
42464.1666666667	51.98	1302.48	
42464.1875	51.98	1224.72	
42464.1979166667	51.98	1071.36	
42465.25	51.98	1701	
42465.2604166667	51.98	1836	
42465.2708333333	51.98	1728	
42465.28125	51.98	1701	
42465.2916666667	51.98	1701	
42465.3020833333	51.98	1836	
42465.3125	51.98	1809	
42465.3229166667	51.98	1701	
42463.0104166667	52.112	1244.16	
42467.0625	52.184	1496.88	
42462.9583333333	52.211	967.68	
42464.15625	52.244	1339.2	
42465.2395833333	52.244	1755	
42461.84375	52.334	1101.6	
42464.3333333333	52.568	1473.12	
42467.34375	52.616	1782	
42465.3333333333	52.673	1674	
42462.96875	52.706	967.68	
42464.1458333333	52.739	1354.32	
42465.2291666667	52.739	1428.84	
42462.9479166667	52.772	967.68	
42461.8333333333	52.829	1425.6	
42467.0520833333	52.904	1496.88	
42461.7916666667	53.06	1639.44	
42461.8020833333	53.06	1684.8	
42461.8125	53.06	1496.88	
42461.8229166667	53.06	1263.6	
42462.3958333333	53.108	856.44	
42462.9791666667	53.201	982.8	
42465.21875	53.234	1428.84	
42461.78125	53.324	1519.56	
42463	53.372	1244.16	
42467.0416666667	53.624	1451.52	
42462.9895833333	53.696	1224.72	
42463.3645833333	53.696	140.4	
42464.125	53.729	1138.32	
42465.2083333333	53.729	1542.24	
42461.7708333333	53.819	1406.16	
42464.34375	53.828	1664.28	
42464.0833333333	53.96	1211.76	
42464.09375	53.96	1138.32	
42464.1041666667	53.96	1119.96	
42464.1145833333	53.96	1140.48	
42461.7083333333	54.086	7840.8	
42465.34375	54.158	1496.88	
42461.6979166667	54.224	7935.84	
42465.1979166667	54.224	1382.4	
42462.9375	54.257	937.44	
42461.7604166667	54.314	2025	
42461.71875	54.356	7105.32	
42462.40625	54.368	535.68	
42467.03125	54.368	1251.72	
42464.0729166667	54.488	1211.76	
42461.7291666667	54.626	5234.76	
42461.6875	54.719	7935.84	
42465.1875	54.719	1360.8	
42461.75	54.809	3240	
42461.7395833333	54.896	4276.8	
42464.3541666667	55.088	1449.36	
42467.0208333333	55.133	1272.24	
42467.3541666667	55.136	1797.12	
42461.6770833333	55.214	7508.16	
42465.1770833333	55.214	1564.92	
42475.2395833333	55.4385714285714	1404	
42464.0625	55.478	1069.2	
42475.2291666667	55.5832142857143	1401.84	
42462.4166666667	55.628	136.08	
42465.3541666667	55.643	1564.92	
42461.6666666667	55.709	7745.76	
42465.1666666667	55.709	1496.88	
42475.21875	55.7278571428571	1474.2	
42463.375	55.733	795.96	
42462.9270833333	55.742	1054.08	
42475.2083333333	55.8725	1313.28	
42467.0104166667	55.898	1383.48	
42465.125	55.94	1428.84	
42465.1458333333	55.94	1451.52	
42465.15625	55.94	1428.84	
42475.25	55.94	1360.8	
42475.3020833333	55.94	1451.52	
42475.3125	55.94	1474.2	
42475.3229166667	55.94	1428.84	
42468.0833333333	56.066	1474.2	
42461.65625	56.084	7603.2	
42466.1979166667	56.084	1382.4	
42475.1979166667	56.084	1283.04	
42475.3333333333	56.0920689655172	1701	
42465.1145833333	56.204	1292.76	
42475.2604166667	56.3194594594595	1338.12	
42468.09375	56.336	1425.6	
42461.6458333333	56.354	7888.32	
42466.1875	56.354	1520.64	
42475.1875	56.354	1544.4	
42466.2083333333	56.36	1382.4	
42475.34375	56.4179310344828	1451.52	
42464.0520833333	56.468	1230.12	
42468.0729166667	56.492	1251.72	
42466.25	56.57	1451.52	
42468.1041666667	56.606	1317.6	
42461.6354166667	56.624	7888.32	
42466.1770833333	56.624	1313.28	
42475.1770833333	56.624	1520.64	
42467	56.663	1251.72	
42465.1041666667	56.699	1339.2	
42475.3541666667	56.7437931034483	1451.52	
42475.2708333333	56.7572972972973	1474.2	
42468.1145833333	56.876	1404	
42462.4270833333	56.888	0	
42461.625	56.894	8019	
42466.1666666667	56.894	1382.4	
42475.1666666667	56.894	1244.16	
42461.3229166667	57.02	1713.96	
42466.2604166667	57.02	1520.64	
42466.2708333333	57.02	1520.64	
42466.28125	57.02	1658.88	
42466.2916666667	57.02	1710.72	
42468.125	57.02	1317.6	
42468.1458333333	57.02	1333.8	
42468.15625	57.02	1231.2	
42475.2916666667	57.02	1728	
42466.21875	57.0384615384615	1451.52	
42475.3645833333	57.0696551724138	1520.64	
42466.2291666667	57.1076923076923	1451.52	
42475.28125	57.11	1589.76	
42468.1666666667	57.125	1474.2	
42469.25	57.125	1036.8	
42465.3645833333	57.128	1406.16	
42466.9895833333	57.14	1425.6	
42469.2395833333	57.14	1036.8	
42474.28125	57.14	1406.16	
42466.2395833333	57.1769230769231	1451.52	
42465.09375	57.194	1639.44	
42461.3125	57.2114893617021	1428.84	
42463.3854166667	57.218	829.44	
42462.9166666667	57.227	1101.6	
42475.15625	57.284	1205.28	
42483.28125	57.284	1428.84	
42468.1770833333	57.35	1496.88	
42469.2604166667	57.35	1244.16	
42466.9791666667	57.365	1496.88	
42469.2291666667	57.365	1140.48	
42474.2708333333	57.365	1428.84	
42466.15625	57.428	1360.8	
42464.0416666667	57.458	1283.04	
42461.3020833333	57.4987234042553	1451.52	
42474.2916666667	57.5046153846154	1383.48	
42468.0625	57.527	1166.4	
42468.1875	57.575	1333.8	
42469.2708333333	57.575	1053	
42466.96875	57.59	1383.48	
42469.21875	57.59	1140.48	
42474.2604166667	57.59	1383.48	
42461.3333333333	57.608	1589.76	
42466.3020833333	57.614	1544.4	
42467.3645833333	57.656	1797.12	
42483.2916666667	57.713	1428.84	
42475.1458333333	57.779	1224.72	
42483.2708333333	57.779	1428.84	
42461.2916666667	57.7859574468085	1713.96	
42468.1979166667	57.8	1333.8	
42469.28125	57.8	1263.6	
42466.9583333333	57.815	1383.48	
42469.2083333333	57.815	1105.92	
42474.25	57.815	1406.16	
42464	57.92	1105.92	
42464.0104166667	57.92	1263.6	
42464.0208333333	57.92	1036.8	
42464.03125	57.92	1140.48	
42469.125	57.92	1224.72	
42469.1354166667	57.92	1069.2	
42469.1458333333	57.92	1175.04	
42469.15625	57.92	1123.2	
42469.1666666667	57.92	1140.48	
42469.1770833333	57.92	1036.8	
42469.1875	57.92	1123.2	
42469.1979166667	57.92	1019.52	
42475.375	57.92	1568.16	
42475.3854166667	57.92	1639.44	
42461.6145833333	57.956	7921.8	
42475.3958333333	58.0064	1589.76	
42469.2916666667	58.046	1185.84	
42469.1145833333	58.064	1313.28	
42474.2395833333	58.064	1519.56	
42462.4375	58.148	136.08	
42466.1458333333	58.193	1404	
42461.28125	58.208	1451.52	
42465.0729166667	58.208	1382.4	
42466.9479166667	58.208	1496.88	
42483.2604166667	58.274	1292.76	
42469.3020833333	58.316	1101.6	
42462.90625	58.328	1013.04	
42463.9895833333	58.328	1053	
42469.1041666667	58.334	1105.92	
42474.2291666667	58.334	1468.8	
42466.3125	58.3565	1632.96	
42468.2083333333	58.508	1404	
42468.0520833333	58.562	1272.24	
42469.3125	58.586	1193.4	
42469.09375	58.604	1105.92	
42474.21875	58.604	1404	
42475.40625	58.6544	1451.52	
42463.3958333333	58.703	1013.04	
42465.375	58.739	1568.16	
42461.2708333333	58.748	1474.2	
42465.0625	58.748	1428.84	
42466.9375	58.748	1354.32	
42475.125	58.769	1244.16	
42483.25	58.769	1542.24	
42469.3229166667	58.856	1211.76	
42461.34375	58.868	1589.76	
42469.0833333333	58.874	1105.92	
42474.2083333333	58.874	1272.24	
42466.1354166667	58.958	1404	
42466.3229166667	59	1632.96	
42474.3020833333	59	1428.84	
42474.3125	59	1406.16	
42474.3229166667	59	1664.28	
42474.3333333333	59	1809	
42475.0833333333	59	1292.76	
42475.09375	59	1313.28	
42475.1041666667	59	1244.16	
42475.1145833333	59	1244.16	
42483.125	59	1490.4	
42483.1458333333	59	1451.52	
42483.15625	59	1451.52	
42483.1666666667	59	1292.76	
42483.1770833333	59	1542.24	
42483.1875	59	1406.16	
42483.1979166667	59	1564.92	
42483.2083333333	59	1360.8	
42483.21875	59	1360.8	
42483.2291666667	59	1473.12	
42483.2395833333	59	1544.4	
42462.8958333333	59.093	884.52	
42463.9791666667	59.093	1140.48	
42474.34375	59.1157142857143	1496.88	
42468.3229166667	59.144	1564.92	
42474.9479166667	59.144	1292.76	
42475.0729166667	59.144	1333.8	
42464.3854166667	59.198	1689.12	
42483.3020833333	59.198	1451.52	
42475.4166666667	59.231	1520.64	
42474.1979166667	59.2541176470588	1292.76	
42483.1145833333	59.264	1360.8	
42484.28125	59.264	1589.76	
42461.2604166667	59.288	1451.52	
42465.0520833333	59.288	1496.88	
42466.9270833333	59.288	1251.72	
42474.9583333333	59.378	1474.2	
42462.4479166667	59.408	0	
42469.0729166667	59.408	1175.04	
42468.3125	59.414	1614.6	
42474.9375	59.414	1428.84	
42475.0625	59.414	1313.28	
42469.3333333333	59.462	1211.76	
42484.2916666667	59.462	1564.92	
42468.3333333333	59.588	1589.76	
42468.0416666667	59.597	1272.24	
42466.3333333333	59.63	1589.76	
42468.3020833333	59.684	1589.76	
42474.9270833333	59.684	1451.52	
42475.0520833333	59.684	1313.28	
42474.3541666667	59.6942857142857	1639.44	
42461.6041666667	59.711	8296.56	
42466.125	59.723	1451.52	
42475.4270833333	59.726	1544.4	
42474.1875	59.7305882352941	1272.24	
42483.1041666667	59.759	1360.8	
42484.2708333333	59.759	1614.6	
42468.21875	59.768	1449.36	
42461.25	59.828	1451.52	
42465.0416666667	59.828	1519.56	
42466.9166666667	59.828	1354.32	
42462.8854166667	59.858	829.44	
42463.96875	59.858	1140.48	
42467.375	59.924	1614.6	
42468.2916666667	59.954	1589.76	
42474.9166666667	59.954	1404	
42475.0416666667	59.954	1360.8	
42465.0104166667	60.08	1272.24	
42465.0208333333	60.08	1374.84	
42465.03125	60.08	1542.24	
42466.0833333333	60.08	1474.2	
42466.09375	60.08	1451.52	
42466.1041666667	60.08	1313.28	
42466.1145833333	60.08	1428.84	
42466.34375	60.08	1658.88	
42466.3541666667	60.08	1782	
42466.3645833333	60.08	2049.84	
42474.96875	60.08	1451.52	
42474.9791666667	60.08	1451.52	
42474.9895833333	60.08	1360.8	
42482.25	60.08	1520.64	
42482.2604166667	60.08	1473.12	
42482.2708333333	60.08	1540.08	
42482.28125	60.08	1589.76	
42466.375	60.1166666666667	2021.76	
42461.3541666667	60.128	1658.88	
42469.0625	60.173	1105.92	
42463.40625	60.188	997.92	
42464.9895833333	60.2	1272.24	
42466.0729166667	60.2	1428.84	
42468.03125	60.2	1374.84	
42474.90625	60.2	1252.8	
42474.1770833333	60.2184615384615	1292.76	
42475.4375	60.221	1663.2	
42483.09375	60.254	1474.2	
42484.2604166667	60.254	1564.92	
42475	60.2832258064516	1360.8	
42482.2916666667	60.311	1564.92	
42475.03125	60.328275862069	1313.28	
42461.2395833333	60.344	1474.2	
42476.0729166667	60.344	1333.8	
42482.2395833333	60.344	1428.84	
42464.9791666667	60.425	1231.2	
42466.0625	60.425	1333.8	
42468.0208333333	60.425	1272.24	
42474.8958333333	60.425	1296	
42474.3645833333	60.4261538461538	1614.6	
42469.34375	60.452	1230.12	
42484.3020833333	60.452	1589.76	
42468.28125	60.464	1564.92	
42465.3854166667	60.494	1540.08	
42466.90625	60.608	1138.32	
42476.0833333333	60.6130769230769	1313.28	
42462.875	60.623	952.56	
42463.9583333333	60.623	1123.2	
42462.4583333333	60.647	72.36	
42466.0520833333	60.65	1313.28	
42468.0104166667	60.65	1272.24	
42474.8854166667	60.65	1382.4	
42466.3854166667	60.6666666666667	2332.8	
42464.3958333333	60.683	1686.96	
42483.3125	60.683	1406.16	
42475.4479166667	60.716	1763.64	
42475.0104166667	60.7187096774194	1360.8	
42474.1666666667	60.7376923076923	1341.36	
42483.0833333333	60.749	1428.84	
42484.25	60.749	1639.44	
42475.0208333333	60.7937931034483	1520.64	
42482.3020833333	60.806	1564.92	
42461.2291666667	60.839	1474.2	
42476.0625	60.839	1333.8	
42482.2291666667	60.839	1451.52	
42468.34375	60.848	1589.76	
42473.2395833333	60.872	1272.24	
42464.9583333333	60.875	1339.2	
42466.0416666667	60.875	1333.8	
42468	60.875	1272.24	
42474.875	60.875	1382.4	
42469.0520833333	60.938	1175.04	
42473.2083333333	60.98	1404	
42473.21875	60.98	1231.2	
42473.2291666667	60.98	1231.2	
42473.25	60.98	1425.6	
42473.2604166667	60.98	1568.16	
42473.2708333333	60.98	1591.92	
42473.28125	60.98	1449.36	
42473.2916666667	60.98	1568.16	
42473.3020833333	60.98	1639.44	
42473.3125	60.98	1614.6	
42473.3229166667	60.98	1639.44	
42474.1458333333	60.98	1321.92	
42474.15625	60.98	1374.84	
42480.3333333333	60.98	2457	
42480.34375	60.98	2555.28	
42480.3541666667	60.98	2611.44	
42483.0416666667	60.98	1701	
42483.0520833333	60.98	1292.76	
42483.0625	60.98	1313.28	
42483.0729166667	60.98	1428.84	
42484.2083333333	60.98	1763.64	
42484.21875	60.98	1614.6	
42484.2291666667	60.98	1639.44	
42484.2395833333	60.98	1474.2	
42468.2291666667	61.028	1589.76	
42474.375	61.106	1639.44	
42463.9479166667	61.124	967.68	
42484.1979166667	61.124	2047.68	
42473.3333333333	61.1342857142857	1614.6	
42481.34375	61.148	1664.28	
42473.1979166667	61.1763636363636	1425.6	
42468.2708333333	61.184	1589.76	
42466.3958333333	61.2166666666667	2332.8	
42462.8645833333	61.244	952.56	
42464.9479166667	61.244	1447.2	
42466.03125	61.244	1292.76	
42467.9895833333	61.244	1374.84	
42474.8645833333	61.244	1313.28	
42482.3125	61.301	1564.92	
42461.21875	61.334	1451.52	
42476.0520833333	61.334	1313.28	
42482.21875	61.334	1519.56	
42474.1354166667	61.34	1313.28	
42474.3854166667	61.376	1639.44	
42461.3645833333	61.388	2012.04	
42483.03125	61.388	1713.96	
42463.9375	61.394	1069.2	
42484.1875	61.394	2021.76	
42469.3541666667	61.442	1230.12	
42484.3125	61.442	1589.76	
42463.4166666667	61.442	803.52	
42475.4583333333	61.442	1639.44	
42473.34375	61.4648979591837	1614.6	
42461.59375	61.466	7899.12	
42481.3541666667	61.508	1892.16	
42480.3645833333	61.52	2886.84	
42473.1875	61.5445454545455	1542.24	
42466.8958333333	61.598	1119.96	
42474.3958333333	61.646	1664.28	
42476.1458333333	61.66	1404	
42463.9270833333	61.664	988.2	
42484.1770833333	61.664	2047.68	
42469.0416666667	61.703	1193.4	
42462.8541666667	61.739	982.8	
42464.9375	61.739	1283.04	
42466.0208333333	61.739	1292.76	
42467.9791666667	61.739	1374.84	
42474.8541666667	61.739	1474.2	
42476.09375	61.7553846153846	1292.76	
42466.40625	61.7666666666667	2912.76	
42473.3541666667	61.7955102040816	1710.72	
42482.3229166667	61.796	1564.92	
42461.2083333333	61.829	1382.4	
42476.0416666667	61.829	1292.76	
42482.2083333333	61.829	1519.56	
42474.125	61.8309090909091	1395.36	
42480.3229166667	61.844	2611.44	
42462.46875	61.862	72.36	
42481.3645833333	61.868	2162.16	
42468.2604166667	61.904	1614.6	
42467.3854166667	61.904	1544.4	
42473.1770833333	61.9127272727273	1339.2	
42474.40625	61.916	1813.32	
42463.9166666667	61.934	1004.4	
42484.1666666667	61.934	1937.52	
42469	62.06	1193.4	
42469.0104166667	62.06	898.56	
42469.0208333333	62.06	-1451.52	
42469.03125	62.06	1211.76	
42470.25	62.06	1224.72	
42470.2604166667	62.06	1292.76	
42470.2708333333	62.06	1105.92	
42470.28125	62.06	1156.68	
42470.2916666667	62.06	1224.72	
42473.0833333333	62.06	1406.16	
42473.09375	62.06	1406.16	
42473.125	62.06	1383.48	
42473.1354166667	62.06	1428.84	
42473.1458333333	62.06	1406.16	
42473.15625	62.06	1542.24	
42473.1666666667	62.06	1406.16	
42473.3645833333	62.06	1568.16	
42474.0520833333	62.06	1272.24	
42474.0625	62.06	1302.48	
42474.0729166667	62.06	1447.2	
42474.0833333333	62.06	1339.2	
42474.09375	62.06	1468.8	
42474.1041666667	62.06	1339.2	
42474.1145833333	62.06	1292.76	
42476.1875	62.06	1313.28	
42476.1979166667	62.06	1313.28	
42480.375	62.06	2779.92	
42480.3854166667	62.06	3582.36	
42480.3958333333	62.06	4471.2	
42480.40625	62.06	4860	
42481.375	62.06	2190.24	
42481.3854166667	62.06	2361.96	
42484.125	62.06	2177.28	
42484.1458333333	62.06	1962.36	
42484.15625	62.06	2203.2	
42476.1041666667	62.0975	1451.52	
42468.3541666667	62.108	1763.64	
42483.0208333333	62.153	-1292.76	
42461.375	62.165	1863	
42465.9583333333	62.165	1244.16	
42473.375	62.165	1813.32	
42474.4166666667	62.165	1736.64	
42464.40625	62.168	1763.64	
42483.3229166667	62.168	1428.84	
42470.3020833333	62.1725	1313.28	
42461.1979166667	62.18	1292.76	
42470.2395833333	62.18	1224.72	
42482.1979166667	62.18	1428.84	
42476.2083333333	62.2257894736842	1313.28	
42462.84375	62.234	937.44	
42464.9270833333	62.234	1302.48	
42466.0104166667	62.234	1292.76	
42467.96875	62.234	1230.12	
42474.84375	62.234	1451.52	
42465.3958333333	62.249	1589.76	
42473.1041666667	62.2664705882353	1519.56	
42476.125	62.267	1382.4	
42468.2395833333	62.288	1614.6	
42480.4166666667	62.291	5896.8	
42463.90625	62.324	988.2	
42476.03125	62.324	1404	
42484.1145833333	62.324	2306.88	
42481.3958333333	62.3511764705882	1944	
42466.4166666667	62.36	3598.56	
42461.3854166667	62.39	1589.76	
42465.96875	62.39	1263.6	
42473.3854166667	62.39	1614.6	
42474.4270833333	62.39	1918.08	
42461.1875	62.405	1313.28	
42470.2291666667	62.405	1193.4	
42482.1875	62.405	1428.84	
42476.15625	62.4061538461538	1382.4	
42476.1770833333	62.4061538461538	1313.28	
42469.3645833333	62.432	1193.4	
42484.3229166667	62.432	1589.76	
42463.4270833333	62.432	803.52	
42475.46875	62.432	1428.84	
42468.9895833333	62.444	1175.04	
42481.3333333333	62.5	1568.16	
42473.1145833333	62.5047058823529	1496.88	
42474.0416666667	62.51	1406.16	
42476.21875	62.5810526315789	1313.28	
42465.9479166667	62.588	1263.6	
42466.8854166667	62.588	1211.76	
42470.3125	62.594375	1105.92	
42461.3958333333	62.615	1840.32	
42465.9791666667	62.615	1382.4	
42473.3958333333	62.615	1993.68	
42474.4375	62.615	2133	
42468.25	62.624	1589.76	
42482.3333333333	62.627	1713.96	
42461.1770833333	62.63	1313.28	
42470.21875	62.63	1193.4	
42482.1770833333	62.63	1406.16	
42470.1145833333	62.6372413793103	1244.16	
42487.1979166667	62.6439024390244	1138.32	
42476.1145833333	62.66	1428.84	
42476.2395833333	62.6635294117647	1333.8	
42473.0729166667	62.7136842105263	1496.88	
42462.8333333333	62.729	937.44	
42466	62.729	1333.8	
42467.9583333333	62.729	1302.48	
42474.8333333333	62.729	1451.52	
42470.1041666667	62.7303448275862	1263.6	
42481.40625	62.7482352941176	2391.12	
42487.1875	62.7756097560976	1468.8	
42473.9895833333	62.78	1406.16	
42480.4270833333	62.786	5114.88	
42463.8958333333	62.819	926.64	
42476.0208333333	62.819	-1190.16	
42484.1041666667	62.819	1937.52	
42470.09375	62.8234482758621	1166.4	
42461.40625	62.84	2478.6	
42465.9895833333	62.84	1313.28	
42473.40625	62.84	2274.48	
42474.4479166667	62.84	2160	
42461.1666666667	62.855	1313.28	
42470.2083333333	62.855	1317.6	
42482.1666666667	62.855	1406.16	
42487.1770833333	62.9073170731707	1468.8	
42470.0833333333	62.9165517241379	1283.04	
42483.0104166667	62.918	1036.8	
42476.1666666667	62.9253846153846	1360.8	
42476.2291666667	62.9363157894737	1333.8	
42461.0416666667	62.96	1333.8	
42461.0520833333	62.96	1313.28	
42461.0625	62.96	1313.28	
42461.0729166667	62.96	1244.16	
42461.0833333333	62.96	1333.8	
42461.09375	62.96	1263.6	
42461.1041666667	62.96	1175.04	
42461.1145833333	62.96	1360.8	
42461.125	62.96	1404	
42461.1458333333	62.96	1313.28	
42461.15625	62.96	1292.76	
42470.125	62.96	1211.76	
42470.1458333333	62.96	1175.04	
42470.15625	62.96	1101.6	
42470.1666666667	62.96	1175.04	
42470.1770833333	62.96	1211.76	
42470.1875	62.96	1211.76	
42470.1979166667	62.96	1354.32	
42470.3229166667	62.96	1321.92	
42473.0416666667	62.96	1496.88	
42473.0520833333	62.96	1251.72	
42473.0625	62.96	1354.32	
42473.9583333333	62.96	1292.76	
42473.96875	62.96	1374.84	
42473.9791666667	62.96	1406.16	
42474	62.96	1406.16	
42474.0104166667	62.96	1272.24	
42474.0208333333	62.96	1374.84	
42474.03125	62.96	1519.56	
42487.1666666667	62.96	1468.8	
42487.2083333333	62.96	1138.32	
42487.21875	62.96	1620	
42487.2291666667	62.96	2012.04	
42487.2395833333	62.96	1987.2	
42466.4270833333	63.0615384615385	3929.04	
42462.4791666667	63.077	131.76	
42461.4166666667	63.086	2449.44	
42461.5416666667	63.086	4479.84	
42487.25	63.086	2349	
42467.9479166667	63.104	1230.12	
42470.0729166667	63.104	1166.4	
42473.03125	63.104	1404	
42473.9479166667	63.104	1272.24	
42482.15625	63.104	1428.84	
42468.9791666667	63.164	1175.04	
42476.25	63.1903225806452	1313.28	
42461.5833333333	63.221	7402.32	
42461.53125	63.224	4406.4	
42474.4583333333	63.2613043478261	2349	
42480.4375	63.281	4914	
42463.8854166667	63.314	884.52	
42476.0104166667	63.314	760.32	
42484.09375	63.314	2111.4	
42470.3333333333	63.317	1374.84	
42461.4270833333	63.356	2818.8	
42461.5520833333	63.356	4443.12	
42487.2604166667	63.356	2484	
42468.3645833333	63.368	1589.76	
42467.9375	63.374	1263.6	
42470.0625	63.374	1263.6	
42473.0208333333	63.374	1251.72	
42473.9375	63.374	1382.4	
42482.1458333333	63.374	1449.36	
42463.4375	63.422	842.4	
42469.375	63.422	1230.12	
42475.4791666667	63.422	1589.76	
42481.4166666667	63.422	2566.08	
42484.3333333333	63.422	1589.76	
42473.4166666667	63.455	2420.28	
42461.03125	63.488	1292.76	
42464.4166666667	63.548	1738.8	
42465.9375	63.578	1263.6	
42466.875	63.578	1193.4	
42461.4375	63.626	3818.88	
42461.5625	63.626	6486.48	
42487.2708333333	63.626	2511	
42462.8229166667	63.632	1036.8	
42467.9270833333	63.644	1138.32	
42470.0520833333	63.644	1166.4	
42473.0104166667	63.644	1317.6	
42473.9270833333	63.644	1382.4	
42482.1354166667	63.644	1425.6	
42474.8229166667	63.6486956521739	1701	
42483.3333333333	63.674	1292.76	
42483	63.683	1354.32	
42476.2604166667	63.6838709677419	1292.76	
42461.5208333333	63.719	4665.6	
42480.4479166667	63.776	6441.12	
42463.875	63.809	937.44	
42476	63.809	1313.28	
42484.0833333333	63.809	2403	
42482.34375	63.842	1814.4	
42467.3958333333	63.884	1892.16	
42468.96875	63.884	1175.04	
42461.4479166667	63.896	3706.56	
42461.5729166667	63.896	6441.12	
42487.28125	63.896	2799.36	
42474.46875	63.9069565217391	2536.92	
42467.9166666667	63.914	1085.4	
42470.0416666667	63.914	1263.6	
42473	63.914	1317.6	
42473.9166666667	63.914	1292.76	
42482.125	63.914	1447.2	
42465.40625	64.004	1428.84	
42470	64.04	1123.2	
42470.0104166667	64.04	1140.48	
42470.0208333333	64.04	1244.16	
42470.03125	64.04	1251.72	
42473.8333333333	64.04	1374.84	
42473.875	64.04	1360.8	
42473.8854166667	64.04	1317.6	
42473.8958333333	64.04	1360.8	
42473.90625	64.04	1339.2	
42479.0729166667	64.04	1360.8	
42479.0833333333	64.04	1382.4	
42479.2916666667	64.04	1589.76	
42479.3020833333	64.04	1564.92	
42482.0416666667	64.04	1354.32	
42482.0520833333	64.04	1496.88	
42482.0625	64.04	1474.2	
