Date	ZoneLoadforContainerFPVAV19	PlenumTemperatureforContainerFPVAV19	
42450.59375	20412	639.550000000001	
42450.6041666667	19440	114.67	
42450.625	17496	117.67	
42450.6354166667	13932	113.782727272727	
42450.6458333333	12636	220.86	
42450.6770833333	16524	168.65	
42450.6979166667	12636	-584.649999999998	
42451.375	17172	59.5	
42451.3854166667	15876	84.1057142857143	
42451.3958333333	15876	-243.01	
42451.4166666667	16848	396.74	
42451.4270833333	16848	-529.959999999999	
42451.4479166667	20736	290.93	
42451.46875	21060	206.98	
42451.4791666667	20412	304.34	
42451.4895833333	20412	598.190000000002	
42451.5	21060	-388.98	
42451.5104166667	20736	-548.509999999998	
42451.53125	22032	375.43	
42451.5416666667	21384	-368.41	
42451.5520833333	18792	230.26	
42451.5625	20088	93.1476923076922	
42451.5729166667	17172	78.6485714285714	
42451.5833333333	6480	111.1975	
42451.59375	11664	108.79	
42451.6041666667	12960	331.78	
42451.6145833333	18144	133.19	
42451.625	19764	96.5200000000001	
42451.6354166667	17820	80.1515384615385	
42451.6458333333	4536	103.48	
42451.65625	11988	118.435454545455	
42451.6666666667	15552	103.933076923077	
42451.6770833333	18792	89.6275000000001	
42451.6875	19116	74.7887096774193	
42451.6979166667	13932	105.433076923077	
42452.375	19440	57.5	
42452.3854166667	18792	91.66	
42452.3958333333	16848	388.18	
42452.40625	18144	354.51	
42452.4166666667	18468	341.639999999999	
42452.4270833333	18792	-727.610000000001	
42452.4375	20412	636.559999999999	
42452.4479166667	20088	273.309999999999	
42452.4583333333	21060	-143.48	
42452.46875	20736	233.71	
42452.5	20088	550.349999999999	
42452.53125	20412	101.766666666667	
42452.5416666667	20088	550.349999999999	
42452.5625	20412	451.18	
42452.5729166667	20412	454.169999999998	
42452.5833333333	20412	287.45	
42452.59375	20088	100.87	
42452.6041666667	20088	115.63	
42452.6145833333	15876	-317.5	
42452.625	12960	-404.09	
42452.6458333333	18144	102.16	
42452.65625	9072	234.94	
42452.6666666667	14256	1149.36	
42452.6770833333	19440	168.51	
42452.6875	18144	125.86	
42452.6979166667	7776	1423.96	
42453.375	9072	65	
42453.3854166667	9396	94.19	
42453.3958333333	15876	-169.27	
42453.4166666667	16848	-741.16	
42453.4270833333	17820	294.12	
42453.4583333333	20088	119.226666666667	
42453.46875	12312	150.37	
42453.4791666667	16848	726.27	
42453.4895833333	20088	102.74	
42453.5	15228	113.01	
42453.5104166667	13608	117.66	
42453.53125	20412	-467.240000000002	
42453.5416666667	20088	678.42	
42453.5520833333	18792	-227.389999999999	
42453.5625	20088	622.110000000001	
42453.5729166667	19764	-246.51	
42453.5833333333	20412	135.88	
42453.6145833333	19764	273.050000000001	
42453.625	20412	206.98	
42453.6354166667	17820	704.34	
42453.6458333333	14904	835.41	
42453.65625	13284	-693.009999999998	
42453.6666666667	11340	763.66	
42453.6770833333	11340	-196.579999999999	
42453.6875	16524	-134.93	
42453.6979166667	18468	-238.969999999999	
42454.375	10044	65	
42454.3854166667	11340	132.223333333333	
42454.3958333333	14904	-223.889999999999	
42454.40625	12960	-281.280000000001	
42454.4270833333	14904	647.540000000001	
42454.4375	13608	439.469999999999	
42454.4479166667	10368	217.81	
42454.4583333333	13284	284.76	
42454.46875	13284	747.709999999999	
42454.4791666667	12960	-608.23	
42454.4895833333	17172	326.709999999999	
42454.5104166667	20088	339.110000000001	
42454.53125	21060	-379.950000000001	
42454.5520833333	20412	607.16	
42454.5625	16524	717.799999999999	
42454.5833333333	17172	-515.41	
42454.59375	16524	-454.709999999999	
42454.6145833333	10044	-241.530000000001	
42454.625	12960	429.540000000001	
42454.6354166667	15552	659	
42454.6458333333	17172	341.110000000001	
42454.6666666667	11340	-655.389999999999	
42454.6770833333	14904	371.42	
42454.6979166667	18468	650.52	
42457.375	9720	65.5	
42457.3854166667	19116	-132.26	
42457.3958333333	19116	395.24	
42457.40625	17496	920.619999999999	
42457.4166666667	15876	850.360000000001	
42457.4270833333	19764	644.040000000001	
42457.4479166667	20736	-228.389999999999	
42457.4583333333	20736	-532.959999999999	
42457.4791666667	20736	-523.93	
42457.4895833333	20088	-652.860000000001	
42457.5	20412	-257.08	
42457.5104166667	20412	-535.970000000001	
42457.5208333333	20088	363.940000000001	
42457.53125	21060	299.370000000001	
42457.5416666667	20736	224.8	
42457.5520833333	20088	279.01	
42457.5625	20412	-117.73	
42457.5729166667	21060	591.709999999999	
42457.5833333333	21060	285.96	
42457.59375	20412	-403.529999999999	
42457.6041666667	20412	-358.380000000001	
42457.6354166667	15228	841.389999999999	
42457.65625	17172	615.639999999999	
42457.6770833333	14580	-261.639999999999	
42457.6979166667	15228	-634.310000000001	
42458.375	9396	65.5	
42458.3854166667	21060	0.301428571428655	
42458.3958333333	20088	-181.58	
42458.40625	20412	-69.25	
42458.4166666667	20412	592.209999999999	
42458.4270833333	20088	-323.52	
42458.4375	19764	-323.52	
42458.4479166667	20088	426.52	
42458.4583333333	20088	240.52	
42458.46875	19764	-291.809999999999	
42458.4791666667	19116	-217.73	
42458.4895833333	18468	898.690000000002	
42458.5	20412	726.76	
42458.5104166667	20412	204	
42458.5208333333	20088	741.709999999999	
42458.53125	18792	-718.579999999998	
42458.5416666667	18144	521.889999999999	
42458.5729166667	20088	366.92	
42458.5833333333	20088	-557.540000000001	
42458.59375	16524	509.48	
42458.6041666667	14256	389.19	
42458.6458333333	20088	233.12	
42458.65625	18468	-781.790000000001	
42458.6770833333	14580	-491.16	
42458.6979166667	18792	-826.939999999999	
42459.375	7452	67	
42459.3854166667	19116	-8.95999999999986	
42459.3958333333	18468	393.75	
42459.40625	18468	-232.93	
42459.4166666667	18468	-359.889999999999	
42459.4375	18468	310.309999999999	
42459.4583333333	18792	-37.8800000000004	
42459.46875	18792	376.860000000001	
42459.4791666667	18468	-212.18	
42459.4895833333	18468	419.08	
42459.5	17172	-957.880000000001	
42459.5104166667	16848	-269.76	
42459.53125	18144	-340.139999999999	
42459.5416666667	18144	471.23	
42459.5520833333	18792	-757.709999999999	
42459.5625	19764	663.970000000001	
42459.5833333333	19440	261.93	
42459.6041666667	19440	165.29	
42459.6145833333	19440	726.76	
42459.65625	7452	-860.079999999998	
42459.6666666667	13932	-309.68	
42459.6770833333	17172	848.860000000001	
42459.6875	19116	-646.34	
42459.6979166667	19440	577.760000000002	
42460.375	6156	68	
42460.3854166667	19116	5.74000000000008	
42460.3958333333	18468	-147.54	
42460.40625	19116	632.080000000002	
42460.4166666667	19116	-531.959999999999	
42460.4270833333	18792	140.54	
42460.4375	18792	-465.240000000002	
42460.4479166667	17172	-172.799999999999	
42460.4583333333	17496	-557.549999999999	
42460.46875	17496	-677.950000000001	
42460.4791666667	17172	-93.7200000000004	
42460.5	16200	241.54	
42460.5104166667	17820	-253.07	
42460.5208333333	17172	366.940000000001	
42460.53125	15876	-823.939999999999	
42460.5416666667	17172	325.32	
42460.5520833333	17172	445.91	
42460.5729166667	18792	404.18	
42460.59375	17496	313.93	
42460.6041666667	17496	845.869999999999	
42460.625	18792	-501.360000000001	
42460.6354166667	18792	-480.290000000001	
42460.6458333333	18468	-139.46	
42460.65625	18468	230.92	
42460.6666666667	19116	225.98	
42460.6875	20412	-130.859999999999	
42460.6979166667	18792	796.529999999999	
42461.375	5508	68	
42461.3854166667	18792	-25.3899999999998	
42461.3958333333	19116	384.309999999999	
42461.40625	20412	326.690000000001	
42461.4166666667	20412	-254.059999999999	
42461.4375	19764	263.91	
42461.4479166667	20088	-479.279999999999	
42461.4583333333	20088	143.562857142857	
42461.46875	16200	141.626666666667	
42461.4791666667	12312	222.84	
42461.4895833333	11988	-722.110000000001	
42461.5	16848	293.139999999999	
42461.5208333333	20412	338.11	
42461.53125	19440	375.86	
42461.5416666667	15552	135.342857142857	
42461.5520833333	11988	-686.490000000002	
42461.5625	10692	350.110000000001	
42461.5729166667	14904	667.970000000001	
42461.5833333333	16200	-282.77	
42461.59375	17820	210.2	
42461.6041666667	19440	105.43	
42461.6145833333	11664	145.45	
42461.625	10368	389.32	
42461.6458333333	11016	904.190000000002	
42461.65625	11016	-343.700000000001	
42461.6666666667	11016	420.110000000001	
42461.6875	19764	637.059999999998	
42461.6979166667	21708	100.443333333333	
42464.375	4536	72.184	
42464.3854166667	18468	-8.10666666666657	
42464.3958333333	20736	353.51	
42464.4166666667	20736	678.919999999998	
42464.4375	20736	334.139999999999	
42464.4583333333	20736	-113.69	
42464.46875	21060	-78.7799999999997	
42464.4895833333	20736	574.27	
42464.5	20412	544.369999999999	
42464.5104166667	20412	-502.860000000001	
42464.5208333333	22356	243.24	
42464.53125	22680	380.910000000002	
42464.5416666667	21708	94.4271428571428	
42464.5520833333	20088	511.48	
42464.5625	20412	-119.67	
42464.5833333333	20412	-298.68	
42464.59375	22032	-218.41	
42464.6041666667	22356	74.7200000000001	
42464.6145833333	22356	168.24	
42464.6458333333	20412	148.45	
42464.65625	20412	-370.920000000002	
42464.6666666667	22032	-197.34	
42464.6770833333	18144	273.059999999999	
42464.6979166667	20088	165.04	
42465.375	4860	81.2567065868263	
42465.3854166667	19116	-43.3100000000003	
42465.40625	20736	619.119999999999	
42465.4166666667	20736	-508.880000000001	
42465.4270833333	20736	368.410000000001	
42465.4479166667	20736	613.139999999999	
42465.4791666667	21060	-60.54	
42465.4895833333	22032	-347.84	
42465.5	22356	-25.0600000000004	
42465.5104166667	20088	177.62	
42465.53125	20736	-316.740000000002	
42465.5520833333	21060	484.07	
42465.5625	22032	-98.5200000000004	
42465.5729166667	18792	578.260000000002	
42465.5833333333	16200	-119.78	
42465.59375	20736	-313.73	
42465.6145833333	20736	-428.110000000001	
42465.6458333333	21384	101.52	
42465.65625	18468	158.3	
42465.6770833333	18792	440.720000000001	
42465.6979166667	20088	-253.029999999999	
42466.375	4212	91.2554838709678	
42466.3854166667	20088	-29.1799999999997	
42466.3958333333	19764	514.470000000001	
42466.4166666667	20736	-349.850000000002	
42466.4270833333	20736	576.76	
42466.4479166667	20736	-385.93	
42466.4583333333	20412	439.93	
42466.46875	20736	366.42	
42466.4791666667	19440	178.53	
42466.4895833333	19116	993.869999999999	
42466.5	18468	988.389999999999	
42466.53125	19116	-260.15	
42466.5416666667	19116	378.76	
42466.5520833333	18468	566.59	
42466.5625	18468	1173.77	
42466.5729166667	17172	459.46	
42466.5833333333	17172	-242.98	
42466.6041666667	19116	528.839999999999	
42466.625	18468	-380.91	
42466.6354166667	19116	868.290000000001	
42466.6458333333	20412	241.14	
42466.65625	21060	-60.54	
42466.6875	20736	469.119999999999	
42466.6979166667	21708	-239.48	
42467.375	6156	105.360602409639	
42467.3854166667	20412	-205.74	
42467.3958333333	20412	592.209999999999	
42467.40625	20412	619.119999999999	
42467.4375	20412	-508.880000000001	
42467.4479166667	20088	-231.41	
42467.46875	20088	-133.890000000001	
42467.4791666667	20088	192.42	
42467.4895833333	20088	-270.67	
42467.5	20088	171.55	
42467.5104166667	21708	129.25	
42467.5208333333	19764	169.1	
42467.53125	19440	265.6	
42467.5416666667	19116	-145.51	
42467.5520833333	20412	344.07	
42467.5833333333	20412	-163.960000000001	
42467.59375	20088	129.135	
42467.6041666667	12312	384.84	
42467.6145833333	14580	362.48	
42467.6354166667	20736	194.11	
42467.6458333333	20412	90.32	
42467.65625	15876	177.41	
42467.6770833333	20412	531.91	
42467.6875	20412	128.912857142857	
42467.6979166667	10692	-622.279999999999	
42468.375	8424	361.226923076923	
42468.3854166667	20736	-83.6000000000004	
42468.40625	20736	-117.73	
42468.4166666667	21384	290.43	
42468.4270833333	20736	360.96	
42468.4375	22356	-338.810000000001	
42468.4479166667	21060	573.769999999999	
42468.4583333333	21060	-431.119999999999	
42468.46875	19116	354.51	
42468.4791666667	21060	558.82	
42468.4895833333	21060	240.64	
42468.5	21060	201.04	
42468.5104166667	16524	-55.9	
42468.5208333333	14580	-630.799999999999	
42468.5416666667	22356	-98.5200000000004	
42468.5520833333	20736	270.34	
42468.5625	14256	-582.639999999999	
42468.5729166667	12636	172.76	
42468.5833333333	15228	433.5	
42468.59375	18468	-151.579999999999	
42468.6041666667	20088	-115.71	
42468.6145833333	14580	-687.990000000002	
42468.625	11664	-622.779999999999	
42468.6354166667	17172	606.669999999998	
42468.6458333333	20412	286.459999999999	
42468.65625	21708	-134.759999999999	
42468.6666666667	16200	-617.25	
42468.6875	18468	641.549999999999	
42471.375	12312	35.0609090909091	
42471.3854166667	17172	-69.0014285714283	
42471.40625	18468	-727.110000000001	
42471.4270833333	19440	793.040000000001	
42471.4375	18468	-658.380000000001	
42471.4583333333	19116	-540.990000000002	
42471.46875	18792	-193.49	
42471.4791666667	19116	-295.34	
42471.4895833333	18144	803.010000000002	
42471.5	18144	-591.66	
42471.5104166667	17172	222.93	
42471.5208333333	17172	487.129999999999	
42471.53125	18468	213.900000000001	
42471.5416666667	18468	416.1	
42471.5520833333	18144	-666.91	
42471.5625	18144	728.260000000002	
42471.5729166667	18144	321.84	
42471.5833333333	17496	143.86	
42471.59375	18144	94.1	
42471.6041666667	18792	86.4325	
42471.6145833333	19440	75.8000000000001	
42471.625	18144	89.97	
42471.6354166667	19440	86.8200000000001	
42471.6458333333	18144	94.8530434782609	
42471.65625	17820	96.9004347826087	
42471.6666666667	11664	108.08	
42471.6770833333	8748	124.3	
42471.6875	17820	304.019999999999	
42471.6979166667	18144	94.1241176470589	
42472.375	15228	38.4818032786885	
42472.3854166667	20088	783.57	
42472.3958333333	20412	-105.64	
42472.4166666667	18792	359.95	
42472.4270833333	18468	-910.720000000001	
42472.4375	18468	477.190000000001	
42472.46875	19116	-215.71	
42472.4895833333	20412	-526.939999999999	
42472.5	19764	143.225714285714	
42472.5104166667	21060	-449.18	
42472.5208333333	20412	305.33	
42472.53125	20088	124.308571428571	
42472.5416666667	20412	-391.990000000002	
42472.5520833333	20412	-352.860000000001	
42472.5625	20412	120.69	
42472.5729166667	20088	256.66	
42472.5833333333	19440	113.94	
42472.59375	20736	86.48	
42472.6041666667	12636	358.51	
42472.6145833333	7452	-405.68	
42472.6354166667	18468	-857.040000000001	
42472.6458333333	20412	347.550000000001	
42472.65625	20412	231.73	
42472.6666666667	14580	-151.04	
42472.6770833333	12636	423.360000000001	
42472.6875	19116	688.889999999999	
42472.6979166667	20088	-104.6	
42473.375	16524	40.1981355932203	
42473.3854166667	19116	-259.140000000001	
42473.3958333333	18468	-323.530000000001	
42473.40625	20412	-178.559999999999	
42473.4270833333	19764	-309.93	
42473.4375	20088	-803.860000000001	
42473.4479166667	20412	133.453333333333	
42473.4583333333	20736	129.668571428571	
42473.46875	20088	89.515	
42473.4791666667	19440	97.4700000000001	
42473.4895833333	18144	100.143333333333	
42473.5	19440	88.9499999999999	
42473.5104166667	19440	81.36	
42473.5208333333	7776	170.203076923077	
42473.53125	12312	-494.190000000001	
42473.5416666667	20088	344.57	
42473.5520833333	20088	116.02	
42473.5625	15552	126.69	
42473.5729166667	13608	125.045	
42473.5833333333	14580	200.802857142858	
42473.59375	18792	-769.75	
42473.6041666667	19440	115.87	
42473.6145833333	20088	102.872857142857	
42473.625	20412	108.82	
42473.6354166667	14256	146.216923076923	
42473.6458333333	10368	213.056666666667	
42473.6666666667	19764	290.64	
42473.6770833333	20088	132.483333333333	
42473.6875	16200	154.87	
42473.6979166667	8424	227.56	
42474.375	16200	39.1672566371681	
42474.3854166667	20412	-406.540000000001	
42474.40625	20412	-275.200000000001	
42474.4166666667	20412	-581.119999999999	
42474.4270833333	19440	-153.59	
42474.4375	19116	424.040000000001	
42474.4479166667	19764	801.51	
42474.4583333333	20412	741.209999999999	
42474.46875	18468	506.49	
42474.4895833333	18144	922.610000000001	
42474.5	20412	-617.240000000002	
42474.5104166667	20088	428.01	
42474.5208333333	20088	-704.529999999999	
42474.5416666667	18792	-238.94	
42474.5625	18792	-372.35	
42474.5729166667	18468	-655.369999999999	
42474.5833333333	19116	303.02	
42474.59375	19764	681.91	
42474.6041666667	19440	158.43	
42474.6145833333	14256	157.86	
42474.625	16200	849.360000000001	
42474.6354166667	20088	663.970000000001	
42474.6458333333	20088	191.02	
42474.65625	17820	-675.939999999999	
42474.6666666667	9720	-584.299999999999	
42474.6770833333	16848	306.66	
42474.6979166667	20088	768.620000000001	
42475.375	16524	41.1716216216216	
42475.3854166667	19764	236.19	
42475.3958333333	19440	100.973333333333	
42475.40625	20088	125.982857142857	
42475.4166666667	19440	154.945714285714	
42475.4270833333	19440	334.139999999999	
42475.4375	18468	144.174545454545	
42475.4479166667	18144	150.8	
42475.4583333333	18144	179.385714285714	
42475.46875	18144	163.12	
42475.4791666667	19440	132.66	
42475.4895833333	16200	507.99	
42475.5	16848	513.949999999999	
42475.5104166667	18792	368.86	
42475.5208333333	18792	-402.549999999999	
42475.53125	19764	350.530000000001	
42475.5416666667	17496	198.15	
42475.5520833333	11016	-1242.34	
42475.5729166667	20088	257.97	
42475.59375	18144	-697.009999999998	
42475.6041666667	13932	611.309999999999	
42475.6145833333	19116	874.27	
42475.625	20088	231.64	
42475.6354166667	18144	142.1	
42475.6458333333	12960	-1117.42	
42475.6666666667	19440	363.940000000001	
42475.6979166667	14256	438.69	
42478.375	18144	40.72	
42478.3854166667	19440	121.96	
42478.3958333333	18792	287.18	
42478.40625	18468	-301.380000000001	
42478.4166666667	18792	-280.24	
42478.4270833333	19116	-187.119999999999	
42478.4375	19764	-307.209999999999	
42478.4479166667	19764	159.12	
42478.4583333333	18468	436.459999999999	
42478.46875	18792	-192.48	
42478.4895833333	18792	-658.380000000001	
42478.5	18468	-826.439999999999	
42478.5104166667	19440	-532.959999999999	
42478.5208333333	18144	199.12	
42478.53125	18144	240.81	
42478.5520833333	18792	360.940000000001	
42478.5625	18792	-908.209999999999	
42478.5729166667	18792	-796.84	
42478.6041666667	20088	-635.299999999999	
42478.625	19440	-145.42	
42478.6458333333	18792	892.209999999999	
42478.6666666667	19764	-614.23	
42478.6875	18792	-358.76	
42479.375	17172	39.74	
42479.3854166667	19116	769.619999999999	
42479.3958333333	19116	769.619999999999	
42479.40625	18468	493.58	
42479.4166666667	19116	-727.610000000001	
42479.4270833333	20412	-153.079999999999	
42479.4375	20412	-541.990000000002	
42479.4479166667	19764	-246.01	
42479.4583333333	19116	724.77	
42479.46875	19116	-71.9300000000003	
42479.4791666667	19116	664.970000000001	
42479.4895833333	19116	-513.899999999998	
42479.5104166667	19116	724.77	
42479.5208333333	18468	384.809999999999	
42479.5416666667	17496	269.66	
42479.5520833333	17820	899.690000000002	
42479.5625	17820	-717.079999999998	
42479.5729166667	14904	-895.68	
42479.5833333333	15876	395.62	
42479.6041666667	18468	-201.579999999999	
42479.6145833333	17820	-915.740000000002	
42479.625	17496	-885.639999999999	
42479.6354166667	17820	1022.28	
42479.65625	18144	794.540000000001	
42479.6666666667	17496	911.650000000001	
42479.6770833333	17496	-157.86	
42479.6875	17496	968.459999999999	
42479.6979166667	18792	749.190000000002	
42480.375	18144	38.3969230769231	
42480.3958333333	20088	-656.369999999999	
42480.40625	19440	-306.41	
42480.4166666667	20088	741.709999999999	
42480.4270833333	19440	227.94	
42480.4375	19440	133.953333333333	
42480.4479166667	19440	104.04	
42480.4583333333	19440	396.72	
42480.46875	18468	168.502857142857	
42480.4791666667	18144	205	
42480.4895833333	18144	181.478571428571	
42480.5	18144	-423.690000000001	
42480.5104166667	20088	174.59	
42480.5208333333	20088	126.97	
42480.53125	19440	137.33	
42480.5416666667	19440	119.35	
42480.5520833333	19440	121.96	
42480.5625	19440	179.72	
42480.5729166667	16200	129.910909090909	
42480.5833333333	15876	253.14	
42480.59375	18468	179.52	
42480.6041666667	20412	-434.130000000001	
42480.6145833333	20412	306.82	
42480.625	18144	-333.09	
42480.6354166667	16200	238.27	
42480.6458333333	18468	-580.119999999999	
42480.6666666667	20088	117.286666666667	
42480.6770833333	10692	327.440000000001	
42480.6979166667	18792	214.14	
42481.375	18144	35.4169230769231	
42481.3854166667	19764	311.43	
42481.3958333333	18144	132.16	
42481.40625	17820	290.86	
42481.4166666667	17820	-227.329999999999	
42481.4270833333	18468	336.19	
42481.4375	18468	-385.440000000001	
42481.4583333333	19440	151.597142857143	
42481.46875	19116	208.46	
42481.4791666667	19116	343.58	
42481.4895833333	18792	-269.67	
42481.5	19764	-421.59	
42481.5104166667	20088	126.57	
42481.5208333333	20088	109.06	
42481.53125	21384	114.265	
42481.5416666667	18144	127.31	
42481.5625	18468	442.42	
42481.5729166667	20088	640.049999999999	
42481.5833333333	20088	114.262857142857	
42481.59375	19764	646.029999999999	
42481.6041666667	19764	-278.219999999999	
42481.6145833333	19440	183.85	
42481.625	19440	112.1	
42481.6354166667	19440	669.950000000001	
42481.6458333333	18144	168.92	
42481.65625	9396	372.84	
42481.6666666667	18468	-600.689999999999	
42481.6770833333	20088	211.66	
42481.6875	20088	756.160000000002	
42481.6979166667	17496	132.74	
42482.375	17496	20.9842857142857	
42482.3854166667	17172	1144.87	
42482.40625	19440	957.989999999998	
42482.4166666667	20736	410.129999999999	
42482.4270833333	21060	-272.68	
42482.4375	20412	-704.529999999999	
42482.4479166667	20412	696.860000000001	
42482.4583333333	20412	-572.09	
42482.46875	20412	249.059999999999	
42482.4791666667	19764	-158.640000000001	
42482.4895833333	20412	657.989999999998	
42482.5	20412	741.709999999999	
42482.5104166667	20736	591.709999999999	
42482.5208333333	19116	-814.899999999998	
42482.53125	18792	754.669999999998	
42482.5416666667	19116	-869.079999999998	
42482.5520833333	18792	503.51	
42482.5625	19116	246.2	
42482.5729166667	20088	696.860000000001	
42482.5833333333	20088	-523.93	
42482.59375	18144	216.12	
42482.6041666667	18792	160.887142857143	
42482.625	20088	-181.359999999999	
42482.6354166667	20088	-338.619999999999	
42482.65625	17820	506.99	
42482.6770833333	18792	-345.17	
42482.6875	20088	272.82	
42482.6979166667	20088	180.4	
42485.375	16524	8.40666666666665	
42485.3854166667	18792	224.97	
42485.3958333333	18468	194.71	
42485.40625	18144	136.292727272727	
42485.4166666667	18144	146.74	
42485.4270833333	18144	181.897142857143	
42485.4375	18144	109.11	
42485.4479166667	18144	160.968571428572	
42485.4583333333	18468	231.16	
42485.46875	18144	121.84	
42485.4791666667	18144	139.395	
42485.4895833333	17820	193.02	
42485.5	18144	270.360000000001	
42485.5208333333	18468	641.049999999999	
42485.5416666667	16848	-143.51	
42485.5520833333	18144	-32.7899999999997	
42485.5625	18792	245.110000000001	
42485.5729166667	19116	-54.2200000000003	
42485.5833333333	18468	650.02	
42485.59375	18468	673.940000000002	
42485.6145833333	18144	794.040000000001	
42485.6354166667	18144	225.24	
42485.6458333333	18468	157.96	
42485.65625	18144	110.282727272727	
42485.6666666667	18468	682.91	
42485.6770833333	18144	109.36	
42485.6875	18144	184.42	
42485.6979166667	18792	137.07	
42486.375	18468	16.9327272727273	
42486.3854166667	20088	-523.93	
42486.40625	20412	-671.420000000002	
42486.4166666667	19764	807.49	
42486.4270833333	20088	-415.57	
42486.4375	18468	286.69	
42486.4479166667	19764	-218.83	
42486.46875	19116	-580.119999999999	
42486.4791666667	18468	262.44	
42486.4895833333	18792	-525.439999999999	
42486.5	18792	258.480000000001	
42486.5104166667	17172	463.290000000001	
42486.5208333333	16524	185.44	
42486.5520833333	13284	-900.200000000001	
42486.5625	13284	265.96	
42486.5729166667	15228	-209.18	
42486.5833333333	16200	-842	
42486.59375	15876	578.030000000001	
42486.6041666667	15876	594.42	
42486.6145833333	15876	-1040.66	
42486.6354166667	16200	-962.399999999998	
42486.65625	16848	-776.779999999999	
42486.6666666667	15552	222.568571428571	
42486.6770833333	15876	-1022.6	
42486.6979166667	17172	-885.139999999999	
42487.375	18792	6.82000000000007	
42487.3854166667	19764	296.59	
42487.3958333333	19116	436.959999999999	
42487.40625	18144	518.42	
42487.4166666667	17820	327.88	
42487.4270833333	17496	438.18	
42487.4375	17496	442.139999999999	
42487.4479166667	16200	464.919999999999	
42487.46875	16200	633.16	
42487.4791666667	15552	1326.27	
42487.4895833333	15552	-1130.46	
42487.5	15876	-331.390000000001	
42487.5208333333	16200	597.4	
42487.53125	15552	433.74	
42487.5416666667	15876	-220.96	
42487.5520833333	17496	983.91	
42487.5625	17496	566.6	
42487.59375	16200	-341.99	
42487.6041666667	15876	-562.630000000001	
42487.6145833333	15876	1185.24	
42487.625	15876	-1025.61	
42487.6354166667	15552	-314.72	
42487.6458333333	15876	1119.46	
42487.65625	15876	-464.48	
42487.6666666667	15552	1074.61	
42487.6979166667	14904	300.45	
42488.375	15876	-13.6871428571428	
42488.3854166667	17172	-215.73	
42488.3958333333	16848	520.41	
42488.40625	17820	-78.7100000000003	
42488.4166666667	18468	-819.920000000002	
42488.4270833333	19116	256.82	
42488.4375	17820	-1009.05	
42488.4479166667	17496	1067.63	
42488.4583333333	15876	367.36	
42488.46875	16848	-296.03	
42488.4791666667	16524	-1091.83	
42488.4895833333	16200	-314.72	
42488.5	16200	-914.240000000002	
42488.5104166667	16200	-848.02	
42488.5208333333	16200	383.74	
42488.53125	16200	600.379999999999	
42488.5416666667	16524	-166.53	
42488.5520833333	17820	-445.85	
42488.5625	17496	1037.73	
42488.5729166667	17496	-933.299999999999	
42488.5833333333	17496	-465.48	
42488.59375	18468	-876.610000000001	
42488.6041666667	18144	548.219999999999	
42488.625	17496	-996.509999999998	
42488.6354166667	17496	-122.07	
42488.6458333333	17820	-912.73	
42488.65625	17820	278.54	
42488.6666666667	17172	-1005.54	
42488.6770833333	17172	-294.51	
42488.6875	17820	-459.940000000001	
42488.6979166667	17172	424.32	
42489.375	17820	-17.7224999999999	
42489.3854166667	19116	-60.4650000000001	
42489.3958333333	19116	-249.549999999999	
42489.40625	18144	314.059999999999	
42489.4166666667	17820	-1021.09	
42489.4375	19764	278.769999999999	
42489.4479166667	19764	-685.470000000001	
42489.4583333333	19440	249.42	
42489.46875	18144	938.559999999998	
42489.5	19440	271.84	
42489.5104166667	19116	-279.74	
42489.5208333333	17820	-816.41	
42489.53125	17820	-271.78	
42489.5416666667	18792	-651.860000000001	
42489.5520833333	19116	907.66	
42489.5625	17820	-963.899999999998	
42489.5729166667	18144	-798.350000000002	
42489.5833333333	16848	1028.76	
42489.59375	18144	-657.880000000001	
42489.6041666667	18468	-751.189999999999	
42489.6145833333	17820	1100.02	
42489.625	17820	315.54	
42489.6354166667	17820	-969.920000000002	
42489.65625	18792	469.74	
42489.6770833333	17172	-1012.06	
42489.6875	17820	-205.74	
42489.6979166667	18468	503.02	
