Date	TboxPLRforFPVAV27	TboxDischargeMixedAirTempfromRoomTempforFPVAV27	
42615.9583333333	nan	nan	
42615.96875	nan	nan	
42615.9791666667	nan	nan	
42615.9895833333	nan	nan	
42616	nan	nan	
42616.0104166667	nan	nan	
42616.0208333333	nan	nan	
42616.03125	nan	nan	
42616.0416666667	nan	nan	
42616.0520833333	nan	nan	
42616.0625	nan	nan	
42616.0729166667	nan	nan	
42616.0833333333	nan	nan	
42616.09375	nan	nan	
42616.1041666667	nan	nan	
42616.1145833333	nan	nan	
42616.125	nan	nan	
42616.1354166667	nan	nan	
42616.1458333333	nan	nan	
42616.15625	nan	nan	
42616.1666666667	nan	nan	
42616.1770833333	nan	nan	
42616.1875	nan	nan	
42616.1979166667	nan	nan	
42616.2083333333	nan	nan	
42616.21875	nan	nan	
42616.2291666667	nan	nan	
42616.2395833333	nan	nan	
42616.25	nan	nan	
42616.2604166667	nan	nan	
42616.2708333333	nan	nan	
42616.28125	nan	nan	
42616.2916666667	nan	nan	
42616.3020833333	nan	nan	
42616.3125	nan	nan	
42616.3229166667	nan	nan	
42616.3333333333	nan	nan	
42616.34375	nan	nan	
42616.3541666667	nan	nan	
42616.3645833333	nan	nan	
42616.375	nan	nan	
42616.3854166667	nan	nan	
42616.3958333333	nan	nan	
42616.40625	nan	nan	
42616.4166666667	nan	nan	
42616.4270833333	nan	nan	
42616.4375	nan	nan	
42616.4479166667	nan	nan	
42616.4583333333	nan	nan	
42616.46875	nan	nan	
42616.4791666667	nan	nan	
42616.4895833333	nan	nan	
42616.5	nan	nan	
42616.5104166667	nan	nan	
42616.5208333333	nan	nan	
42616.53125	nan	nan	
42616.5416666667	nan	nan	
42616.5520833333	nan	nan	
42616.5625	nan	nan	
42616.5729166667	nan	nan	
42616.5833333333	nan	nan	
42616.59375	nan	nan	
42616.6041666667	nan	nan	
42616.6145833333	nan	nan	
42616.625	nan	nan	
42616.6354166667	nan	nan	
42616.6458333333	nan	nan	
42616.65625	nan	nan	
42616.6666666667	nan	nan	
42616.6770833333	nan	nan	
42616.6875	nan	nan	
42616.6979166667	nan	nan	
42616.7083333333	nan	nan	
42616.71875	nan	nan	
42616.7291666667	nan	nan	
42616.7395833333	nan	nan	
42616.75	nan	nan	
42616.7604166667	nan	nan	
42616.7708333333	nan	nan	
42616.78125	nan	nan	
42616.7916666667	nan	nan	
42616.8020833333	nan	nan	
42616.8125	nan	nan	
42616.8229166667	nan	nan	
42616.8333333333	nan	nan	
42616.84375	nan	nan	
42616.8541666667	nan	nan	
42616.8645833333	nan	nan	
42616.875	nan	nan	
42616.8854166667	nan	nan	
42616.8958333333	nan	nan	
42616.90625	nan	nan	
42616.9166666667	nan	nan	
42616.9270833333	nan	nan	
42616.9375	nan	nan	
42616.9479166667	nan	nan	
42616.9583333333	nan	nan	
42616.96875	nan	nan	
42616.9791666667	nan	nan	
42616.9895833333	nan	nan	
42617	nan	nan	
42617.0104166667	nan	nan	
42617.0208333333	nan	nan	
42617.03125	nan	nan	
42617.0416666667	nan	nan	
42617.0520833333	nan	nan	
42617.0625	nan	nan	
42617.0729166667	nan	nan	
42617.0833333333	nan	nan	
42617.09375	nan	nan	
42617.1041666667	nan	nan	
42617.1145833333	nan	nan	
42617.125	nan	nan	
42617.1354166667	nan	nan	
42617.1458333333	nan	nan	
42617.15625	nan	nan	
42617.1666666667	nan	nan	
42617.1770833333	nan	nan	
42617.1875	nan	nan	
42617.1979166667	nan	nan	
42617.2083333333	nan	nan	
42617.21875	nan	nan	
42617.2291666667	nan	nan	
42617.2395833333	nan	nan	
42617.25	nan	nan	
42617.2604166667	nan	nan	
42617.2708333333	nan	nan	
42617.28125	nan	nan	
42617.2916666667	nan	nan	
42617.3020833333	nan	nan	
42617.3125	nan	nan	
42617.3229166667	nan	nan	
42617.3333333333	nan	nan	
42617.34375	nan	nan	
42617.3541666667	nan	nan	
42617.3645833333	nan	nan	
42617.375	nan	nan	
42617.3854166667	nan	nan	
42617.3958333333	nan	nan	
42617.40625	nan	nan	
42617.4166666667	nan	nan	
42617.4270833333	nan	nan	
42617.4375	nan	nan	
42617.4479166667	nan	nan	
42617.4583333333	nan	nan	
42617.46875	nan	nan	
42617.4791666667	nan	nan	
42617.4895833333	nan	nan	
42617.5	nan	nan	
42617.5104166667	nan	nan	
42617.5208333333	nan	nan	
42617.53125	nan	nan	
42617.5416666667	nan	nan	
42617.5520833333	nan	nan	
42617.5625	nan	nan	
42617.5729166667	nan	nan	
42617.5833333333	nan	nan	
42617.59375	nan	nan	
42617.6041666667	nan	nan	
42617.6145833333	nan	nan	
42617.625	nan	nan	
42617.6354166667	nan	nan	
42617.6458333333	nan	nan	
42617.65625	nan	nan	
42617.6666666667	nan	nan	
42617.6770833333	nan	nan	
42617.6875	nan	nan	
42617.6979166667	nan	nan	
42617.7083333333	nan	nan	
42617.71875	nan	nan	
42617.7291666667	nan	nan	
42617.7395833333	nan	nan	
42617.75	nan	nan	
42617.7604166667	nan	nan	
42617.7708333333	nan	nan	
42617.78125	nan	nan	
42617.7916666667	nan	nan	
42617.8020833333	nan	nan	
42617.8125	nan	nan	
42617.8229166667	nan	nan	
42617.8333333333	nan	nan	
42617.84375	nan	nan	
42617.8541666667	nan	nan	
42617.8645833333	nan	nan	
42617.875	nan	nan	
42617.8854166667	nan	nan	
42617.8958333333	nan	nan	
42617.90625	nan	nan	
42617.9166666667	nan	nan	
42617.9270833333	nan	nan	
42617.9375	nan	nan	
42617.9479166667	nan	nan	
42617.9583333333	nan	nan	
42617.96875	nan	nan	
42617.9791666667	nan	nan	
42617.9895833333	nan	nan	
42618	nan	nan	
42618.0104166667	nan	nan	
42618.0208333333	nan	nan	
42618.03125	nan	nan	
42618.0416666667	nan	nan	
42618.0520833333	nan	nan	
42618.0625	nan	nan	
42618.0729166667	nan	nan	
42618.0833333333	nan	nan	
42618.09375	nan	nan	
42618.1041666667	nan	nan	
42618.1145833333	nan	nan	
42618.125	nan	nan	
42618.1354166667	nan	nan	
42618.1458333333	nan	nan	
42618.15625	nan	nan	
42618.1666666667	nan	nan	
42618.1770833333	nan	nan	
42618.1875	nan	nan	
42618.1979166667	nan	nan	
42618.2083333333	nan	nan	
42618.21875	nan	nan	
42618.2291666667	nan	nan	
42618.2395833333	nan	nan	
42618.25	nan	nan	
42618.2604166667	nan	nan	
42618.2708333333	nan	nan	
42618.28125	nan	nan	
42618.2916666667	nan	nan	
42618.3020833333	nan	nan	
42618.3125	nan	nan	
42618.3229166667	nan	nan	
42618.3333333333	nan	nan	
42618.34375	nan	nan	
42618.3541666667	nan	nan	
42618.3645833333	nan	nan	
42618.375	nan	nan	
42618.3854166667	nan	nan	
42618.3958333333	nan	nan	
42618.40625	nan	nan	
42618.4166666667	nan	nan	
42618.4270833333	nan	nan	
42618.4375	nan	nan	
42618.4479166667	nan	nan	
42618.4583333333	nan	nan	
42618.46875	nan	nan	
42618.4791666667	nan	nan	
42618.4895833333	nan	nan	
42618.5	nan	nan	
42618.5104166667	nan	nan	
42618.5208333333	nan	nan	
42618.53125	nan	nan	
42618.5416666667	nan	nan	
42618.5520833333	nan	nan	
42618.5625	nan	nan	
42618.5729166667	nan	nan	
42618.5833333333	nan	nan	
42618.59375	nan	nan	
42618.6041666667	nan	nan	
42618.6145833333	nan	nan	
42618.625	nan	nan	
42618.6354166667	nan	nan	
42618.6458333333	nan	nan	
42618.65625	nan	nan	
42618.6666666667	nan	nan	
42618.6770833333	nan	nan	
42618.6875	nan	nan	
42618.6979166667	nan	nan	
42618.7083333333	nan	nan	
42618.71875	nan	nan	
42618.7291666667	nan	nan	
42618.7395833333	nan	nan	
42618.75	nan	nan	
42618.7604166667	nan	nan	
42618.7708333333	nan	nan	
42618.78125	nan	nan	
42618.7916666667	nan	nan	
42618.8020833333	nan	nan	
42618.8125	nan	nan	
42618.8229166667	nan	nan	
42618.8333333333	nan	nan	
42618.84375	nan	nan	
42618.8541666667	nan	nan	
42618.8645833333	nan	nan	
42618.875	nan	nan	
42618.8854166667	nan	nan	
42618.8958333333	nan	nan	
42618.90625	nan	nan	
42618.9166666667	nan	nan	
42618.9270833333	nan	nan	
42618.9375	nan	nan	
42618.9479166667	nan	nan	
42618.9583333333	nan	nan	
42618.96875	nan	nan	
42618.9791666667	nan	nan	
42618.9895833333	nan	nan	
42619	nan	nan	
42619.0104166667	nan	nan	
42619.0208333333	nan	nan	
42619.03125	nan	nan	
42619.0416666667	nan	nan	
42619.0520833333	nan	nan	
42619.0625	nan	nan	
42619.0729166667	nan	nan	
42619.0833333333	nan	nan	
42619.09375	nan	nan	
42619.1041666667	nan	nan	
42619.1145833333	nan	nan	
42619.125	nan	nan	
42619.1354166667	nan	nan	
42619.1458333333	nan	nan	
42619.15625	nan	nan	
42619.1666666667	nan	nan	
42619.1770833333	nan	nan	
42619.1875	nan	nan	
42619.1979166667	nan	nan	
42619.2083333333	nan	nan	
42619.21875	nan	nan	
42619.2291666667	nan	nan	
42619.2395833333	nan	nan	
42619.25	nan	nan	
42619.2604166667	nan	nan	
42619.2708333333	nan	nan	
42619.28125	nan	nan	
42619.2916666667	nan	nan	
42619.3020833333	nan	nan	
42619.3125	nan	nan	
42619.3229166667	nan	nan	
42619.3333333333	nan	nan	
42619.34375	nan	nan	
42619.3541666667	nan	nan	
42619.3645833333	nan	nan	
42619.375	58	3.3078	
42619.3854166667	70	3.512	
42619.3958333333	80	5.544	
42619.40625	86	6.03740000000001	
42619.4166666667	84	5.2672	
42619.4270833333	88	4.9584	
42619.4375	86	4.6436	
42619.4479166667	90	5.415	
42619.4583333333	86	4.4292	
42619.46875	84	5.4884	
42619.4791666667	88	5.49719999999999	
42619.4895833333	86	6.1528	
42619.5	84	5.3772	
42619.5104166667	78	4.9802	
42619.5208333333	72	3.9676	
42619.53125	72	4.42440000000001	
42619.5416666667	72	4.3524	
42619.5520833333	80	5.874	
42619.5625	82	6.23260000000001	
42619.5729166667	88	6.5624	
42619.5833333333	88	5.9568	
42619.59375	88	5.3476	
42619.6041666667	92	6.1416	
42619.6145833333	96	7.02200000000001	
42619.625	94	5.8398	
42619.6354166667	98	7.24140000000001	
42619.6458333333	100	7.56	
42619.65625	100	7.3	
42619.6666666667	100	7.37	
42619.6770833333	100	6.88	
42619.6875	100	6.8	
42619.6979166667	100	7.11	
42619.7083333333	nan	nan	
42619.71875	nan	nan	
42619.7291666667	nan	nan	
42619.7395833333	nan	nan	
42619.75	nan	nan	
42619.7604166667	nan	nan	
42619.7708333333	nan	nan	
42619.78125	nan	nan	
42619.7916666667	nan	nan	
42619.8020833333	nan	nan	
42619.8125	nan	nan	
42619.8229166667	nan	nan	
42619.8333333333	nan	nan	
42619.84375	nan	nan	
42619.8541666667	nan	nan	
42619.8645833333	nan	nan	
42619.875	nan	nan	
42619.8854166667	nan	nan	
42619.8958333333	nan	nan	
42619.90625	nan	nan	
42619.9166666667	nan	nan	
42619.9270833333	nan	nan	
42619.9375	nan	nan	
42619.9479166667	nan	nan	
42619.9583333333	nan	nan	
42619.96875	nan	nan	
42619.9791666667	nan	nan	
42619.9895833333	nan	nan	
42620	nan	nan	
42620.0104166667	nan	nan	
42620.0208333333	nan	nan	
42620.03125	nan	nan	
42620.0416666667	nan	nan	
42620.0520833333	nan	nan	
42620.0625	nan	nan	
42620.0729166667	nan	nan	
42620.0833333333	nan	nan	
42620.09375	nan	nan	
42620.1041666667	nan	nan	
42620.1145833333	nan	nan	
42620.125	nan	nan	
42620.1354166667	nan	nan	
42620.1458333333	nan	nan	
42620.15625	nan	nan	
42620.1666666667	nan	nan	
42620.1770833333	nan	nan	
42620.1875	nan	nan	
42620.1979166667	nan	nan	
42620.2083333333	nan	nan	
42620.21875	nan	nan	
42620.2291666667	nan	nan	
42620.2395833333	nan	nan	
42620.25	nan	nan	
42620.2604166667	nan	nan	
42620.2708333333	nan	nan	
42620.28125	nan	nan	
42620.2916666667	nan	nan	
42620.3020833333	nan	nan	
42620.3125	nan	nan	
42620.3229166667	nan	nan	
42620.3333333333	nan	nan	
42620.34375	nan	nan	
42620.3541666667	nan	nan	
42620.3645833333	nan	nan	
42620.375	62	3.5812	
42620.3854166667	68	4.63399999999999	
42620.3958333333	68	4.85280000000001	
42620.40625	66	4.5414	
42620.4166666667	66	4.8944	
42620.4270833333	64	3.8364	
42620.4375	64	3.8688	
42620.4479166667	62	3.5346	
42620.4583333333	64	4.0164	
42620.46875	68	4.63360000000001	
42620.4791666667	66	4.33520000000001	
42620.4895833333	64	4.2916	
42620.5	64	4.3944	
42620.5104166667	66	5.0818	
42620.5208333333	64	4.62440000000001	
42620.53125	62	4.1482	
42620.5416666667	74	5.0168	
42620.5520833333	76	5.3188	
42620.5625	82	6.0196	
42620.5729166667	86	5.85	
42620.5833333333	88	5.8212	
42620.59375	90	6.874	
42620.6041666667	92	6.8672	
42620.6145833333	98	7.2998	
42620.625	96	6.3016	
42620.6354166667	96	6.6676	
42620.6458333333	98	7.0256	
42620.65625	100	7.6	
42620.6666666667	102	7.69480000000001	
42620.6770833333	100	7.66	
42620.6875	102	7.8072	
42620.6979166667	100	7.31	
42620.7083333333	nan	nan	
42620.71875	nan	nan	
42620.7291666667	nan	nan	
42620.7395833333	nan	nan	
42620.75	nan	nan	
42620.7604166667	nan	nan	
42620.7708333333	nan	nan	
42620.78125	nan	nan	
42620.7916666667	nan	nan	
42620.8020833333	nan	nan	
42620.8125	nan	nan	
42620.8229166667	nan	nan	
42620.8333333333	nan	nan	
42620.84375	nan	nan	
42620.8541666667	nan	nan	
42620.8645833333	nan	nan	
42620.875	nan	nan	
42620.8854166667	nan	nan	
42620.8958333333	nan	nan	
42620.90625	nan	nan	
42620.9166666667	nan	nan	
42620.9270833333	nan	nan	
42620.9375	nan	nan	
42620.9479166667	nan	nan	
42620.9583333333	nan	nan	
42620.96875	nan	nan	
42620.9791666667	nan	nan	
42620.9895833333	nan	nan	
42621	nan	nan	
42621.0104166667	nan	nan	
42621.0208333333	nan	nan	
42621.03125	nan	nan	
42621.0416666667	nan	nan	
42621.0520833333	nan	nan	
42621.0625	nan	nan	
42621.0729166667	nan	nan	
42621.0833333333	nan	nan	
42621.09375	nan	nan	
42621.1041666667	nan	nan	
42621.1145833333	nan	nan	
42621.125	nan	nan	
42621.1354166667	nan	nan	
42621.1458333333	nan	nan	
42621.15625	nan	nan	
42621.1666666667	nan	nan	
42621.1770833333	nan	nan	
42621.1875	nan	nan	
42621.1979166667	nan	nan	
42621.2083333333	nan	nan	
42621.21875	nan	nan	
42621.2291666667	nan	nan	
42621.2395833333	nan	nan	
42621.25	nan	nan	
42621.2604166667	nan	nan	
42621.2708333333	nan	nan	
42621.28125	nan	nan	
42621.2916666667	nan	nan	
42621.3020833333	nan	nan	
42621.3125	nan	nan	
42621.3229166667	nan	nan	
42621.3333333333	nan	nan	
42621.34375	nan	nan	
42621.3541666667	nan	nan	
42621.3645833333	nan	nan	
42621.375	62	3.8168	
42621.3854166667	72	4.7244	
42621.3958333333	74	4.5072	
42621.40625	76	4.9716	
42621.4166666667	80	5.214	
42621.4270833333	78	4.6432	
42621.4375	82	5.2	
42621.4479166667	78	4.3788	
42621.4583333333	80	4.762	
42621.46875	82	5.2408	
42621.4791666667	80	4.938	
42621.4895833333	82	5.245	
42621.5	78	5.0036	
42621.5104166667	72	4.90280000000001	
42621.5208333333	72	4.40200000000001	
42621.53125	78	4.88979999999999	
42621.5416666667	86	6.9034	
42621.5520833333	82	5.65900000000001	
42621.5625	86	6.1768	
42621.5729166667	82	5.4706	
42621.5833333333	80	4.682	
42621.59375	84	5.3476	
42621.6041666667	88	5.9956	
42621.6145833333	88	5.94280000000001	
42621.625	90	6.442	
42621.6354166667	90	5.91	
42621.6458333333	92	6.3856	
42621.65625	88	5.7312	
42621.6666666667	90	5.926	
42621.6770833333	84	5.7176	
42621.6875	84	7.014	
42621.6979166667	84	7.3772	
42621.7083333333	nan	nan	
42621.71875	nan	nan	
42621.7291666667	nan	nan	
42621.7395833333	nan	nan	
42621.75	nan	nan	
42621.7604166667	nan	nan	
42621.7708333333	nan	nan	
42621.78125	nan	nan	
42621.7916666667	nan	nan	
42621.8020833333	nan	nan	
42621.8125	nan	nan	
42621.8229166667	nan	nan	
42621.8333333333	nan	nan	
42621.84375	nan	nan	
42621.8541666667	nan	nan	
42621.8645833333	nan	nan	
42621.875	nan	nan	
42621.8854166667	nan	nan	
42621.8958333333	nan	nan	
42621.90625	nan	nan	
42621.9166666667	nan	nan	
42621.9270833333	nan	nan	
42621.9375	nan	nan	
42621.9479166667	nan	nan	
42621.9583333333	nan	nan	
42621.96875	nan	nan	
42621.9791666667	nan	nan	
42621.9895833333	nan	nan	
42622	nan	nan	
42622.0104166667	nan	nan	
42622.0208333333	nan	nan	
42622.03125	nan	nan	
42622.0416666667	nan	nan	
42622.0520833333	nan	nan	
42622.0625	nan	nan	
42622.0729166667	nan	nan	
42622.0833333333	nan	nan	
42622.09375	nan	nan	
42622.1041666667	nan	nan	
42622.1145833333	nan	nan	
42622.125	nan	nan	
42622.1354166667	nan	nan	
42622.1458333333	nan	nan	
42622.15625	nan	nan	
42622.1666666667	nan	nan	
42622.1770833333	nan	nan	
42622.1875	nan	nan	
42622.1979166667	nan	nan	
42622.2083333333	nan	nan	
42622.21875	nan	nan	
42622.2291666667	nan	nan	
42622.2395833333	nan	nan	
42622.25	nan	nan	
42622.2604166667	nan	nan	
42622.2708333333	nan	nan	
42622.28125	nan	nan	
42622.2916666667	nan	nan	
42622.3020833333	nan	nan	
42622.3125	nan	nan	
42622.3229166667	nan	nan	
42622.3333333333	nan	nan	
42622.34375	nan	nan	
42622.3541666667	nan	nan	
42622.3645833333	nan	nan	
42622.375	68	5.1384	
42622.3854166667	68	3.9768	
42622.3958333333	66	3.9036	
42622.40625	64	3.33559999999999	
42622.4166666667	64	3.4648	
42622.4270833333	60	3.056	
42622.4375	60	3.034	
42622.4479166667	62	3.6896	
42622.4583333333	66	3.77	
42622.46875	66	4.8904	
42622.4791666667	60	3.99799999999999	
42622.4895833333	64	4.51	
42622.5	60	3.66200000000001	
42622.5104166667	58	3.77220000000001	
42622.5208333333	56	3.93559999999999	
42622.53125	56	4.4524	
42622.5416666667	64	4.5284	
42622.5520833333	72	6.02	
42622.5625	78	6.7532	
42622.5729166667	80	6.37799999999999	
42622.5833333333	80	5.2	
42622.59375	82	5.819	
42622.6041666667	86	6.42740000000001	
42622.6145833333	92	6.6416	
42622.625	92	6.272	
42622.6354166667	94	6.4394	
42622.6458333333	94	6.2176	
42622.65625	98	7.1728	
42622.6666666667	90	6.89899999999999	
42622.6770833333	92	7.4424	
42622.6875	88	6.6064	
42622.6979166667	82	5.9744	
42622.7083333333	nan	nan	
42622.71875	nan	nan	
42622.7291666667	nan	nan	
42622.7395833333	nan	nan	
42622.75	nan	nan	
42622.7604166667	nan	nan	
42622.7708333333	nan	nan	
42622.78125	nan	nan	
42622.7916666667	nan	nan	
42622.8020833333	nan	nan	
42622.8125	nan	nan	
42622.8229166667	nan	nan	
42622.8333333333	nan	nan	
42622.84375	nan	nan	
42622.8541666667	nan	nan	
42622.8645833333	nan	nan	
42622.875	nan	nan	
42622.8854166667	nan	nan	
42622.8958333333	nan	nan	
42622.90625	nan	nan	
42622.9166666667	nan	nan	
42622.9270833333	nan	nan	
42622.9375	nan	nan	
42622.9479166667	nan	nan	
42622.9583333333	nan	nan	
42622.96875	nan	nan	
42622.9791666667	nan	nan	
42622.9895833333	nan	nan	
42623	nan	nan	
42623.0104166667	nan	nan	
42623.0208333333	nan	nan	
42623.03125	nan	nan	
42623.0416666667	nan	nan	
42623.0520833333	nan	nan	
42623.0625	nan	nan	
42623.0729166667	nan	nan	
42623.0833333333	nan	nan	
42623.09375	nan	nan	
42623.1041666667	nan	nan	
42623.1145833333	nan	nan	
42623.125	nan	nan	
42623.1354166667	nan	nan	
42623.1458333333	nan	nan	
42623.15625	nan	nan	
42623.1666666667	nan	nan	
42623.1770833333	nan	nan	
42623.1875	nan	nan	
42623.1979166667	nan	nan	
42623.2083333333	nan	nan	
42623.21875	nan	nan	
42623.2291666667	nan	nan	
42623.2395833333	nan	nan	
42623.25	nan	nan	
42623.2604166667	nan	nan	
42623.2708333333	nan	nan	
42623.28125	nan	nan	
42623.2916666667	nan	nan	
42623.3020833333	nan	nan	
42623.3125	nan	nan	
42623.3229166667	nan	nan	
42623.3333333333	nan	nan	
42623.34375	nan	nan	
42623.3541666667	nan	nan	
42623.3645833333	nan	nan	
42623.375	nan	nan	
42623.3854166667	nan	nan	
42623.3958333333	nan	nan	
42623.40625	nan	nan	
42623.4166666667	nan	nan	
42623.4270833333	nan	nan	
42623.4375	nan	nan	
42623.4479166667	nan	nan	
42623.4583333333	nan	nan	
42623.46875	nan	nan	
42623.4791666667	nan	nan	
42623.4895833333	nan	nan	
42623.5	nan	nan	
42623.5104166667	nan	nan	
42623.5208333333	nan	nan	
42623.53125	nan	nan	
42623.5416666667	nan	nan	
42623.5520833333	nan	nan	
42623.5625	nan	nan	
42623.5729166667	nan	nan	
42623.5833333333	nan	nan	
42623.59375	nan	nan	
42623.6041666667	nan	nan	
42623.6145833333	nan	nan	
42623.625	nan	nan	
42623.6354166667	nan	nan	
42623.6458333333	nan	nan	
42623.65625	nan	nan	
42623.6666666667	nan	nan	
42623.6770833333	nan	nan	
42623.6875	nan	nan	
42623.6979166667	nan	nan	
42623.7083333333	nan	nan	
42623.71875	nan	nan	
42623.7291666667	nan	nan	
42623.7395833333	nan	nan	
42623.75	nan	nan	
42623.7604166667	nan	nan	
42623.7708333333	nan	nan	
42623.78125	nan	nan	
42623.7916666667	nan	nan	
42623.8020833333	nan	nan	
42623.8125	nan	nan	
42623.8229166667	nan	nan	
42623.8333333333	nan	nan	
42623.84375	nan	nan	
42623.8541666667	nan	nan	
42623.8645833333	nan	nan	
42623.875	nan	nan	
42623.8854166667	nan	nan	
42623.8958333333	nan	nan	
42623.90625	nan	nan	
42623.9166666667	nan	nan	
42623.9270833333	nan	nan	
42623.9375	nan	nan	
42623.9479166667	nan	nan	
42623.9583333333	nan	nan	
42623.96875	nan	nan	
42623.9791666667	nan	nan	
42623.9895833333	nan	nan	
42624	nan	nan	
42624.0104166667	nan	nan	
42624.0208333333	nan	nan	
42624.03125	nan	nan	
42624.0416666667	nan	nan	
42624.0520833333	nan	nan	
42624.0625	nan	nan	
42624.0729166667	nan	nan	
42624.0833333333	nan	nan	
42624.09375	nan	nan	
42624.1041666667	nan	nan	
42624.1145833333	nan	nan	
42624.125	nan	nan	
42624.1354166667	nan	nan	
42624.1458333333	nan	nan	
42624.15625	nan	nan	
42624.1666666667	nan	nan	
42624.1770833333	nan	nan	
42624.1875	nan	nan	
42624.1979166667	nan	nan	
42624.2083333333	nan	nan	
42624.21875	nan	nan	
42624.2291666667	nan	nan	
42624.2395833333	nan	nan	
42624.25	nan	nan	
42624.2604166667	nan	nan	
42624.2708333333	nan	nan	
42624.28125	nan	nan	
42624.2916666667	nan	nan	
42624.3020833333	nan	nan	
42624.3125	nan	nan	
42624.3229166667	nan	nan	
42624.3333333333	nan	nan	
42624.34375	nan	nan	
42624.3541666667	nan	nan	
42624.3645833333	nan	nan	
42624.375	nan	nan	
42624.3854166667	nan	nan	
42624.3958333333	nan	nan	
42624.40625	nan	nan	
42624.4166666667	nan	nan	
42624.4270833333	nan	nan	
42624.4375	nan	nan	
42624.4479166667	nan	nan	
42624.4583333333	nan	nan	
42624.46875	nan	nan	
42624.4791666667	nan	nan	
42624.4895833333	nan	nan	
42624.5	nan	nan	
42624.5104166667	nan	nan	
42624.5208333333	nan	nan	
42624.53125	nan	nan	
42624.5416666667	nan	nan	
42624.5520833333	nan	nan	
42624.5625	nan	nan	
42624.5729166667	nan	nan	
42624.5833333333	nan	nan	
42624.59375	nan	nan	
42624.6041666667	nan	nan	
42624.6145833333	nan	nan	
42624.625	nan	nan	
42624.6354166667	nan	nan	
42624.6458333333	nan	nan	
42624.65625	nan	nan	
42624.6666666667	nan	nan	
42624.6770833333	nan	nan	
42624.6875	nan	nan	
42624.6979166667	nan	nan	
42624.7083333333	nan	nan	
42624.71875	nan	nan	
42624.7291666667	nan	nan	
42624.7395833333	nan	nan	
42624.75	nan	nan	
42624.7604166667	nan	nan	
42624.7708333333	nan	nan	
42624.78125	nan	nan	
42624.7916666667	nan	nan	
42624.8020833333	nan	nan	
42624.8125	nan	nan	
42624.8229166667	nan	nan	
42624.8333333333	nan	nan	
42624.84375	nan	nan	
42624.8541666667	nan	nan	
42624.8645833333	nan	nan	
42624.875	nan	nan	
42624.8854166667	nan	nan	
42624.8958333333	nan	nan	
42624.90625	nan	nan	
42624.9166666667	nan	nan	
42624.9270833333	nan	nan	
42624.9375	nan	nan	
42624.9479166667	nan	nan	
42624.9583333333	nan	nan	
42624.96875	nan	nan	
42624.9791666667	nan	nan	
42624.9895833333	nan	nan	
42625	nan	nan	
42625.0104166667	nan	nan	
