Date	ZoneLoadforContainerFPVAV22	
42527	nan
42527.0104166667	nan
42527.0208333333	nan
42527.03125	nan
42527.0416666667	nan
42527.0520833333	nan
42527.0625	nan
42527.0729166667	3742.2
42527.0833333333	3188.16
42527.09375	3029.4
42527.1041666667	3265.92
42527.1145833333	3344.76
42527.125	3011.04
42527.1354166667	3066.12
42527.1458333333	3365.28
42527.15625	3810.24
42527.1666666667	3426.84
42527.1770833333	3467.88
42527.1875	3467.88
42527.1979166667	2920.32
42527.2083333333	3447.36
42527.21875	3447.36
42527.2291666667	3447.36
42527.2395833333	3102.84
42527.25	3084.48
42527.2604166667	3467.88
42527.2708333333	3385.8
42527.28125	3385.8
42527.2916666667	3188.16
42527.3020833333	3406.32
42527.3125	3385.8
42527.3229166667	3344.76
42527.3333333333	3406.32
42527.34375	3742.2
42527.3541666667	3991.68
42527.3645833333	4604.04
42527.375	6735.96
42527.3854166667	7084.8
42527.3958333333	5700.24
42527.40625	5418.36
42527.4166666667	4898.88
42527.4270833333	4015.44
42527.4375	5339.52
42527.4479166667	10588.32
42527.4583333333	10584
42527.46875	10804.32
42527.4791666667	12074.4
42527.4895833333	13214.88
42527.5	9830.16
42527.5104166667	8237.16
42527.5208333333	12744
42527.53125	14482.8
42527.5416666667	12796.92
42527.5520833333	13737.6
42527.5625	18945.36
42527.5729166667	22487.76
42527.5833333333	22620.6
42527.59375	24358.32
42527.6041666667	24698.52
42527.6145833333	24494.4
42527.625	27656.64
42527.6354166667	27307.8
42527.6458333333	31515.48
42527.65625	33696
42527.6666666667	35758.8
42527.6770833333	36590.4
42527.6875	36174.6
42527.6979166667	38928.6
42527.7083333333	40965.48
42527.71875	40965.48
42527.7291666667	41534.64
42527.7395833333	38620.8
42527.75	37455.48
42527.7604166667	37882.08
42527.7708333333	34830
42527.78125	34506
42527.7916666667	32876.28
42527.8020833333	32718.6
42527.8125	30031.56
42527.8229166667	27656.64
42527.8333333333	25583.04
42527.84375	20353.68
42527.8541666667	20493
42527.8645833333	17357.76
42527.875	12183.48
42527.8854166667	12547.44
42527.8958333333	9709.2
42527.90625	9676.8
42527.9166666667	10881
42527.9270833333	11370.24
42527.9375	10627.2
42527.9479166667	10562.4
42527.9583333333	11939.4
42527.96875	12301.2
42527.9791666667	13461.12
42527.9895833333	10780.56
42528	nan
42528.0104166667	nan
42528.0208333333	nan
42528.03125	nan
42528.0416666667	nan
42528.0520833333	nan
42528.0625	9302.04
42528.0729166667	9176.76
42528.0833333333	9145.44
42528.09375	8738.28
42528.1041666667	7669.08
42528.1145833333	7698.24
42528.125	7669.08
42528.1354166667	nan
42528.1458333333	7378.56
42528.15625	6765.12
42528.1666666667	5994
42528.1770833333	5994
42528.1875	5012.28
42528.1979166667	5290.92
42528.2083333333	5832
42528.21875	5179.68
42528.2291666667	4399.92
42528.2395833333	4876.2
42528.25	4672.08
42528.2604166667	4399.92
42528.2708333333	4377.24
42528.28125	3734.64
42528.2916666667	3570.48
42528.3020833333	3909.6
42528.3125	3488.4
42528.3229166667	4514.4
42528.3333333333	4672.08
42528.34375	5365.44
42528.3541666667	5663.52
42528.3645833333	7873.2
42528.375	7526.52
42528.3854166667	7798.68
42528.3958333333	8637.84
42528.40625	10909.08
42528.4166666667	8656.2
42528.4270833333	8111.88
42528.4375	9910.08
42528.4479166667	13828.32
42528.4583333333	14974.2
42528.46875	12863.88
42528.4791666667	10513.8
42528.4895833333	12511.8
42528.5	18727.2
42528.5104166667	16140.6
42528.5208333333	14920.2
42528.53125	11583
42528.5416666667	14528.16
42528.5520833333	19333.08
42528.5625	20805.12
42528.5729166667	20196
42528.5833333333	20865.6
42528.59375	18066.24
42528.6041666667	15301.44
42528.6145833333	17398.8
42528.625	26265.6
42528.6354166667	25719.12
42528.6458333333	26886.6
42528.65625	26605.8
42528.6666666667	26535.6
42528.6770833333	29211.84
42528.6875	28861.92
42528.6979166667	28641.6
42528.7083333333	30164.4
42528.71875	28935.36
42528.7291666667	24309.72
42528.7395833333	24842.16
42528.75	22100.04
42528.7604166667	22592.52
42528.7708333333	22926.24
42528.78125	22038.48
42528.7916666667	21833.28
42528.8020833333	22926.24
42528.8125	22613.04
42528.8229166667	22100.04
42528.8333333333	21107.52
42528.84375	19518.84
42528.8541666667	18231.48
42528.8645833333	17199
42528.875	12688.92
42528.8854166667	11508.48
42528.8958333333	14573.52
42528.90625	17040.24
42528.9166666667	18121.32
42528.9270833333	14535.72
42528.9375	10177.92
42528.9479166667	10210.32
42528.9583333333	11335.68
42528.96875	11232
42528.9791666667	11404.8
42528.9895833333	10724.4
42529	nan
42529.0104166667	nan
42529.0208333333	nan
42529.03125	nan
42529.0416666667	nan
42529.0520833333	nan
42529.0625	11232
42529.0729166667	11197.44
42529.0833333333	9677.88
42529.09375	9333.36
42529.1041666667	9114.12
42529.1145833333	8648.64
42529.125	8164.8
42529.1354166667	nan
42529.1458333333	8425.08
42529.15625	7639.92
42529.1666666667	7231.68
42529.1770833333	6669
42529.1875	6534
42529.1979166667	6998.4
42529.2083333333	6183
42529.21875	6102
42529.2291666667	5663.52
42529.2395833333	6156
42529.25	6129
42529.2604166667	6542.64
42529.2708333333	6852.6
42529.28125	6570.72
42529.2916666667	6542.64
42529.3020833333	7076.16
42529.3125	8362.44
42529.3229166667	8393.76
42529.3333333333	7960.68
42529.34375	11511.72
42529.3541666667	28270.08
42529.3645833333	31457.16
42529.375	19897.92
42529.3854166667	32749.92
42529.3958333333	30391.2
42529.40625	32166.72
42529.4166666667	34344
42529.4270833333	35592.48
