Date	ZoneLoadforFPB02	
42653.9097222222	2278.71792
42653.9131944444	2278.71792
42653.9166666667	2278.71792
42653.9236111111	1386.69408
42653.9270833333	1386.69408
42653.9340277778	2295.71496000001
42653.9375	2295.71496000001
42653.9444444444	2316.4272
42653.9479166667	2316.4272
42653.9513888889	1936.84608
42653.9548611111	1936.84608
42653.9583333333	1936.84608
42653.9618055556	2480.443776
42653.9652777778	2480.443776
42653.96875	2480.443776
42653.9722222222	2233.792512
42653.9756944444	2233.792512
42653.9791666667	2233.792512
42653.9826388889	1771.742376
42653.9861111111	1771.742376
42653.9895833333	1771.742376
42653.9930555556	1771.742376
42653.9965277778	1771.742376
42654	2381.07168
42654.0034722222	2397.153528
42654.0069444444	2397.153528
42654.0104166667	2397.153528
42654.0138888889	1198.94385600001
42654.0173611111	1198.94385600001
42654.0208333333	1198.94385600001
42654.0243055556	2468.5884
42654.0277777778	2468.5884
42654.03125	2468.5884
42654.0347222222	2390.311296
42654.0381944444	2390.311296
42654.0416666667	2390.311296
42654.0451388889	1634.794812
42654.0486111111	1634.794812
42654.0520833333	1634.794812
42654.0555555556	1496.790576
42654.0590277778	1496.790576
42654.0625	1496.790576
42654.0659722222	2465.681472
42654.0694444444	2465.681472
42654.0729166667	2465.681472
42654.0763888889	2188.78632
42654.0798611111	2188.78632
42654.0833333333	2188.78632
42654.0868055556	1271.034504
42654.0902777778	1271.034504
42654.09375	1271.034504
42654.0972222222	1881.553536
42654.1041666667	1881.553536
42654.1076388889	2674.559196
42654.1111111111	2674.559196
42654.1145833333	2674.559196
42654.1180555556	2030.543424
42654.125	2030.543424
42654.1319444444	1394.768484
42654.1354166667	1394.768484
42654.1388888889	2148.56496
42654.1458333333	2148.56496
42654.1527777778	2671.60464
42654.15625	2671.60464
42654.1597222222	1892.88414
42654.1666666667	1892.88414
42654.1736111111	1572.4368
42654.1770833333	1572.4368
42654.1805555556	2564.927856
42654.1840277778	2564.927856
42654.1875	2564.927856
42654.1909722222	2306.814552
42654.1979166667	2306.814552
42654.2048611111	1501.120296
42654.2083333333	1501.120296
42654.2118055556	1896.156
42654.21875	1896.156
42654.2256944444	2616.729624
42654.2291666667	2616.729624
42654.2326388889	1937.675952
42654.2395833333	1937.675952
42654.2465277778	1329.033636
42654.25	1329.033636
42654.2534722222	2442.518496
42654.2569444444	2442.518496
42654.2604166667	2442.518496
42654.2708333333	2487.27024
42654.2777777778	1545.566184
42654.28125	1545.566184
42654.2847222222	1755.14472
42654.2916666667	1755.14472
42654.2986111111	2597.917752
42654.3020833333	2597.917752
42654.3055555556	2031.55149600001
42654.3125	2031.55149600001
42654.3194444444	1299.025512
42654.3229166667	1299.025512
42654.3263888889	2009.611728
42654.3333333333	2009.611728
42654.3402777778	2510.22013200001
42654.34375	2510.22013200001
42654.3472222222	1680.5286
42654.3541666667	1680.5286
42654.3611111111	1383.913944
42654.3645833333	1383.913944
42654.3715277778	2219.57798400001
42654.375	2219.57798400001
42654.3854166667	2420.47310400001
42654.3888888889	1582.323552
42654.3958333333	1582.323552
42654.3993055556	1799.79192
42654.40625	1799.79192
42654.4097222222	2780.27316
42654.4131944444	2780.27316
42654.4166666667	2780.27316
42654.4201388889	2828.18628
42654.4270833333	2828.18628
42654.4340277778	1499.714352
42654.4375	1499.714352
42654.4444444444	3141.729612
42654.4479166667	3141.729612
42654.4513888889	3200.441328
42654.4583333333	3200.441328
42654.4618055556	2148.24636
42654.46875	2148.24636
42654.4791666667	3169.30125600001
42654.4826388889	2188.78632
42654.4861111111	2188.78632
42654.4895833333	2188.78632
42654.4930555556	2678.85144
42654.5	2678.85144
42654.5034722222	3105.04428
42654.5104166667	3105.04428
42654.5173611111	2094.99048
42654.5208333333	2094.99048
42654.5277777778	3696.147936
42654.53125	3696.147936
42654.5347222222	3841.929252
42654.5416666667	3841.929252
42654.5486111111	3670.002432
42654.5520833333	3670.002432
42654.5555555556	3347.430948
42654.5625	3347.430948
42654.5659722222	3009.764952
42654.5729166667	3009.764952
42654.5833333333	2803.00176000001
42654.5902777778	1968.147936
42654.59375	1968.147936
42654.6006944444	3332.5425
42654.6041666667	3332.5425
42654.6076388889	2405.984472
42654.6145833333	2405.984472
42654.6180555556	2757.558384
42654.625	2757.558384
42654.6284722222	2930.7366
42654.6354166667	2930.7366
42654.6423611111	1890.193536
42654.6458333333	1890.193536
42654.6527777778	3499.619904
42654.65625	3499.619904
42654.6597222222	2474.85888
42654.6631944444	2474.85888
42654.6666666667	2474.85888
42654.6701388889	2671.709724
42654.6770833333	2671.709724
42654.6875	2887.425792
42654.6944444444	1876.88232
42654.6979166667	1876.88232
42654.7048611111	3275.25876
42654.7083333333	3275.25876
42654.7118055556	2940.268572
42654.71875	2940.268572
42654.7256944444	3981.969504
42654.7291666667	3981.969504
42654.7326388889	3017.55672
42654.7395833333	3017.55672
42654.7430555556	2760.61284
42654.7465277778	2760.61284
42654.75	2760.61284
42654.7604166667	3339.53928
42654.7673611111	2166.530004
42654.7708333333	2166.530004
42654.7743055556	3319.83273600001
42654.7777777778	3319.83273600001
42654.78125	3319.83273600001
42654.7847222222	2820.377988
42654.7916666667	2820.377988
42654.7951388889	2458.806516
42654.7986111111	2458.806516
42654.8020833333	2458.806516
42654.8090277778	3482.69328
42654.8125	3482.69328
42654.8159722222	2566.36857600001
42654.8194444444	2566.36857600001
42654.8229166667	2566.36857600001
42654.8263888889	2734.455996
42654.8298611111	2734.455996
42654.8333333333	2734.455996
42654.8368055556	3089.04516
42654.84375	3089.04516
42654.8472222222	4281.09948
42654.8541666667	4281.09948
42654.8611111111	3219.10199999999
42654.8645833333	3219.10199999999
42654.8680555556	3873.515256
42654.875	3873.515256
42654.8784722222	2717.275788
42654.8854166667	2717.275788
42654.8923611111	2844.00547199999
42654.8958333333	2844.00547199999
42654.8993055556	1943.219592
42654.9027777778	1943.219592
42654.90625	1943.219592
42654.9097222222	2628.780804
42654.9131944444	2628.780804
42654.9166666667	2628.780804
42654.9201388889	2813.50713599999
42654.9236111111	2813.50713599999
42654.9270833333	2813.50713599999
42654.9305555556	1994.301
42654.9340277778	1994.301
42654.9375	1994.301
42654.9409722222	2625.41347199999
42654.9444444444	2625.41347199999
42654.9479166667	2625.41347199999
42654.9513888889	2811.084264
42654.9548611111	2811.084264
42654.9583333333	2811.084264
42654.9618055556	2063.472624
42654.9652777778	2063.472624
42654.96875	2063.472624
42654.9722222222	2359.71792
42654.9756944444	2359.71792
42654.9791666667	2359.71792
42654.9826388889	3202.991424
42654.9861111111	3202.991424
42654.9895833333	3202.991424
42654.9930555556	3202.991424
42654.9965277778	3202.991424
42655	2086.91251199999
42655.0034722222	3073.261824
42655.0069444444	3073.261824
42655.0104166667	3073.261824
42655.0138888889	2225.795004
42655.0173611111	2225.795004
42655.0208333333	2225.795004
42655.0243055556	2803.686372
42655.0277777778	2803.686372
42655.03125	2803.686372
42655.0347222222	2414.25424800001
42655.0381944444	2414.25424800001
42655.0416666667	2414.25424800001
42655.0451388889	1977.04368
42655.0486111111	1977.04368
42655.0520833333	1977.04368
42655.0555555556	2650.2066
42655.0590277778	2650.2066
42655.0625	2650.2066
42655.0659722222	2458.718496
42655.0694444444	2458.718496
42655.0729166667	2458.718496
42655.0763888889	1917.217836
42655.0798611111	1917.217836
42655.0833333333	1917.217836
42655.09375	3086.27172
42655.0972222222	2370.363912
42655.1006944444	2370.363912
42655.1041666667	2370.363912
42655.1111111111	2991.66534
42655.1145833333	2991.66534
42655.1180555556	2351.341224
42655.125	2351.341224
42655.1284722222	2081.200176
42655.1319444444	2081.200176
42655.1354166667	2081.200176
42655.1423611111	2729.87496
42655.1458333333	2729.87496
42655.1493055556	2406.538296
42655.15625	2406.538296
42655.1597222222	2035.070136
42655.1631944444	2035.070136
42655.1666666667	2035.070136
42655.1736111111	2820.42702
42655.1770833333	2820.42702
42655.1805555556	2429.313768
42655.1875	2429.313768
42655.1944444444	2051.394228
42655.1979166667	2051.394228
42655.2048611111	2802.568032
42655.2083333333	2802.568032
42655.2118055556	2409.854976
42655.21875	2409.854976
42655.2222222222	2012.19292799999
42655.2256944444	2012.19292799999
42655.2291666667	2012.19292799999
42655.2361111111	2532.161088
42655.2395833333	2532.161088
42655.25	2432.289708
42655.2569444444	1948.098276
42655.2604166667	1948.098276
42655.2638888889	2394.619416
42655.2708333333	2394.619416
42655.28125	2574.502272
42655.2847222222	3482.7408
42655.2916666667	3482.7408
42655.3020833333	2898.462528
42655.3055555556	3440.889072
42655.3125	3440.889072
42655.3159722222	2970.74088
42655.3194444444	2970.74088
42655.3229166667	2970.74088
42655.3263888889	2432.597184
42655.3333333333	2432.597184
42655.3402777778	2070.59036400001
42655.34375	2070.59036400001
42655.3472222222	2699.1414
42655.3506944444	2699.1414
42655.3541666667	2699.1414
42655.3576388889	2387.5236
42655.3645833333	2387.5236
42655.3715277778	1859.170104
42655.375	1859.170104
42655.3819444444	2842.22952
42655.3854166667	2842.22952
42655.3958333333	3094.109928
42655.3993055556	2646.979776
42655.4027777778	2646.979776
42655.40625	2646.979776
42655.4131944444	3199.90176
42655.4166666667	3199.90176
42655.4236111111	3337.268796
42655.4270833333	3337.268796
42655.4340277778	3345.1056
42655.4375	3345.1056
42655.4444444444	2721.13182
42655.4479166667	2721.13182
42655.4583333333	3414.689784
42655.4618055556	3729.792744
42655.4652777778	3729.792744
42655.46875	3729.792744
42655.4791666667	3347.230824
42655.4861111111	3724.696872
42655.4895833333	3724.696872
42655.4930555556	4576.134528
42655.4965277778	4576.134528
42655.5	4576.134528
42655.5034722222	3464.20573199999
42655.5069444444	3464.20573199999
42655.5104166667	3464.20573199999
42655.5138888889	3287.145024
42655.5173611111	3287.145024
42655.5208333333	3287.145024
42655.5277777778	2758.258656
42655.53125	2758.258656
42655.5416666667	3402.34128
42655.5451388889	2881.3941
42655.5486111111	2881.3941
42655.5520833333	2881.3941
42655.5625	3401.267436
42655.5659722222	2830.369392
42655.5729166667	2830.369392
42655.5833333333	3446.48304
42655.5868055556	3238.494912
42655.59375	3238.494912
42655.6041666667	3804.14005200001
42655.6076388889	2765.341296
42655.6111111111	2765.341296
42655.6145833333	2765.341296
42655.625	3493.213992
42655.6319444444	3703.0392
42655.6354166667	3703.0392
42655.6423611111	3652.19118
42655.6458333333	3652.19118
42655.6493055556	4738.674312
42655.65625	4738.674312
42655.6631944444	3526.751232
42655.6666666667	3526.751232
42655.6770833333	3842.6994
42655.6805555556	3958.57497600001
42655.6840277778	3958.57497600001
42655.6875	3958.57497600001
42655.6979166667	3564.748656
42655.7013888889	4271.663952
42655.7083333333	4271.663952
42655.7118055556	3062.8989
42655.71875	3062.8989
42655.7291666667	3701.28528
42655.7361111111	4129.413804
42655.7395833333	4129.413804
42655.7465277778	3368.842596
42655.75	3368.842596
42655.7604166667	4377.29184
42655.7638888889	3173.229108
42655.7708333333	3173.229108
42655.7777777778	3557.46816
42655.78125	3557.46816
42655.7847222222	4308.5196
42655.7916666667	4308.5196
42655.7951388889	3282.07723200001
42655.8020833333	3282.07723200001
42655.8125	3559.02768000001
42655.8159722222	3273.67872
42655.8229166667	3273.67872
42655.8333333333	3138.528708
42655.8368055556	2793.290832
42655.84375	2793.290832
42655.8506944444	3063.48793200001
42655.8541666667	3063.48793200001
42655.8576388889	2302.752888
42655.8611111111	2302.752888
42655.8645833333	2302.752888
42655.8680555556	3014.712108
42655.875	3014.712108
42655.8784722222	3461.88351599999
42655.8819444444	3461.88351599999
42655.8854166667	3461.88351599999
42655.8958333333	3117.275604
42655.9027777778	3466.517472
42655.90625	3466.517472
42655.9166666667	3281.87808000001
42655.9201388889	3820.6782
42655.9270833333	3820.6782
42655.9340277778	3391.101288
42655.9375	3391.101288
42655.9409722222	3681.47052
42655.9444444444	3681.47052
42655.9479166667	3681.47052
42655.9513888889	2595.34108800001
42655.9548611111	2595.34108800001
42655.9583333333	2595.34108800001
42655.9618055556	3120.099804
42655.9652777778	3120.099804
42655.96875	3120.099804
42655.9722222222	3048.99379200001
42655.9756944444	3048.99379200001
42655.9791666667	3048.99379200001
42655.9826388889	2287.03608
42655.9861111111	2287.03608
42655.9895833333	2287.03608
42655.9930555556	2287.03608
42655.9965277778	2287.03608
42656	2577.723912
42656.0034722222	3194.976312
42656.0069444444	3194.976312
42656.0104166667	3194.976312
42656.0138888889	2800.94544
42656.0173611111	2800.94544
42656.0208333333	2800.94544
42656.0243055556	2224.991808
42656.0277777778	2224.991808
42656.03125	2224.991808
42656.0347222222	2576.4804
42656.0381944444	2576.4804
42656.0416666667	2576.4804
42656.0451388889	3226.896576
42656.0486111111	3226.896576
42656.0520833333	3226.896576
42656.0555555556	2804.79888
42656.0590277778	2804.79888
42656.0625	2804.79888
42656.0659722222	2091.470544
42656.0694444444	2091.470544
42656.0729166667	2091.470544
42656.0763888889	2692.13543999999
42656.0798611111	2692.13543999999
42656.0833333333	2692.13543999999
42656.0902777778	3332.313108
42656.09375	3332.313108
42656.0972222222	2785.45068
42656.1041666667	2785.45068
42656.1111111111	2108.203848
42656.1145833333	2108.203848
42656.1180555556	2676.694356
42656.125	2676.694356
42656.1319444444	3301.685604
42656.1354166667	3301.685604
42656.1388888889	2645.03664000001
42656.1458333333	2645.03664000001
42656.1527777778	2063.427048
42656.15625	2063.427048
42656.1597222222	2802.079224
42656.1666666667	2802.079224
42656.1736111111	3201.890472
42656.1770833333	3201.890472
42656.1805555556	2490.911784
42656.1875	2490.911784
42656.1944444444	2308.00752
42656.1979166667	2308.00752
42656.2048611111	3112.78032
42656.2083333333	3112.78032
42656.2118055556	2864.80929600001
42656.21875	2864.80929600001
42656.2256944444	2031.642
42656.2291666667	2031.642
42656.2326388889	2512.214784
42656.2395833333	2512.214784
42656.2465277778	3253.67658
42656.25	3253.67658
42656.2534722222	2370.8268
42656.2604166667	2370.8268
42656.2673611111	1965.555504
42656.2708333333	1965.555504
42656.2777777778	3023.85344399999
42656.28125	3023.85344399999
42656.2916666667	2856.29004
42656.2986111111	2046.46068000001
42656.3020833333	2046.46068000001
42656.3055555556	2454.907824
42656.3125	2454.907824
42656.3159722222	3091.352364
42656.3194444444	3091.352364
42656.3229166667	3091.352364
42656.3263888889	2477.3931
42656.3333333333	2477.3931
42656.3402777778	1899.04176
42656.34375	1899.04176
42656.3472222222	2874.770244
42656.3541666667	2874.770244
42656.3611111111	3023.50147199999
42656.3645833333	3023.50147199999
42656.3680555556	2185.823556
42656.375	2185.823556
42656.3784722222	2382.686928
42656.3819444444	2382.686928
42656.3854166667	2382.686928
42656.3888888889	3451.234176
42656.3923611111	3451.234176
42656.3958333333	3451.234176
42656.3993055556	2903.873544
42656.40625	2903.873544
42656.4131944444	2248.13231999999
42656.4166666667	2248.13231999999
42656.4201388889	3144.94488
42656.4270833333	3144.94488
42656.4375	3648.394224
42656.4444444444	4257.4086
42656.4479166667	4257.4086
42656.4513888889	3405.628152
42656.4583333333	3405.628152
42656.4652777778	3654.12211200001
42656.46875	3654.12211200001
42656.4756944444	2584.6479
42656.4791666667	2584.6479
42656.4826388889	3439.87009200001
42656.4895833333	3439.87009200001
42656.4965277778	4085.735904
42656.5	4085.735904
42656.5034722222	2964.955752
42656.5104166667	2964.955752
42656.5138888889	3359.647044
42656.5208333333	3359.647044
42656.5243055556	4181.83430400001
42656.5277777778	4181.83430400001
42656.53125	4181.83430400001
42656.5347222222	3398.032512
42656.5416666667	3398.032512
42656.5486111111	2685.49344
42656.5520833333	2685.49344
42656.5555555556	3615.878448
42656.5625	3615.878448
42656.5729166667	3855.380976
42656.5763888889	2978.491392
42656.5833333333	2978.491392
42656.5868055556	3201.749208
42656.59375	3201.749208
42656.6006944444	4091.72958
42656.6041666667	4091.72958
42656.6076388889	3391.695828
42656.6145833333	3391.695828
42656.6215277778	2820.69216
42656.625	2820.69216
42656.6319444444	4017.00546
42656.6354166667	4017.00546
42656.6388888889	4568.96970000001
42656.6458333333	4568.96970000001
42656.6493055556	3255.610968
42656.6527777778	3255.610968
42656.65625	3255.610968
42656.6631944444	4434.88608
42656.6666666667	4434.88608
42656.6701388889	4799.074176
42656.6736111111	4799.074176
42656.6770833333	4799.074176
42656.6805555556	3666.262824
42656.6875	3666.262824
42656.6979166667	4123.146456
42656.7013888889	3372.696576
42656.7083333333	3372.696576
42656.7118055556	3937.123584
42656.71875	3937.123584
42656.7291666667	4369.43052000001
42656.7361111111	3110.852088
42656.7395833333	3110.852088
42656.7465277778	4289.90688
42656.75	4289.90688
42656.7534722222	4695.088212
42656.7604166667	4695.088212
42656.7638888889	4937.143536
42656.7673611111	4937.143536
42656.7708333333	4937.143536
42656.7777777778	4497.401664
42656.78125	4497.401664
42656.7847222222	4336.70274
42656.7916666667	4336.70274
42656.7951388889	4772.420856
42656.7986111111	4772.420856
42656.8020833333	4772.420856
42656.8090277778	4346.74749600001
42656.8125	4346.74749600001
42656.8159722222	4633.755984
42656.8229166667	4633.755984
42656.8263888889	3487.86648
42656.8298611111	3487.86648
42656.8333333333	3487.86648
42656.8402777778	4018.082112
42656.84375	4018.082112
42656.8472222222	3707.49204
42656.8541666667	3707.49204
42656.8611111111	2977.328124
42656.8645833333	2977.328124
42656.8680555556	3375.3186
42656.875	3375.3186
42656.8784722222	3957.800616
42656.8819444444	3957.800616
42656.8854166667	3957.800616
42656.8888888889	3439.883592
42656.8923611111	3439.883592
42656.8958333333	3439.883592
42656.8993055556	2623.20768
42656.9027777778	2623.20768
42656.90625	2623.20768
42656.9097222222	3241.56168
42656.9131944444	3241.56168
42656.9166666667	3241.56168
42656.9236111111	3777.09426
42656.9270833333	3777.09426
42656.9305555556	3184.15244400001
42656.9340277778	3184.15244400001
42656.9375	3184.15244400001
42656.9409722222	2426.61096
42656.9444444444	2426.61096
42656.9479166667	2426.61096
42656.9513888889	2963.488464
42656.9548611111	2963.488464
42656.9583333333	2963.488464
42656.9618055556	3563.09539199999
42656.9652777778	3563.09539199999
42656.96875	3563.09539199999
42656.9722222222	3016.90439999999
42656.9756944444	3016.90439999999
42656.9791666667	3016.90439999999
42656.9826388889	2207.02644
42656.9861111111	2207.02644
42656.9895833333	2207.02644
42656.9930555556	2207.02644
42656.9965277778	2207.02644
42657	2831.78106
42657.0034722222	3558.803796
42657.0069444444	3558.803796
42657.0104166667	3558.803796
42657.0138888889	2793.163176
42657.0173611111	2793.163176
42657.0208333333	2793.163176
42657.0243055556	2102.19645599999
42657.0277777778	2102.19645599999
42657.03125	2102.19645599999
42657.0347222222	2912.853528
42657.0381944444	2912.853528
42657.0416666667	2912.853528
42657.0451388889	3426.12547200001
42657.0486111111	3426.12547200001
42657.0520833333	3426.12547200001
42657.0555555556	2551.784364
42657.0590277778	2551.784364
42657.0625	2551.784364
42657.0659722222	2066.66272800001
42657.0694444444	2066.66272800001
42657.0729166667	2066.66272800001
42657.0763888889	2958.39864
42657.0798611111	2958.39864
42657.0833333333	2958.39864
42657.0902777778	3284.8578
42657.09375	3284.8578
42657.0972222222	2403.13392
42657.1006944444	2403.13392
42657.1041666667	2403.13392
42657.1111111111	2117.29464000001
42657.1145833333	2117.29464000001
42657.1180555556	3084.99192000001
42657.125	3084.99192000001
42657.1319444444	3082.51958400001
42657.1354166667	3082.51958400001
42657.1388888889	2201.511096
42657.1458333333	2201.511096
42657.1493055556	2166.84072
42657.1527777778	2166.84072
42657.15625	2166.84072
42657.1631944444	3016.37358
42657.1666666667	3016.37358
42657.1701388889	3038.24217600001
42657.1770833333	3038.24217600001
42657.1805555556	2218.79898
42657.1875	2218.79898
42657.1909722222	2163.168288
42657.1944444444	2163.168288
42657.1979166667	2163.168288
42657.2048611111	3051.836676
42657.2083333333	3051.836676
42657.2152777778	2952.50022000001
42657.21875	2952.50022000001
42657.2222222222	2247.51196799999
42657.2256944444	2247.51196799999
42657.2291666667	2247.51196799999
42657.2326388889	2152.85990400001
42657.2361111111	2152.85990400001
42657.2395833333	2152.85990400001
42657.2430555556	3147.175728
42657.2465277778	3147.175728
42657.25	3147.175728
42657.2534722222	2902.05828000001
42657.2604166667	2902.05828000001
42657.2673611111	2062.73865600001
42657.2708333333	2062.73865600001
42657.2743055556	2277.8334
42657.28125	2277.8334
42657.2881944444	3117.1095
42657.2916666667	3117.1095
42657.2951388889	2797.085304
42657.3020833333	2797.085304
42657.3090277778	1975.21513200001
42657.3125	1975.21513200001
42657.3159722222	2624.82346800001
42657.3194444444	2624.82346800001
42657.3229166667	2624.82346800001
42657.3263888889	3120.541416
42657.3298611111	3120.541416
42657.3333333333	3120.541416
42657.3368055556	2602.457748
42657.34375	2602.457748
42657.3506944444	1913.9274
42657.3541666667	1913.9274
42657.3576388889	2903.4612
42657.3645833333	2903.4612
42657.375	3157.8471
42657.3784722222	2388.211992
42657.3854166667	2388.211992
42657.3888888889	2719.004544
42657.3958333333	2719.004544
42657.4027777778	3751.757352
42657.40625	3751.757352
42657.4097222222	2920.19083200001
42657.4166666667	2920.19083200001
42657.4236111111	2417.016888
42657.4270833333	2417.016888
42657.4340277778	3915.087804
42657.4375	3915.087804
42657.4409722222	4382.921664
42657.4444444444	4382.921664
42657.4479166667	4382.921664
42657.4548611111	2793.19266000001
42657.4583333333	2793.19266000001
42657.4618055556	4188.1806
42657.4652777778	4188.1806
42657.46875	4188.1806
42657.4722222222	3323.426976
42657.4791666667	3323.426976
42657.4861111111	2715.763464
42657.4895833333	2715.763464
42657.4965277778	3929.80896
42657.5	3929.80896
42657.5034722222	3309.986052
42657.5104166667	3309.986052
42657.5138888889	3164.61492
42657.5173611111	3164.61492
42657.5208333333	3164.61492
42657.5277777778	4267.35539999999
42657.53125	4267.35539999999
42657.5347222222	4235.011776
42657.5381944444	4235.011776
42657.5416666667	4235.011776
42657.5451388889	3597.34284
42657.5520833333	3597.34284
42657.5555555556	3948.94332
42657.5625	3948.94332
42657.5694444444	3013.205832
42657.5729166667	3013.205832
42657.5798611111	3684.06468
42657.5833333333	3684.06468
42657.59375	4147.538688
42657.6006944444	2714.311944
42657.6041666667	2714.311944
42657.6111111111	4008.499704
42657.6145833333	4008.499704
42657.6180555556	4558.292496
42657.625	4558.292496
42657.6284722222	3520.925496
42657.6354166667	3520.925496
42657.6388888889	3923.758584
42657.6458333333	3923.758584
42657.6527777778	3542.28066
42657.65625	3542.28066
42657.6631944444	3910.554288
42657.6666666667	3910.554288
42657.6701388889	4588.69881600001
42657.6770833333	4588.69881600001
42657.6805555556	3524.84784
42657.6875	3524.84784
42657.6979166667	4098.636936
42657.7048611111	2982.070728
42657.7083333333	2982.070728
42657.7152777778	4081.908168
42657.71875	4081.908168
42657.7222222222	4425.306048
42657.7291666667	4425.306048
42657.7326388889	3785.75056800001
42657.7395833333	3785.75056800001
42657.75	4385.462256
42657.7534722222	3157.41888
42657.7569444444	3157.41888
42657.7604166667	3157.41888
