Date	AHU23MixedAirTemp	AHU23SupplyAirTemp	OptimalSupplyAirTempEx2	OptimalSupplyAirTempEx3	OptimalSupplyAirTempEx3RoomTemps	OptimalSupplyAirTempEx2RoomTemps	MinimumDischargeTempforAHU23	
42681	71.72	59.01	64.875	64.875	64.5	64.5	65
42681.0104166667	71.79	58.57	63.625	63.75	63.625	63.625	64.5
42681.0208333333	71.68	58.47	64.875	64.875	63.625	63.625	65
42681.03125	71.69	59.33	65	67.125	66	66	67.125
42681.0416666667	71.74	59.37	65	67.25	66.125	66	67.25
42681.0520833333	71.69	59.49	65	67.5	66.125	66.125	67.5
42681.0625	71.66	58.47	65	67.5	66.125	66.125	67.5
42681.0729166667	71.62	58.19	65	67.5	65.25	65.25	67.5
42681.0833333333	71.63	59.23	65	67.25	64.5	64.5	67.375
42681.09375	71.66	59.36	65	67.375	64.5	64.5	67.375
42681.1041666667	71.66	59.43	65	67.375	64.5	64.5	67.5
42681.1145833333	71.64	59.21	65	67.25	65.25	65.25	67.5
42681.125	71.61	58.19	65	67	64.5	64.5	67
42681.1354166667	71.57	59.02	65	67	64.75	64.5	67
42681.1458333333	71.54	59.38	65	67	64.625	64.5	67
42681.15625	71.57	59.47	65	67.25	65.25	65.25	67.25
42681.1666666667	71.54	59.41	65	67.25	65.25	65.25	67.25
42681.1770833333	71.54	58.26	67.125	67.125	65.75	65.625	67.125
42681.1875	71.51	58.46	65	67	66	66	67
42681.1979166667	71.5	59.25	65	67.125	66	66	67.125
42681.2083333333	71.44	59.33	65	67.25	66.125	66.125	67.25
42681.21875	71.54	59.41	65	67.375	66.125	66.125	67.375
42681.2291666667	71.59	59.02	65	67.375	66.125	66.125	67.375
42681.2395833333	71.52	58.23	65	67.125	65.75	65.625	67.125
42681.25	71.56	59.21	65	67	65.875	65.875	67
42681.2604166667	71.64	59.83	65	67	64.875	64.875	67
42681.2708333333	71.64	58.46	65	67	65.25	65.25	67
42681.28125	71.62	58.04	65	67.375	65.25	65.25	67.375
42681.2916666667	71.67	60.06	65	67.25	65.25	65.25	67.5
42681.3020833333	71.72	58.73	65	67.25	65.25	65.25	67.375
42681.3125	71.61	57.61	65	65	66.125	66	67
42681.3229166667	71.71	60.55	65	67	66.5	66.5	67
42681.3333333333	71.76	57.64	65	67	66.625	66.125	67
42681.34375	71.89	59.52	65	66.75	66.5	66	66.75
42681.3541666667	72.09	60.39	65	65	65.75	65.75	65.75
42681.3645833333	72.21	57.94	65	65	65.75	65.75	65.75
42681.375	72.34	59.41	65	65	66.25	66.25	66.25
42681.3854166667	72.53	59.99	65	65	65.75	65.75	66.5
42681.3958333333	72.51	58.48	65	66.625	64.75	64.75	66.625
42681.40625	72.35	58.31	65	66.5	65.625	65.625	66.5
42681.4166666667	72.3	59.73	65	65	64.625	64.625	66.5
42681.4270833333	72.42	59.95	67.25	67.25	64.625	64.625	67.25
42681.4375	72.48	58.78	67.75	67.75	64.375	63.75	67.75
42681.4479166667	72.26	58.65	67.375	67.375	64.25	64.25	67.375
42681.4583333333	72.22	58.54	67	67	63.75	63.75	67
42681.46875	72.34	59.71	65	67	63.75	63.75	67
42681.4791666667	72.48	59.99	65	67	63.75	63.75	67
42681.4895833333	72.56	58.91	65	67	63.75	63.75	67
42681.5	72.49	58.81	65	66.625	63.75	63.75	66.625
42681.5104166667	72.41	58.57	65	67	63.75	63.75	67
42681.5208333333	72.39	58.4	67.5	67.5	65.25	65.125	67.5
42681.53125	72.55	59.15	67.5	67.5	65.25	65.125	67.5
42681.5416666667	72.64	59.36	67	67	64.375	64.375	67
42681.5520833333	72.62	59.68	67	67	63.75	63.75	67
42681.5625	72.48	58.99	67	67	64.625	64.625	67
42681.5729166667	72.54	58.37	67	67	64.625	64.625	67
42681.5833333333	72.53	59.13	65	65	63	63	65.875
42681.59375	72.57	59.36	64	64.125	63.875	63.875	64.5
42681.6041666667	72.67	59.35	65	65	63.875	63.875	66
42681.6145833333	72.61	59.24	67.125	67.125	64.875	64.75	67.125
42681.625	nan	nan	65	65	nan	nan	65.75
42681.6354166667	nan	nan	65	65	nan	nan	65.5
42681.6458333333	nan	nan	64.875	64.875	nan	nan	65
42681.65625	nan	nan	64.875	64.875	nan	nan	65
42681.6666666667	nan	nan	64.875	64.875	nan	nan	65
42681.6770833333	nan	nan	64.125	64.125	nan	nan	64.5
42681.6875	nan	nan	64.375	64.375	nan	nan	64.75
42681.6979166667	nan	nan	64.375	64.375	nan	nan	64.75
42681.7083333333	nan	nan	65	65	nan	nan	65.75
42681.71875	nan	nan	66.75	66.75	nan	nan	66.75
42681.7291666667	nan	nan	67.375	67.375	nan	nan	67.375
42681.7395833333	nan	nan	67.75	67.75	nan	nan	67.75
42681.75	nan	nan	67.75	67.75	nan	nan	67.75
42681.7604166667	nan	nan	67.75	67.75	nan	nan	67.75
42681.7708333333	nan	nan	64.875	64.875	nan	nan	65
42681.78125	nan	nan	64.625	64.625	nan	nan	64.875
42681.7916666667	nan	nan	64.875	64.875	nan	nan	65
42681.8020833333	nan	nan	65	65	nan	nan	65.25
42681.8125	nan	nan	64.875	64.875	nan	nan	65
42681.8229166667	nan	nan	64.875	64.875	nan	nan	65
42681.8333333333	nan	nan	65	65	nan	nan	65.5
42681.84375	nan	nan	66.75	66.75	nan	nan	66.75
42681.8541666667	nan	nan	66.75	66.75	nan	nan	66.75
42681.8645833333	nan	nan	67	67	nan	nan	67
42681.875	nan	nan	65	65	nan	nan	65.75
42681.8854166667	nan	nan	66.5	66.5	nan	nan	66.5
42681.8958333333	nan	nan	67.125	67.125	nan	nan	67.125
42681.90625	nan	nan	67.25	67.25	nan	nan	67.25
42681.9166666667	nan	nan	67.5	67.5	nan	nan	67.5
42681.9270833333	nan	nan	67.5	67.5	nan	nan	67.5
42681.9375	nan	nan	67.75	67.75	nan	nan	68
42681.9479166667	nan	nan	67.75	67.75	nan	nan	68.25
42681.9583333333	nan	nan	65	67.625	nan	nan	68.125
42681.96875	nan	nan	65	67.375	nan	nan	67.625
42681.9791666667	nan	nan	65	67.25	nan	nan	67.25
42681.9895833333	nan	nan	63.25	63.5	nan	nan	64.25
42682	71.7	59.42	63	63.25	63.625	63.625	64
42682.0104166667	71.7	59.52	63.25	63.375	64.125	63.875	64.25
42682.0208333333	71.71	58.51	63.25	63.5	64.25	64.125	64.25
42682.03125	71.61	58.24	63.375	63.625	64.375	64.25	64.375
42682.0416666667	71.69	59.1	65	67	66.125	66	67
42682.0520833333	71.75	59.34	65	67	66.875	66.625	67
42682.0625	71.7	59.34	65	67	66.875	66.5	67
42682.0729166667	71.7	59.33	65	67.25	66.125	66.125	67.25
42682.0833333333	71.81	59.06	65	66.875	64.5	63.625	66.875
42682.09375	71.74	58.2	65	67	65.125	63.625	67
42682.1041666667	71.72	58.64	65	67	65.25	64.5	67
42682.1145833333	71.72	59.41	65	67	65.5	64	67
42682.125	71.69	59.47	65	67	65.75	64.375	67
42682.1354166667	nan	58.3	65	67	nan	nan	67
42682.1458333333	71.64	58.3	65	67	65.25	65.25	67
42682.15625	71.72	58.88	67.25	67.25	66.875	66.875	67.25
42682.1666666667	71.64	59.45	67.25	67.25	66.875	66.875	67.25
42682.1770833333	71.67	59.48	67.25	67.25	66.875	66.875	67.25
42682.1875	71.69	58.84	67.25	67.25	66.125	66	67.25
42682.1979166667	71.62	58.24	67	67	66.5	66.25	67
42682.2083333333	71.68	59.1	65	67	66.875	66.875	67
42682.21875	71.62	59.43	65	67	66.125	66.125	67
42682.2291666667	71.68	59.44	65	67	66.125	66.125	67
42682.2395833333	71.71	59.23	67	67	66.125	66.125	67
42682.25	71.63	58.19	65	67	66.125	66.125	67
42682.2604166667	71.69	59.14	65	67	65.75	65.625	67
42682.2708333333	71.63	59.95	65	67	66.5	66.5	67
42682.28125	71.77	58.29	65	66.75	66.75	66.75	66.75
42682.2916666667	71.72	58.46	65	66.875	66.875	66.75	66.875
42682.3020833333	71.78	60.18	65	67	66.875	66.75	67
42682.3125	71.92	58.71	65	67	66.375	66.25	67
