Date	OADryBulbTemperature(NOAA)	ZoneLoadforContainerFPVAV29	
42479.4166666667	68.693	1924.56	
42490.3125	68.7071428571429	237.6	
42465.4375	68.714	2736.72	
42488.34375	68.726	330.48	
42482.3854166667	68.768	1829.52	
42469.4479166667	68.792	198.72	
42476.3645833333	68.792	324	
42484.3958333333	68.807	198.72	
42487.3958333333	68.807	324	
42472.75	68.828	861.84	
42472.5729166667	68.936	2293.92	
42485.28125	68.936	174.96	
42462.75	68.954	-49.68	
42478.5104166667	68.9818181818182	2229.12	
42472.5833333333	69.08	2639.52	
42472.59375	69.08	3837.24	
42472.6041666667	69.08	3190.32	
42472.6145833333	69.08	4131	
42472.625	69.08	3871.8	
42472.6354166667	69.08	3525.12	
42472.6458333333	69.08	2138.4	
42472.65625	69.08	2150.28	
42478.5416666667	69.08	2255.04	
42480.25	69.08	356.4	
42480.2604166667	69.08	479.52	
42490.28125	69.08	267.84	
42468.4270833333	69.122	1641.6	
42466.46875	69.164	1609.2	
42477.25	69.1668965517241	297	
42485.2916666667	69.1668965517241	162	
42462.5833333333	69.185	116.64	
42472.6666666667	69.185	2540.16	
42477.2916666667	69.185	414.72	
42462.7395833333	69.2	52.92	
42472.7395833333	69.2	892.08	
42488.3541666667	69.221	388.8	
42485.3333333333	69.2375	52.92	
42480.2708333333	69.24	207.36	
42478.53125	69.26	2203.2	
42463.5	69.311	149.04	
42477.2604166667	69.3531034482759	447.12	
42485.3020833333	69.3531034482759	275.4	
42490.3333333333	69.3841379310345	536.76	
42462.59375	69.41	105.84	
42472.6770833333	69.41	2397.6	
42477.3020833333	69.41	152.28	
42469.4583333333	69.416	275.4	
42475.5416666667	69.416	2611.44	
42462.7291666667	69.425	155.52	
42472.7291666667	69.425	884.52	
42480.5729166667	69.452	3984.12	
42467.4270833333	69.494	270	
42476.375	69.5182608695652	656.64	
42480.2916666667	69.53	367.2	
42477.2708333333	69.5393103448276	340.2	
42485.3125	69.5393103448276	158.76	
42483.375	69.542	270	
42484.40625	69.572	228.96	
42487.40625	69.572	345.6	
42485.34375	69.575	162	
42478.5520833333	69.5886956521739	2190.24	
42490.3229166667	69.5942857142857	52.92	
42462.6041666667	69.635	101.52	
42472.6875	69.635	2319.84	
42477.3125	69.635	351	
42480.28125	69.64	427.68	
42462.71875	69.65	155.52	
42472.71875	69.65	1360.8	
42490.2708333333	69.6936363636364	187.92	
42488.3645833333	69.716	378	
42477.28125	69.7255172413793	345.6	
42485.3229166667	69.7255172413793	165.24	
42463.5104166667	69.806	165.24	
42477.40625	69.8220408163265	334.8	
42464.46875	69.848	1263.6	
42462.6145833333	69.86	162	
42472.6979166667	69.86	2358.72	
42477.3229166667	69.86	369.36	
42462.7083333333	69.875	105.84	
42472.7083333333	69.875	1409.4	
42477.3958333333	69.8771428571429	297	
42468.4375	69.887	1609.2	
42485.3541666667	69.9125	291.6	
42463.8125	69.932	168.48	
42477.3854166667	69.9322448979592	345.6	
42477.3333333333	69.98	162	
42477.34375	69.98	453.6	
42477.3541666667	69.98	168.48	
42477.3645833333	69.98	171.72	
42477.375	69.98	171.72	
42480.3020833333	69.98	254.88	
42490.25	69.98	511.92	
42490.2604166667	69.98	505.44	
42481.5729166667	69.995652173913	1792.8	
42482.3958333333	70.028	1995.84	
42490.34375	70.0358620689655	200.88	
42462.625	70.106	155.52	
42480.5833333333	70.106	4039.2	
42462.6979166667	70.124	116.64	
42469.46875	70.136	270	
42475.5520833333	70.136	2765.88	
42471.3333333333	70.1558139534884	1001.16	
42487.4166666667	70.211	622.08	
42465.4479166667	70.244	2462.4	
42479.4270833333	70.2581818181818	2268	
42484.8229166667	70.2885714285714	492.48	
42463.5208333333	70.301	149.04	
42484.4166666667	70.337	190.08	
42488.375	70.337	207.36	
42462.6354166667	70.376	52.92	
42480.59375	70.376	4479.84	
42469.8229166667	70.388	531.36	
42462.6875	70.394	101.52	
42470.4375	70.4270967741935	224.64	
42476.3854166667	70.4573913043478	492.48	
42477.4166666667	70.484	259.2	
42483.3854166667	70.532	259.2	
42471.34375	70.5325581395349	1156.68	
42485.3645833333	70.628	174.96	
42478.5625	70.6376923076923	1836	
42462.6458333333	70.646	51.84	
42480.6041666667	70.646	3991.68	
42468.4479166667	70.652	1598.4	
42462.6770833333	70.664	103.68	
42490.3541666667	70.6875862068966	356.4	
42466.4791666667	70.694	1458	
42487.4270833333	70.706	259.2	
42471.3229166667	70.7654545454545	334.8	
42463.53125	70.796	158.76	
42469.4791666667	70.856	259.2	
42475.5625	70.856	2976.48	
42484.8125	70.8671428571429	492.48	
42471.3541666667	70.9093023255814	2047.68	
42462.65625	70.916	49.68	
42480.6145833333	70.916	2667.6	
42462.6666666667	70.934	99.36	
42471.25	71.06	1176.12	
42471.2604166667	71.06	345.6	
42471.2708333333	71.06	401.76	
42471.28125	71.06	55.08	
42471.2916666667	71.06	447.12	
42471.3020833333	71.06	250.56	
42471.3125	71.06	375.84	
42471.375	71.06	2371.68	
42471.3854166667	71.06	2808	
42471.3958333333	71.06	2850.12	
42471.40625	71.06	3450.6	
42477.4270833333	71.06	329.4	
42484.7916666667	71.06	399.6	
42484.8020833333	71.06	302.4	
42484.4270833333	71.102	198.72	
42488.3854166667	71.102	447.12	
42464.4791666667	71.108	1252.8	
42469.8125	71.153	210.6	
42484.6666666667	71.165	246.24	
42463.8020833333	71.192	164.16	
42471.4166666667	71.2	2475.36	
42487.4375	71.201	473.04	
42484.78125	71.2069387755102	550.8	
42467.4375	71.249	280.8	
42477.4375	71.2563636363636	313.2	
42482.40625	71.288	3041.28	
42463.5416666667	71.291	50.76	
42469.7083333333	71.291	388.8	
42481.5833333333	71.291	2255.04	
42485.375	71.291	334.8	
42469.6979166667	71.324	332.64	
42490.3645833333	71.3393103448276	184.68	
42471.3645833333	71.384	2177.28	
42484.6770833333	71.39	74.52	
42465.4583333333	71.396	2555.28	
42468.4583333333	71.396	1620	
42490.375	71.396	220.32	
42476.3958333333	71.3965217391304	665.28	
42484.65625	71.444	289.44	
42480.625	71.48	2387.88	
42484.7708333333	71.4824489795918	466.56	
42471.4270833333	71.5	2423.52	
42477.4479166667	71.5018181818182	50.76	
42483.3958333333	71.522	275.4	
42477.4583333333	71.5733333333333	356.4	
42469.4895833333	71.576	155.52	
42475.5729166667	71.576	3054.24	
42484.6875	71.615	127.44	
42487.4479166667	71.696	267.84	
42466.8229166667	71.708	699.84	
42468.8229166667	71.708	577.8	
42477.8229166667	71.7145454545454	448.2	
42471.4479166667	71.75	2138.4	
42484.7604166667	71.7579591836735	127.44	
42463.5520833333	71.786	55.08	
42469.71875	71.786	531.36	
42481.59375	71.786	1846.8	
42485.3854166667	71.786	673.92	
42471.4375	71.8	2332.8	
42469.6875	71.819	394.2	
42484.6979166667	71.84	511.92	
42484.4375	71.867	233.28	
42488.3958333333	71.867	329.4	
42469.8020833333	71.918	524.88	
42471.4583333333	71.96	2268	
42476.40625	71.96	318.6	
42484.7395833333	71.96	511.92	
42484.75	71.96	146.88	
42478.8229166667	72.104	577.8	
42465.46875	72.116	2736.72	
42468.46875	72.116	1749.6	
42490.3854166667	72.116	440.64	
42476.4166666667	72.1337931034483	498.96	
42484.6458333333	72.164	498.96	
42480.6354166667	72.17	2643.84	
42469.5	72.191	264.6	
42475.5833333333	72.191	3905.28	
42466.4895833333	72.224	1576.8	
42470.4479166667	72.2545454545455	211.68	
42463.5625	72.281	108	
42469.7291666667	72.281	531.36	
42481.6041666667	72.281	2190.24	
42485.3958333333	72.281	786.24	
42469.6770833333	72.314	276.48	
42471.46875	72.32	2345.76	
