Date	AHU12MixedAirTemp	MixedAirTempPredictionforContainerAHU12	
42439	nan	nan	
42439.0104166667	nan	nan	
42439.0208333333	nan	nan	
42439.03125	nan	nan	
42439.0416666667	nan	nan	
42439.0520833333	nan	nan	
42439.0625	nan	nan	
42439.0729166667	nan	nan	
42439.0833333333	nan	nan	
42439.09375	nan	nan	
42439.1041666667	nan	nan	
42439.1145833333	nan	nan	
42439.125	nan	nan	
42439.1354166667	nan	nan	
42439.1458333333	nan	nan	
42439.15625	nan	nan	
42439.1666666667	nan	nan	
42439.1770833333	nan	nan	
42439.1875	nan	nan	
42439.1979166667	nan	nan	
42439.2083333333	nan	nan	
42439.21875	nan	nan	
42439.2291666667	nan	nan	
42439.2395833333	nan	nan	
42439.25	nan	nan	
42439.2604166667	nan	nan	
42439.2708333333	nan	nan	
42439.28125	nan	nan	
42439.2916666667	nan	nan	
42439.3020833333	nan	nan	
42439.3125	nan	nan	
42439.3229166667	nan	nan	
42439.3333333333	68.02	71.065	
42439.34375	67.71	71.11	
42439.3541666667	68.16	71.025	
42439.3645833333	68.01	71.025	
42439.375	68.43	71.025	
42439.3854166667	68.55	70.96	
42439.3958333333	68.71	71	
42439.40625	69.05	70.595	
42439.4166666667	69.26	70.595	
42439.4270833333	69.37	70.1	
42439.4375	69.29	70.1	
42439.4479166667	69.31	70.235	
42439.4583333333	69.14	70.5	
42439.46875	68.97	70.485	
42439.4791666667	69.17	70.5	
42439.4895833333	69.14	70.48	
42439.5	68.95	70.47	
42439.5104166667	68.95	70.485	
42439.5208333333	68.98	70.48	
42439.53125	68.91	70.61	
42439.5416666667	68.96	70.61	
42439.5520833333	68.97	70.66	
42439.5625	68.86	70.85	
42439.5729166667	68.87	70.82	
42439.5833333333	68.69	70.835	
42439.59375	68.52	70.965	
42439.6041666667	68.84	72.405	
42439.6145833333	69.67	72.9700012207031	
42439.625	69.39	72.43	
42439.6354166667	69.09	72.5899963378906	
42439.6458333333	68.81	70.72	
42439.65625	68.61	70.44	
42439.6666666667	68.74	70.41	
42439.6770833333	69.47	70.38	
42439.6875	69.6	70.465	
42439.6979166667	69.29	70.465	
42439.7083333333	68.97	70.41	
42439.71875	68.76	70.4	
42439.7291666667	nan	nan	
42439.7395833333	nan	nan	
42439.75	nan	nan	
42439.7604166667	nan	nan	
42439.7708333333	nan	nan	
42439.78125	nan	nan	
42439.7916666667	nan	nan	
42439.8020833333	nan	nan	
42439.8125	nan	nan	
42439.8229166667	nan	nan	
42439.8333333333	nan	nan	
42439.84375	nan	nan	
42439.8541666667	nan	nan	
42439.8645833333	nan	nan	
42439.875	nan	nan	
42439.8854166667	nan	nan	
42439.8958333333	nan	nan	
42439.90625	nan	nan	
42439.9166666667	nan	nan	
42439.9270833333	nan	nan	
42439.9375	nan	nan	
42439.9479166667	nan	nan	
42439.9583333333	nan	nan	
42439.96875	nan	nan	
42439.9791666667	nan	nan	
42439.9895833333	nan	nan	
42440	nan	nan	
42440.0104166667	nan	nan	
42440.0208333333	nan	nan	
42440.03125	nan	nan	
42440.0416666667	nan	nan	
42440.0520833333	nan	nan	
42440.0625	nan	nan	
42440.0729166667	nan	nan	
42440.0833333333	nan	nan	
42440.09375	nan	nan	
42440.1041666667	nan	nan	
42440.1145833333	nan	nan	
42440.125	nan	nan	
42440.1354166667	nan	nan	
42440.1458333333	nan	nan	
42440.15625	nan	nan	
42440.1666666667	nan	nan	
42440.1770833333	nan	nan	
42440.1875	nan	nan	
42440.1979166667	nan	nan	
42440.2083333333	nan	nan	
42440.21875	nan	nan	
42440.2291666667	nan	nan	
42440.2395833333	nan	nan	
42440.25	nan	nan	
42440.2604166667	nan	nan	
42440.2708333333	nan	nan	
42440.28125	nan	nan	
42440.2916666667	nan	nan	
42440.3020833333	nan	nan	
42440.3125	nan	nan	
42440.3229166667	nan	nan	
42440.3333333333	68.34	73.26	
