Date	OADryBulbTemperatureNOAA	AHU21MixedAirTemp	
42462.2604166667	45.644	67.24	
42463.1770833333	45.644	67.84	
42454.21875	45.842	67.27	
42449.9270833333	45.884	67.46	
42454.1770833333	45.884	67.44	
42462.3229166667	45.896	66.99	
42449.0833333333	45.914	67.46	
42462.25	45.914	67.31	
42463.1666666667	45.914	68	
42454.2916666667	46.04	67.52	
42454.3020833333	46.04	67.51	
42454.3125	46.04	67.52	
42454.3229166667	46.04	67.58	
42462.0833333333	46.04	68.39	
42462.09375	46.04	68.32	
42462.1041666667	46.04	68.13	
42462.1145833333	46.04	68.04	
42462.2083333333	46.04	67.5	
42462.21875	46.04	67.41	
42462.2291666667	46.04	67.34	
42462.2395833333	46.04	67.36	
42463.3333333333	46.136	67.11	
42462.125	46.145	68.01	
42449.3645833333	46.148	66.49	
42449.0729166667	46.16	67.48	
42462.1979166667	46.16	67.55	
42463.15625	46.16	68.03	
42454.0833333333	46.271	67.93	
42462.1354166667	46.37	67.92	
42462.1875	46.385	67.54	
42463.1458333333	46.385	68.22	
42454.28125	46.424	67.49	
42462.3333333333	46.502	66.97	
42462.1458333333	46.595	67.82	
42449.9166666667	46.604	67.57	
42454.1666666667	46.604	67.36	
42462.1770833333	46.61	67.58	
42454.09375	46.766	67.84	
42462.15625	46.82	67.81	
42462.1666666667	46.835	67.75	
42463.125	46.835	68.37	
42454.3333333333	46.859	67.59	
42454.2291666667	47.057	67.22	
42449.90625	47.084	67.62	
42454.15625	47.084	67.46	
42454.2708333333	47.144	67.46	
42461.9895833333	47.204	68.16	
42463.1145833333	47.204	68.41	
42454.1041666667	47.261	67.79	
42449.375	47.297	66.58	
42450.3958333333	47.309	68	
42449.8958333333	47.354	67.66	
42454.1458333333	47.354	67.52	
42462.34375	47.492	67.03	
42449.8854166667	47.624	66.96	
42454.1354166667	47.624	67.61	
42461.9791666667	47.699	68.17	
42463.1041666667	47.699	68.47	
42454.1145833333	47.756	67.76	
42454.2604166667	47.864	67.42	
42449.875	47.894	68.07	
42454.125	47.894	67.7	
42451.1666666667	48.02	67.79	
42451.1770833333	48.02	67.89	
42451.1875	48.02	67.77	
42451.1979166667	48.02	67.82	
42451.2083333333	48.02	67.7	
42451.21875	48.02	67.76	
42451.2291666667	48.02	67.65	
42451.2395833333	48.02	67.67	
42451.25	48.02	67.65	
42451.2604166667	48.02	67.74	
42451.2708333333	48.02	67.73	
42451.28125	48.02	67.8	
42451.2916666667	48.02	67.79	
42451.3020833333	48.02	67.94	
42451.3125	48.02	67.94	
42451.3229166667	48.02	68.06	
42457.2916666667	48.02	68.66	
42457.3020833333	48.02	68.68	
42457.3125	48.02	68.74	
42457.3229166667	48.02	68.78	
42449.3854166667	48.062	65.66	
42467.2083333333	48.125	69.08	
42467.2916666667	48.125	68.82	
42448.3645833333	48.14	68.94	
42451.15625	48.14	67.91	
42457.28125	48.14	68.63	
42467.28125	48.14	68.86	
42448.375	48.17	68.98	
42461.96875	48.194	68.27	
42463.09375	48.194	68.61	
42454.2395833333	48.272	67.32	
42467.1979166667	48.284	69.19	
42467.21875	48.35	69.02	
42467.3020833333	48.35	68.81	
42448.3541666667	48.365	68.99	
42451.1458333333	48.365	67.99	
42457.2708333333	48.365	68.59	
42467.2708333333	48.365	68.94	
42457.3333333333	48.377	68.82	
42449.8645833333	48.428	68.15	
42462.3541666667	48.482	67.15	
42448.3854166667	48.4914285714286	67.82	
42467.2291666667	48.575	68.99	
42467.3125	48.575	68.89	
42454.25	48.584	67.37	
42448.34375	48.59	69.07	
42451.1354166667	48.59	68	
42457.2604166667	48.59	68.6	
42467.2604166667	48.59	68.97	
42451.3333333333	48.608	68.1	
42454.34375	48.614	67.71	
42463.34375	48.656	67.16	
42461.9583333333	48.689	68.36	
42463.0833333333	48.689	68.66	
42467.1875	48.779	69.19	
42467.2395833333	48.8	69	
42467.3229166667	48.8	68.92	
42448.3958333333	48.8128571428571	68.72	
42448.3333333333	48.815	69.12	
42451.125	48.815	68.04	
42457.25	48.815	68.56	
42467.25	48.815	68.96	
42449.3958333333	48.827	66.55	
42451.0833333333	48.92	68.27	
42451.09375	48.92	68.21	
42451.1041666667	48.92	68.13	
42451.1145833333	48.92	68.14	
42455.2083333333	48.92	69.57	
42455.21875	48.92	69.51	
42455.2291666667	48.92	69.47	
42455.2395833333	48.92	69.44	
42455.25	48.92	69.37	
42455.2604166667	48.92	69.29	
42455.2708333333	48.92	69.22	
42455.28125	48.92	69.18	
42461.9166666667	48.92	68.7	
42461.9270833333	48.92	68.64	
42461.9375	48.92	68.53	
42461.9479166667	48.92	68.44	
42463.0729166667	48.92	68.74	
42455.2916666667	49.046	69.13	
42450.40625	49.064	68.37	
42455.1979166667	49.064	69.59	
42457.2395833333	49.064	68.6	
42457.34375	49.142	68.99	
42449.8541666667	49.193	68.26	
42448.3229166667	49.208	69.22	
42453.9895833333	49.208	68.7	
42461.90625	49.208	68.78	
42467.1770833333	49.274	69.28	
42455.3020833333	49.316	69.09	
42448.9895833333	49.328	68.12	
42455.1875	49.334	69.67	
42457.2291666667	49.334	68.65	
42462.3645833333	49.472	67.11	
42455.3125	49.586	69.07	
42449.40625	49.592	66.63	
42448.40625	49.595	68.82	
42455.1770833333	49.604	69.78	
42457.21875	49.604	68.7	
42448.3125	49.748	69.27	
42453.9791666667	49.748	68.78	
42461.8958333333	49.748	68.83	
42467.1666666667	49.769	69.28	
42455.3229166667	49.856	69.03	
42451.34375	49.868	68.31	
42455.1666666667	49.874	69.82	
42457.2083333333	49.874	68.78	
42457.3541666667	49.907	69.19	
42449.84375	49.958	68.39	
42453.3333333333	50	69.91	
42453.34375	50	69.92	
42453.3541666667	50	70.01	
42453.3645833333	50	70.09	
42448.9791666667	50.093	68.22	
42467.3333333333	50.096	69.09	
42455.15625	50.144	69.91	
42457.1979166667	50.144	68.82	
42464.28125	50.144	69.07	
42448.4166666667	50.231	68.83	
42464.2916666667	50.231	69.09	
42467.15625	50.264	69.36	
42448.3020833333	50.288	69.36	
42453.96875	50.288	68.91	
42461.8854166667	50.288	68.46	
42453.375	50.357	70.12	
42454.3541666667	50.369	67.94	
42453.3229166667	50.408	69.86	
42455.1458333333	50.414	69.95	
42457.1875	50.414	68.92	
42464.2708333333	50.414	69.07	
42449.4166666667	50.462	66.84	
42450.4166666667	50.462	68.66	
42455.3333333333	50.462	69.04	
42462.375	50.588	67.09	
42457.3645833333	50.672	69.36	
42455.1354166667	50.684	70.04	
42457.1770833333	50.684	68.99	
42464.2604166667	50.684	69.07	
42449.8333333333	50.723	68.49	
42448.4270833333	50.726	68.79	
42464.3020833333	50.726	69.08	
42467.1458333333	50.759	69.42	
42448.2916666667	50.828	69.4	
42453.9583333333	50.828	69.01	
42461.875	50.828	68.92	
42448.96875	50.858	68.34	
42455.125	50.954	70.12	
42457.1666666667	50.954	69.03	
42464.25	50.954	69.06	
42453.3854166667	51.122	69.53	
42451.3541666667	51.128	68.54	
42453.3125	51.173	69.91	
42463.3541666667	51.176	67.19	
42467.0833333333	51.185	69.89	
42450.9895833333	51.2	69.09	
42464.2395833333	51.2	69.11	
42448.4375	51.221	68.82	
42464.3125	51.221	69.07	
42448.28125	51.2365217391304	69.51	
42467.1354166667	51.254	69.49	
42453.9479166667	51.344	69.11	
42457.15625	51.344	69.09	
42461.8645833333	51.344	69.21	
42467.09375	51.41	69.8	
42457.375	51.416	69.68	
42450.9791666667	51.425	69.19	
42464.2291666667	51.425	69.15	
42449.4270833333	51.452	66.89	
42450.4270833333	51.452	68.9	
42455.34375	51.452	69.09	
42455.1145833333	51.464	70.22	
42448.2708333333	51.53	69.54	
42448.9583333333	51.623	68.45	
42467.1041666667	51.635	69.69	
42450.96875	51.65	69.32	
42464.21875	51.65	69.19	
42448.4479166667	51.716	68.82	
42464.3229166667	51.716	69.13	
42449.8229166667	51.728	68.6	
42467.125	51.749	69.59	
42448.2604166667	51.8234782608696	69.61	
42453.9375	51.839	69.19	
42457.1458333333	51.839	69.16	
42461.8541666667	51.839	69.36	
42462.3854166667	51.848	66.81	
42467.1145833333	51.86	69.66	
42450.9583333333	51.875	69.39	
42464.2083333333	51.875	69.27	
42453.3958333333	51.887	70.22	
42453.3020833333	51.938	69.99	
42448.25	51.98	69.7	
42450.9166666667	51.98	69.79	
42450.9270833333	51.98	69.72	
42450.9375	51.98	69.59	
42450.9479166667	51.98	69.48	
42464.1666666667	51.98	69.47	
42464.1770833333	51.98	69.44	
42464.1875	51.98	69.37	
42464.1979166667	51.98	69.32	
42465.25	51.98	69.53	
42465.2604166667	51.98	69.52	
42465.2708333333	51.98	69.47	
42465.28125	51.98	69.41	
42465.2916666667	51.98	69.37	
42465.3020833333	51.98	69.41	
42465.3125	51.98	69.44	
42465.3229166667	51.98	69.46	
42448.9479166667	52.124	68.54	
42454.3645833333	52.124	68.17	
42457.3854166667	52.136	69.42	
42455.1041666667	52.184	70.34	
42462.9583333333	52.211	69.68	
42448.2395833333	52.244	69.79	
42450.90625	52.244	69.91	
42464.15625	52.244	69.51	
42465.2395833333	52.244	69.53	
42453.9270833333	52.334	69.29	
42461.84375	52.334	69.52	
42448.4583333333	52.337	68.87	
42451.3645833333	52.388	68.75	
42448.9375	52.394	68.65	
42449.4375	52.442	67.01	
42450.4375	52.442	69.13	
42455.3541666667	52.442	69.16	
42464.3333333333	52.568	69.22	
42467.34375	52.616	69.27	
42453.40625	52.652	70.32	
42448.9270833333	52.664	68.72	
42465.3333333333	52.673	69.57	
42453.2916666667	52.703	70.07	
42462.96875	52.706	69.66	
42448.2291666667	52.739	69.92	
42450.8958333333	52.739	70.01	
42464.1458333333	52.739	69.56	
42465.2291666667	52.739	69.54	
42462.9479166667	52.772	69.76	
42453.9166666667	52.829	69.37	
42457.125	52.829	69.31	
42461.8333333333	52.829	69.65	
42457.3958333333	52.856	70.28	
42455.09375	52.904	70.41	
42448.9166666667	52.934	68.82	
42449.8125	52.943	68.69	
42453.875	53.06	69.71	
42453.8854166667	53.06	69.03	
42453.8958333333	53.06	69.47	
42453.90625	53.06	69.46	
42457.0625	53.06	69.67	
42457.0729166667	53.06	69.62	
42457.0833333333	53.06	69.59	
42457.09375	53.06	69.51	
42457.1041666667	53.06	69.44	
42457.1145833333	53.06	69.39	
42461.7916666667	53.06	70.07	
42461.8020833333	53.06	69.99	
42461.8125	53.06	69.91	
42461.8229166667	53.06	69.77	
42448.46875	53.102	68.89	
42462.3958333333	53.108	67.36	
42448.90625	53.18	68.89	
42462.9791666667	53.201	69.6	
42448.21875	53.234	69.97	
42450.8854166667	53.234	69.57	
42464.1354166667	53.234	69.61	
42465.21875	53.234	69.61	
42453.4166666667	53.291	70.32	
42453.28125	53.324	70.18	
42461.78125	53.324	70.17	
42448.8958333333	53.405	68.94	
42449.4479166667	53.432	67.14	
42450.4479166667	53.432	69.44	
42455.3645833333	53.432	69.25	
42454.375	53.522	68.37	
42457.40625	53.576	70.59	
42453.8645833333	53.588	69.85	
42455.0833333333	53.624	70.48	
42448.8854166667	53.63	68.36	
42462.9895833333	53.696	69.54	
42463.3645833333	53.696	67.29	
42448.2083333333	53.729	70.06	
42450.875	53.729	70.31	
42464.125	53.729	69.72	
42465.2083333333	53.729	69.64	
42451.375	53.753	69.03	
42453.4270833333	53.786	70.21	
42453.2708333333	53.819	70.2	
42461.7708333333	53.819	70.24	
42464.34375	53.828	69.42	
42448.875	53.855	69.27	
42448.4791666667	53.867	68.99	
42453.1666666667	53.96	70.6	
42453.1770833333	53.96	70.52	
42464.0833333333	53.96	69.98	
42464.09375	53.96	69.93	
42464.1041666667	53.96	69.89	
42464.1145833333	53.96	69.81	
42494.125	53.96	70.34	
42494.1354166667	53.96	70.31	
42494.1458333333	53.96	70.25	
42494.15625	53.96	70.2	
42494.1666666667	53.96	70.16	
42494.1770833333	53.96	70.16	
42494.1875	53.96	70.12	
42494.1979166667	53.96	70.11	
42443.25	54.086	69.25	
42461.7083333333	54.086	70.41	
42494.2083333333	54.086	70.06	
42443.2395833333	54.104	69.2	
42443.3229166667	54.104	69.47	
42494.28125	54.104	69.94	
42449.8020833333	54.158	68.76	
42465.34375	54.158	69.74	
42450.4583333333	54.191	69.67	
42448.1979166667	54.224	70.14	
42448.8645833333	54.224	69.35	
42450.8645833333	54.224	70.4	
42455.0729166667	54.224	70.52	
42461.6979166667	54.224	70.47	
42465.1979166667	54.224	69.7	
42494.1145833333	54.224	70.41	
42462.9375	54.257	69.93	
42453.15625	54.2685714285714	70.73	
42453.4375	54.281	70.18	
42453.2604166667	54.314	70.23	
42461.7604166667	54.314	70.34	
42449.4583333333	54.317	67.24	
42494.2916666667	54.317	69.93	
42443.2604166667	54.356	69.19	
42461.71875	54.356	70.45	
42494.21875	54.356	70.03	
42462.40625	54.368	67.57	
42443.2291666667	54.374	69.06	
42443.3125	54.374	69.42	
42494.2708333333	54.374	69.94	
42454.3854166667	54.512	68.01	
42443.3333333333	54.548	69.51	
42455.375	54.548	69.33	
42457.4166666667	54.548	70.83	
42453.8541666667	54.578	69.91	
42443.2708333333	54.626	69.35	
42461.7291666667	54.626	70.52	
42494.2291666667	54.626	70.04	
42448.4895833333	54.632	69.09	
42443.21875	54.644	69.27	
42443.3020833333	54.644	69.34	
42494.2604166667	54.644	69.96	
42450.46875	54.686	69.87	
42448.1875	54.719	70.21	
42448.8541666667	54.719	69.44	
42450.8541666667	54.719	70.44	
42461.6875	54.719	70.47	
42465.1875	54.719	69.76	
42494.1041666667	54.719	70.46	
42453.4479166667	54.776	70.31	
42453.25	54.809	70.23	
42461.75	54.809	70.52	
42443.28125	54.896	69.28	
42461.7395833333	54.896	70.52	
42494.2395833333	54.896	69.99	
42443.2083333333	54.914	69.26	
42443.2916666667	54.914	69.4	
42494.25	54.914	69.97	
42443.1666666667	55.04	69.44	
42443.1770833333	55.04	69.39	
42443.1875	55.04	69.27	
42443.1979166667	55.04	69.09	
42453.2083333333	55.04	70.43	
42453.21875	55.04	70.32	
42453.2291666667	55.04	70.34	
42453.2395833333	55.04	70.29	
42449.46875	55.082	67.41	
42494.3020833333	55.082	69.97	
42464.3541666667	55.088	69.62	
42453.1875	55.1264	70.51	
42467.3541666667	55.136	69.57	
42450.4791666667	55.181	70.19	
42448.1770833333	55.214	70.29	
42448.84375	55.214	69.52	
42450.84375	55.214	70.49	
42461.6770833333	55.214	70.65	
42465.1770833333	55.214	69.79	
42494.09375	55.214	70.51	
42451.3854166667	55.238	68.65	
42453.4583333333	55.271	70.33	
42456.9895833333	55.304	70.24	
42453.1979166667	55.3424	70.52	
42449.7916666667	55.373	68.81	
42448.5	55.376	69.17	
42443.15625	55.424	69.24	
42475.2395833333	55.4385714285714	70.18	
42454.3958333333	55.502	68.89	
42448.15625	55.55	70.44	
42448.1145833333	55.5675862068966	70.64	
42453.84375	55.568	70.15	
42475.2291666667	55.5832142857143	70.22	
42462.4166666667	55.628	67.74	
42465.3541666667	55.643	69.92	
42450.4895833333	55.676	70.52	
42448.1666666667	55.709	70.37	
42448.8333333333	55.709	69.62	
42450.8333333333	55.709	70.53	
42461.6666666667	55.709	70.59	
42465.1666666667	55.709	69.76	
42494.0833333333	55.709	70.51	
42496.28125	55.712	70.86	
42475.21875	55.7278571428571	70.21	
42463.375	55.733	67.36	
42496.2916666667	55.733	70.87	
42462.9270833333	55.742	69.94	
42453.46875	55.766	70.31	
42456.9791666667	55.799	70.34	
42443.34375	55.808	69.64	
42455.3854166667	55.808	68.94	
42457.4270833333	55.808	70.83	
42449.4791666667	55.847	67.5	
42494.3125	55.847	70.05	
42475.2083333333	55.8725	70.19	
42448.125	55.94	70.61	
42448.1354166667	55.94	70.56	
42448.1458333333	55.94	70.51	
42465.125	55.94	69.94	
42465.1458333333	55.94	69.85	
42465.15625	55.94	69.82	
42475.25	55.94	70.13	
42475.3020833333	55.94	70.16	
42475.3125	55.94	70.24	
42475.3229166667	55.94	70.26	
42448.1041666667	55.9865517241379	70.66	
42450.5	56.066	70.51	
42468.0833333333	56.066	70.98	
42461.65625	56.084	70.7	
42466.1979166667	56.084	70.29	
42475.1979166667	56.084	70.2	
42475.3333333333	56.0920689655172	70.37	
42448.5104166667	56.096	69.24	
42443.1458333333	56.144	69.42	
42449.78125	56.204	68.84	
42465.1145833333	56.204	70.07	
42453.4791666667	56.261	70.36	
42456.96875	56.294	70.42	
42475.2604166667	56.3194594594595	70.18	
42450.5104166667	56.336	70.43	
42468.09375	56.336	70.82	
42464.3645833333	56.348	69.9	
42461.6458333333	56.354	70.71	
42466.1875	56.354	70.36	
42475.1875	56.354	70.29	
42466.2083333333	56.36	70.28	
42448.09375	56.4055172413793	70.65	
42475.34375	56.4179310344828	70.52	
42453.1458333333	56.4309090909091	70.87	
42448.8229166667	56.492	69.74	
42468.0729166667	56.492	70.85	
42494.0729166667	56.492	70.62	
42454.40625	56.492	69.32	
42453.8333333333	56.558	70.12	
42466.25	56.57	70.23	
42450.5208333333	56.606	70.71	
42468.1041666667	56.606	70.91	
42449.4895833333	56.612	67.62	
42494.3229166667	56.612	70.2	
42461.6354166667	56.624	70.89	
42466.1770833333	56.624	70.42	
42475.1770833333	56.624	70.31	
42449.7708333333	56.699	68.82	
42465.1041666667	56.699	70.09	
42451.3958333333	56.723	69.64	
42475.3541666667	56.7437931034483	70.67	
42450.8229166667	56.756	70.61	
42453.4895833333	56.756	70.3	
42475.2708333333	56.7572972972973	70.18	
42456.9583333333	56.789	70.45	
42448.5208333333	56.816	69.31	
42448.0833333333	56.8244827586207	70.6	
42443.1354166667	56.864	69.53	
42450.53125	56.876	70.67	
42468.1145833333	56.876	70.77	
42462.4270833333	56.888	67.91	
42461.625	56.894	70.82	
42466.1666666667	56.894	70.35	
42475.1666666667	56.894	70.21	
42496.2708333333	56.972	70.89	
42461.3229166667	57.02	70.21	
42466.2604166667	57.02	70.28	
42466.2708333333	57.02	70.34	
42466.28125	57.02	70.32	
42466.2916666667	57.02	70.29	
42468.125	57.02	70.76	
42468.1458333333	57.02	70.57	
42468.15625	57.02	70.72	
42475.2916666667	57.02	70.16	
42466.21875	57.0384615384615	70.28	
42443.3541666667	57.068	69.85	
42455.3958333333	57.068	69.62	
42457.4375	57.068	70.64	
42475.3645833333	57.0696551724138	70.79	
42466.2291666667	57.1076923076923	70.26	
42475.28125	57.11	70.16	
42449.5	57.125	67.7	
42468.1666666667	57.125	70.57	
42469.25	57.125	70.49	
42465.3645833333	57.128	70.13	
42466.9895833333	57.14	70.6	
42469.2395833333	57.14	70.49	
42474.28125	57.14	69.91	
42466.2395833333	57.1769230769231	70.2	
42449.7604166667	57.194	68.82	
42465.09375	57.194	70.06	
42461.3125	57.2114893617021	70.08	
42463.3854166667	57.218	67.34	
42496.3020833333	57.218	70.98	
42462.9166666667	57.227	69.92	
42456.9479166667	57.284	70.59	
42475.15625	57.284	70.33	
42483.28125	57.284	69.8	
42449.5104166667	57.35	67.84	
42468.1770833333	57.35	70.64	
42469.2604166667	57.35	70.4	
42466.9791666667	57.365	70.61	
42469.2291666667	57.365	70.48	
42474.2708333333	57.365	69.9	
42450.5416666667	57.377	70.91	
42453.5	57.377	70.27	
42466.15625	57.428	70.36	
42454.4166666667	57.482	69.62	
42461.3020833333	57.4987234042553	69.98	
42474.2916666667	57.5046153846154	69.87	
42448.8125	57.527	69.74	
42448.53125	57.536	69.37	
42449.5208333333	57.575	67.91	
42468.1875	57.575	70.6	
42469.2708333333	57.575	70.47	
42443.125	57.584	69.35	
42466.96875	57.59	70.8	
42469.21875	57.59	70.53	
42474.2604166667	57.59	69.91	
42461.3333333333	57.608	70.32	
42494.3333333333	57.608	70.35	
42466.3020833333	57.614	70.39	
42467.3645833333	57.656	69.97	
42449.75	57.689	68.73	
42465.0833333333	57.689	70.24	
42464.375	57.713	70.09	
42483.2916666667	57.713	69.66	
42456.9375	57.779	70.63	
42475.1458333333	57.779	70.29	
42483.2708333333	57.779	69.77	
42461.2916666667	57.7859574468085	70.11	
42449.53125	57.8	68.04	
42468.1979166667	57.8	70.48	
42469.28125	57.8	70.34	
42453.8229166667	57.812	70.35	
42466.9583333333	57.815	70.71	
42469.2083333333	57.815	70.61	
42474.25	57.815	70	
42469.125	57.92	70.7	
42469.1354166667	57.92	70.81	
42469.1458333333	57.92	70.7	
42469.15625	57.92	70.78	
42469.1666666667	57.92	70.66	
42469.1770833333	57.92	70.65	
42469.1875	57.92	70.59	
42469.1979166667	57.92	70.53	
42475.375	57.92	70.84	
42475.3854166667	57.92	71.03	
42495.25	57.92	70.83	
42495.2604166667	57.92	70.71	
42495.2708333333	57.92	70.86	
42495.28125	57.92	70.71	
42461.6145833333	57.956	70.99	
42475.3958333333	58.0064	71.24	
42448.5416666667	58.046	69.42	
42449.5416666667	58.046	68.09	
42469.2916666667	58.046	70.46	
42443.1145833333	58.064	69.54	
42449.7395833333	58.064	68.66	
42458.1145833333	58.064	70.35	
42469.1145833333	58.064	70.85	
42474.2395833333	58.064	69.99	
42450.5520833333	58.142	70.9	
42453.5104166667	58.142	70.31	
42462.4375	58.148	68.08	
42458.125	58.172	70.39	
42466.1458333333	58.193	70.52	
42451.40625	58.208	70.04	
42461.28125	58.208	69.96	
42465.0729166667	58.208	70.27	
42466.9479166667	58.208	70.8	
42496.2604166667	58.232	70.87	
42456.9270833333	58.274	70.71	
42483.2604166667	58.274	69.81	
42450.8125	58.286	70.67	
42448.5520833333	58.316	69.46	
42449.5520833333	58.316	68.21	
42469.3020833333	58.316	70.31	
42443.3645833333	58.328	70.02	
42455.40625	58.328	69.86	
42457.4479166667	58.328	70.77	
42462.90625	58.328	70.06	
42463.9895833333	58.328	70.59	
42495.2395833333	58.328	70.72	
42443.1041666667	58.334	69.66	
42449.7291666667	58.334	68.74	
42454.9791666667	58.334	70.59	
42458.1041666667	58.334	70.44	
42469.1041666667	58.334	70.72	
42474.2291666667	58.334	69.93	
42466.3125	58.3565	70.58	
42454.4270833333	58.472	69.97	
42468.2083333333	58.508	70.39	
42448.8020833333	58.562	69.84	
42448.5625	58.586	69.49	
42449.5625	58.586	68.24	
42469.3125	58.586	70.46	
42443.09375	58.604	69.47	
42449.71875	58.604	68.69	
42458.09375	58.604	70.32	
42469.09375	58.604	70.86	
42474.21875	58.604	70.07	
42475.40625	58.6544	71.32	
42463.3958333333	58.703	67.88	
42496.3125	58.703	71.1	
42465.375	58.739	70.29	
42461.2708333333	58.748	70.09	
42466.9375	58.748	70.96	
42456.9166666667	58.769	70.79	
42475.125	58.769	70.41	
42483.25	58.769	69.92	
42448.5729166667	58.856	69.57	
42449.5729166667	58.856	68.31	
42469.3229166667	58.856	70.33	
42495.2916666667	58.865	70.73	
42461.34375	58.868	70.34	
42494.34375	58.868	70.57	
42443.0833333333	58.874	69.7	
42449.7083333333	58.874	68.63	
42454.9583333333	58.874	70.72	
42458.0833333333	58.874	70.53	
42469.0833333333	58.874	70.92	
42474.2083333333	58.874	70.01	
42450.5625	58.907	70.74	
42453.5208333333	58.907	70.17	
42466.1354166667	58.958	70.47	
42449.5833333333	59	68.21	
42449.59375	59	68.36	
42449.6041666667	59	68.42	
42449.6145833333	59	68.38	
42458.0625	59	70.64	
42458.0729166667	59	70.45	
42466.3229166667	59	70.65	
42474.3020833333	59	69.83	
42474.3125	59	69.9	
42474.3229166667	59	70.01	
42474.3333333333	59	70.11	
42475.0833333333	59	70.34	
42475.09375	59	70.44	
42475.1041666667	59	70.34	
42475.1145833333	59	70.41	
42483.125	59	70.61	
42483.1458333333	59	70.51	
42483.15625	59	70.35	
42483.1666666667	59	70.33	
42483.1770833333	59	70.22	
42483.1875	59	70.23	
42483.1979166667	59	70.07	
42483.2083333333	59	70.12	
42483.21875	59	69.92	
42483.2291666667	59	69.97	
42483.2395833333	59	69.83	
42462.8958333333	59.093	69.87	
42463.9791666667	59.093	70.58	
42495.2291666667	59.093	70.87	
42474.34375	59.1157142857143	70.29	
42449.625	59.126	68.46	
42449.6979166667	59.144	68.62	
42468.3229166667	59.144	70.62	
42474.9479166667	59.144	70.82	
42475.0729166667	59.144	70.49	
42492.9895833333	59.144	70.19	
42464.3854166667	59.198	70.17	
42483.3020833333	59.198	69.71	
42448.5833333333	59.231	69.59	
42475.4166666667	59.231	71.37	
42458.1458333333	59.252	70.36	
42474.1979166667	59.2541176470588	70.16	
42483.1145833333	59.264	70.62	
42484.28125	59.264	69.79	
42461.2604166667	59.288	69.99	
42466.9270833333	59.288	71.06	
42453.8125	59.297	70.31	
42474.9583333333	59.378	70.69	
42449.6354166667	59.396	68.55	
42456.90625	59.408	70.91	
42462.4479166667	59.408	68.24	
42449.6875	59.414	68.64	
42454.9375	59.414	70.79	
42468.3125	59.414	70.62	
42474.9375	59.414	70.9	
42475.0625	59.414	70.44	
42492.9791666667	59.414	70.3	
42457.4583333333	59.462	70.76	
42469.3333333333	59.462	70.43	
42484.2916666667	59.462	69.66	
42454.4375	59.462	70.11	
42496.25	59.492	70.9	
42451.4166666667	59.588	70.49	
42455.4166666667	59.588	69.91	
