Date	ZoneLoadforContainerFPVAV22	
42527	nan
42527.0034722222	nan
42527.0069444444	nan
42527.0104166667	nan
42527.0138888889	nan
42527.0173611111	nan
42527.0208333333	nan
42527.0243055556	nan
42527.0277777778	nan
42527.03125	nan
42527.0347222222	nan
42527.0381944444	nan
42527.0416666667	nan
42527.0451388889	nan
42527.0486111111	nan
42527.0520833333	nan
42527.0555555556	nan
42527.0590277778	nan
42527.0625	nan
42527.0659722222	nan
42527.0694444444	nan
42527.0729166667	12474
42527.0763888889	nan
42527.0798611111	nan
42527.0833333333	10692
42527.0868055556	nan
42527.0902777778	nan
42527.09375	10098
42527.0972222222	nan
42527.1006944444	nan
42527.1041666667	10692
42527.1076388889	nan
42527.1111111111	nan
42527.1145833333	11286
42527.1180555556	nan
42527.1215277778	nan
42527.125	10098
42527.1284722222	nan
42527.1319444444	nan
42527.1354166667	10098
42527.1388888889	nan
42527.1423611111	nan
42527.1458333333	11286
42527.1493055556	nan
42527.1527777778	nan
42527.15625	12474
42527.1597222222	nan
42527.1631944444	nan
42527.1666666667	11286
42527.1701388889	nan
42527.1736111111	nan
42527.1770833333	11286
42527.1805555556	nan
42527.1840277778	nan
42527.1875	11286
42527.1909722222	nan
42527.1944444444	nan
42527.1979166667	9504
42527.2013888889	nan
42527.2048611111	nan
42527.2083333333	11286
42527.2118055556	nan
42527.2152777778	nan
42527.21875	11286
42527.2222222222	nan
42527.2256944444	nan
42527.2291666667	11286
42527.2326388889	nan
42527.2361111111	nan
42527.2395833333	10098
42527.2430555556	nan
42527.2465277778	nan
42527.25	10098
42527.2534722222	nan
42527.2569444444	nan
42527.2604166667	11286
42527.2638888889	nan
42527.2673611111	nan
42527.2708333333	11286
42527.2743055556	nan
42527.2777777778	nan
42527.28125	11286
42527.2847222222	nan
42527.2881944444	nan
42527.2916666667	10692
42527.2951388889	nan
42527.2986111111	nan
42527.3020833333	11286
42527.3055555556	nan
42527.3090277778	nan
42527.3125	11286
42527.3159722222	nan
42527.3194444444	nan
42527.3229166667	11286
42527.3263888889	nan
42527.3298611111	nan
42527.3333333333	11286
42527.3368055556	nan
42527.3402777778	nan
42527.34375	12474
42527.3472222222	nan
42527.3506944444	nan
42527.3541666667	13068
42527.3576388889	nan
42527.3611111111	nan
42527.3645833333	12474
42527.3680555556	nan
42527.3715277778	nan
42527.375	12474
42527.3784722222	nan
42527.3819444444	nan
42527.3854166667	19008
42527.3888888889	nan
42527.3923611111	nan
42527.3958333333	17226
42527.3993055556	nan
42527.4027777778	nan
42527.40625	17226
42527.4097222222	nan
42527.4131944444	nan
42527.4166666667	16038
42527.4201388889	nan
42527.4236111111	nan
42527.4270833333	13068
42527.4305555556	nan
42527.4340277778	nan
42527.4375	14256
42527.4409722222	nan
42527.4444444444	nan
42527.4479166667	22572
42527.4513888889	nan
42527.4548611111	nan
42527.4583333333	23760
42527.4618055556	nan
42527.4652777778	nan
42527.46875	24354
42527.4722222222	nan
42527.4756944444	nan
42527.4791666667	25542
42527.4826388889	nan
42527.4861111111	nan
42527.4895833333	27324
42527.4930555556	nan
42527.4965277778	nan
42527.5	21978
42527.5034722222	nan
42527.5069444444	nan
42527.5104166667	17226
42527.5138888889	nan
42527.5173611111	nan
42527.5208333333	23760
42527.5243055556	nan
42527.5277777778	nan
42527.53125	26730
42527.5347222222	nan
42527.5381944444	nan
42527.5416666667	24354
42527.5451388889	nan
42527.5486111111	nan
42527.5520833333	23760
42527.5555555556	nan
42527.5590277778	nan
42527.5625	29106
42527.5659722222	nan
42527.5694444444	nan
42527.5729166667	34452
42527.5763888889	nan
42527.5798611111	nan
42527.5833333333	35046
42527.5868055556	nan
42527.5902777778	nan
42527.59375	37422
42527.5972222222	nan
42527.6006944444	nan
42527.6041666667	37422
42527.6076388889	nan
42527.6111111111	nan
42527.6145833333	37422
42527.6180555556	nan
42527.6215277778	nan
42527.625	39204
42527.6284722222	nan
42527.6319444444	nan
42527.6354166667	38610
42527.6388888889	nan
42527.6423611111	nan
42527.6458333333	42174
42527.6493055556	nan
42527.6527777778	nan
42527.65625	44550
42527.6597222222	nan
42527.6631944444	nan
42527.6666666667	45738
42527.6701388889	nan
42527.6736111111	nan
42527.6770833333	45738
42527.6805555556	nan
42527.6840277778	nan
42527.6875	45738
42527.6909722222	nan
42527.6944444444	nan
42527.6979166667	48114
42527.7013888889	nan
42527.7048611111	nan
42527.7083333333	49302
42527.7118055556	nan
42527.7152777778	nan
42527.71875	49302
42527.7222222222	nan
42527.7256944444	nan
42527.7291666667	48708
42527.7326388889	nan
42527.7361111111	nan
42527.7395833333	47520
42527.7430555556	nan
42527.7465277778	nan
42527.75	46926
42527.7534722222	nan
42527.7569444444	nan
42527.7604166667	46926
42527.7638888889	nan
42527.7673611111	nan
42527.7708333333	44550
42527.7743055556	nan
42527.7777777778	nan
42527.78125	44550
42527.7847222222	nan
42527.7881944444	nan
42527.7916666667	43362
42527.7951388889	nan
42527.7986111111	nan
42527.8020833333	43362
42527.8055555556	nan
42527.8090277778	nan
42527.8125	40986
42527.8159722222	nan
42527.8194444444	nan
42527.8229166667	39204
42527.8263888889	nan
42527.8298611111	nan
42527.8333333333	37422
42527.8368055556	nan
42527.8402777778	nan
42527.84375	32076
42527.8472222222	nan
42527.8506944444	nan
42527.8541666667	32670
42527.8576388889	nan
42527.8611111111	nan
42527.8645833333	29106
42527.8680555556	nan
42527.8715277778	nan
42527.875	17226
42527.8784722222	nan
42527.8819444444	nan
42527.8854166667	21978
42527.8888888889	nan
42527.8923611111	nan
42527.8958333333	17226
42527.8993055556	nan
42527.9027777778	nan
42527.90625	16632
42527.9097222222	nan
42527.9131944444	nan
42527.9166666667	18414
42527.9201388889	nan
42527.9236111111	nan
42527.9270833333	19008
42527.9305555556	nan
42527.9340277778	nan
42527.9375	17820
42527.9409722222	nan
42527.9444444444	nan
42527.9479166667	17820
42527.9513888889	nan
42527.9548611111	nan
42527.9583333333	19602
42527.9618055556	nan
42527.9652777778	nan
42527.96875	20196
42527.9722222222	nan
42527.9756944444	nan
42527.9791666667	22572
42527.9826388889	nan
42527.9861111111	nan
42527.9895833333	18414
42527.9930555556	nan
42527.9965277778	nan
42528	nan
42528.0034722222	nan
42528.0069444444	nan
42528.0104166667	nan
42528.0138888889	nan
42528.0173611111	nan
42528.0208333333	nan
42528.0243055556	nan
42528.0277777778	nan
42528.03125	nan
42528.0347222222	nan
42528.0381944444	nan
42528.0416666667	nan
42528.0451388889	nan
42528.0486111111	nan
42528.0520833333	nan
42528.0555555556	nan
42528.0590277778	nan
42528.0625	17226
42528.0659722222	nan
42528.0694444444	nan
42528.0729166667	17226
42528.0763888889	nan
42528.0798611111	nan
42528.0833333333	17226
42528.0868055556	nan
42528.0902777778	nan
42528.09375	17226
42528.0972222222	nan
42528.1006944444	nan
42528.1041666667	16038
42528.1076388889	nan
42528.1111111111	nan
42528.1145833333	16038
42528.1180555556	nan
