Date	OADryBulbTemperatureNOAA	ZoneReheatEnergyforContainerFPVAV24	
42401	nan	nan	
42401.0104166667	nan	nan	
42401.0208333333	nan	nan	
42401.03125	nan	nan	
42401.0416666667	nan	nan	
42401.0520833333	nan	nan	
42401.0625	nan	nan	
42401.0729166667	nan	nan	
42401.0833333333	nan	nan	
42401.09375	nan	nan	
42401.1041666667	nan	nan	
42401.1145833333	nan	nan	
42401.125	nan	nan	
42401.1354166667	nan	nan	
42401.1458333333	nan	nan	
42401.15625	nan	nan	
42401.1666666667	nan	nan	
42401.1770833333	nan	nan	
42401.1875	nan	nan	
42401.1979166667	nan	nan	
42401.2083333333	nan	nan	
42401.21875	nan	nan	
42401.2291666667	nan	nan	
42401.2395833333	nan	nan	
42401.25	nan	nan	
42401.2604166667	nan	nan	
42401.2708333333	nan	nan	
42401.28125	nan	nan	
42401.2916666667	nan	nan	
42401.3020833333	nan	nan	
42401.3125	nan	nan	
42401.3229166667	nan	nan	
42401.3333333333	nan	nan	
42401.34375	nan	nan	
42401.3541666667	nan	nan	
42401.3645833333	nan	nan	
42401.375	nan	nan	
42401.3854166667	nan	nan	
42401.3958333333	nan	nan	
42401.40625	nan	nan	
42401.4166666667	nan	nan	
42401.4270833333	nan	nan	
42401.4375	nan	nan	
42401.4479166667	nan	nan	
42401.4583333333	nan	nan	
42401.46875	nan	nan	
42401.4791666667	nan	nan	
42401.4895833333	nan	nan	
42401.5	nan	nan	
42401.5104166667	nan	nan	
42401.5208333333	nan	nan	
42401.53125	nan	nan	
42401.5416666667	nan	nan	
42401.5520833333	nan	nan	
42401.5625	nan	nan	
42401.5729166667	nan	nan	
42401.5833333333	nan	nan	
42401.59375	nan	nan	
42401.6041666667	nan	nan	
42401.6145833333	nan	nan	
42401.625	nan	nan	
42401.6354166667	nan	nan	
42401.6458333333	nan	nan	
42401.65625	nan	nan	
42401.6666666667	nan	nan	
42401.6770833333	nan	nan	
42401.6875	nan	nan	
42401.6979166667	nan	nan	
42401.7083333333	nan	nan	
42401.71875	nan	nan	
42401.7291666667	nan	nan	
42401.7395833333	nan	nan	
42401.75	nan	nan	
42401.7604166667	nan	nan	
42401.7708333333	nan	nan	
42401.78125	nan	nan	
42401.7916666667	nan	nan	
42401.8020833333	nan	nan	
42401.8125	nan	nan	
42401.8229166667	nan	nan	
42401.8333333333	nan	nan	
42401.84375	nan	nan	
42401.8541666667	nan	nan	
42401.8645833333	nan	nan	
42401.875	nan	nan	
42401.8854166667	nan	nan	
42401.8958333333	nan	nan	
42401.90625	nan	nan	
42401.9166666667	nan	nan	
42401.9270833333	nan	nan	
42401.9375	nan	nan	
42401.9479166667	nan	nan	
42401.9583333333	nan	nan	
42401.96875	nan	nan	
42401.9791666667	nan	nan	
42401.9895833333	nan	nan	
42402	nan	nan	
42402.0104166667	nan	nan	
42402.0208333333	nan	nan	
42402.03125	nan	nan	
42402.0416666667	nan	nan	
42402.0520833333	nan	nan	
42402.0625	nan	nan	
42402.0729166667	nan	nan	
42402.0833333333	nan	nan	
42402.09375	nan	nan	
42402.1041666667	nan	nan	
42402.1145833333	nan	nan	
42402.125	nan	nan	
42402.1354166667	nan	nan	
42402.1458333333	nan	nan	
42402.15625	nan	nan	
42402.1666666667	nan	nan	
42402.1770833333	nan	nan	
42402.1875	nan	nan	
42402.1979166667	nan	nan	
42402.2083333333	nan	nan	
42402.21875	nan	nan	
42402.2291666667	nan	nan	
42402.2395833333	nan	nan	
42402.25	nan	nan	
42402.2604166667	nan	nan	
42402.2708333333	nan	nan	
42402.28125	nan	nan	
42402.2916666667	nan	nan	
42402.3020833333	nan	nan	
42402.3125	nan	nan	
42402.3229166667	nan	nan	
42402.3333333333	nan	nan	
42402.34375	nan	nan	
42402.3541666667	nan	nan	
42402.3645833333	nan	nan	
42402.375	57.251	1771.19999999999	
42402.3854166667	57.746	3224.87999999999	
42402.3958333333	58.241	2410.60320000001	
42402.40625	58.736	2765.49120000001	
42402.4166666667	59.819	2833.91999999999	
42402.4270833333	61.574	1960.71840000001	
42402.4375	63.329	1700.568	
42402.4479166667	65.084	2743.24320000001	
42402.4583333333	66.377	2487.32640000002	
42402.46875	67.142	1586.30399999999	
42402.4791666667	67.907	2756.15999999999	
42402.4895833333	68.672	1931.04000000001	
42402.5	69.185	2150.1504	
42402.5104166667	69.41	2575.88639999999	
42402.5208333333	69.635	2306.88	
42402.53125	69.86	1001.03040000001	
42402.5416666667	69.98	2313.36	
42402.5520833333	69.98	1272.24	
42402.5625	69.98	3341.08800000001	
42402.5729166667	69.98	2938.2912	
42402.5833333333	69.98	3262.8096	
42402.59375	69.98	2243.24640000003	
42402.6041666667	69.98	2249.68320000001	
42402.6145833333	69.98	3000.71519999999	
42402.625	69.98	1780.35839999998	
42402.6354166667	69.98	2277.41760000001	
42402.6458333333	69.98	2711.14560000001	
42402.65625	69.98	2164.66560000001	
42402.6666666667	69.875	2880.70560000002	
42402.6770833333	69.65	1579.91040000001	
42402.6875	69.425	2940.92640000001	
42402.6979166667	69.2	1349.39519999999	
42402.7083333333	nan	nan	
42402.71875	nan	nan	
42402.7291666667	nan	nan	
42402.7395833333	nan	nan	
42402.75	nan	nan	
42402.7604166667	nan	nan	
42402.7708333333	nan	nan	
42402.78125	nan	nan	
42402.7916666667	nan	nan	
42402.8020833333	nan	nan	
42402.8125	nan	nan	
42402.8229166667	nan	nan	
42402.8333333333	nan	nan	
42402.84375	nan	nan	
42402.8541666667	nan	nan	
42402.8645833333	nan	nan	
42402.875	nan	nan	
42402.8854166667	nan	nan	
42402.8958333333	nan	nan	
42402.90625	nan	nan	
42402.9166666667	nan	nan	
42402.9270833333	nan	nan	
42402.9375	nan	nan	
42402.9479166667	nan	nan	
42402.9583333333	nan	nan	
42402.96875	nan	nan	
42402.9791666667	nan	nan	
42402.9895833333	nan	nan	
42403	nan	nan	
42403.0104166667	nan	nan	
42403.0208333333	nan	nan	
42403.03125	nan	nan	
42403.0416666667	nan	nan	
42403.0520833333	nan	nan	
42403.0625	nan	nan	
42403.0729166667	nan	nan	
42403.0833333333	nan	nan	
42403.09375	nan	nan	
42403.1041666667	nan	nan	
42403.1145833333	nan	nan	
42403.125	nan	nan	
42403.1354166667	nan	nan	
42403.1458333333	nan	nan	
42403.15625	nan	nan	
42403.1666666667	nan	nan	
42403.1770833333	nan	nan	
42403.1875	nan	nan	
42403.1979166667	nan	nan	
42403.2083333333	nan	nan	
42403.21875	nan	nan	
42403.2291666667	nan	nan	
42403.2395833333	nan	nan	
42403.25	nan	nan	
42403.2604166667	nan	nan	
42403.2708333333	nan	nan	
42403.28125	nan	nan	
42403.2916666667	nan	nan	
42403.3020833333	nan	nan	
42403.3125	nan	nan	
42403.3229166667	nan	nan	
42403.3333333333	nan	nan	
42403.34375	nan	nan	
42403.3541666667	nan	nan	
42403.3645833333	nan	nan	
42403.375	44.396	2958.85439999999	
42403.3854166667	45.116	3730.06080000002	
42403.3958333333	45.836	3501.31680000001	
42403.40625	46.556	3192.47999999999	
42403.4166666667	47.297	3883.68	
42403.4270833333	48.062	2966.45760000001	
42403.4375	48.827	2810.16	
42403.4479166667	49.592	4043.13120000003	
42403.4583333333	50.231	2905.80480000001	
42403.46875	50.726	3090.35520000002	
42403.4791666667	51.221	3001.88160000002	
42403.4895833333	51.716	2604.96000000001	
42403.5	52.337	2848.17600000001	
42403.5104166667	53.102	2657.57760000001	
42403.5208333333	53.867	2686.176	
42403.53125	54.632	2725.92	
42403.5416666667	55.04	3664.39679999999	
42403.5520833333	55.04	2771.28	
42403.5625	55.04	2148.768	
42403.5729166667	55.04	4272.30719999999	
42403.5833333333	55.145	2874.96000000001	
42403.59375	55.37	3662.15040000001	
42403.6041666667	55.595	2598.86879999998	
42403.6145833333	55.82	3406.23359999997	
42403.625	55.94	3017.43359999998	
42403.6354166667	55.94	4343.24159999998	
42403.6458333333	55.94	2397.77279999999	
42403.65625	55.94	2698.18560000001	
42403.6666666667	55.835	2045.6064	
42403.6770833333	55.61	2493.59040000002	
42403.6875	55.385	2290.11840000002	
42403.6979166667	55.16	3237.75359999999	
42403.7083333333	nan	nan	
42403.71875	nan	nan	
42403.7291666667	nan	nan	
42403.7395833333	nan	nan	
42403.75	nan	nan	
42403.7604166667	nan	nan	
42403.7708333333	nan	nan	
42403.78125	nan	nan	
42403.7916666667	nan	nan	
42403.8020833333	nan	nan	
42403.8125	nan	nan	
42403.8229166667	nan	nan	
42403.8333333333	nan	nan	
42403.84375	nan	nan	
42403.8541666667	nan	nan	
42403.8645833333	nan	nan	
42403.875	nan	nan	
42403.8854166667	nan	nan	
42403.8958333333	nan	nan	
42403.90625	nan	nan	
42403.9166666667	nan	nan	
42403.9270833333	nan	nan	
42403.9375	nan	nan	
42403.9479166667	nan	nan	
42403.9583333333	nan	nan	
42403.96875	nan	nan	
42403.9791666667	nan	nan	
42403.9895833333	nan	nan	
42404	nan	nan	
42404.0104166667	nan	nan	
42404.0208333333	nan	nan	
42404.03125	nan	nan	
42404.0416666667	nan	nan	
42404.0520833333	nan	nan	
42404.0625	nan	nan	
42404.0729166667	nan	nan	
42404.0833333333	nan	nan	
42404.09375	nan	nan	
42404.1041666667	nan	nan	
42404.1145833333	nan	nan	
42404.125	nan	nan	
42404.1354166667	nan	nan	
42404.1458333333	nan	nan	
42404.15625	nan	nan	
42404.1666666667	nan	nan	
42404.1770833333	nan	nan	
42404.1875	nan	nan	
42404.1979166667	nan	nan	
42404.2083333333	nan	nan	
42404.21875	nan	nan	
42404.2291666667	nan	nan	
42404.2395833333	nan	nan	
42404.25	nan	nan	
42404.2604166667	nan	nan	
42404.2708333333	nan	nan	
42404.28125	nan	nan	
42404.2916666667	nan	nan	
42404.3020833333	nan	nan	
42404.3125	nan	nan	
42404.3229166667	nan	nan	
42404.3333333333	nan	nan	
42404.34375	nan	nan	
42404.3541666667	nan	nan	
42404.3645833333	nan	nan	
42404.375	40.739	3600.67679999999	
42404.3854166667	42.494	2876.7744	
42404.3958333333	44.249	3259.52640000003	
42404.40625	46.004	2602.8	
42404.4166666667	47.297	2434.3632	
42404.4270833333	48.062	3069.96479999999	
42404.4375	nan	nan	
42404.4479166667	49.592	2827.61280000002	
42404.4583333333	50.231	3489.52320000001	
42404.46875	50.726	3403.98719999999	
42404.4791666667	51.221	3695.1984	
42404.4895833333	nan	nan	
42404.5	nan	nan	
42404.5104166667	53.102	3914.09280000002	
42404.5208333333	53.867	3256.41600000002	
42404.53125	54.632	3544.64640000001	
42404.5416666667	55.145	3321.86399999999	
42404.5520833333	nan	nan	
42404.5625	55.595	3436.38719999999	
42404.5729166667	55.82	4009.82399999999	
42404.5833333333	56.066	4375.72800000001	
42404.59375	56.336	3399.3648	
42404.6041666667	56.606	3232.13759999999	
42404.6145833333	56.876	5095.69919999998	
42404.625	nan	nan	
42404.6354166667	57.02	3955.2192	
42404.6458333333	57.02	3356.98560000002	
42404.65625	57.02	3137.18399999999	
42404.6666666667	56.894	4254.16320000001	
42404.6770833333	56.624	2561.93280000001	
42404.6875	nan	nan	
42404.6979166667	nan	nan	
42404.7083333333	nan	nan	
42404.71875	nan	nan	
42404.7291666667	nan	nan	
42404.7395833333	nan	nan	
42404.75	nan	nan	
42404.7604166667	nan	nan	
42404.7708333333	nan	nan	
42404.78125	nan	nan	
42404.7916666667	nan	nan	
42404.8020833333	nan	nan	
42404.8125	nan	nan	
42404.8229166667	nan	nan	
42404.8333333333	nan	nan	
42404.84375	nan	nan	
42404.8541666667	nan	nan	
42404.8645833333	nan	nan	
42404.875	nan	nan	
42404.8854166667	nan	nan	
42404.8958333333	nan	nan	
42404.90625	nan	nan	
42404.9166666667	nan	nan	
42404.9270833333	nan	nan	
42404.9375	nan	nan	
42404.9479166667	nan	nan	
42404.9583333333	nan	nan	
42404.96875	nan	nan	
42404.9791666667	nan	nan	
42404.9895833333	nan	nan	
42405	nan	nan	
42405.0104166667	nan	nan	
42405.0208333333	nan	nan	
42405.03125	nan	nan	
42405.0416666667	nan	nan	
42405.0520833333	nan	nan	
42405.0625	nan	nan	
42405.0729166667	nan	nan	
42405.0833333333	nan	nan	
42405.09375	nan	nan	
42405.1041666667	nan	nan	
42405.1145833333	nan	nan	
42405.125	nan	nan	
42405.1354166667	nan	nan	
42405.1458333333	nan	nan	
42405.15625	nan	nan	
42405.1666666667	nan	nan	
42405.1770833333	nan	nan	
42405.1875	nan	nan	
42405.1979166667	nan	nan	
42405.2083333333	nan	nan	
42405.21875	nan	nan	
42405.2291666667	nan	nan	
42405.2395833333	nan	nan	
42405.25	nan	nan	
42405.2604166667	nan	nan	
42405.2708333333	nan	nan	
42405.28125	nan	nan	
42405.2916666667	nan	nan	
42405.3020833333	nan	nan	
42405.3125	nan	nan	
42405.3229166667	nan	nan	
42405.3333333333	nan	nan	
42405.34375	nan	nan	
42405.3541666667	nan	nan	
42405.3645833333	nan	nan	
42405.375	43.799	3627.37439999999	
42405.3854166667	45.554	3545.51040000001	
42405.3958333333	47.309	3370.80959999999	
42405.40625	49.064	3466.45439999999	
42405.4166666667	50.357	4043.52	
42405.4270833333	51.122	2874.26879999997	
42405.4375	51.887	3306.9168	
42405.4479166667	52.652	3271.10399999999	
42405.4583333333	53.291	3183.84000000001	
42405.46875	53.786	3862.55519999999	
42405.4791666667	54.281	3736.9728	
42405.4895833333	54.776	3441.8304	
42405.5	55.145	3129.06239999999	
42405.5104166667	55.37	3328.04160000001	
42405.5208333333	55.595	4221.8496	
42405.53125	55.82	3946.9248	
42405.5416666667	56.066	3641.54399999998	
42405.5520833333	56.336	3568.7952	
42405.5625	56.606	4451.50080000003	
42405.5729166667	56.876	3266.784	
42405.5833333333	57.125	3115.19520000001	
42405.59375	57.35	3587.0688	
42405.6041666667	57.575	3384.288	
42405.6145833333	57.8	2490.30719999999	
42405.625	58.046	3401.65439999999	
42405.6354166667	58.316	3064.26239999999	
42405.6458333333	58.586	3185.87040000001	
42405.65625	58.856	2912.19839999998	
42405.6666666667	58.769	2905.45919999999	
42405.6770833333	58.274	4014.66239999999	
42405.6875	57.779	4172.25600000001	
42405.6979166667	57.284	4047.14879999999	
42405.7083333333	nan	nan	
42405.71875	nan	nan	
42405.7291666667	nan	nan	
42405.7395833333	nan	nan	
42405.75	nan	nan	
42405.7604166667	nan	nan	
42405.7708333333	nan	nan	
42405.78125	nan	nan	
42405.7916666667	nan	nan	
42405.8020833333	nan	nan	
42405.8125	nan	nan	
42405.8229166667	nan	nan	
42405.8333333333	nan	nan	
42405.84375	nan	nan	
42405.8541666667	nan	nan	
42405.8645833333	nan	nan	
42405.875	nan	nan	
42405.8854166667	nan	nan	
42405.8958333333	nan	nan	
42405.90625	nan	nan	
42405.9166666667	nan	nan	
42405.9270833333	nan	nan	
42405.9375	nan	nan	
42405.9479166667	nan	nan	
42405.9583333333	nan	nan	
42405.96875	nan	nan	
42405.9791666667	nan	nan	
42405.9895833333	nan	nan	
42406	nan	nan	
42406.0104166667	nan	nan	
42406.0208333333	nan	nan	
42406.03125	nan	nan	
42406.0416666667	nan	nan	
42406.0520833333	nan	nan	
42406.0625	nan	nan	
42406.0729166667	nan	nan	
42406.0833333333	nan	nan	
42406.09375	nan	nan	
42406.1041666667	nan	nan	
42406.1145833333	nan	nan	
42406.125	nan	nan	
42406.1354166667	nan	nan	
42406.1458333333	nan	nan	
42406.15625	nan	nan	
42406.1666666667	nan	nan	
42406.1770833333	nan	nan	
42406.1875	nan	nan	
42406.1979166667	nan	nan	
42406.2083333333	nan	nan	
42406.21875	nan	nan	
42406.2291666667	nan	nan	
42406.2395833333	nan	nan	
42406.25	nan	nan	
42406.2604166667	nan	nan	
42406.2708333333	nan	nan	
42406.28125	nan	nan	
42406.2916666667	nan	nan	
42406.3020833333	nan	nan	
42406.3125	nan	nan	
42406.3229166667	nan	nan	
42406.3333333333	nan	nan	
42406.34375	nan	nan	
42406.3541666667	nan	nan	
42406.3645833333	nan	nan	
42406.375	nan	nan	
42406.3854166667	nan	nan	
42406.3958333333	nan	nan	
42406.40625	nan	nan	
42406.4166666667	nan	nan	
42406.4270833333	nan	nan	
42406.4375	nan	nan	
42406.4479166667	nan	nan	
42406.4583333333	nan	nan	
42406.46875	nan	nan	
42406.4791666667	nan	nan	
42406.4895833333	nan	nan	
42406.5	nan	nan	
42406.5104166667	nan	nan	
42406.5208333333	nan	nan	
42406.53125	nan	nan	
42406.5416666667	nan	nan	
42406.5520833333	nan	nan	
42406.5625	nan	nan	
42406.5729166667	nan	nan	
42406.5833333333	nan	nan	
42406.59375	nan	nan	
42406.6041666667	nan	nan	
42406.6145833333	nan	nan	
42406.625	nan	nan	
42406.6354166667	nan	nan	
42406.6458333333	nan	nan	
42406.65625	nan	nan	
42406.6666666667	nan	nan	
42406.6770833333	nan	nan	
42406.6875	nan	nan	
42406.6979166667	nan	nan	
42406.7083333333	nan	nan	
42406.71875	nan	nan	
42406.7291666667	nan	nan	
42406.7395833333	nan	nan	
42406.75	nan	nan	
42406.7604166667	nan	nan	
42406.7708333333	nan	nan	
42406.78125	nan	nan	
42406.7916666667	nan	nan	
42406.8020833333	nan	nan	
42406.8125	nan	nan	
42406.8229166667	nan	nan	
42406.8333333333	nan	nan	
42406.84375	nan	nan	
42406.8541666667	nan	nan	
42406.8645833333	nan	nan	
42406.875	nan	nan	
42406.8854166667	nan	nan	
42406.8958333333	nan	nan	
42406.90625	nan	nan	
42406.9166666667	nan	nan	
42406.9270833333	nan	nan	
42406.9375	nan	nan	
42406.9479166667	nan	nan	
42406.9583333333	nan	nan	
42406.96875	nan	nan	
42406.9791666667	nan	nan	
42406.9895833333	nan	nan	
42407	nan	nan	
42407.0104166667	nan	nan	
42407.0208333333	nan	nan	
42407.03125	nan	nan	
42407.0416666667	nan	nan	
42407.0520833333	nan	nan	
42407.0625	nan	nan	
42407.0729166667	nan	nan	
42407.0833333333	nan	nan	
42407.09375	nan	nan	
42407.1041666667	nan	nan	
42407.1145833333	nan	nan	
42407.125	nan	nan	
42407.1354166667	nan	nan	
42407.1458333333	nan	nan	
42407.15625	nan	nan	
42407.1666666667	nan	nan	
42407.1770833333	nan	nan	
42407.1875	nan	nan	
42407.1979166667	nan	nan	
