Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV212_BTU_hr,ZoneLoadPredictionforFPVAV212_BTU_hr
1/2/2016 12:00:00 AM,44.06,1755,2160
1/2/2016 1:00:00 AM,44.06,-2565,2227.5
1/2/2016 2:00:00 AM,44.165,-2025,2295
1/2/2016 3:00:00 AM,44.855,-1890,2295
1/2/2016 4:00:00 AM,44.165,2295,2227.5
1/2/2016 5:00:00 AM,44.96,2160,2160
1/2/2016 6:00:00 AM,44.96,2025,2160
1/2/2016 7:00:00 AM,44.855,2025,2295
1/2/2016 8:00:00 AM,44.291,1890,2295
1/2/2016 9:00:00 AM,46.04,1890,2227.5
1/2/2016 10:00:00 AM,46.271,1890,2227.5
1/2/2016 11:00:00 AM,48.02,1890,2227.5
1/2/2016 12:00:00 PM,48.125,1890,2227.5
1/2/2016 1:00:00 PM,48.92,1890,2227.5
1/2/2016 2:00:00 PM,48.92,2025,2160
1/2/2016 3:00:00 PM,48.815,1890,2430
1/2/2016 4:00:00 PM,48.02,1890,2362.5
1/2/2016 5:00:00 PM,47.894,1755,2227.5
1/2/2016 6:00:00 PM,46.835,-810,2025
1/2/2016 7:00:00 PM,46.04,2025,2025
1/2/2016 8:00:00 PM,45.914,2025,2025
1/2/2016 9:00:00 PM,44.855,1890,2025
1/2/2016 10:00:00 PM,44.06,1890,2092.5
1/2/2016 11:00:00 PM,44.06,2025,2160
1/3/2016 12:00:00 AM,44.06,1890,2160
1/3/2016 1:00:00 AM,44.06,1755,2092.5
1/3/2016 2:00:00 AM,44.06,1890,2025
1/3/2016 3:00:00 AM,44.06,1890,2025
1/3/2016 4:00:00 AM,43.934,1755,2025
1/3/2016 5:00:00 AM,42.98,1755,2160
1/3/2016 6:00:00 AM,43.106,-675,2025
1/3/2016 7:00:00 AM,44.06,1890,2092.5
1/3/2016 8:00:00 AM,44.291,1755,2160
1/3/2016 9:00:00 AM,46.502,2025,2430
1/3/2016 10:00:00 AM,50.231,2025,2295
1/3/2016 11:00:00 AM,52.442,2025,2295
1/3/2016 12:00:00 PM,56.171,1755,2160
1/3/2016 1:00:00 PM,58.046,2025,2160
1/3/2016 2:00:00 PM,59.126,1620,2160
1/3/2016 3:00:00 PM,60.08,1620,2160
1/3/2016 4:00:00 PM,59.828,1755,2160
1/3/2016 5:00:00 PM,57.353,1755,2160
1/3/2016 6:00:00 PM,52.703,2025,2160
1/3/2016 7:00:00 PM,49.874,1890,2160
1/3/2016 8:00:00 PM,48.584,1890,2160
1/3/2016 9:00:00 PM,45.809,1890,2160
1/3/2016 10:00:00 PM,44.291,2025,2160
1/3/2016 11:00:00 PM,45.683,2025,2160
1/4/2016 12:00:00 AM,42.518,2025,2160
1/4/2016 1:00:00 AM,38.894,1890,2025
1/4/2016 2:00:00 AM,38.171,1890,2025
1/4/2016 3:00:00 AM,39.689,1890,2025
1/4/2016 4:00:00 AM,37.94,2160,2025
1/4/2016 5:00:00 AM,37.478,2025,2025
1/4/2016 6:00:00 AM,34.106,2025,2025
1/4/2016 7:00:00 AM,35.06,2295,2025
1/4/2016 8:00:00 AM,35.627,2160,2025
1/4/2016 9:00:00 AM,40.634,2025,2025
1/4/2016 10:00:00 AM,46.502,2160,1890
1/4/2016 11:00:00 AM,50.231,2295,2295
1/4/2016 12:00:00 PM,52.337,2295,2295
1/4/2016 1:00:00 PM,55.271,2295,2362.5
1/4/2016 2:00:00 PM,57.125,2160,2295
1/4/2016 3:00:00 PM,57.92,2295,2160
1/4/2016 4:00:00 PM,57.689,2430,2160
1/4/2016 5:00:00 PM,55.478,2430,2160
1/4/2016 6:00:00 PM,51.623,2160,2430
1/4/2016 7:00:00 PM,48.815,2295,2430
1/4/2016 8:00:00 PM,47.789,2160,2160
1/4/2016 9:00:00 PM,45.914,2160,2092.5
1/4/2016 10:00:00 PM,44.96,2025,2160
1/4/2016 11:00:00 PM,44.729,2160,2092.5
1/5/2016 12:00:00 AM,42.749,2160,1890
1/5/2016 1:00:00 AM,40.874,2160,1890
1/5/2016 2:00:00 AM,39.815,1890,1890
1/5/2016 3:00:00 AM,38.894,2295,1890
1/5/2016 4:00:00 AM,37.835,2295,1890
1/5/2016 5:00:00 AM,36.914,2295,2025
1/5/2016 6:00:00 AM,35.96,2160,2025
1/5/2016 7:00:00 AM,35.96,2430,2025
1/5/2016 8:00:00 AM,35.96,2160,1957.5
1/5/2016 9:00:00 AM,36.191,2160,1890
1/5/2016 10:00:00 AM,38.528,2295,1890
1/5/2016 11:00:00 AM,43.211,2430,1890
1/5/2016 12:00:00 PM,45.317,2700,1890
1/5/2016 1:00:00 PM,48.377,2430,1890
1/5/2016 2:00:00 PM,51.416,2430,1890
1/5/2016 3:00:00 PM,54.086,2430,1822.5
1/5/2016 4:00:00 PM,54.809,2565,1755
1/5/2016 5:00:00 PM,52.703,2160,1822.5
1/5/2016 6:00:00 PM,49.874,2430,1890
1/5/2016 7:00:00 PM,48.689,2295,1890
1/5/2016 8:00:00 PM,47.066,2295,2025
1/5/2016 9:00:00 PM,47.894,2430,2025
1/5/2016 10:00:00 PM,46.835,2295,2025
1/5/2016 11:00:00 PM,46.04,2160,2025
1/6/2016 12:00:00 AM,46.04,2160,2025
1/6/2016 1:00:00 AM,46.04,2160,2025
1/6/2016 2:00:00 AM,46.04,2160,2025
1/6/2016 3:00:00 AM,46.04,2295,2025
1/6/2016 4:00:00 AM,45.914,2295,2025
1/6/2016 5:00:00 AM,44.96,2160,1890
1/6/2016 6:00:00 AM,44.96,2160,1890
1/6/2016 7:00:00 AM,44.06,2160,1890
1/6/2016 8:00:00 AM,44.165,2430,1890
1/6/2016 9:00:00 AM,45.086,2565,1957.5
1/6/2016 10:00:00 AM,46.376,2700,1957.5
1/6/2016 11:00:00 AM,49.277,2430,2025
1/6/2016 12:00:00 PM,51.98,2430,2025
1/6/2016 1:00:00 PM,54.191,2430,2025
1/6/2016 2:00:00 PM,56.066,2430,2025
1/6/2016 3:00:00 PM,57.125,2025,2160
1/6/2016 4:00:00 PM,57.92,2295,2160
1/6/2016 5:00:00 PM,57.92,2160,2092.5
1/6/2016 6:00:00 PM,57.92,2160,2025
1/6/2016 7:00:00 PM,57.92,2160,2025
1/6/2016 8:00:00 PM,57.02,2430,2025
1/6/2016 9:00:00 PM,55.94,2295,2025
1/6/2016 10:00:00 PM,55.94,2430,2025
1/6/2016 11:00:00 PM,55.94,2025,1957.5
1/7/2016 12:00:00 AM,56.1118181818182,2160,1957.5
1/7/2016 1:00:00 AM,57.02,1890,2025
1/7/2016 2:00:00 AM,57.02,2295,2025
1/7/2016 3:00:00 AM,57.02,1890,2025
1/7/2016 4:00:00 AM,57.02,2430,2025
1/7/2016 5:00:00 AM,57.02,2295,1890
1/7/2016 6:00:00 AM,55.94,2160,1957.5
1/7/2016 7:00:00 AM,55.8725,2025,1957.5
1/7/2016 8:00:00 AM,55.6575862068966,2295,2025
1/7/2016 9:00:00 AM,53.96,2430,2025
1/7/2016 10:00:00 AM,55.04,2295,1957.5
1/7/2016 11:00:00 AM,57.02,2295,2025
1/7/2016 12:00:00 PM,57.02,2295,2025
1/7/2016 1:00:00 PM,57.02,2295,2025
1/7/2016 2:00:00 PM,57.125,2160,2092.5
1/7/2016 3:00:00 PM,58.088,2295,2092.5
1/7/2016 4:00:00 PM,59.231,2565,2025
1/7/2016 5:00:00 PM,60.518,2295,2025
1/7/2016 6:00:00 PM,56.789,2160,1890
