Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV13_BTU_hr,ZoneLoadPredictionforFPVAV13_BTU_hr
1/19/2016 8:00:00 AM,47.528,-7020,-2106
1/19/2016 9:00:00 AM,52.673,-4563,-2808
1/19/2016 10:00:00 AM,58.403,2106,-2808
1/19/2016 11:00:00 AM,62.522,1755,-3159
1/19/2016 12:00:00 PM,66.125,1053,-3159
1/19/2016 1:00:00 PM,66.92,1404,-3159
1/19/2016 2:00:00 PM,67.046,1755,-3159
1/19/2016 3:00:00 PM,68,1755,-1228.5
1/19/2016 4:00:00 PM,67.769,2457,-1053
1/19/2016 5:00:00 PM,65.789,2457,-3159
1/20/2016 8:00:00 AM,43.106,2808,-1404
1/20/2016 9:00:00 AM,44.291,3159,-1404
1/20/2016 10:00:00 AM,46.04,4914,-1755
1/20/2016 11:00:00 AM,47.423,5967,-2106
1/20/2016 12:00:00 PM,51.3841379310345,5967,-2457
1/20/2016 1:00:00 PM,54.191,3159,-2457
1/20/2016 2:00:00 PM,56.171,2106,-2808
1/20/2016 3:00:00 PM,57.92,2808,-2808
1/20/2016 4:00:00 PM,58.235,2457,-2808
1/20/2016 5:00:00 PM,57.689,1755,-2808
1/21/2016 8:00:00 AM,63.1890909090909,3159,-2106
1/21/2016 9:00:00 AM,63.8662068965517,2106,-2457
1/21/2016 10:00:00 AM,62.06,3159,-2632.5
1/21/2016 11:00:00 AM,62.96,2457,-2808
1/21/2016 12:00:00 PM,64.2981132075472,2106,-2632.5
1/21/2016 1:00:00 PM,57.02,3510,-2808
1/21/2016 2:00:00 PM,57.02,2808,-2457
1/21/2016 3:00:00 PM,55.604,1755,-2457
1/21/2016 4:00:00 PM,52.64,3510,-2457
1/21/2016 5:00:00 PM,50.723,3510,-2106
1/22/2016 8:00:00 AM,39.125,-5967,-1053
1/22/2016 9:00:00 AM,40.277,-5967,-1053
1/22/2016 10:00:00 AM,43.211,4914,-2106
1/22/2016 11:00:00 AM,45.317,3861,-2106
1/22/2016 12:00:00 PM,48.125,2457,-2106
1/22/2016 1:00:00 PM,49.046,2808,-2457
1/22/2016 2:00:00 PM,50.126,2457,-2457
1/25/2016 8:00:00 AM,56.654,1053,-1755
1/25/2016 9:00:00 AM,62.522,2106,nan
1/25/2016 10:00:00 AM,66.44,2457,nan
1/25/2016 11:00:00 AM,69.1668965517241,3159,nan
1/25/2016 12:00:00 PM,69.185,4563,nan
1/25/2016 1:00:00 PM,70.337,2808,nan
1/25/2016 2:00:00 PM,73.145,2457,nan
1/25/2016 3:00:00 PM,73.94,3510,nan
1/25/2016 4:00:00 PM,73.835,6669,nan
1/25/2016 5:00:00 PM,72.578,4563,nan
1/26/2016 8:00:00 AM,49.046,3510,-2281.5
1/26/2016 9:00:00 AM,50.231,2808,-2632.5
1/26/2016 10:00:00 AM,52.211,3861,-2808
1/26/2016 11:00:00 AM,54.086,2808,-2983.5
1/26/2016 12:00:00 PM,55.04,2106,-2983.5
1/26/2016 1:00:00 PM,55.04,2457,-2808
1/26/2016 2:00:00 PM,55.04,2808,-2808
1/26/2016 3:00:00 PM,54.809,1053,-2983.5
1/26/2016 4:00:00 PM,52.934,2106,-2808
1/26/2016 5:00:00 PM,51.875,3510,-2808
1/27/2016 7:00:00 AM,39.02,-2457,-351
1/27/2016 8:00:00 AM,39.377,-3861,-702
1/27/2016 9:00:00 AM,42.416,-2106,-1404
1/27/2016 10:00:00 AM,45.422,5265,-1755
1/27/2016 11:00:00 AM,49.277,4563,-2106
1/27/2016 12:00:00 PM,52.337,6318,-2457
1/27/2016 1:00:00 PM,55.271,3159,-2457
1/27/2016 2:00:00 PM,57.125,2808,-2808
1/27/2016 3:00:00 PM,57.815,2808,-2808
1/27/2016 4:00:00 PM,56.894,2808,-2457
1/27/2016 5:00:00 PM,55.373,1755,-2106
1/28/2016 8:00:00 AM,31.865,-5265,nan
1/28/2016 9:00:00 AM,39.944,-5265,nan
1/28/2016 10:00:00 AM,47.759,4914,-1930.5
1/28/2016 11:00:00 AM,54.548,2808,-2808
1/28/2016 12:00:00 PM,59.357,702,1755
1/28/2016 1:00:00 PM,62.396,1755,-2106
1/28/2016 2:00:00 PM,65.171,2106,-2281.5
1/28/2016 3:00:00 PM,66.92,1755,-2281.5
1/28/2016 4:00:00 PM,66.815,2457,-2457
1/28/2016 5:00:00 PM,65.663,2457,-2632.5
1/29/2016 8:00:00 AM,41.819,3510,-2106
1/29/2016 9:00:00 AM,48.839,3159,-1404
1/29/2016 10:00:00 AM,55.859,4563,-2106
1/29/2016 11:00:00 AM,62.753,2106,-3510
1/29/2016 12:00:00 PM,68.588,3159,-3510
1/29/2016 1:00:00 PM,73.271,3159,nan
1/29/2016 2:00:00 PM,74.894,3159,nan
2/2/2016 8:00:00 AM,56.066,2808,-1755
2/2/2016 9:00:00 AM,57.251,2457,-1755
2/2/2016 10:00:00 AM,59.819,3510,1755
2/2/2016 11:00:00 AM,66.377,3159,1755
2/2/2016 12:00:00 PM,69.185,1755,2457
2/2/2016 1:00:00 PM,69.98,3510,2457
2/2/2016 2:00:00 PM,69.98,2808,1755
2/2/2016 3:00:00 PM,69.98,3159,1053
2/2/2016 4:00:00 PM,69.875,8775,-1053
2/2/2016 5:00:00 PM,68.723,5967,-1053
2/3/2016 8:00:00 AM,41.357,3510,-1404
2/3/2016 9:00:00 AM,44.396,2808,-1404
2/3/2016 10:00:00 AM,47.297,4212,-1404
2/3/2016 11:00:00 AM,50.231,4212,-2106
2/3/2016 12:00:00 PM,52.337,5265,2808
2/3/2016 1:00:00 PM,55.04,3159,2808
2/3/2016 2:00:00 PM,55.145,2106,2808
2/3/2016 3:00:00 PM,55.94,2457,2808
2/3/2016 4:00:00 PM,55.835,2106,2808
2/3/2016 5:00:00 PM,54.578,2106,2106
2/4/2016 8:00:00 AM,34.673,3510,-877.5
2/4/2016 9:00:00 AM,40.739,3159,-702
2/4/2016 10:00:00 AM,47.297,4563,-1579.5
2/4/2016 11:00:00 AM,50.231,4914,-2106
2/4/2016 12:00:00 PM,52.337,3861,-2457
2/4/2016 1:00:00 PM,55.145,2808,-2106
2/4/2016 2:00:00 PM,56.066,2808,-2106
2/4/2016 3:00:00 PM,57.02,3159,-2106
2/4/2016 4:00:00 PM,56.894,2457,-2106
2/4/2016 5:00:00 PM,55.373,3861,-2106
2/5/2016 8:00:00 AM,35.984,2808,-1228.5
2/5/2016 9:00:00 AM,43.799,2106,-1404
2/5/2016 10:00:00 AM,50.357,4914,-1404
2/5/2016 11:00:00 AM,53.291,3861,-2106
2/5/2016 12:00:00 PM,55.145,2457,-2457
2/5/2016 1:00:00 PM,56.066,2457,-2457
2/5/2016 2:00:00 PM,57.125,2808,-2457
2/8/2016 8:00:00 AM,45.422,-5967,-2457
2/8/2016 9:00:00 AM,49.277,-4563,-2457
2/8/2016 10:00:00 AM,52.337,4563,-2106
2/8/2016 11:00:00 AM,55.145,2457,-2457
2/8/2016 12:00:00 PM,56.171,3159,-2457
2/8/2016 1:00:00 PM,58.172,2106,-526.5
2/8/2016 2:00:00 PM,60.08,702,1053
2/8/2016 3:00:00 PM,60.08,1755,-526.5
2/8/2016 4:00:00 PM,60.08,2457,-2106
2/8/2016 5:00:00 PM,59.723,2457,-2106
2/9/2016 8:00:00 AM,38.654,-3861,-1404
2/9/2016 9:00:00 AM,44.753,-4212,-2106
2/9/2016 10:00:00 AM,50.588,4212,-1755
2/9/2016 11:00:00 AM,55.376,2808,2106
2/9/2016 12:00:00 PM,58.277,1404,2106
2/9/2016 1:00:00 PM,61.211,1053,-702
2/9/2016 2:00:00 PM,63.317,1404,1755
2/9/2016 3:00:00 PM,66.125,1053,2457
2/9/2016 4:00:00 PM,66.92,1755,1755
2/9/2016 5:00:00 PM,66.689,3159,1755
2/10/2016 8:00:00 AM,41.096,3159,-1404
2/10/2016 9:00:00 AM,50.462,2808,4212
2/10/2016 10:00:00 AM,54.422,5616,2808
2/10/2016 11:00:00 AM,58.277,1404,2106
2/10/2016 12:00:00 PM,61.337,2457,-2457
2/10/2016 1:00:00 PM,64.502,1755,-2808
2/10/2016 2:00:00 PM,68.126,1755,-1053
2/10/2016 3:00:00 PM,69.185,3861,-1053
2/10/2016 4:00:00 PM,69.98,8073,-1053
2/10/2016 5:00:00 PM,69.623,8073,-1053
2/11/2016 8:00:00 AM,51.878,3510,-2106
2/11/2016 9:00:00 AM,58.634,702,702
2/11/2016 10:00:00 AM,64.628,2106,-1404
2/11/2016 11:00:00 AM,69.542,2457,-1404
2/11/2016 12:00:00 PM,73.502,2457,-1228.5
2/11/2016 1:00:00 PM,77.126,2808,-702
2/11/2016 2:00:00 PM,78.185,3159,-351
2/11/2016 3:00:00 PM,78.98,3861,-351
2/11/2016 4:00:00 PM,78.875,5967,-351
2/11/2016 5:00:00 PM,77.723,8424,-526.5
2/16/2016 8:00:00 AM,48.116,3510,-1755
2/16/2016 9:00:00 AM,57.713,1755,2106
2/16/2016 10:00:00 AM,64.01,2808,1404
2/16/2016 11:00:00 AM,72.317,1755,2808
2/16/2016 12:00:00 PM,75.251,2457,nan
2/16/2016 1:00:00 PM,77.126,2457,nan
2/16/2016 2:00:00 PM,78.185,2106,nan
2/16/2016 3:00:00 PM,78.875,3159,nan
2/16/2016 4:00:00 PM,78.08,15093,nan
2/16/2016 5:00:00 PM,77.261,5967,nan
2/17/2016 8:00:00 AM,49.634,3159,4563
2/17/2016 9:00:00 AM,55.376,1755,2808
2/17/2016 10:00:00 AM,58.403,3159,2106
2/17/2016 11:00:00 AM,62.522,2457,1404
2/17/2016 12:00:00 PM,66.251,5265,1755
2/17/2016 1:00:00 PM,68.357,3159,3861
2/17/2016 2:00:00 PM,71.165,3510,3861
2/17/2016 3:00:00 PM,72.086,5967,5967
2/17/2016 4:00:00 PM,72.914,9477,5967
2/17/2016 5:00:00 PM,71.624,11934,5967
2/18/2016 8:00:00 AM,51.773,3510,-1404
2/18/2016 9:00:00 AM,57.713,1404,-1755
2/18/2016 10:00:00 AM,63.317,1755,1755
2/18/2016 11:00:00 AM,66.8404651162791,3159,2106
2/18/2016 12:00:00 PM,70.442,4212,1755
2/18/2016 1:00:00 PM,74.171,8424,3159
2/18/2016 2:00:00 PM,76.277,4914,3159
2/18/2016 3:00:00 PM,78.98,1755,3510
2/18/2016 4:00:00 PM,78.749,18252,3510
2/18/2016 5:00:00 PM,76.643,11583,3510
2/19/2016 8:00:00 AM,60.311,6669,-1755
2/19/2016 9:00:00 AM,62.522,3159,-3334.5
2/19/2016 10:00:00 AM,66.482,10179,-702
2/19/2016 11:00:00 AM,70.1755172413793,9477,702
2/19/2016 12:00:00 PM,72.422,7722,1053
2/19/2016 1:00:00 PM,76.277,6318,-1053
2/19/2016 2:00:00 PM,78.98,6669,3159
2/22/2016 8:00:00 AM,60.98,3159,-351
2/22/2016 9:00:00 AM,60.7947058823529,3861,1404
2/22/2016 10:00:00 AM,59.9425454545455,7371,1404
2/22/2016 11:00:00 AM,59.135,7020,1755
2/22/2016 12:00:00 PM,60.6105263157895,9477,2106
2/22/2016 1:00:00 PM,64.1975,10881,2808
2/22/2016 2:00:00 PM,64.145,4563,2457
2/22/2016 3:00:00 PM,64.94,8073,702
2/22/2016 4:00:00 PM,64.94,9828,-1755
2/22/2016 5:00:00 PM,64.835,8775,-2106
2/23/2016 8:00:00 AM,60.08,3861,1755
2/23/2016 9:00:00 AM,61.1755172413793,4212,1053
2/23/2016 10:00:00 AM,61.8309090909091,5967,1404
2/23/2016 11:00:00 AM,59,6318,2106
2/23/2016 12:00:00 PM,62.82875,4563,1755
2/23/2016 1:00:00 PM,59.7324137931034,5616,2106
2/23/2016 2:00:00 PM,57.3751351351351,2808,2106
2/23/2016 3:00:00 PM,53.498,3159,1404
2/23/2016 4:00:00 PM,50,4212,-3159
2/23/2016 5:00:00 PM,49.769,3861,-3510
2/24/2016 7:00:00 AM,44.165,-1404,-1053
2/24/2016 8:00:00 AM,45.191,3861,-1053
2/24/2016 9:00:00 AM,47.297,3159,2808
2/24/2016 10:00:00 AM,50.462,5616,3159
2/24/2016 11:00:00 AM,54.086,4212,3159
2/24/2016 12:00:00 PM,55.376,4914,2808
2/24/2016 1:00:00 PM,58.046,2808,2457
2/24/2016 2:00:00 PM,59.126,3159,2457
2/24/2016 3:00:00 PM,60.185,2457,2106
2/24/2016 4:00:00 PM,60.875,3510,1755
2/24/2016 5:00:00 PM,59.954,3510,1755
2/25/2016 8:00:00 AM,43.925,2808,-1053
2/25/2016 9:00:00 AM,52.235,2808,2808
2/25/2016 10:00:00 AM,61.106,1755,2106
