Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPB08_BTU_hr,ZoneLoadPredictionforFPB08_BTU_hr
12/8/2015 3:00:00 AM,47.663,-3624.86123999999,-3624.86123999999
12/8/2015 4:00:00 AM,45.422,-3624.86123999999,-3624.86123999999
12/8/2015 6:00:00 AM,48.02,-3624.86123999999,-3624.86123999999
12/8/2015 7:00:00 AM,48.125,-3624.86123999999,-3624.86123999999
12/8/2015 8:00:00 AM,49.403,-3624.86123999999,-3624.86123999999
12/9/2015 6:00:00 AM,46.709,-3624.86123999999,-3624.86123999999
12/9/2015 7:00:00 AM,45.317,-3624.86123999999,-3624.86123999999
12/9/2015 8:00:00 AM,48.4762068965517,-3624.86123999999,-3624.86123999999
12/9/2015 9:00:00 AM,52.211,-3624.86123999999,-3624.86123999999
12/9/2015 10:00:00 AM,54.674,-3624.86123999999,-3624.86123999999
12/9/2015 11:00:00 AM,60.311,-3624.86123999999,-3624.86123999999
12/9/2015 6:00:00 PM,59.828,-3624.86123999999,-3624.86123999999
12/9/2015 7:00:00 PM,57.92,-3624.86123999999,-3624.86123999999
12/9/2015 8:00:00 PM,57.584,-3624.86123999999,-3624.86123999999
12/9/2015 9:00:00 PM,54.914,-3624.86123999999,-3624.86123999999
12/9/2015 10:00:00 PM,53.729,-3624.86123999999,-3624.86123999999
12/10/2015 7:00:00 AM,52.211,-3624.86123999999,-3624.86123999999
12/10/2015 8:00:00 AM,54.422,-3624.86123999999,-3624.86123999999
12/10/2015 9:00:00 AM,58.739,-3624.86123999999,-3624.86123999999
12/10/2015 8:00:00 PM,60.749,-3624.86123999999,-3624.86123999999
12/10/2015 9:00:00 PM,58.538,-3624.86123999999,-3624.86123999999
12/10/2015 10:00:00 PM,55.04,-3624.86123999999,-3624.86123999999
12/11/2015 5:00:00 AM,48.815,-3624.86123999999,-3624.86123999999
12/11/2015 6:00:00 AM,47.894,-3624.86123999999,-3624.86123999999
12/11/2015 7:00:00 AM,47.423,-3624.86123999999,-3624.86123999999
12/11/2015 8:00:00 AM,51.416,-3624.86123999999,-3624.86123999999
12/11/2015 9:00:00 AM,54.422,-3624.86123999999,-3624.86123999999
12/11/2015 10:00:00 AM,58.508,-3624.86123999999,-3624.86123999999
12/13/2015 4:00:00 AM,53.855,-3624.86123999999,-3624.86123999999
12/13/2015 6:00:00 AM,53.06,-3624.86123999999,-3624.86123999999
12/13/2015 7:00:00 AM,53.1251724137931,-3624.86123999999,-3624.86123999999
12/13/2015 8:00:00 AM,53.06,-3624.86123999999,-3624.86123999999
12/13/2015 9:00:00 AM,53.06,-3624.86123999999,-3624.86123999999
12/13/2015 10:00:00 AM,53.165,-3624.86123999999,-3624.86123999999
12/13/2015 11:00:00 AM,53.96,-3624.86123999999,-3624.86123999999
12/13/2015 12:00:00 PM,54.086,-3624.86123999999,-3624.86123999999
12/13/2015 1:00:00 PM,55.145,-3624.86123999999,-3624.86123999999
12/13/2015 2:00:00 PM,55.94,-3624.86123999999,-3624.86123999999
12/13/2015 3:00:00 PM,55.94,-3624.86123999999,-3624.86123999999
12/13/2015 4:00:00 PM,55.835,-3624.86123999999,-3624.86123999999
12/13/2015 5:00:00 PM,55.145,-3624.86123999999,-3624.86123999999
12/13/2015 6:00:00 PM,55.835,-3624.86123999999,-3624.86123999999
12/13/2015 7:00:00 PM,55.04,-3624.86123999999,-3624.86123999999
12/13/2015 8:00:00 PM,55.145,-3624.86123999999,-3624.86123999999
12/13/2015 9:00:00 PM,55.835,-3624.86123999999,-3624.86123999999
12/13/2015 10:00:00 PM,55.04,-3624.86123999999,-3624.86123999999
12/13/2015 11:00:00 PM,54.914,-3624.86123999999,-3624.86123999999
12/14/2015 5:00:00 AM,48.92,-3624.86123999999,-3624.86123999999
12/14/2015 6:00:00 AM,48.815,-3624.86123999999,-3624.86123999999
12/14/2015 7:00:00 AM,48.02,-3624.86123999999,-3624.86123999999
12/14/2015 8:00:00 AM,48.251,-3624.86123999999,-3624.86123999999
12/14/2015 9:00:00 AM,50.693,-3624.86123999999,-3624.86123999999
12/14/2015 10:00:00 AM,56.297,-3624.86123999999,-3624.86123999999
12/14/2015 11:00:00 AM,59.462,-3624.86123999999,-3624.86123999999
12/14/2015 12:00:00 PM,63.191,-3624.86123999999,-3624.86123999999
12/14/2015 1:00:00 PM,65.171,-3624.86123999999,-3624.86123999999
12/14/2015 2:00:00 PM,67.277,-3624.86123999999,-3624.86123999999
12/14/2015 4:00:00 PM,68.597,-3624.86123999999,-3624.86123999999
12/14/2015 5:00:00 PM,64.478,-3624.86123999999,-3624.86123999999
12/14/2015 6:00:00 PM,60.875,-3624.86123999999,-3624.86123999999
12/14/2015 7:00:00 PM,60.311,-3624.86123999999,-3624.86123999999
12/14/2015 8:00:00 PM,61.934,-3624.86123999999,-3624.86123999999
12/14/2015 9:00:00 PM,60.875,-3624.86123999999,-3624.86123999999
12/14/2015 10:00:00 PM,59.828,-3624.86123999999,-3624.86123999999
12/14/2015 11:00:00 PM,57.689,-3624.86123999999,-3624.86123999999
12/15/2015 12:00:00 AM,55.835,-3624.86123999999,-3624.86123999999
12/15/2015 1:00:00 AM,54.914,-3624.86123999999,-3624.86123999999
12/15/2015 2:00:00 AM,53.855,-3624.86123999999,-3624.86123999999
12/15/2015 3:00:00 AM,52.829,-3624.86123999999,-3624.86123999999
12/15/2015 4:00:00 AM,51.08,-3624.86123999999,-3624.86123999999
