Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV24_BTU_hr,ZoneLoadPredictionforFPVAV24_BTU_hr
1/2/2016 12:00:00 AM,44.06,nan,5400
1/2/2016 1:00:00 AM,44.06,-29700,5400
1/2/2016 2:00:00 AM,44.165,-29700,5400
1/2/2016 3:00:00 AM,44.855,-19440,5400
1/2/2016 4:00:00 AM,44.165,3240,5400
1/2/2016 5:00:00 AM,44.96,2700,5400
1/2/2016 6:00:00 AM,44.96,3780,5400
1/2/2016 7:00:00 AM,44.855,3780,5400
1/2/2016 8:00:00 AM,44.291,2700,5400
1/2/2016 9:00:00 AM,46.04,3780,5940
1/2/2016 10:00:00 AM,46.271,3780,5940
1/2/2016 11:00:00 AM,48.02,3780,5940
1/2/2016 12:00:00 PM,48.125,2700,5940
1/2/2016 1:00:00 PM,48.92,4320,5940
1/2/2016 2:00:00 PM,48.92,4320,5400
1/2/2016 3:00:00 PM,48.815,3240,6480
1/2/2016 4:00:00 PM,48.02,3240,6480
1/2/2016 5:00:00 PM,47.894,4860,6480
1/2/2016 6:00:00 PM,46.835,3780,6480
1/2/2016 7:00:00 PM,46.04,3780,6480
1/2/2016 8:00:00 PM,45.914,3240,6480
1/2/2016 9:00:00 PM,44.855,3240,6480
1/2/2016 10:00:00 PM,44.06,3780,6750
1/2/2016 11:00:00 PM,44.06,4860,6480
1/3/2016 12:00:00 AM,44.06,nan,5940
1/3/2016 1:00:00 AM,44.06,4320,5940
1/3/2016 2:00:00 AM,44.06,3780,5940
1/3/2016 3:00:00 AM,44.06,5400,5940
1/3/2016 4:00:00 AM,43.934,4860,5940
1/3/2016 5:00:00 AM,42.98,4860,5940
1/3/2016 6:00:00 AM,43.106,3780,5940
1/3/2016 7:00:00 AM,44.06,4860,5400
1/3/2016 8:00:00 AM,44.291,3780,4860
1/3/2016 9:00:00 AM,46.502,4860,7020
1/3/2016 10:00:00 AM,50.231,4860,5940
1/3/2016 11:00:00 AM,52.442,5400,5940
1/3/2016 12:00:00 PM,56.171,4320,5670
1/3/2016 1:00:00 PM,58.046,3240,5670
