SAT_F,TotalPower_BTU_h,CoolingPower_BTU_h,FanPower_BTU_h,Reheat_BTU_h,Zone1ActualFlow_CFM,Zone2ActualFlow_CFM,TotalCost,CoolingCost,FanCost,ReheatCost
60.15,46750,44357,2393.3,0,1562.7,506.33,0.73396,0.67644,0.057516,0
60.2,46844,44433,2411.3,0,1569.4,508.47,0.73554,0.6776,0.057949,0
60.25,46939,44509,2429.6,0,1576,510.64,0.73715,0.67876,0.058387,0
60.3,47034,44586,2448.1,0,1582.8,512.82,0.73877,0.67994,0.058832,0
60.35,47131,44664,2466.9,0,1589.6,515.02,0.74041,0.68112,0.059284,0
60.4,47228,44742,2486,0,1596.4,517.24,0.74206,0.68232,0.059743,0
60.45,47327,44821,2505.4,0,1603.3,519.48,0.74373,0.68352,0.060209,0
60.5,47426,44901,2525.1,0,1610.3,521.74,0.74542,0.68474,0.060682,0
60.55,47526,44981,2545,0,1617.3,524.02,0.74713,0.68596,0.061162,0
60.6,47628,45062,2565.3,0,1624.4,526.32,0.74885,0.6872,0.061649,0
60.65,47730,45144,2585.9,0,1631.6,528.63,0.7506,0.68845,0.062144,0
60.7,47834,45227,2606.8,0,1638.8,530.97,0.75236,0.68971,0.062647,0
60.75,47938,45310,2628.1,0,1646.1,533.33,0.75414,0.69098,0.063158,0
60.8,48044,45394,2649.7,0,1653.4,535.71,0.75594,0.69226,0.063676,0
60.85,48151,45479,2671.6,0,1660.9,538.12,0.75776,0.69356,0.064203,0
60.9,48259,45565,2693.8,0,1668.3,540.54,0.7596,0.69486,0.064738,0
60.95,48367,45651,2716.5,0,1675.9,542.99,0.76146,0.69618,0.065281,0
61,48478,45738,2739.4,0,1683.5,545.45,0.76334,0.69751,0.065834,0
61.05,48589,45826,2762.8,0,1691.2,547.95,0.76524,0.69885,0.066395,0
61.1,48701,45915,2786.5,0,1698.9,550.46,0.76717,0.7002,0.066965,0
61.15,48815,46004,2810.6,0,1706.8,553,0.76911,0.70157,0.067544,0
61.2,48930,46095,2835.1,0,1714.7,555.56,0.77108,0.70295,0.068133,0
61.25,49046,46186,2860,0,1722.7,558.14,0.77307,0.70434,0.068732,0
61.3,49163,46278,2885.3,0,1730.7,560.75,0.77508,0.70574,0.06934,0
61.35,49282,46371,2911.1,0,1738.8,563.38,0.77712,0.70716,0.069958,0
61.4,49402,46465,2937.2,0,1747,566.04,0.77918,0.70859,0.070587,0
61.45,49523,46560,2963.8,0,1755.3,568.72,0.78126,0.71003,0.071226,0
61.5,49646,46655,2990.8,0,1763.7,571.43,0.78337,0.71149,0.071875,0
61.55,49770,46752,3018.3,0,1772.1,574.16,0.7855,0.71296,0.072536,0
61.6,49896,46849,3046.3,0,1780.6,576.92,0.78766,0.71445,0.073208,0
61.65,50022,46948,3074.7,0,1789.2,579.71,0.78984,0.71595,0.073891,0
61.7,50151,47047,3103.6,0,1797.9,582.52,0.79205,0.71747,0.074585,0
61.75,50280,47147,3133,0,1806.7,585.37,0.79429,0.719,0.075292,0
61.8,50412,47249,3162.9,0,1815.5,588.24,0.79655,0.72054,0.076011,0
61.85,50544,47351,3193.4,0,1824.5,591.13,0.79884,0.7221,0.076742,0
61.9,50679,47454,3224.3,0,1833.5,594.06,0.80116,0.72368,0.077486,0
61.95,50814,47559,3255.8,0,1842.6,597.01,0.80351,0.72527,0.078243,0
62,50952,47664,3287.9,0,1851.9,600,0.80589,0.72688,0.079014,0
62.05,51091,47770,3320.5,0,1861.2,603.02,0.8083,0.7285,0.079798,0
62.1,51232,47878,3353.7,0,1870.6,606.06,0.81073,0.73014,0.080595,0
62.15,51374,47987,3387.5,0,1880.1,609.14,0.8132,0.7318,0.081407,0
62.2,51518,48096,3421.9,0,1889.6,612.24,0.8157,0.73347,0.082234,0
62.25,51664,48207,3456.9,0,1899.3,615.38,0.81824,0.73516,0.083076,0
62.3,51812,48319,3492.5,0,1909.1,618.56,0.8208,0.73687,0.083932,0
62.35,51961,48432,3528.8,0,1919,621.76,0.8234,0.73859,0.084805,0
62.4,52112,48547,3565.8,0,1929,625,0.82603,0.74034,0.085693,0
62.45,52266,48662,3603.5,0,1939.1,628.27,0.8287,0.7421,0.086598,0
62.5,52421,48779,3641.8,0,1949.3,631.58,0.8314,0.74388,0.087519,0
62.55,52578,48897,3680.8,0,1959.6,634.92,0.83414,0.74568,0.088457,0
62.6,52737,49016,3720.6,0,1970.1,638.3,0.83691,0.7475,0.089414,0
62.65,52898,49137,3761.2,0,1980.6,641.71,0.83972,0.74933,0.090388,0
62.7,53061,49258,3802.5,0,1991.2,645.16,0.84257,0.75119,0.09138,0
62.75,53226,49382,3844.5,0,2002,648.65,0.84546,0.75307,0.092391,0
62.8,53394,49506,3887.4,0,2012.9,652.17,0.84839,0.75497,0.093422,0
62.85,53563,49632,3931.1,0,2023.9,655.74,0.85136,0.75689,0.094472,0
62.9,53735,49759,3975.7,0,2035,659.34,0.85437,0.75883,0.095543,0
62.95,53909,49888,4021.1,0,2046.2,662.98,0.85742,0.76079,0.096634,0
63,54085,50018,4067.4,0,2057.6,666.67,0.86052,0.76277,0.097747,0
63.05,54264,50149,4114.6,0,2069.1,670.39,0.86366,0.76478,0.098882,0
63.1,54445,50282,4162.8,0,2080.7,674.16,0.86684,0.7668,0.10004,0
63.15,54629,50417,4211.9,0,2092.5,677.97,0.87007,0.76886,0.10122,0
63.2,54815,50553,4261.9,0,2104.4,681.82,0.87335,0.77093,0.10242,0
63.25,55003,50690,4313,0,2116.4,685.71,0.87668,0.77303,0.10365,0
63.3,55195,50829,4365.1,0,2128.6,689.66,0.88005,0.77515,0.1049,0
63.35,55388,50970,4418.3,0,2140.9,693.64,0.88348,0.7773,0.10618,0
63.4,55585,51113,4472.6,0,2153.3,697.67,0.88695,0.77947,0.10748,0
63.45,55785,51257,4528,0,2165.9,701.75,0.89048,0.78166,0.10882,0
63.5,55987,51402,4584.5,0,2178.6,705.88,0.89406,0.78389,0.11017,0
63.55,56192,51550,4642.2,0,2191.5,710.06,0.8977,0.78613,0.11156,0
63.6,56400,51699,4701.1,0,2204.6,714.29,0.90139,0.78841,0.11298,0
63.65,56611,51850,4761.3,0,2217.8,718.56,0.90514,0.79071,0.11442,0
63.7,56826,52003,4822.7,0,2231.1,722.89,0.90894,0.79304,0.1159,0
63.75,57043,52158,4885.4,0,2244.7,727.27,0.91281,0.7954,0.11741,0
63.8,57264,52314,4949.5,0,2258.4,731.71,0.91674,0.79779,0.11895,0
63.85,57488,52473,5015,0,2272.2,736.2,0.92073,0.80021,0.12052,0
63.9,57715,52633,5081.8,0,2286.2,740.74,0.92478,0.80265,0.12213,0
63.95,57946,52796,5150.2,0,2300.4,745.34,0.9289,0.80513,0.12377,0
64,58180,52960,5220,0,2314.8,750,0.93309,0.80764,0.12545,0
64.05,58418,53127,5291.4,0,2329.4,754.72,0.93734,0.81018,0.12716,0
64.1,58660,53295,5364.4,0,2344.1,759.49,0.94167,0.81275,0.12892,0
64.15,58905,53466,5439,0,2359,764.33,0.94607,0.81536,0.13071,0
64.2,59154,53639,5515.3,0,2374.2,769.23,0.95054,0.81799,0.13254,0
64.25,59408,53814,5593.3,0,2389.5,774.19,0.95508,0.82067,0.13442,0
64.3,59665,53992,5673.1,0,2405,779.22,0.95971,0.82337,0.13634,0
64.35,59926,54172,5754.8,0,2420.7,784.31,0.96441,0.82612,0.1383,0
64.4,60192,54354,5838.3,0,2436.6,789.47,0.9692,0.82889,0.1403,0
64.45,60462,54538,5923.8,0,2452.8,794.7,0.97407,0.83171,0.14236,0
64.5,60737,54725,6011.2,0,2469.1,800,0.97902,0.83456,0.14446,0
64.55,61016,54915,6100.8,0,2485.7,805.37,0.98407,0.83745,0.14661,0
64.6,61299,55107,6192.5,0,2502.5,810.81,0.9892,0.84038,0.14882,0
64.65,61588,55302,6286.3,0,2519.5,816.33,0.99442,0.84335,0.15107,0
64.7,61882,55499,6382.5,0,2536.8,821.92,0.99974,0.84636,0.15338,0
64.75,62180,55699,6480.9,0,2554.3,827.59,1.0052,0.84941,0.15575,0
64.8,62484,55902,6581.8,0,2572,833.33,1.0107,0.85251,0.15817,0
64.85,62793,56108,6685.1,0,2590,839.16,1.0163,0.85565,0.16066,0
64.9,63108,56317,6791,0,2608.2,845.07,1.022,0.85883,0.1632,0
64.95,63428,56528,6899.6,0,2626.7,851.06,1.0279,0.86206,0.16581,0
65,63754,56743,7010.9,0,2645.5,857.14,1.0338,0.86533,0.16848,0
