Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV217_BTU_hr,ZoneLoadPredictionforFPVAV217_BTU_hr
1/2/2016 12:00:00 AM,44.06,nan,3110.4
1/2/2016 1:00:00 AM,44.06,-4147.2,691.2
1/2/2016 2:00:00 AM,44.165,-5184,1900.8
1/2/2016 3:00:00 AM,44.855,-3801.6,345.6
1/2/2016 4:00:00 AM,44.165,-2419.2,345.6
1/2/2016 5:00:00 AM,44.96,-2419.2,3110.4
1/2/2016 6:00:00 AM,44.96,-2419.2,1900.8
1/2/2016 7:00:00 AM,44.855,-2073.6,1728
1/2/2016 8:00:00 AM,44.291,-2419.2,1728
1/2/2016 9:00:00 AM,46.04,-1728,4665.6
1/2/2016 10:00:00 AM,46.271,2073.6,4665.6
1/2/2016 11:00:00 AM,48.02,691.2,6739.2
1/2/2016 12:00:00 PM,48.125,-345.6,6739.2
1/2/2016 1:00:00 PM,48.92,3801.6,6739.2
1/2/2016 2:00:00 PM,48.92,2764.8,7603.2
1/2/2016 3:00:00 PM,48.815,345.6,4838.4
1/2/2016 4:00:00 PM,48.02,345.6,5011.2
1/2/2016 5:00:00 PM,47.894,2764.8,4665.6
1/2/2016 6:00:00 PM,46.835,-345.6,4492.8
1/2/2016 7:00:00 PM,46.04,-345.6,4320
1/2/2016 8:00:00 PM,45.914,1728,2937.6
1/2/2016 9:00:00 PM,44.855,-1728,1728
1/2/2016 10:00:00 PM,44.06,-691.2,345.6
1/2/2016 11:00:00 PM,44.06,2764.8,1555.2
1/3/2016 12:00:00 AM,44.06,nan,1555.2
1/3/2016 1:00:00 AM,44.06,-1036.8,1036.8
1/3/2016 2:00:00 AM,44.06,1728,691.2
1/3/2016 3:00:00 AM,44.06,-691.2,691.2
1/3/2016 4:00:00 AM,43.934,0,3110.4
1/3/2016 5:00:00 AM,42.98,-1036.8,3283.2
1/3/2016 6:00:00 AM,43.106,1036.8,3110.4
1/3/2016 7:00:00 AM,44.06,-2764.8,1728
1/3/2016 8:00:00 AM,44.291,-1728,345.6
1/3/2016 9:00:00 AM,46.502,345.6,4838.4
1/3/2016 10:00:00 AM,50.231,5529.6,4147.2
1/3/2016 11:00:00 AM,52.442,7257.6,3801.6
1/3/2016 12:00:00 PM,56.171,7603.2,3801.6
1/3/2016 1:00:00 PM,58.046,6912,3801.6
1/3/2016 2:00:00 PM,59.126,5875.2,4492.8
1/3/2016 3:00:00 PM,60.08,6220.8,4492.8
1/3/2016 4:00:00 PM,59.828,5529.6,4492.8
1/3/2016 5:00:00 PM,57.353,4838.4,3801.6
1/3/2016 6:00:00 PM,52.703,4492.8,3456
1/3/2016 7:00:00 PM,49.874,3801.6,3110.4
1/3/2016 8:00:00 PM,48.584,4147.2,1382.4
1/3/2016 9:00:00 PM,45.809,345.6,1036.8
1/3/2016 10:00:00 PM,44.291,1036.8,518.4
1/3/2016 11:00:00 PM,45.683,3801.6,1036.8
1/4/2016 12:00:00 AM,42.518,nan,1036.8
1/4/2016 1:00:00 AM,38.894,-1036.8,518.4
1/4/2016 2:00:00 AM,38.171,1036.8,-172.8
1/4/2016 3:00:00 AM,39.689,-345.6,-172.8
1/4/2016 4:00:00 AM,37.94,-1728,-172.8
1/4/2016 5:00:00 AM,37.478,3456,345.6
1/4/2016 6:00:00 AM,34.106,-2419.2,345.6
1/4/2016 7:00:00 AM,35.06,-1728,345.6
1/4/2016 8:00:00 AM,35.627,1728,691.2
1/4/2016 9:00:00 AM,40.634,6912,3110.4
1/4/2016 10:00:00 AM,46.502,12787.2,4147.2
1/4/2016 11:00:00 AM,50.231,17280,5875.2
1/4/2016 12:00:00 PM,52.337,17625.6,5875.2
1/4/2016 1:00:00 PM,55.271,13132.8,10886.4
1/4/2016 2:00:00 PM,57.125,8294.4,9849.6
1/4/2016 3:00:00 PM,57.92,7257.6,5529.6
1/4/2016 4:00:00 PM,57.689,8294.4,5184
1/4/2016 5:00:00 PM,55.478,8294.4,4838.4
1/4/2016 6:00:00 PM,51.623,6220.8,4838.4
1/4/2016 7:00:00 PM,48.815,5529.6,4492.8
1/4/2016 8:00:00 PM,47.789,4838.4,3283.2
1/4/2016 9:00:00 PM,45.914,4147.2,2419.2
1/4/2016 10:00:00 PM,44.96,345.6,-345.6
1/4/2016 11:00:00 PM,44.729,4492.8,345.6
1/5/2016 12:00:00 AM,42.749,nan,-1036.8
1/5/2016 1:00:00 AM,40.874,nan,-864
1/5/2016 2:00:00 AM,39.815,1036.8,-864
1/5/2016 3:00:00 AM,38.894,2419.2,-1382.4
1/5/2016 4:00:00 AM,37.835,345.6,-1382.4
1/5/2016 5:00:00 AM,36.914,691.2,-1036.8
1/5/2016 6:00:00 AM,35.96,2419.2,345.6
1/5/2016 7:00:00 AM,35.96,345.6,-1036.8
1/5/2016 8:00:00 AM,35.96,345.6,0
1/5/2016 9:00:00 AM,36.191,4838.4,1728
1/5/2016 10:00:00 AM,38.528,6220.8,1728
1/5/2016 11:00:00 AM,43.211,8640,6048
1/5/2016 12:00:00 PM,45.317,13132.8,5875.2
1/5/2016 1:00:00 PM,48.377,8985.6,5529.6
1/5/2016 2:00:00 PM,51.416,7603.2,5184
1/5/2016 3:00:00 PM,54.086,7948.8,4838.4
1/5/2016 4:00:00 PM,54.809,6566.4,4838.4
1/5/2016 5:00:00 PM,52.703,7603.2,4838.4
1/5/2016 6:00:00 PM,49.874,5529.6,3801.6
1/5/2016 7:00:00 PM,48.689,5184,2419.2
1/5/2016 8:00:00 PM,47.066,4147.2,1555.2
1/5/2016 9:00:00 PM,47.894,691.2,518.4
1/5/2016 10:00:00 PM,46.835,1036.8,518.4
1/5/2016 11:00:00 PM,46.04,3801.6,1036.8
1/6/2016 12:00:00 AM,46.04,nan,1209.6
1/6/2016 1:00:00 AM,46.04,1036.8,1036.8
1/6/2016 2:00:00 AM,46.04,3801.6,2073.6
1/6/2016 3:00:00 AM,46.04,-1036.8,2419.2
1/6/2016 4:00:00 AM,45.914,3110.4,2073.6
1/6/2016 5:00:00 AM,44.96,3110.4,1728
1/6/2016 6:00:00 AM,44.96,3110.4,1728
1/6/2016 7:00:00 AM,44.06,-1036.8,1900.8
1/6/2016 8:00:00 AM,44.165,3456,1728
1/6/2016 9:00:00 AM,45.086,4492.8,1900.8
1/6/2016 10:00:00 AM,46.376,6220.8,1900.8
1/6/2016 11:00:00 AM,49.277,4492.8,2073.6
1/6/2016 12:00:00 PM,51.98,5875.2,2764.8
1/6/2016 1:00:00 PM,54.191,5875.2,3456
1/6/2016 2:00:00 PM,56.066,6912,3801.6
1/6/2016 3:00:00 PM,57.125,6912,5184
1/6/2016 4:00:00 PM,57.92,6566.4,5184
1/6/2016 5:00:00 PM,57.92,6566.4,5011.2
1/6/2016 6:00:00 PM,57.92,4492.8,4838.4
1/6/2016 7:00:00 PM,57.92,4147.2,4665.6
1/6/2016 8:00:00 PM,57.02,3456,4492.8
1/6/2016 9:00:00 PM,55.94,691.2,4147.2
1/6/2016 10:00:00 PM,55.94,691.2,4492.8
1/6/2016 11:00:00 PM,55.94,3110.4,4492.8
1/7/2016 12:00:00 AM,56.1118181818182,nan,4492.8
1/7/2016 1:00:00 AM,57.02,345.6,4492.8
1/7/2016 2:00:00 AM,57.02,4492.8,4492.8
1/7/2016 3:00:00 AM,57.02,2764.8,4492.8
1/7/2016 4:00:00 AM,57.02,1382.4,4492.8
1/7/2016 5:00:00 AM,57.02,4492.8,4492.8
1/7/2016 6:00:00 AM,55.94,3801.6,4492.8
1/7/2016 7:00:00 AM,55.8725,345.6,4492.8
1/7/2016 8:00:00 AM,55.6575862068966,1382.4,4838.4
1/7/2016 9:00:00 AM,53.96,5875.2,5702.4
1/7/2016 10:00:00 AM,55.04,5529.6,5702.4
1/7/2016 11:00:00 AM,57.02,4838.4,5875.2
1/7/2016 12:00:00 PM,57.02,4492.8,5875.2
