Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPB04_BTU_hr,ZoneLoadPredictionforFPB04_BTU_hr
12/8/2015 3:00:00 AM,47.663,-1272.73518,-1272.73518
12/8/2015 4:00:00 AM,45.422,-1272.73518,-1272.73518
12/8/2015 6:00:00 AM,48.02,-1272.73518,-1272.73518
12/8/2015 7:00:00 AM,48.125,-1272.73518,-1272.73518
12/8/2015 8:00:00 AM,49.403,-1272.73518,-1272.73518
12/9/2015 6:00:00 AM,46.709,-1272.73518,-1272.73518
12/9/2015 7:00:00 AM,45.317,-1272.73518,-1272.73518
12/9/2015 8:00:00 AM,48.4762068965517,-1272.73518,-1272.73518
12/9/2015 9:00:00 AM,52.211,-1272.73518,-1272.73518
12/9/2015 10:00:00 AM,54.674,-1272.73518,-1272.73518
12/9/2015 11:00:00 AM,60.311,-1272.73518,-1272.73518
12/9/2015 6:00:00 PM,59.828,-1272.73518,-1272.73518
12/9/2015 7:00:00 PM,57.92,-1272.73518,-1272.73518
12/9/2015 8:00:00 PM,57.584,-1272.73518,-1272.73518
12/9/2015 9:00:00 PM,54.914,-1272.73518,-1272.73518
12/9/2015 10:00:00 PM,53.729,-1272.73518,-1272.73518
12/10/2015 7:00:00 AM,52.211,-1272.73518,-1272.73518
12/10/2015 8:00:00 AM,54.422,-1272.73518,-1272.73518
12/10/2015 9:00:00 AM,58.739,-1272.73518,-1272.73518
12/10/2015 8:00:00 PM,60.749,-1272.73518,-1272.73518
12/10/2015 9:00:00 PM,58.538,-1272.73518,-1272.73518
12/10/2015 10:00:00 PM,55.04,-1272.73518,-1272.73518
12/11/2015 5:00:00 AM,48.815,-1272.73518,-1272.73518
12/11/2015 6:00:00 AM,47.894,-1272.73518,-1272.73518
12/11/2015 7:00:00 AM,47.423,-1272.73518,-1272.73518
12/11/2015 8:00:00 AM,51.416,-1272.73518,-1272.73518
12/11/2015 9:00:00 AM,54.422,-1272.73518,-1272.73518
12/11/2015 10:00:00 AM,58.508,-1272.73518,-1272.73518
12/13/2015 4:00:00 AM,53.855,-1272.73518,-1272.73518
12/13/2015 6:00:00 AM,53.06,-1272.73518,-1272.73518
12/13/2015 7:00:00 AM,53.1251724137931,-1272.73518,-1272.73518
12/13/2015 8:00:00 AM,53.06,-1272.73518,-1272.73518
