Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV213_BTU_hr,ZoneLoadPredictionforFPVAV213_BTU_hr
1/2/2016 12:00:00 AM,44.06,3780,4050
1/2/2016 1:00:00 AM,44.06,-9180,-1620
1/2/2016 2:00:00 AM,44.165,-9180,-1890
1/2/2016 3:00:00 AM,44.855,-8370,1890
1/2/2016 4:00:00 AM,44.165,-7560,270
1/2/2016 5:00:00 AM,44.96,-8100,-1350
1/2/2016 6:00:00 AM,44.96,-7830,-1755
1/2/2016 7:00:00 AM,44.855,-8370,-1755
1/2/2016 8:00:00 AM,44.291,-8370,-1755
1/2/2016 9:00:00 AM,46.04,-7830,-2430
1/2/2016 10:00:00 AM,46.271,-7290,-2430
1/2/2016 11:00:00 AM,48.02,-7290,-1215
1/2/2016 12:00:00 PM,48.125,-7290,-1215
1/2/2016 1:00:00 PM,48.92,-6210,-1215
1/2/2016 2:00:00 PM,48.92,-3510,-1350
1/2/2016 3:00:00 PM,48.815,4860,5670
1/2/2016 4:00:00 PM,48.02,-1080,5535
1/2/2016 5:00:00 PM,47.894,-2430,5400
1/2/2016 6:00:00 PM,46.835,-2430,5400
1/2/2016 7:00:00 PM,46.04,3240,4995
1/2/2016 8:00:00 PM,45.914,-1890,1485
1/2/2016 9:00:00 PM,44.855,-3240,4050
1/2/2016 10:00:00 PM,44.06,-4050,4590
1/2/2016 11:00:00 PM,44.06,4860,5130
1/3/2016 12:00:00 AM,44.06,0,5130
1/3/2016 1:00:00 AM,44.06,-3240,4590
1/3/2016 2:00:00 AM,44.06,-2970,1890
1/3/2016 3:00:00 AM,44.06,2430,1890
1/3/2016 4:00:00 AM,43.934,-2160,5130
1/3/2016 5:00:00 AM,42.98,-2160,5130
1/3/2016 6:00:00 AM,43.106,-2430,5130
1/3/2016 7:00:00 AM,44.06,-1890,-2295
1/3/2016 8:00:00 AM,44.291,4590,-1890
1/3/2016 9:00:00 AM,46.502,-2160,6345
1/3/2016 10:00:00 AM,50.231,-2970,5670
1/3/2016 11:00:00 AM,52.442,3510,5670
1/3/2016 12:00:00 PM,56.171,3780,5535
1/3/2016 1:00:00 PM,58.046,5130,5400
1/3/2016 2:00:00 PM,59.126,4590,5130
1/3/2016 3:00:00 PM,60.08,4590,4860
1/3/2016 4:00:00 PM,59.828,4860,4860
1/3/2016 5:00:00 PM,57.353,4860,5400
1/3/2016 6:00:00 PM,52.703,5130,5400
1/3/2016 7:00:00 PM,49.874,3240,5400
1/3/2016 8:00:00 PM,48.584,-2160,5400
1/3/2016 9:00:00 PM,45.809,-540,5400
1/3/2016 10:00:00 PM,44.291,-270,5400
1/3/2016 11:00:00 PM,45.683,-1350,5400
1/4/2016 12:00:00 AM,42.518,4590,5400
1/4/2016 1:00:00 AM,38.894,-2700,5400
1/4/2016 2:00:00 AM,38.171,-3510,5400
1/4/2016 3:00:00 AM,39.689,3240,5130
1/4/2016 4:00:00 AM,37.94,4590,5400
1/4/2016 5:00:00 AM,37.478,-6750,5400
1/4/2016 6:00:00 AM,34.106,-6210,5130
1/4/2016 7:00:00 AM,35.06,-1350,5400
1/4/2016 8:00:00 AM,35.627,5130,5400
1/4/2016 9:00:00 AM,40.634,-1080,5265
1/4/2016 10:00:00 AM,46.502,4320,5130
1/4/2016 11:00:00 AM,50.231,5400,2025
1/4/2016 12:00:00 PM,52.337,5130,2025
1/4/2016 1:00:00 PM,55.271,5670,5130
1/4/2016 2:00:00 PM,57.125,5130,5535
1/4/2016 3:00:00 PM,57.92,5400,5670
1/4/2016 4:00:00 PM,57.689,5400,5670
1/4/2016 5:00:00 PM,55.478,5400,5670
1/4/2016 6:00:00 PM,51.623,5130,5670
1/4/2016 7:00:00 PM,48.815,5400,5670
1/4/2016 8:00:00 PM,47.789,5400,5400
1/4/2016 9:00:00 PM,45.914,5400,5400
1/4/2016 10:00:00 PM,44.96,-2700,5265
1/4/2016 11:00:00 PM,44.729,-3510,5265
1/5/2016 12:00:00 AM,42.749,3240,-2160
1/5/2016 1:00:00 AM,40.874,3510,-2160
1/5/2016 2:00:00 AM,39.815,-3240,-2160
1/5/2016 3:00:00 AM,38.894,-3510,-2160
1/5/2016 4:00:00 AM,37.835,4320,-2160
1/5/2016 5:00:00 AM,36.914,4590,-2160
1/5/2016 6:00:00 AM,35.96,-5670,-2430
1/5/2016 7:00:00 AM,35.96,1350,-2700
1/5/2016 8:00:00 AM,35.96,5130,-3105
1/5/2016 9:00:00 AM,36.191,-540,-3510
1/5/2016 10:00:00 AM,38.528,-3510,-3510
1/5/2016 11:00:00 AM,43.211,5400,945
1/5/2016 12:00:00 PM,45.317,5130,4860
1/5/2016 1:00:00 PM,48.377,5130,5130
1/5/2016 2:00:00 PM,51.416,5400,5130
1/5/2016 3:00:00 PM,54.086,6210,4995
1/5/2016 4:00:00 PM,54.809,5400,5265
1/5/2016 5:00:00 PM,52.703,5670,4995
1/5/2016 6:00:00 PM,49.874,5670,4860
1/5/2016 7:00:00 PM,48.689,5400,4320
1/5/2016 8:00:00 PM,47.066,5400,-1890
1/5/2016 9:00:00 PM,47.894,4860,-1890
1/5/2016 10:00:00 PM,46.835,-2160,-2430
1/5/2016 11:00:00 PM,46.04,-2430,-2430
1/6/2016 12:00:00 AM,46.04,2970,-2430
1/6/2016 1:00:00 AM,46.04,5130,405
1/6/2016 2:00:00 AM,46.04,-2160,-1890
1/6/2016 3:00:00 AM,46.04,-2430,405
1/6/2016 4:00:00 AM,45.914,5400,2700
1/6/2016 5:00:00 AM,44.96,5130,2700
1/6/2016 6:00:00 AM,44.96,270,-1890
1/6/2016 7:00:00 AM,44.06,-1620,405
1/6/2016 8:00:00 AM,44.165,-1350,2700
1/6/2016 9:00:00 AM,45.086,5400,810
1/6/2016 10:00:00 AM,46.376,5940,-1890
1/6/2016 11:00:00 AM,49.277,5400,5400
1/6/2016 12:00:00 PM,51.98,5400,5400
1/6/2016 1:00:00 PM,54.191,5670,5400
1/6/2016 2:00:00 PM,56.066,5670,5535
1/6/2016 3:00:00 PM,57.125,5400,5670
1/6/2016 4:00:00 PM,57.92,5670,5670
1/6/2016 5:00:00 PM,57.92,5670,5670
1/6/2016 6:00:00 PM,57.92,5940,5670
1/6/2016 7:00:00 PM,57.92,5670,5535
1/6/2016 8:00:00 PM,57.02,5400,5400
1/6/2016 9:00:00 PM,55.94,5400,5265
1/6/2016 10:00:00 PM,55.94,5400,5400
1/6/2016 11:00:00 PM,55.94,5400,5265
1/7/2016 12:00:00 AM,56.1118181818182,5940,5535
1/7/2016 1:00:00 AM,57.02,5130,5400
1/7/2016 2:00:00 AM,57.02,5130,5400
1/7/2016 3:00:00 AM,57.02,3510,5400
1/7/2016 4:00:00 AM,57.02,2700,5400
1/7/2016 5:00:00 AM,57.02,2700,5400
1/7/2016 6:00:00 AM,55.94,4050,5400
1/7/2016 7:00:00 AM,55.8725,5400,5400
1/7/2016 8:00:00 AM,55.6575862068966,5400,5400
1/7/2016 9:00:00 AM,53.96,5670,5265
1/7/2016 10:00:00 AM,55.04,5940,5130
1/7/2016 11:00:00 AM,57.02,5670,5130
1/7/2016 12:00:00 PM,57.02,5670,5130
1/7/2016 1:00:00 PM,57.02,5670,5130
1/7/2016 2:00:00 PM,57.125,5670,5130
1/7/2016 3:00:00 PM,58.088,5400,5130
1/7/2016 4:00:00 PM,59.231,6210,5130
1/7/2016 5:00:00 PM,60.518,5670,5130
1/7/2016 6:00:00 PM,56.789,5670,4860
1/7/2016 7:00:00 PM,54.914,5400,5130
1/7/2016 8:00:00 PM,53.96,5670,5130
1/7/2016 9:00:00 PM,53.855,5670,5130
1/7/2016 10:00:00 PM,52.829,5670,4590
