Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPB09_BTU_hr,ZoneLoadPredictionforFPB09_BTU_hr
12/8/2015 3:00:00 AM,47.663,-4018.024764,-4018.024764
12/8/2015 4:00:00 AM,45.422,-4018.024764,-4018.024764
12/8/2015 6:00:00 AM,48.02,-4018.024764,-4018.024764
12/8/2015 7:00:00 AM,48.125,-4018.024764,-4018.024764
12/8/2015 8:00:00 AM,49.403,-4018.024764,-4018.024764
12/9/2015 6:00:00 AM,46.709,-4018.024764,-4018.024764
12/9/2015 7:00:00 AM,45.317,-4018.024764,-4018.024764
12/9/2015 8:00:00 AM,48.4762068965517,-4018.024764,-4018.024764
12/9/2015 9:00:00 AM,52.211,-4018.024764,-4018.024764
12/9/2015 10:00:00 AM,54.674,-4018.024764,-4018.024764
12/9/2015 11:00:00 AM,60.311,-4018.024764,-4018.024764
12/9/2015 6:00:00 PM,59.828,-4018.024764,-4018.024764
12/9/2015 7:00:00 PM,57.92,-4018.024764,-4018.024764
12/9/2015 8:00:00 PM,57.584,-4018.024764,-4018.024764
12/9/2015 9:00:00 PM,54.914,-4018.024764,-4018.024764
12/9/2015 10:00:00 PM,53.729,-4018.024764,-4018.024764
12/10/2015 7:00:00 AM,52.211,-4018.024764,-4018.024764
12/10/2015 8:00:00 AM,54.422,-4018.024764,-4018.024764
12/10/2015 9:00:00 AM,58.739,-4018.024764,-4018.024764
12/10/2015 8:00:00 PM,60.749,-4018.024764,-4018.024764
12/10/2015 9:00:00 PM,58.538,-4018.024764,-4018.024764
12/10/2015 10:00:00 PM,55.04,-4018.024764,-4018.024764
12/11/2015 5:00:00 AM,48.815,-4018.024764,-4018.024764
12/11/2015 6:00:00 AM,47.894,-4018.024764,-4018.024764
12/11/2015 7:00:00 AM,47.423,-4018.024764,-4018.024764
12/11/2015 8:00:00 AM,51.416,-4018.024764,-4018.024764
12/11/2015 9:00:00 AM,54.422,-4018.024764,-4018.024764
12/11/2015 10:00:00 AM,58.508,-4018.024764,-4018.024764
12/13/2015 4:00:00 AM,53.855,-4018.024764,-4018.024764
12/13/2015 6:00:00 AM,53.06,-4018.024764,-4018.024764
12/13/2015 7:00:00 AM,53.1251724137931,-4018.024764,-4018.024764
12/13/2015 8:00:00 AM,53.06,-4018.024764,-4018.024764
12/13/2015 9:00:00 AM,53.06,-4018.024764,-4018.024764
12/13/2015 10:00:00 AM,53.165,-4018.024764,-4018.024764
12/13/2015 11:00:00 AM,53.96,-4018.024764,-4018.024764
12/13/2015 12:00:00 PM,54.086,-4018.024764,-4018.024764
12/13/2015 1:00:00 PM,55.145,-4018.024764,-4018.024764
12/13/2015 2:00:00 PM,55.94,-4018.024764,-4018.024764
12/13/2015 3:00:00 PM,55.94,-4018.024764,-4018.024764
12/13/2015 4:00:00 PM,55.835,-4018.024764,-4018.024764
12/13/2015 5:00:00 PM,55.145,-4018.024764,-4018.024764
12/13/2015 6:00:00 PM,55.835,-4018.024764,-4018.024764
12/13/2015 7:00:00 PM,55.04,-4018.024764,-4018.024764
12/13/2015 8:00:00 PM,55.145,-4018.024764,-4018.024764
12/13/2015 9:00:00 PM,55.835,-4018.024764,-4018.024764
12/13/2015 10:00:00 PM,55.04,-4018.024764,-4018.024764
12/13/2015 11:00:00 PM,54.914,-4018.024764,-4018.024764
12/14/2015 5:00:00 AM,48.92,-4018.024764,-4018.024764
12/14/2015 6:00:00 AM,48.815,-4018.024764,-4018.024764
12/14/2015 7:00:00 AM,48.02,-4018.024764,-4018.024764
