Date,OADryBulbTemperatureNOAA_F,ZoneLoadforFPVAV15_BTU_hr,ZoneLoadPredictionforFPVAV15_BTU_hr
1/19/2016 8:00:00 AM,47.528,-28080,-1404
1/19/2016 9:00:00 AM,52.673,7020,-1404
1/19/2016 10:00:00 AM,58.403,5896.8,-1123.2
1/19/2016 11:00:00 AM,62.522,5335.2,-1684.8
1/19/2016 12:00:00 PM,66.125,3931.2,-1965.6
1/19/2016 1:00:00 PM,66.92,5896.8,-1965.6
1/19/2016 2:00:00 PM,67.046,5896.8,-1965.6
1/19/2016 3:00:00 PM,68,6177.6,421.2
1/19/2016 4:00:00 PM,67.769,5896.8,280.8
1/19/2016 5:00:00 PM,65.789,7300.8,-1965.6
1/20/2016 8:00:00 AM,43.106,6739.2,-842.4
1/20/2016 9:00:00 AM,44.291,7020,-842.4
1/20/2016 10:00:00 AM,46.04,9547.2,-842.4
1/20/2016 11:00:00 AM,47.423,10389.6,-842.4
1/20/2016 12:00:00 PM,51.3841379310345,10670.4,-1123.2
1/20/2016 1:00:00 PM,54.191,7020,-1404
1/20/2016 2:00:00 PM,56.171,6458.4,-1965.6
1/20/2016 3:00:00 PM,57.92,7581.6,-1965.6
1/20/2016 4:00:00 PM,58.235,5896.8,-1965.6
1/20/2016 5:00:00 PM,57.689,5616,-1965.6
1/21/2016 8:00:00 AM,63.1890909090909,6177.6,-1965.6
1/21/2016 9:00:00 AM,63.8662068965517,6458.4,-2246.4
1/21/2016 10:00:00 AM,62.06,8424,-2246.4
1/21/2016 11:00:00 AM,62.96,7300.8,-2246.4
1/21/2016 12:00:00 PM,64.2981132075472,6458.4,-2246.4
1/21/2016 1:00:00 PM,57.02,8704.8,-1684.8
1/21/2016 2:00:00 PM,57.02,8143.2,-1684.8
1/21/2016 3:00:00 PM,55.604,7020,-1684.8
1/21/2016 4:00:00 PM,52.64,9266.4,-1404
1/21/2016 5:00:00 PM,50.723,9547.2,-561.6
1/22/2016 8:00:00 AM,39.125,-6458.4,-561.6
1/22/2016 9:00:00 AM,40.277,5896.8,0
1/22/2016 10:00:00 AM,43.211,9547.2,-702
1/22/2016 11:00:00 AM,45.317,7020,-842.4
1/22/2016 12:00:00 PM,48.125,6177.6,-1123.2
1/22/2016 1:00:00 PM,49.046,6739.2,-1123.2
1/22/2016 2:00:00 PM,50.126,5896.8,-1123.2
1/25/2016 8:00:00 AM,56.654,4212,4492.8
1/25/2016 9:00:00 AM,62.522,4212,nan
1/25/2016 10:00:00 AM,66.44,5335.2,nan
1/25/2016 11:00:00 AM,69.1668965517241,5896.8,nan
1/25/2016 12:00:00 PM,69.185,7300.8,nan
1/25/2016 1:00:00 PM,70.337,6739.2,nan
1/25/2016 2:00:00 PM,73.145,5616,nan
1/25/2016 3:00:00 PM,73.94,7862.4,nan
1/25/2016 4:00:00 PM,73.835,8143.2,nan
1/25/2016 5:00:00 PM,72.578,5896.8,nan
1/26/2016 8:00:00 AM,49.046,7862.4,-1263.6
1/26/2016 9:00:00 AM,50.231,8143.2,-1544.4
1/26/2016 10:00:00 AM,52.211,9828,-1684.8
1/26/2016 11:00:00 AM,54.086,8424,-1544.4
1/26/2016 12:00:00 PM,55.04,6739.2,-1684.8
1/26/2016 1:00:00 PM,55.04,6458.4,-1684.8
1/26/2016 2:00:00 PM,55.04,6458.4,-1825.2
1/26/2016 3:00:00 PM,54.809,7300.8,-1825.2
1/26/2016 4:00:00 PM,52.934,8424,-1684.8
1/26/2016 5:00:00 PM,51.875,9266.4,-1404
1/27/2016 7:00:00 AM,39.02,-1123.2,561.6
